key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
COM~few,COMPLEMENT,few,11394,5877.5,13089.4665,1.5000995,0.47016037,0.0034764048,0.96928966,0.0035901528,3173681,11755,6347362,11394.0,3162287.0,361.0,3173320.0,3173681.0,3173681.0,11755.0,6335607.0,3167803.5,5877.5,3167803.5,51.68036,0.007153809,0.28748357,0.0034764048,0.47016037,0.47016037,0.23681839,5516.5,0.48415834,4.57564,4.5559726,4.5844374,4.605721,4.7660875,4.6698823,106.74268124794318,1781.4828093473145,108.42047777057617
COM~recent,COMPLEMENT,recent,17047,8813.0,19383.3718,1.470867,0.46845165,0.0051889275,0.9671508,0.005371365,3173681,17626,6347362,17047.0,3156634.0,579.0,3173102.0,3173681.0,3173681.0,17626.0,6329736.0,3164868.0,8813.0,3164868.0,63.06478,0.010683397,0.28652418,0.0051889275,0.46845165,0.46845165,0.23682028,8234.0,0.48301753,4.5574527,4.541605,4.564537,4.5816646,4.710185,4.633197,130.56416047292612,1781.4828093473145,132.7629466379833
NEG~sure,NEGATED,sure,128062,67029.0,139261.0718,1.3465905,0.46509606,0.03846196,0.9552731,0.040351253,3173681,134058,6347362,128062.0,3045619.0,5996.0,3167685.0,3173681.0,3173681.0,134058.0,6213304.0,3106652.0,67029.0,3106652.0,170.55112,0.077431746,0.28115755,0.03846196,0.46509606,0.46509606,0.251779,61033.0,0.47658947,4.3137555,4.308546,4.31608,4.32169,4.3633275,4.3384824,357.8575135441479,1781.4828093473145,366.1393177466741
COM~little,COMPLEMENT,little,19389,10668.0,16592.7557,1.000484,0.41012436,0.0054958267,0.90874577,0.00610931,3173681,21336,6347362,19389.0,3154292.0,1947.0,3171734.0,3173681.0,3173681.0,21336.0,6326026.0,3163013.0,10668.0,3163013.0,62.63089,0.012137025,0.2594724,0.0054958267,0.41012436,0.41012436,0.2078101,8721.0,0.44979113,3.131695,3.1224465,3.1358237,3.145793,3.2199993,3.1756737,139.24438947404667,1781.4828093473145,146.0684770920817
NEG~bad,NEGATED,bad,104709,59888.5,76707.3061,0.8544195,0.38139665,0.02824512,0.87419957,0.032992918,3173681,119777,6347362,104709.0,3068972.0,15068.0,3158613.0,3173681.0,3173681.0,119777.0,6227585.0,3113792.5,59888.5,3113792.5,138.51114,0.063586056,0.24264057,0.02824512,0.38139665,0.38139665,0.20482089,44820.5,0.42804822,2.7286432,2.7251728,2.7301912,2.7339258,2.7615802,2.7450922,323.58770063152895,1781.4828093473145,346.08813906286935
NEG~distant,NEGATED,distant,8043,4645.0,5558.9379,0.8103359,0.36630577,0.002141362,0.8657696,0.0025342812,3173681,9290,6347362,8043.0,3165638.0,1247.0,3172434.0,3173681.0,3173681.0,9290.0,6338072.0,3169036.0,4645.0,3169036.0,37.889103,0.005053769,0.23843235,0.002141362,0.36630577,0.36630577,0.18422356,3398.0,0.42247918,2.4538484,2.442065,2.4591098,2.471815,2.566483,2.5099154,89.6827742657418,1781.4828093473145,96.38464608017192
NEG~surprising,NEGATED,surprising,16339,9443.0,11271.8282,0.80901754,0.36622787,0.0043457425,0.8651382,0.0051482804,3173681,18886,6347362,16339.0,3157342.0,2547.0,3171134.0,3173681.0,3173681.0,18886.0,6328476.0,3164238.0,9443.0,3164238.0,53.94914,0.01023565,0.23811549,0.0043457425,0.36622787,0.36622787,0.1852868,6896.0,0.42205766,2.5158503,2.507503,2.5195758,2.5285687,2.5954015,2.5555034,127.82409788455384,1781.4828093473145,137.42634390829147
COM~many,COMPLEMENT,many,83846,48888.0,56265.7333,0.7892358,0.36312515,0.02202994,0.8575315,0.026419165,3173681,97776,6347362,83846.0,3089835.0,13930.0,3159751.0,3173681.0,3173681.0,97776.0,6249586.0,3124793.0,48888.0,3124793.0,120.72728,0.05125912,0.23428008,0.02202994,0.36312515,0.36312515,0.19257754,34958.0,0.41693103,2.5179462,2.514302,2.5195718,2.5234935,2.5525327,2.535219,289.5617378038749,1781.4828093473145,312.6915412990892
COM~best,COMPLEMENT,best,8682,5051.0,5810.045,0.7871989,0.36000675,0.0022881946,0.85943377,0.0027356248,3173681,10102,6347362,8682.0,3164999.0,1420.0,3172261.0,3173681.0,3173681.0,10102.0,6337260.0,3168630.0,5051.0,3168630.0,38.96874,0.005453889,0.23524241,0.0022881946,0.36000675,0.36000675,0.18114747,3631.0,0.41822162,2.3904226,2.379306,2.3953857,2.4073699,2.496603,2.4432952,93.17725044236924,1781.4828093473145,100.5087060905671
NEG~clear,NEGATED,clear,71543,41979.0,46592.0145,0.76880586,0.35684857,0.018630732,0.85212845,0.022542594,3173681,83958,6347362,71543.0,3102138.0,12415.0,3161266.0,3173681.0,3173681.0,83958.0,6263404.0,3131702.0,41979.0,3131702.0,110.52986,0.04392322,0.23153506,0.018630732,0.35684857,0.35684857,0.18773964,29564.0,0.413234,2.4506588,2.4467885,2.4523854,2.4565504,2.4873958,2.4690044,267.47523249826327,1781.4828093473145,289.7550689806824
