key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~shabby,NEGATED,shabby,5529,311.761,27251.73446,1.8917191,0.73811734,0.0017197534,0.7821474,0.0017421411,3173681,7069,71961373,5529.0,3168152.0,1540.0,68786152.0,3173681.0,68787692.0,7069.0,71954304.0,3173369.238980807,6757.238980807,68780934.7610192,70.1645,0.003476539,1.2488248,0.0017197534,0.73811734,0.73811734,0.36991856,5217.239,0.94361347,6.046906,6.0361266,6.0517025,6.06324,6.1655035,6.090472,74.35724578008521,1781.4828093473145,84.07734534343957
NEG~sure,NEGATED,sure,128062,11326.288,459578.54173,1.3506776,0.45617625,0.038479477,0.4986508,0.040351253,3173681,256817,71961373,128062.0,3045619.0,128755.0,68658937.0,3173681.0,68787692.0,256817.0,71704556.0,3162354.712029132,245490.712029133,68542201.28797087,326.20724,0.07466088,1.0533327,0.038479477,0.45617625,0.45617625,0.24732786,116735.712,0.91155624,4.3975277,4.3960056,4.3982043,4.3998303,4.4141417,4.4036593,357.8575135441479,1781.4828093473145,506.77115150726564
NEG~bad,NEGATED,bad,104709,18778.7391,210058.94306,0.8618471,0.20301162,0.028325107,0.24591295,0.032992918,3173681,425797,71961373,104709.0,3068972.0,321088.0,68466604.0,3173681.0,68787692.0,425797.0,71535576.0,3154902.26090122,407018.26090122,68380673.73909879,265.55478,0.0581801,0.74631757,0.028325107,0.20301162,0.20301162,0.115668364,85930.2609,0.82065785,2.7918868,2.7905095,2.792499,2.79397,2.8069065,2.7974331,323.58770063152895,1781.4828093473145,652.5312253064983
NEG~distant,NEGATED,distant,8043,1512.1446,15234.07157,0.82329047,0.19056694,0.0021527593,0.2345787,0.0025342812,3173681,34287,71961373,8043.0,3165638.0,26244.0,68761448.0,3173681.0,68787692.0,34287.0,71927086.0,3172168.855415891,32774.855415891,68754917.1445841,72.82174,0.005014389,0.7258248,0.0021527593,0.19056694,0.19056694,0.09635985,6530.8554,0.81199247,2.625685,2.6207027,2.627899,2.6332164,2.6798642,2.645723,89.6827742657418,1781.4828093473145,185.1674917473367
NEG~surprising,NEGATED,surprising,16339,3084.842,30846.29524,0.82185555,0.18967295,0.004368955,0.23359115,0.0051482804,3173681,69947,71961373,16339.0,3157342.0,53608.0,68734084.0,3173681.0,68787692.0,69947.0,71891426.0,3170596.158012522,66862.158012522,68720829.84198748,103.690605,0.010074521,0.7239925,0.004368955,0.18967295,0.18967295,0.097020954,13254.158,0.81119764,2.6495981,2.6461189,2.6511443,2.6548586,2.687475,2.6635978,127.82409788455384,1781.4828093473145,264.47495155496296
NEG~clear,NEGATED,clear,71543,15277.3043,119591.62259,0.759567,0.16321363,0.018546807,0.20653053,0.022542594,3173681,346404,71961373,71543.0,3102138.0,274861.0,68512831.0,3173681.0,68787692.0,346404.0,71614969.0,3158403.695700594,331126.695700595,68456565.3042994,210.35852,0.04064845,0.6705204,0.018546807,0.16321363,0.16321363,0.090880215,56265.6957,0.7864598,2.4613442,2.4597178,2.4620674,2.4638045,2.4790747,2.467893,267.47523249826327,1781.4828093473145,588.5609569110068
NEG~keen,NEGATED,keen,9108,1945.6287,15101.70007,0.7522478,0.16245274,0.0023609253,0.20645571,0.0028698537,3173681,44116,71961373,9108.0,3164573.0,35008.0,68752684.0,3173681.0,68787692.0,44116.0,71917257.0,3171735.371322292,42170.371322293,68745521.62867771,75.04907,0.005661016,0.67036307,0.0023609253,0.16245274,0.16245274,0.082406834,7162.3713,0.78638244,2.3975608,2.3929617,2.3996046,2.4045131,2.4475722,2.4160583,95.4358423235212,1781.4828093473145,210.03809178337153
NEG~fond,NEGATED,fond,6653,1424.9538,10996.13961,0.75053257,0.1618816,0.0017233157,0.20591149,0.002096304,3173681,32310,71961373,6653.0,3167028.0,25657.0,68762035.0,3173681.0,68787692.0,32310.0,71929063.0,3172256.046183318,30885.046183318,68756806.95381668,64.09596,0.004150355,0.66921675,0.0017233157,0.1618816,0.1618816,0.08180246,5228.0462,0.78581786,2.3760092,2.370617,2.3784053,2.3841593,2.4346066,2.3976905,81.5659242576212,1781.4828093473145,179.7498261473429
NEG~exclusive,NEGATED,exclusive,6165,1324.7087,10153.06274,0.7487115,0.1612116,0.0015955005,0.20524687,0.0019425392,3173681,30037,71961373,6165.0,3167516.0,23872.0,68763820.0,3173681.0,68787692.0,30037.0,71931336.0,3172356.29130945,28712.29130945,68758979.70869055,61.646008,0.003848653,0.6678127,0.0015955005,0.1612116,0.1612116,0.081403546,4840.2913,0.7851243,2.3656943,2.3600912,2.3681839,2.3741627,2.4265707,2.3882213,78.5175139698144,1781.4828093473145,173.31185764395926
NEG~late,NEGATED,late,26094,6083.9927,39303.33965,0.70671004,0.14533016,0.006595879,0.18915412,0.008221999,3173681,137951,71961373,26094.0,3147587.0,111857.0,68675835.0,3173681.0,68787692.0,137951.0,71823422.0,3167597.007305322,131867.007305322,68655824.99269468,123.87308,0.015758997,0.632352,0.006595879,0.14533016,0.14533016,0.07596302,20010.0073,0.76684326,2.2810142,2.2783403,2.2822025,2.2850573,2.310132,2.2917747,161.53637361288014,1781.4828093473145,371.4175547816769
