key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~shabby,NEGATED,shabby,5535,299.262,26682.64177,1.7615094,0.6538741,0.001685876,0.6911838,0.0017156338,3226213,8008,86330752,5535.0,3220678.0,2473.0,83102066.0,3226213.0,83104539.0,8008.0,86322744.0,3225913.737997696,7708.737997695,83096830.2620023,70.375114,0.003422772,0.6538741,1.267066,0.001685876,0.6538741,0.6538741,0.0011023507,5235.738,0.9459328,17.29919,72.3584,5.66099,5.651158,5.665377,5.675963,5.7514095,5.6865454,74.39758060582346,1796.1661949830811,89.48742928478838
NEG~distant,NEGATED,distant,8184,1446.7569,16202.36351,0.84013337,0.1741041,0.0021693516,0.2113964,0.0025367204,3226213,38714,86330752,8184.0,3218029.0,30530.0,83074009.0,3226213.0,83104539.0,38714.0,86292038.0,3224766.243112234,37267.243112234,83067271.75688776,74.4731,0.005013282,0.1741041,0.75257003,0.0021693516,0.1741041,0.1741041,0.000377693,6737.2431,0.8232213,38.03626,82.08071,2.6908102,2.6857538,2.6930661,2.6985097,2.7373073,2.7039516,90.46546302318913,1796.1661949830811,196.7587355112855
NEG~bad,NEGATED,bad,105275,20835.0332,188571.59918,0.789915,0.15243867,0.02718916,0.1888246,0.032631136,3226213,557528,86330752,105275.0,3120938.0,452253.0,82652286.0,3226213.0,83104539.0,557528.0,85773224.0,3205377.966830545,536692.966830545,82567846.03316946,260.24683,0.055645987,0.15243867,0.703531,0.02718916,0.15243867,0.15243867,0.0041446798,84439.9668,0.80208945,144.34346,290.58557,2.5577617,2.5563893,2.5583737,2.5598512,2.5703802,2.561328,324.46109165815244,1796.1661949830811,746.6779761048266
NEG~fond,NEGATED,fond,6679,1487.6775,10423.80514,0.7161745,0.13046591,0.0016715745,0.16777614,0.002070229,3226213,39809,86330752,6679.0,3219534.0,33130.0,83071409.0,3226213.0,83104539.0,39809.0,86290943.0,3224725.322546235,38321.322546235,83066217.67745377,63.521725,0.004089991,0.13046591,0.65220267,0.0016715745,0.13046591,0.13046591,0.0002180835,5191.3225,0.7772604,38.570423,72.050835,2.2721999,2.2667506,2.274631,2.2804973,2.3223097,2.2863624,81.72514912803769,1796.1661949830811,199.5219286193876
NEG~keen,NEGATED,keen,9139,2081.4554,13915.63212,0.7048344,0.12679271,0.002272487,0.16408129,0.002832733,3226213,55698,86330752,9139.0,3217074.0,46559.0,83057980.0,3226213.0,83104539.0,55698.0,86275054.0,3224131.544579874,53616.544579873,83050922.45542012,73.82514,0.005569316,0.12679271,0.6425316,0.002272487,0.12679271,0.12679271,0.0002881348,7057.5446,0.77224475,45.62297,84.00919,2.2490568,2.2444103,2.2511299,2.2561321,2.2917857,2.2611332,95.59811713627,1796.1661949830811,236.00423725009685
NEG~late,NEGATED,late,26304,6085.3927,39431.89817,0.6985542,0.124397054,0.00651027,0.16153279,0.008153212,3226213,162840,86330752,26304.0,3199909.0,136536.0,82968003.0,3226213.0,83104539.0,162840.0,86167912.0,3220127.60733575,156754.60733575,82947784.39266425,124.663795,0.01552292,0.124397054,0.6357332,0.00651027,0.124397054,0.124397054,0.0008098584,20218.6073,0.7686514,78.00893,142.19215,2.2588253,2.2560968,2.2600424,2.2629797,2.2839146,2.265916,162.18507946170635,1796.1661949830811,403.5343851519967
NEG~sure,NEGATED,sure,128824,31577.261,182987.33321,0.67986006,0.116225064,0.031312864,0.15245786,0.039930407,3226213,844981,86330752,128824.0,3097389.0,716157.0,82388382.0,3226213.0,83104539.0,844981.0,85485771.0,3194635.739014795,813403.739014795,82291135.26098521,270.9422,0.06328561,0.116225064,0.61062235,0.031312864,0.116225064,0.116225064,0.0036393397,97246.739,0.7548806,177.69992,311.8441,2.1889849,2.187776,2.1895242,2.1908255,2.2001007,2.1921265,358.9206040338169,1796.1661949830811,919.2284808468459
NEG~exclusive,NEGATED,exclusive,6202,1536.6327,8556.17083,0.66110843,0.1135142,0.0015022202,0.15083052,0.0019223777,3226213,41119,86330752,6202.0,3220011.0,34917.0,83069622.0,3226213.0,83104539.0,41119.0,86289633.0,3224676.367348555,39582.367348555,83064956.63265146,59.24067,0.00379637,0.1135142,0.6059617,0.0015022202,0.1135142,0.1135142,0.00017052333,4665.3673,0.75223595,39.199905,68.3035,2.0866513,2.081053,2.089149,2.0951762,2.1381335,2.1012018,78.75277772878871,1796.1661949830811,202.7782039569342
NEG~clear,NEGATED,clear,72905,18352.8925,99542.75447,0.6600399,0.11171517,0.01756545,0.14845003,0.022597702,3226213,491108,86330752,72905.0,3153308.0,418203.0,82686336.0,3226213.0,83104539.0,491108.0,85839644.0,3207860.107464047,472755.107464047,82631783.89253595,202.03792,0.039224487,0.11171517,0.5990528,0.01756545,0.11171517,0.11171517,0.0019623272,54552.1075,0.7482629,135.47285,233.56392,2.1359534,2.134338,2.1366742,2.1384134,2.15081,2.1401522,270.00925910049824,1796.1661949830811,700.7909816771331
NEG~lucky,NEGATED,lucky,12350,3607.5496,13785.80552,0.5786044,0.09066387,0.0028150163,0.12793288,0.0038280175,3226213,96535,86330752,12350.0,3213863.0,84185.0,83020354.0,3226213.0,83104539.0,96535.0,86234217.0,3222605.450375562,92927.450375563,83011611.54962444,78.66829,0.007433606,0.09066387,0.53445464,0.0028150163,0.09066387,0.09066387,0.00025522028,8742.4504,0.70789075,60.06288,93.50107,1.843038,1.8391266,1.8447831,1.848994,1.8790069,1.8532038,111.13055385446434,1796.1661949830811,310.7008207263058
