key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
NEG~shabby,NEGATED,shabby,5529,309.65581,27272.5237,1.8866487,0.7344665,0.0017195017,0.77796537,0.0017421526,3173660,7107,72839589,5529.0,3168131.0,1578.0,69664351.0,3173660.0,69665929.0,7107.0,72832482.0,3173350.344194282,6797.344194281,69659131.65580572,70.19281,0.00347652,1.2517674,0.0017195017,0.7344665,0.7344665,0.368093,5219.34419,0.9439942,6.032135,6.0214524,6.036888,6.0483212,6.149738,6.0706873,74.35724578008521,1781.4769153710638,84.303024856763,s
NEG~dissimilar,NEGATED,dissimilar,2511,200.64232,9578.05902,1.4206434,0.5017381,0.00076114235,0.5452769,0.0007912001,3173660,4605,72839589,2511.0,3171149.0,2094.0,69663835.0,3173660.0,69665929.0,4605.0,72834984.0,3173459.357677595,4404.357677595,69661524.6423224,46.10583,0.001580107,1.0974241,0.00076114235,0.5017381,0.5017381,0.2512496,2310.35768,0.92009467,4.4735875,4.462216,4.478643,4.490792,4.5978785,4.5145125,50.1098792654702,1781.4769153710638,67.86015030929418,d
NEG~sure,NEGATED,sure,128062,11451.42636,454907.08095,1.3363565,0.44528815,0.0384171,0.48725197,0.040351517,3173660,262825,72839589,128062.0,3045598.0,134763.0,69531166.0,3173660.0,69665929.0,262825.0,72576764.0,3162208.573640359,251373.573640359,69414555.42635964,325.85754,0.07453081,1.0485607,0.0384171,0.44528815,0.44528815,0.24185263,116610.57364,0.910579,4.350397,4.348892,4.351066,4.352674,4.3668365,4.3558125,357.8575135441479,1781.4769153710638,512.6646077115134,s
NEG~rosy,NEGATED,rosy,2073,234.97591,6102.56149,1.1372236,0.34084186,0.0006055331,0.38438717,0.0006531891,3173660,5393,72839589,2073.0,3171587.0,3320.0,69662609.0,3173660.0,69665929.0,5393.0,72834196.0,3173425.024094521,5158.024094521,69660770.97590548,40.36933,0.001304162,0.94557595,0.0006055331,0.34084186,0.34084186,0.1707237,1838.02409,0.88664937,3.5434299,3.5324814,3.5482945,3.5599775,3.662529,3.58276,45.53020975132884,1781.4769153710638,73.43704787094863,r
NEG~indicative,NEGATED,indicative,2052,355.01273,4206.82364,0.8689054,0.2082937,0.0005590688,0.25184095,0.0006465721,3173660,8148,72839589,2052.0,3171608.0,6096.0,69659833.0,3173660.0,69665929.0,8148.0,72831441.0,3173304.987265373,7792.987265373,69658136.01273462,37.46191,0.001289833,0.76193345,0.0005590688,0.2082937,0.2082937,0.104426384,1696.98727,0.82699186,2.671499,2.6613994,2.6759849,2.686754,2.7810252,2.7077372,45.2990066116245,1781.4769153710638,90.26627277117406,i
NEG~uncommon,NEGATED,uncommon,2808,492.86991,5678.335,0.86061704,0.20469321,0.0007627146,0.24823196,0.0008847829,3173660,11312,72839589,2808.0,3170852.0,8504.0,69657425.0,3173660.0,69665929.0,11312.0,72828277.0,3173167.130086635,10819.130086635,69655109.86991337,43.689476,0.001763281,0.75566477,0.0007627146,0.20469321,0.20469321,0.102727965,2315.13009,0.82447654,2.6755884,2.6670072,2.6794004,2.688553,2.7687473,2.7063916,52.99056519796708,1781.4769153710638,106.35788640246665,u
NEG~bad,NEGATED,bad,104709,18715.15771,210478.20296,0.86233264,0.20138884,0.028330484,0.24377178,0.032993138,3173660,429537,72839589,104709.0,3068951.0,324828.0,69341101.0,3173660.0,69665929.0,429537.0,72410052.0,3154944.842293386,410821.842293385,69255107.15770662,265.75128,0.058120053,0.7477905,0.028330484,0.20138884,0.20138884,0.11485966,85993.84229,0.82126504,2.7935252,2.79215,2.7941365,2.7956052,2.808532,2.7984715,323.58770063152895,1781.4769153710638,655.3907231568052,b
NEG~distant,NEGATED,distant,8043,1507.88914,15257.99779,0.82352346,0.18892214,0.0021529782,0.2324029,0.002534298,3173660,34608,72839589,8043.0,3165617.0,26565.0,69639364.0,3173660.0,69665929.0,34608.0,72804981.0,3172152.11085911,33100.11085911,69632828.88914089,72.86919,0.00501392,0.72704864,0.0021529782,0.18892214,0.18892214,0.09553756,6535.11086,0.8125216,2.626575,2.6216006,2.6287854,2.6340942,2.6807103,2.644448,89.6827742657418,1781.4769153710638,186.03225526773576,d
NEG~surprising,NEGATED,surprising,16339,3073.46567,30922.14411,0.82259107,0.1882392,0.0043703015,0.23162745,0.0051483144,3173660,70540,72839589,16339.0,3157321.0,54201.0,69611728.0,3173660.0,69665929.0,70540.0,72769049.0,3170586.53432737,67466.53432737,69598462.46567263,103.7796,0.010072745,0.7255971,0.0043703015,0.1882392,0.1882392,0.09630475,13265.53433,0.8118939,2.6521118,2.6486378,2.6536558,2.6573644,2.6899621,2.6645997,127.82409788455384,1781.4769153710638,265.59367462347444,s
NEG~clear,NEGATED,clear,71543,15215.44147,119980.2003,0.7606666,0.16207515,0.018556992,0.20486864,0.022542743,3173660,349214,72839589,71543.0,3102117.0,277671.0,69388258.0,3173660.0,69665929.0,349214.0,72490375.0,3158444.558528467,333998.558528467,69331930.44147153,210.58981,0.04061627,0.6722826,0.018556992,0.16207515,0.16207515,0.09031607,56327.55853,0.78732455,2.4650087,2.4633844,2.465731,2.4674656,2.4827306,2.4708512,267.47523249826327,1781.4769153710638,590.9433136943002,c
