adj_lemma,TOTAL,negative,positive,ratio_neg,ratio_pos,bin_neg,bin_pos
Wicked,403,2,401,0.005,0.995,0.0,1.0
Welsh,402,19,383,0.047,0.953,0.0,1.0
characterful,402,11,391,0.027,0.973,0.0,1.0
debt-free,402,11,391,0.027,0.973,0.0,1.0
Divine,402,7,395,0.017,0.983,0.0,1.0
harried,401,12,389,0.03,0.97,0.0,1.0
lusty,401,12,389,0.03,0.97,0.0,1.0
raspy,401,11,390,0.027,0.973,0.0,1.0
subterranean,401,5,396,0.012,0.988,0.0,1.0
Central,401,4,397,0.01,0.99,0.0,1.0
under-served,401,1,400,0.002,0.998,0.0,1.0
desireable,400,19,381,0.048,0.952,0.0,1.0
willed,400,16,384,0.04,0.96,0.0,1.0
selectable,400,13,387,0.032,0.968,0.0,1.0
form-fitting,400,12,388,0.03,0.97,0.0,1.0
poseable,400,11,389,0.028,0.972,0.0,1.0
goddamned,400,6,394,0.015,0.985,0.0,1.0
utter,400,6,394,0.015,0.985,0.0,1.0
slapdash,400,5,395,0.012,0.988,0.0,1.0
brownish,400,1,399,0.002,0.998,0.0,1.0
addressable,399,18,381,0.045,0.955,0.0,1.0
ballistic,399,12,387,0.03,0.97,0.0,1.0
drivable,399,12,387,0.03,0.97,0.0,1.0
incongruent,399,11,388,0.028,0.972,0.0,1.0
pro-Western,399,11,388,0.028,0.972,0.0,1.0
bulbous,399,10,389,0.025,0.975,0.0,1.0
anorexic,398,20,378,0.05,0.95,0.0,1.0
salable,398,20,378,0.05,0.95,0.0,1.0
anti-competitive,398,12,386,0.03,0.97,0.0,1.0
hard-edged,398,11,387,0.028,0.972,0.0,1.0
stinkin,398,9,389,0.023,0.977,0.0,1.0
unmoored,398,8,390,0.02,0.98,0.0,1.0
unwinnable,398,8,390,0.02,0.98,0.0,1.0
unmindful,398,6,392,0.015,0.985,0.0,1.0
stray,398,4,394,0.01,0.99,0.0,1.0
unkindly,397,5,392,0.013,0.987,0.0,1.0
personalized,397,3,394,0.008,0.992,0.0,1.0
irish,396,18,378,0.045,0.955,0.0,1.0
malign,396,18,378,0.045,0.955,0.0,1.0
ingratiating,396,16,380,0.04,0.96,0.0,1.0
embarassed,396,11,385,0.028,0.972,0.0,1.0
SERIOUS,396,9,387,0.023,0.977,0.0,1.0
demoralized,396,9,387,0.023,0.977,0.0,1.0
minute,396,9,387,0.023,0.977,0.0,1.0
energised,396,3,393,0.008,0.992,0.0,1.0
Numb,396,2,394,0.005,0.995,0.0,1.0
Arabic,395,15,380,0.038,0.962,0.0,1.0
pissy,395,13,382,0.033,0.967,0.0,1.0
inbred,395,11,384,0.028,0.972,0.0,1.0
Lower,395,4,391,0.01,0.99,0.0,1.0
rarified,395,2,393,0.005,0.995,0.0,1.0
imitative,394,17,377,0.043,0.957,0.0,1.0
dimwitted,394,15,379,0.038,0.962,0.0,1.0
violative,394,11,383,0.028,0.972,0.0,1.0
disarming,394,5,389,0.013,0.987,0.0,1.0
burgeoning,394,2,392,0.005,0.995,0.0,1.0
cotton,393,16,377,0.041,0.959,0.0,1.0
bony,393,7,386,0.018,0.982,0.0,1.0
Impaired,393,0,393,0.0,1.0,0.0,1.0
relief,392,14,378,0.036,0.964,0.0,1.0
distorted,392,6,386,0.015,0.985,0.0,1.0
-meant,392,5,387,0.013,0.987,0.0,1.0
unforced,392,1,391,0.003,0.997,0.0,1.0
post-apocalyptic,391,18,373,0.046,0.954,0.0,1.0
axiomatic,391,14,377,0.036,0.964,0.0,1.0
fortified,391,6,385,0.015,0.985,0.0,1.0
unstudied,391,5,386,0.013,0.987,0.0,1.0
irrepressible,391,3,388,0.008,0.992,0.0,1.0
low-end,391,3,388,0.008,0.992,0.0,1.0
multiracial,391,3,388,0.008,0.992,0.0,1.0
monastic,391,2,389,0.005,0.995,0.0,1.0
deceased,391,0,391,0.0,1.0,0.0,1.0
cringe-worthy,390,15,375,0.038,0.962,0.0,1.0
ham-fisted,390,15,375,0.038,0.962,0.0,1.0
worn,390,14,376,0.036,0.964,0.0,1.0
tendentious,390,11,379,0.028,0.972,0.0,1.0
absent-minded,390,10,380,0.026,0.974,0.0,1.0
allied,390,5,385,0.013,0.987,0.0,1.0
insured,389,14,375,0.036,0.964,0.0,1.0
interpersonal,389,13,376,0.033,0.967,0.0,1.0
Skilled,389,6,383,0.015,0.985,0.0,1.0
unprocessed,389,4,385,0.01,0.99,0.0,1.0
luxuriant,388,12,376,0.031,0.969,0.0,1.0
accesible,388,11,377,0.028,0.972,0.0,1.0
introductory,388,9,379,0.023,0.977,0.0,1.0
stifling,388,8,380,0.021,0.979,0.0,1.0
dyslexic,388,6,382,0.015,0.985,0.0,1.0
artisanal,388,5,383,0.013,0.987,0.0,1.0
highest,388,0,388,0.0,1.0,0.0,1.0
indolent,387,11,376,0.028,0.972,0.0,1.0
voiceless,387,6,381,0.016,0.984,0.0,1.0
low-wage,387,0,387,0.0,1.0,0.0,1.0
unsurprised,386,14,372,0.036,0.964,0.0,1.0
all-white,386,0,386,0.0,1.0,0.0,1.0
cost-prohibitive,385,15,370,0.039,0.961,0.0,1.0
lowbrow,385,9,376,0.023,0.977,0.0,1.0
Realistic,385,3,382,0.008,0.992,0.0,1.0
Irrational,385,2,383,0.005,0.995,0.0,1.0
non-commercial,385,1,384,0.003,0.997,0.0,1.0
sting,385,1,384,0.003,0.997,0.0,1.0
performative,384,12,372,0.031,0.969,0.0,1.0
scripted,384,8,376,0.021,0.979,0.0,1.0
think,384,7,377,0.018,0.982,0.0,1.0
Superior,384,6,378,0.016,0.984,0.0,1.0
red-hot,384,6,378,0.016,0.984,0.0,1.0
non-functional,384,4,380,0.01,0.99,0.0,1.0
Iraqi,383,12,371,0.031,0.969,0.0,1.0
unflinching,383,9,374,0.023,0.977,0.0,1.0
goddamn,383,6,377,0.016,0.984,0.0,1.0
Afghan,383,4,379,0.01,0.99,0.0,1.0
incapacitate,383,2,381,0.005,0.995,0.0,1.0
indiscernible,383,1,382,0.003,0.997,0.0,1.0
anti-american,382,18,364,0.047,0.953,0.0,1.0
cloudless,382,12,370,0.031,0.969,0.0,1.0
haggard,382,11,371,0.029,0.971,0.0,1.0
plant-based,382,11,371,0.029,0.971,0.0,1.0
worshipful,382,10,372,0.026,0.974,0.0,1.0
pollute,382,1,381,0.003,0.997,0.0,1.0
dowdy,381,16,365,0.042,0.958,0.0,1.0
untainted,381,16,365,0.042,0.958,0.0,1.0
Portuguese,381,8,373,0.021,0.979,0.0,1.0
self-involved,381,8,373,0.021,0.979,0.0,1.0
glassy,381,6,375,0.016,0.984,0.0,1.0
non-existant,381,4,377,0.01,0.99,0.0,1.0
free-wheeling,380,15,365,0.039,0.961,0.0,1.0
sure-handed,380,11,369,0.029,0.971,0.0,1.0
chromatic,380,8,372,0.021,0.979,0.0,1.0
underprepared,380,2,378,0.005,0.995,0.0,1.0
pulpy,379,14,365,0.037,0.963,0.0,1.0
parliamentary,379,8,371,0.021,0.979,0.0,1.0
unconstrained,379,8,371,0.021,0.979,0.0,1.0
statist,379,6,373,0.016,0.984,0.0,1.0
grief-stricken,378,12,366,0.032,0.968,0.0,1.0
uncreative,378,9,369,0.024,0.976,0.0,1.0
enveloping,378,7,371,0.019,0.981,0.0,1.0
celestial,377,9,368,0.024,0.976,0.0,1.0
deafening,377,9,368,0.024,0.976,0.0,1.0
sunburned,377,8,369,0.021,0.979,0.0,1.0
backlit,377,4,373,0.011,0.989,0.0,1.0
cherry,376,12,364,0.032,0.968,0.0,1.0
unlovable,376,9,367,0.024,0.976,0.0,1.0
unshakable,376,9,367,0.024,0.976,0.0,1.0
pictorial,376,8,368,0.021,0.979,0.0,1.0
harmonic,376,7,369,0.019,0.981,0.0,1.0
participative,376,6,370,0.016,0.984,0.0,1.0
reptilian,376,6,370,0.016,0.984,0.0,1.0
straighter,376,6,370,0.016,0.984,0.0,1.0
riven,376,4,372,0.011,0.989,0.0,1.0
low-,376,3,373,0.008,0.992,0.0,1.0
textual,375,18,357,0.048,0.952,0.0,1.0
tongue-tied,375,17,358,0.045,0.955,0.0,1.0
frontal,375,7,368,0.019,0.981,0.0,1.0
bluesy,375,6,369,0.016,0.984,0.0,1.0
domed,375,5,370,0.013,0.987,0.0,1.0
estranged,375,1,374,0.003,0.997,0.0,1.0
high-strung,374,15,359,0.04,0.96,0.0,1.0
bratty,374,13,361,0.035,0.965,0.0,1.0
over-priced,374,10,364,0.027,0.973,0.0,1.0
unrewarding,374,7,367,0.019,0.981,0.0,1.0
occult,374,4,370,0.011,0.989,0.0,1.0
enraged,374,3,371,0.008,0.992,0.0,1.0
uncrowded,374,2,372,0.005,0.995,0.0,1.0
overqualified,373,10,363,0.027,0.973,0.0,1.0
inanimate,373,9,364,0.024,0.976,0.0,1.0
heavyweight,373,6,367,0.016,0.984,0.0,1.0
untypical,373,4,369,0.011,0.989,0.0,1.0
oversaturated,372,12,360,0.032,0.968,0.0,1.0
socialistic,372,7,365,0.019,0.981,0.0,1.0
humongous,371,16,355,0.043,0.957,0.0,1.0
registered,371,13,358,0.035,0.965,0.0,1.0
hypersensitive,371,11,360,0.03,0.97,0.0,1.0
hushed,371,6,365,0.016,0.984,0.0,1.0
barebones,371,5,366,0.013,0.987,0.0,1.0
abled,371,1,370,0.003,0.997,0.0,1.0
contactable,370,9,361,0.024,0.976,0.0,1.0
zen-like,370,8,362,0.022,0.978,0.0,1.0
hostage,370,7,363,0.019,0.981,0.0,1.0
nettlesome,370,6,364,0.016,0.984,0.0,1.0
off-screen,370,4,366,0.011,0.989,0.0,1.0
Faced,370,0,370,0.0,1.0,0.0,1.0
irrevocable,369,17,352,0.046,0.954,0.0,1.0
biting,369,14,355,0.038,0.962,0.0,1.0
exploitive,369,14,355,0.038,0.962,0.0,1.0
fringe,369,13,356,0.035,0.965,0.0,1.0
wearisome,369,11,358,0.03,0.97,0.0,1.0
unheeded,369,8,361,0.022,0.978,0.0,1.0
clogged,369,6,363,0.016,0.984,0.0,1.0
thicker,368,17,351,0.046,0.954,0.0,1.0
unprincipled,368,16,352,0.043,0.957,0.0,1.0
intemperate,368,14,354,0.038,0.962,0.0,1.0
scurrilous,368,9,359,0.024,0.976,0.0,1.0
analogue,368,5,363,0.014,0.986,0.0,1.0
portly,368,4,364,0.011,0.989,0.0,1.0
unpronounceable,368,4,364,0.011,0.989,0.0,1.0
unambitious,367,12,355,0.033,0.967,0.0,1.0
incorrigible,367,11,356,0.03,0.97,0.0,1.0
rudderless,367,9,358,0.025,0.975,0.0,1.0
leaden,367,7,360,0.019,0.981,0.0,1.0
undescribed,367,1,366,0.003,0.997,0.0,1.0
prurient,366,16,350,0.044,0.956,0.0,1.0
lanky,366,15,351,0.041,0.959,0.0,1.0
eurocentric,366,14,352,0.038,0.962,0.0,1.0
Armenian,366,8,358,0.022,0.978,0.0,1.0
emollient,366,8,358,0.022,0.978,0.0,1.0
post-modern,366,6,360,0.016,0.984,0.0,1.0
industrialised,366,1,365,0.003,0.997,0.0,1.0
quarterly,366,1,365,0.003,0.997,0.0,1.0
-large,366,0,366,0.0,1.0,0.0,1.0
earthquake-prone,366,0,366,0.0,1.0,0.0,1.0
cloistered,365,14,351,0.038,0.962,0.0,1.0
acrid,365,10,355,0.027,0.973,0.0,1.0
shaped,365,2,363,0.005,0.995,0.0,1.0
two-year,365,0,365,0.0,1.0,0.0,1.0
rock-solid,364,15,349,0.041,0.959,0.0,1.0
bound,364,14,350,0.038,0.962,0.0,1.0
tacit,364,14,350,0.038,0.962,0.0,1.0
technocratic,364,9,355,0.025,0.975,0.0,1.0
quarrelsome,364,8,356,0.022,0.978,0.0,1.0
front-loaded,364,7,357,0.019,0.981,0.0,1.0
absurdist,364,3,361,0.008,0.992,0.0,1.0
unimpeded,364,3,361,0.008,0.992,0.0,1.0
stolid,364,2,362,0.005,0.995,0.0,1.0
unremarked,364,2,362,0.005,0.995,0.0,1.0
-strong,364,0,364,0.0,1.0,0.0,1.0
underutilized,364,0,364,0.0,1.0,0.0,1.0
vegetal,363,12,351,0.033,0.967,0.0,1.0
spastic,363,10,353,0.028,0.972,0.0,1.0
calmer,363,8,355,0.022,0.978,0.0,1.0
infinitesimal,363,5,358,0.014,0.986,0.0,1.0
unidentifiable,363,2,361,0.006,0.994,0.0,1.0
Odd,363,1,362,0.003,0.997,0.0,1.0
indiscreet,362,17,345,0.047,0.953,0.0,1.0
declarative,362,14,348,0.039,0.961,0.0,1.0
unacquainted,362,14,348,0.039,0.961,0.0,1.0
jingoistic,362,9,353,0.025,0.975,0.0,1.0
platinum,362,8,354,0.022,0.978,0.0,1.0
god-like,362,6,356,0.017,0.983,0.0,1.0
slow-paced,362,6,356,0.017,0.983,0.0,1.0
cloud-based,362,3,359,0.008,0.992,0.0,1.0
unscheduled,362,3,359,0.008,0.992,0.0,1.0
marginalized,362,2,360,0.006,0.994,0.0,1.0
latest,362,0,362,0.0,1.0,0.0,1.0
mendacious,361,14,347,0.039,0.961,0.0,1.0
lunatic,361,13,348,0.036,0.964,0.0,1.0
ambidextrous,361,12,349,0.033,0.967,0.0,1.0
exculpatory,361,12,349,0.033,0.967,0.0,1.0
ungodly,361,11,350,0.03,0.97,0.0,1.0
about,361,8,353,0.022,0.978,0.0,1.0
incandescent,361,5,356,0.014,0.986,0.0,1.0
unmistakably,361,2,359,0.006,0.994,0.0,1.0
weighted,361,0,361,0.0,1.0,0.0,1.0
moldy,360,17,343,0.047,0.953,0.0,1.0
impeachable,360,8,352,0.022,0.978,0.0,1.0
level-headed,360,6,354,0.017,0.983,0.0,1.0
backwards,360,0,360,0.0,1.0,0.0,1.0
cookie-cutter,359,17,342,0.047,0.953,0.0,1.0
Freudian,359,13,346,0.036,0.964,0.0,1.0
marine,359,7,352,0.019,0.981,0.0,1.0
frickin,359,6,353,0.017,0.983,0.0,1.0
lascivious,359,5,354,0.014,0.986,0.0,1.0
brand-,359,1,358,0.003,0.997,0.0,1.0
unaccompanied,359,0,359,0.0,1.0,0.0,1.0
orthogonal,358,12,346,0.034,0.966,0.0,1.0
advance,358,8,350,0.022,0.978,0.0,1.0
shapeless,358,7,351,0.02,0.98,0.0,1.0
off-again,358,1,357,0.003,0.997,0.0,1.0
poetical,357,8,349,0.022,0.978,0.0,1.0
career-ending,357,6,351,0.017,0.983,0.0,1.0
omnivorous,357,5,352,0.014,0.986,0.0,1.0
color,357,2,355,0.006,0.994,0.0,1.0
market-oriented,357,2,355,0.006,0.994,0.0,1.0
Intense,357,1,356,0.003,0.997,0.0,1.0
wintery,356,14,342,0.039,0.961,0.0,1.0
fraternal,356,4,352,0.011,0.989,0.0,1.0
independent-minded,356,3,353,0.008,0.992,0.0,1.0
cross-platform,355,6,349,0.017,0.983,0.0,1.0
hallucinogenic,355,5,350,0.014,0.986,0.0,1.0
cool-looking,354,16,338,0.045,0.955,0.0,1.0
draining,354,10,344,0.028,0.972,0.0,1.0
achy,354,9,345,0.025,0.975,0.0,1.0
sessionable,354,9,345,0.025,0.975,0.0,1.0
Finnish,354,8,346,0.023,0.977,0.0,1.0
anabolic,354,8,346,0.023,0.977,0.0,1.0
swampy,354,8,346,0.023,0.977,0.0,1.0
anglo,354,6,348,0.017,0.983,0.0,1.0
linger,354,5,349,0.014,0.986,0.0,1.0
-mannered,354,3,351,0.008,0.992,0.0,1.0
tunable,354,3,351,0.008,0.992,0.0,1.0
fill,354,2,352,0.006,0.994,0.0,1.0
quite,354,1,353,0.003,0.997,0.0,1.0
enlarged,354,0,354,0.0,1.0,0.0,1.0
crestfallen,353,13,340,0.037,0.963,0.0,1.0
brand-new,353,12,341,0.034,0.966,0.0,1.0
corrective,353,11,342,0.031,0.969,0.0,1.0
fry,353,8,345,0.023,0.977,0.0,1.0
ribald,353,8,345,0.023,0.977,0.0,1.0
favored,353,5,348,0.014,0.986,0.0,1.0
drawn-,353,4,349,0.011,0.989,0.0,1.0
optical,353,0,353,0.0,1.0,0.0,1.0
regular-season,353,0,353,0.0,1.0,0.0,1.0
uproarious,352,16,336,0.045,0.955,0.0,1.0
untalented,352,12,340,0.034,0.966,0.0,1.0
culinary,352,11,341,0.031,0.969,0.0,1.0
on-screen,352,10,342,0.028,0.972,0.0,1.0
uncharitable,352,9,343,0.026,0.974,0.0,1.0
inconsolable,352,3,349,0.009,0.991,0.0,1.0
overburdened,352,3,349,0.009,0.991,0.0,1.0
error-free,351,16,335,0.046,0.954,0.0,1.0
50-50,351,7,344,0.02,0.98,0.0,1.0
overlapping,351,7,344,0.02,0.98,0.0,1.0
thuggish,351,6,345,0.017,0.983,0.0,1.0
non-specific,351,2,349,0.006,0.994,0.0,1.0
punish,351,2,349,0.006,0.994,0.0,1.0
discounted,351,1,350,0.003,0.997,0.0,1.0
disempowered,351,1,350,0.003,0.997,0.0,1.0
overdressed,350,13,337,0.037,0.963,0.0,1.0
guttural,350,8,342,0.023,0.977,0.0,1.0
madcap,350,8,342,0.023,0.977,0.0,1.0
freeform,350,7,343,0.02,0.98,0.0,1.0
gutless,350,7,343,0.02,0.98,0.0,1.0
pinkish,350,5,345,0.014,0.986,0.0,1.0
slow-,350,3,347,0.009,0.991,0.0,1.0
fuck,350,2,348,0.006,0.994,0.0,1.0
compromise,350,0,350,0.0,1.0,0.0,1.0
anti-Western,349,12,337,0.034,0.966,0.0,1.0
stateside,349,12,337,0.034,0.966,0.0,1.0
ingenuous,349,10,339,0.029,0.971,0.0,1.0
sky-high,349,10,339,0.029,0.971,0.0,1.0
unisex,349,8,341,0.023,0.977,0.0,1.0
bereaved,349,6,343,0.017,0.983,0.0,1.0
racialized,349,6,343,0.017,0.983,0.0,1.0
foul-mouthed,349,2,347,0.006,0.994,0.0,1.0
toast,348,17,331,0.049,0.951,0.0,1.0
irreligious,348,15,333,0.043,0.957,0.0,1.0
reportable,348,15,333,0.043,0.957,0.0,1.0
gummy,348,14,334,0.04,0.96,0.0,1.0
inhabitable,348,11,337,0.032,0.968,0.0,1.0
unbounded,348,7,341,0.02,0.98,0.0,1.0
team-oriented,348,5,343,0.014,0.986,0.0,1.0
undaunted,348,5,343,0.014,0.986,0.0,1.0
human-,348,2,346,0.006,0.994,0.0,1.0
intersting,348,1,347,0.003,0.997,0.0,1.0
cost-,348,0,348,0.0,1.0,0.0,1.0
gosh,347,16,331,0.046,0.954,0.0,1.0
record-breaking,347,10,337,0.029,0.971,0.0,1.0
even-tempered,347,9,338,0.026,0.974,0.0,1.0
formless,347,7,340,0.02,0.98,0.0,1.0
functioning,347,0,347,0.0,1.0,0.0,1.0
overbuilt,346,13,333,0.038,0.962,0.0,1.0
unlistenable,346,8,338,0.023,0.977,0.0,1.0
garrulous,346,4,342,0.012,0.988,0.0,1.0
pallid,346,3,343,0.009,0.991,0.0,1.0
anti-science,345,17,328,0.049,0.951,0.0,1.0
blooded,345,16,329,0.046,0.954,0.0,1.0
combat,345,13,332,0.038,0.962,0.0,1.0
anti-intellectual,345,11,334,0.032,0.968,0.0,1.0
vinyl,345,11,334,0.032,0.968,0.0,1.0
set-up,345,10,335,0.029,0.971,0.0,1.0
teeny,345,9,336,0.026,0.974,0.0,1.0
Online,345,8,337,0.023,0.977,0.0,1.0
extended,345,8,337,0.023,0.977,0.0,1.0
tinny,345,8,337,0.023,0.977,0.0,1.0
blendable,345,7,338,0.02,0.98,0.0,1.0
enrage,345,4,341,0.012,0.988,0.0,1.0
low-paying,345,2,343,0.006,0.994,0.0,1.0
smoke-free,345,2,343,0.006,0.994,0.0,1.0
Austrian,344,12,332,0.035,0.965,0.0,1.0
archaeological,344,12,332,0.035,0.965,0.0,1.0
al-qaida,344,10,334,0.029,0.971,0.0,1.0
non-controversial,344,4,340,0.012,0.988,0.0,1.0
less-,344,3,341,0.009,0.991,0.0,1.0
laid-off,344,1,343,0.003,0.997,0.0,1.0
stackable,343,9,334,0.026,0.974,0.0,1.0
Californian,343,3,340,0.009,0.991,0.0,1.0
Northern,343,2,341,0.006,0.994,0.0,1.0
expressionistic,343,2,341,0.006,0.994,0.0,1.0
anthropological,343,1,342,0.003,0.997,0.0,1.0
non-descript,343,1,342,0.003,0.997,0.0,1.0
male-,343,0,343,0.0,1.0,0.0,1.0
Norwegian,342,12,330,0.035,0.965,0.0,1.0
choice,342,12,330,0.035,0.965,0.0,1.0
foldable,342,11,331,0.032,0.968,0.0,1.0
allusive,342,6,336,0.018,0.982,0.0,1.0
hermetic,342,6,336,0.018,0.982,0.0,1.0
war-torn,342,2,340,0.006,0.994,0.0,1.0
estimable,341,13,328,0.038,0.962,0.0,1.0
chock,341,9,332,0.026,0.974,0.0,1.0
unearthly,341,6,335,0.018,0.982,0.0,1.0
one-tenth,341,4,337,0.012,0.988,0.0,1.0
self-deprecating,341,4,337,0.012,0.988,0.0,1.0
5th,341,3,338,0.009,0.991,0.0,1.0
under-resourced,341,1,340,0.003,0.997,0.0,1.0
trickier,341,0,341,0.0,1.0,0.0,1.0
Thai,340,13,327,0.038,0.962,0.0,1.0
deliverable,340,11,329,0.032,0.968,0.0,1.0
despised,340,10,330,0.029,0.971,0.0,1.0
off-color,340,8,332,0.024,0.976,0.0,1.0
over-hyped,340,6,334,0.018,0.982,0.0,1.0
composite,340,1,339,0.003,0.997,0.0,1.0
contested,340,1,339,0.003,0.997,0.0,1.0
-for,340,0,340,0.0,1.0,0.0,1.0
toughest,340,0,340,0.0,1.0,0.0,1.0
unraveled,339,14,325,0.041,0.959,0.0,1.0
reductionist,339,11,328,0.032,0.968,0.0,1.0
unintuitive,339,11,328,0.032,0.968,0.0,1.0
artless,339,10,329,0.029,0.971,0.0,1.0
stony,339,10,329,0.029,0.971,0.0,1.0
multilateral,339,5,334,0.015,0.985,0.0,1.0
untimely,339,5,334,0.015,0.985,0.0,1.0
oriental,339,4,335,0.012,0.988,0.0,1.0
stiffer,339,0,339,0.0,1.0,0.0,1.0
zen,338,12,326,0.036,0.964,0.0,1.0
droopy,338,11,327,0.033,0.967,0.0,1.0
fan-friendly,338,8,330,0.024,0.976,0.0,1.0
conniving,338,7,331,0.021,0.979,0.0,1.0
doggone,338,4,334,0.012,0.988,0.0,1.0
herbivorous,338,4,334,0.012,0.988,0.0,1.0
neglect,338,3,335,0.009,0.991,0.0,1.0
torn,338,3,335,0.009,0.991,0.0,1.0
non-technical,338,1,337,0.003,0.997,0.0,1.0
indispensible,337,12,325,0.036,0.964,0.0,1.0
materialist,337,10,327,0.03,0.97,0.0,1.0
inline,337,9,328,0.027,0.973,0.0,1.0
nice-looking,337,8,329,0.024,0.976,0.0,1.0
well-rounded,337,3,334,0.009,0.991,0.0,1.0
18th,337,0,337,0.0,1.0,0.0,1.0
duplicative,336,12,324,0.036,0.964,0.0,1.0
sonic,336,8,328,0.024,0.976,0.0,1.0
constricted,336,6,330,0.018,0.982,0.0,1.0
turquoise,336,4,332,0.012,0.988,0.0,1.0
unclaimed,336,4,332,0.012,0.988,0.0,1.0
outre,335,13,322,0.039,0.961,0.0,1.0
Painful,335,12,323,0.036,0.964,0.0,1.0
clerical,335,10,325,0.03,0.97,0.0,1.0
left-field,335,10,325,0.03,0.97,0.0,1.0
degraded,335,7,328,0.021,0.979,0.0,1.0
mystic,335,7,328,0.021,0.979,0.0,1.0
interim,335,6,329,0.018,0.982,0.0,1.0
hungarian,334,16,318,0.048,0.952,0.0,1.0
batty,334,10,324,0.03,0.97,0.0,1.0
urbanized,334,2,332,0.006,0.994,0.0,1.0
consummate,333,11,322,0.033,0.967,0.0,1.0
thought-out,333,11,322,0.033,0.967,0.0,1.0
pudgy,333,5,328,0.015,0.985,0.0,1.0
-untitled,333,0,333,0.0,1.0,0.0,1.0
self-made,332,16,316,0.048,0.952,0.0,1.0
saturated,332,7,325,0.021,0.979,0.0,1.0
regenerative,332,6,326,0.018,0.982,0.0,1.0
uncut,332,5,327,0.015,0.985,0.0,1.0
ineffable,332,4,328,0.012,0.988,0.0,1.0
unsupportable,332,4,328,0.012,0.988,0.0,1.0
psychiatric,332,2,330,0.006,0.994,0.0,1.0
unobserved,332,2,330,0.006,0.994,0.0,1.0
very,332,1,331,0.003,0.997,0.0,1.0
-successful,332,0,332,0.0,1.0,0.0,1.0
christlike,331,16,315,0.048,0.952,0.0,1.0
hi-tech,331,16,315,0.048,0.952,0.0,1.0
2D,331,10,321,0.03,0.97,0.0,1.0
hammy,331,8,323,0.024,0.976,0.0,1.0
tickled,331,7,324,0.021,0.979,0.0,1.0
undermanned,331,7,324,0.021,0.979,0.0,1.0
bluish,331,2,329,0.006,0.994,0.0,1.0
sublicensable,331,0,331,0.0,1.0,0.0,1.0
anti-choice,330,12,318,0.036,0.964,0.0,1.0
forensic,330,5,325,0.015,0.985,0.0,1.0
swinging,330,4,326,0.012,0.988,0.0,1.0
errant,330,3,327,0.009,0.991,0.0,1.0
commodious,329,11,318,0.033,0.967,0.0,1.0
Religious,329,7,322,0.021,0.979,0.0,1.0
agonising,329,7,322,0.021,0.979,0.0,1.0
chapped,329,5,324,0.015,0.985,0.0,1.0
self-effacing,329,5,324,0.015,0.985,0.0,1.0
inured,329,4,325,0.012,0.988,0.0,1.0
13th,329,3,326,0.009,0.991,0.0,1.0
Specific,329,3,326,0.009,0.991,0.0,1.0
inter-connected,329,1,328,0.003,0.997,0.0,1.0
numerical,328,14,314,0.043,0.957,0.0,1.0
palatial,328,11,317,0.034,0.966,0.0,1.0
uninviting,328,11,317,0.034,0.966,0.0,1.0
dilated,328,10,318,0.03,0.97,0.0,1.0
folky,328,8,320,0.024,0.976,0.0,1.0
extrovert,328,6,322,0.018,0.982,0.0,1.0
downtown,327,14,313,0.043,0.957,0.0,1.0
pop-oriented,327,1,326,0.003,0.997,0.0,1.0
repeat,327,1,326,0.003,0.997,0.0,1.0
escapist,326,16,310,0.049,0.951,0.0,1.0
mexican,326,15,311,0.046,0.954,0.0,1.0
dilutive,326,13,313,0.04,0.96,0.0,1.0
aerobic,326,9,317,0.028,0.972,0.0,1.0
palestinian,326,9,317,0.028,0.972,0.0,1.0
furtive,326,6,320,0.018,0.982,0.0,1.0
-fitting,326,2,324,0.006,0.994,0.0,1.0
nob,325,9,316,0.028,0.972,0.0,1.0
unquestionable,325,8,317,0.025,0.975,0.0,1.0
collapsible,325,6,319,0.018,0.982,0.0,1.0
unctuous,325,6,319,0.018,0.982,0.0,1.0
Vain,325,5,320,0.015,0.985,0.0,1.0
oblong,325,5,320,0.015,0.985,0.0,1.0
honorary,325,4,321,0.012,0.988,0.0,1.0
unwinding,325,3,322,0.009,0.991,0.0,1.0
haunted,325,2,323,0.006,0.994,0.0,1.0
up-to-,325,2,323,0.006,0.994,0.0,1.0
14th,325,0,325,0.0,1.0,0.0,1.0
trusted,325,0,325,0.0,1.0,0.0,1.0
pro-trump,324,12,312,0.037,0.963,0.0,1.0
ridicule,324,12,312,0.037,0.963,0.0,1.0
leggy,324,8,316,0.025,0.975,0.0,1.0
Random,324,7,317,0.022,0.978,0.0,1.0
shorthand,324,6,318,0.019,0.981,0.0,1.0
impermanent,324,5,319,0.015,0.985,0.0,1.0
faux,324,4,320,0.012,0.988,0.0,1.0
Germanic,324,3,321,0.009,0.991,0.0,1.0
chillin,324,2,322,0.006,0.994,0.0,1.0
tallest,324,0,324,0.0,1.0,0.0,1.0
impudent,323,12,311,0.037,0.963,0.0,1.0
naff,323,10,313,0.031,0.969,0.0,1.0
Clever,323,8,315,0.025,0.975,0.0,1.0
borderless,323,3,320,0.009,0.991,0.0,1.0
scarlet,323,3,320,0.009,0.991,0.0,1.0
b,322,15,307,0.047,0.953,0.0,1.0
burned,322,15,307,0.047,0.953,0.0,1.0
good-,322,14,308,0.043,0.957,0.0,1.0
jocular,322,11,311,0.034,0.966,0.0,1.0
remedial,322,11,311,0.034,0.966,0.0,1.0
