bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
too_much,31,0.16,0.37,0,0,0,0,1,5,2.318045153428495,1,0,0,0,1.1182868682116351,1.087719298245614
very_good,31,0.13,0.43,0,0,0,0,2,4,3.313482558678507,2,0,0,0,1.0834585428663845,1.0568181818181819
particularly_helpful,31,0.1,0.3,0,0,0,0,1,3,3.1055505863605646,1,0,0,0,1.0693796985710673,1.0508474576271187
so_good,31,0.1,0.4,0,0,0,0,2,3,4.094259757631771,2,0,0,0,1.0595016886637296,1.0391061452513966
much_better,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
as_straightforward,31,0.06,0.36,0,0,0,0,2,2,5.567764362830024,2,0,0,0,1.0360745555722939,1.021978021978022
that_strong,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
too_serious,31,0.06,0.36,0,0,0,0,2,2,5.567764362830024,2,0,0,0,1.0360745555722939,1.021978021978022
politically_motivated,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
that_bad,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
too_happy,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
any_easier,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
as_conservative,31,0.06,0.36,0,0,0,0,2,2,5.567764362830024,2,0,0,0,1.0360745555722939,1.021978021978022
so_much,31,0.06,0.36,0,0,0,0,2,2,5.567764362830024,2,0,0,0,1.0360745555722939,1.021978021978022
very_happy,31,0.06,0.25,0,0,0,0,1,2,3.870831090777965,1,0,0,0,1.0457341482224871,1.0333333333333334
so_strict,31,0.03,0.18,0,0,0,0,1,1,5.567764362830023,1,0,0,0,1.0226114356012683,1.0163934426229508
that_interesting,31,0.03,0.18,0,0,0,0,1,1,5.567764362830023,1,0,0,0,1.0226114356012683,1.0163934426229508
that_wide,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_tough,31,0.03,0.18,0,0,0,0,1,1,5.567764362830022,1,0,0,0,1.0226114356012683,1.0163934426229508
that_smart,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_serious,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_quick,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_important,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
so_long,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
still_afraid,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_fast,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_complicated,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_good,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
technically_capable,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
still_good,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
that_big,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_ready,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_high,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_upset,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_likely,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_great,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_specific,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_fair,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_disappointing,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_different,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_complicated,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
totally_secure,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_unpredictable,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_noticeable,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_trendy,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_tired,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_smart,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_practical,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_old,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
very_surprised,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
so_harsh,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_late,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
too_meaningful,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
always_right,31,0.03,0.18,0,0,0,0,1,1,5.567764362830024,1,0,0,0,1.0226114356012683,1.0163934426229508
