neg_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
n't,27,3.41,4.76,0,1,1,3,17,92,1.396269750523876,17,2,6.0,-2.0,2.9856055552348466,2.3165241614113823
not,27,0.67,0.83,0,0,0,1,2,18,1.2480754415067654,2,1,2.5,-1.5,1.4890953247181091,1.35
never,27,0.22,0.64,0,0,0,0,3,6,2.8823067684915684,3,0,0.0,0.0,1.1369629050980248,1.0909090909090908
none,27,0.07,0.27,0,0,0,0,1,2,3.6028834606144606,1,0,0.0,0.0,1.0526852026389557,1.0384615384615385
without,27,0.07,0.27,0,0,0,0,1,2,3.6028834606144606,1,0,0.0,0.0,1.0526852026389557,1.0384615384615385
few,27,0.04,0.19,0,0,0,0,1,1,5.196152422706632,1,0,0.0,0.0,1.0260044847070386,1.0188679245283019
no,27,0.04,0.19,0,0,0,0,1,1,5.196152422706632,1,0,0.0,0.0,1.0260044847070386,1.0188679245283019
