bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
too_much,6,0.83,2.04,0,0,0,0.0,5,5,2.4494897427831774,5,0.0,0.0,0.0,1.3480061545972777,1.1612903225806452
very_good,6,0.67,1.21,0,0,0,0.75,3,4,1.8165902124584952,3,0.75,1.875,-1.125,1.414213562373095,1.263157894736842
particularly_helpful,6,0.5,1.22,0,0,0,0.0,3,3,2.449489742783178,3,0.0,0.0,0.0,1.2599210498948732,1.1428571428571428
so_good,6,0.5,1.22,0,0,0,0.0,3,3,2.449489742783178,3,0.0,0.0,0.0,1.2599210498948732,1.1428571428571428
much_better,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
as_straightforward,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
that_strong,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
too_serious,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
politically_motivated,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
that_bad,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
too_happy,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
any_easier,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
as_conservative,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
so_much,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
very_happy,6,0.33,0.82,0,0,0,0.0,2,2,2.4494897427831783,2,0.0,0.0,0.0,1.2009369551760027,1.125
so_strict,6,0.17,0.41,0,0,0,0.0,1,1,2.4494897427831783,1,0.0,0.0,0.0,1.122462048309373,1.0909090909090908
