adv,strict_adv_versatility,strict_%of_adj_forms,trivial_adv_versatility,trivial_%of_adj_forms,AllTokens
successfully,46,0.01904367625750362,803,0.3324363485820741,2238
explosively,46,0.01904367625750362,367,0.15193541709790934,1064
fatally,46,0.01904367625750362,554,0.22935210101428277,3402
unfathomably,46,0.01904367625750362,381,0.15773131856758435,1095
interestingly,45,0.01862968329538398,659,0.27282136203684537,2667
unacceptably,45,0.01862968329538398,417,0.17263506520389152,3751
inappropriately,45,0.01862968329538398,490,0.20285655143862552,1268
cautiously,45,0.01862968329538398,344,0.14241357896915752,10680
next,44,0.018215690333264336,302,0.12502587456013248,1482
unrelentingly,44,0.018215690333264336,449,0.18588283999172014,1259
extremly,44,0.018215690333264336,402,0.16642517077209687,1050
crushingly,44,0.018215690333264336,324,0.13413371972676463,1064
sickly,44,0.018215690333264336,412,0.1705651003932933,2528
unrealistically,44,0.018215690333264336,363,0.15027944524943077,2231
reassuringly,44,0.018215690333264336,490,0.20285655143862552,1329
compellingly,43,0.01780169737114469,473,0.1958186710825916,1081
infectiously,43,0.01780169737114469,318,0.1316497619540468,1158
nit,43,0.01780169737114469,284,0.11757400124197889,1119
regionally,43,0.01780169737114469,323,0.133719726764645,1756
worst,43,0.01780169737114469,451,0.18671082591595944,8544
scrupulously,43,0.01780169737114469,283,0.11716000827985924,1672
third,43,0.01780169737114469,204,0.08445456427240737,3072
alot,42,0.017387704409025047,147,0.06085696543158767,2510
romantically,42,0.017387704409025047,559,0.23142206582488098,2844
habitually,42,0.017387704409025047,575,0.23804595321879526,1324
evenly,42,0.017387704409025047,363,0.15027944524943077,1742
distressingly,42,0.017387704409025047,480,0.1987166218174291,1401
absolute,42,0.017387704409025047,208,0.08611053612088594,843
computationally,42,0.017387704409025047,184,0.07617470503001449,2170
shamefully,42,0.017387704409025047,537,0.2223142206582488,1256
cruelly,42,0.017387704409025047,570,0.23597598840819708,1266
vehemently,41,0.0169737114469054,411,0.17015110743117368,917
linguistically,41,0.0169737114469054,376,0.15566135375698614,1666
epically,41,0.0169737114469054,499,0.20658248809770235,1218
brazenly,41,0.0169737114469054,567,0.23473400952183812,1165
coldly,41,0.0169737114469054,432,0.1788449596356862,1194
cleverly,41,0.0169737114469054,535,0.22148623473400952,1060
subsequently,41,0.0169737114469054,776,0.3212585386048437,1715
worryingly,40,0.016559718484785758,454,0.18795280480231835,1469
intimately,40,0.016559718484785758,365,0.15110743117367006,7596
dizzyingly,40,0.016559718484785758,355,0.14696750155247362,1001
everywhere,40,0.016559718484785758,498,0.2061684951355827,1534
irrationally,40,0.016559718484785758,358,0.14820948043883256,1253
developmentally,40,0.016559718484785758,214,0.08859449389360381,4178
optically,40,0.016559718484785758,263,0.10888014903746636,1542
quick,39,0.016145725522666115,289,0.11964396605257711,1715
anatomically,39,0.016145725522666115,290,0.12005795901469675,3187
privately,39,0.016145725522666115,392,0.16228524115090043,1102
convincingly,39,0.016145725522666115,717,0.2968329538397847,1379
extravagantly,39,0.016145725522666115,565,0.23390602359759882,1265
unpleasantly,39,0.016145725522666115,465,0.19250672738563443,1258
extensively,39,0.016145725522666115,521,0.2156903332643345,1402
stridently,39,0.016145725522666115,403,0.1668391637342165,937
self-consciously,39,0.016145725522666115,540,0.22355619954460776,1054
unnervingly,39,0.016145725522666115,450,0.18629683295383978,960
avowedly,39,0.016145725522666115,424,0.17553301593872905,922
mercifully,39,0.016145725522666115,377,0.15607534671910578,1749
vibrantly,39,0.016145725522666115,409,0.16932312150693438,1520
proportionally,38,0.015731732560546472,217,0.08983647277996275,1963
faster,38,0.015731732560546472,395,0.16352722003725936,1283
seductively,38,0.015731732560546472,508,0.21030842475677913,1156
splendidly,38,0.015731732560546472,822,0.34030221486234735,1425
grammatically,38,0.015731732560546472,294,0.12171393086317533,2909
stupendously,38,0.015731732560546472,369,0.15276340302214864,860
blessedly,37,0.015317739598426828,410,0.169737114469054,1155
blindingly,37,0.015317739598426828,330,0.1366176774994825,3062
principally,37,0.015317739598426828,620,0.25667563651417924,1809
humanly,37,0.015317739598426828,366,0.1515214241357897,7996
fiendishly,37,0.015317739598426828,291,0.1204719519768164,1859
perilously,37,0.015317739598426828,368,0.15234941006002897,4136
unambiguously,37,0.015317739598426828,467,0.19333471330987373,1320
agonizingly,37,0.015317739598426828,306,0.12668184640861105,2008
astronomically,37,0.015317739598426828,224,0.09273442351480025,1601
proportionately,36,0.014903746636307183,195,0.08072862761333058,1885
jaw-droppingly,36,0.014903746636307183,295,0.12212792382529497,1028
electronically,36,0.014903746636307183,344,0.14241357896915752,1104
fucking,36,0.014903746636307183,226,0.09356240943903954,943
anyway,36,0.014903746636307183,420,0.17387704409025045,1178
tonally,36,0.014903746636307183,350,0.1448975367418754,1024
tolerably,36,0.014903746636307183,277,0.11467605050714139,748
infuriatingly,36,0.014903746636307183,478,0.1978886358931898,1020
morbidly,36,0.014903746636307183,386,0.15980128337818256,3902
ing,35,0.01448975367418754,236,0.09770233906023597,738
weakly,35,0.01448975367418754,371,0.1535913889463879,993
evolutionarily,35,0.01448975367418754,210,0.08693852204512523,1091
electorally,35,0.01448975367418754,204,0.08445456427240737,810
intriguingly,35,0.01448975367418754,603,0.2496377561581453,1171
fortunately,35,0.01448975367418754,330,0.1366176774994825,1047
administratively,35,0.01448975367418754,176,0.07286276133305734,737
mightily,35,0.01448975367418754,374,0.15483336783274684,1285
intricately,35,0.01448975367418754,395,0.16352722003725936,2540
appreciably,35,0.01448975367418754,209,0.08652452908300558,1094
anymore,35,0.01448975367418754,472,0.19540467812047194,922
inconceivably,34,0.014075760712067896,306,0.12668184640861105,775
disastrously,34,0.014075760712067896,418,0.17304905816601115,1497
unsurprisingly,34,0.014075760712067896,555,0.2297660939764024,994
logistically,34,0.014075760712067896,232,0.0960463672117574,1936
above,34,0.014075760712067896,332,0.13744566342372178,3402
duly,34,0.014075760712067896,361,0.14945145932519147,1317
flawlessly,34,0.014075760712067896,378,0.15648933968122541,954
vertically,34,0.014075760712067896,271,0.11219209273442353,747
accidentally,34,0.014075760712067896,483,0.19995860070378804,1041
kindly,34,0.014075760712067896,406,0.16808114262057544,1475
vitally,34,0.014075760712067896,280,0.11591802939350032,17379
flagrantly,33,0.01366176774994825,421,0.1742910370523701,949
bogglingly,33,0.01366176774994825,215,0.08900848685572346,612
savagely,33,0.01366176774994825,382,0.15814531152970399,959
such,33,0.01366176774994825,390,0.16145725522666116,778
preposterously,33,0.01366176774994825,451,0.18671082591595944,894
fittingly,33,0.01366176774994825,695,0.28772510867315254,1276
ominously,33,0.01366176774994825,463,0.19167874146139516,1057
oh-so,33,0.01366176774994825,276,0.11426205754502175,679
bracingly,33,0.01366176774994825,346,0.14324156489339682,868
rationally,33,0.01366176774994825,324,0.13413371972676463,935
unforgettably,33,0.01366176774994825,368,0.15234941006002897,814
harshly,33,0.01366176774994825,387,0.16021527634030222,2163
differently,33,0.01366176774994825,439,0.1817429103705237,1202
measurably,33,0.01366176774994825,178,0.07369074725729663,1024
unavoidably,33,0.01366176774994825,470,0.19457669219623266,904
presumptively,32,0.013247774787828607,209,0.08652452908300558,772
creepily,32,0.013247774787828607,470,0.19457669219623266,949
geometrically,32,0.013247774787828607,250,0.10349824052991098,800
realy,32,0.013247774787828607,303,0.1254398675222521,886
duper,32,0.013247774787828607,219,0.09066445870420203,717
mind-numbingly,32,0.013247774787828607,287,0.11881598012833783,1232
sickeningly,32,0.013247774787828607,438,0.18132891740840407,1248
tastefully,31,0.012833781825708962,472,0.19540467812047194,1001
determinedly,31,0.012833781825708962,676,0.2798592423928793,1171
competitively,31,0.012833781825708962,248,0.1026702546056717,1012
touchingly,31,0.012833781825708962,353,0.14613951562823432,852
furiously,31,0.012833781825708962,382,0.15814531152970399,960
elaborately,31,0.012833781825708962,425,0.1759470089008487,1029
foremost,31,0.012833781825708962,356,0.14738149451459326,942
nakedly,31,0.012833781825708962,329,0.13620368453736287,1052
analytically,31,0.012833781825708962,231,0.09563237424963776,692
sooooooo,31,0.012833781825708962,188,0.07783067687849307,659
questionably,31,0.012833781825708962,383,0.15855930449182365,825
outside,31,0.012833781825708962,322,0.13330573380252536,840
pitifully,31,0.012833781825708962,361,0.14945145932519147,1550
madly,30,0.01241978886358932,398,0.1647691989236183,851
smoothly,30,0.01241978886358932,429,0.17760298074932726,845
knowingly,30,0.01241978886358932,423,0.17511902297660942,1065
inside,30,0.01241978886358932,331,0.13703167046160214,973
generously,30,0.01241978886358932,404,0.16725315669633617,941
unflinchingly,30,0.01241978886358932,263,0.10888014903746636,951
recklessly,30,0.01241978886358932,372,0.15400538190850757,860
semantically,30,0.01241978886358932,235,0.09728834609811633,784
energetically,30,0.01241978886358932,378,0.15648933968122541,877
poignantly,30,0.01241978886358932,359,0.1486234734009522,786
fervently,30,0.01241978886358932,325,0.1345477126888843,935
bitingly,30,0.01241978886358932,168,0.06955081763610019,924
suprisingly,30,0.01241978886358932,307,0.12709583937073068,798
diplomatically,29,0.012005795901469675,249,0.10308424756779135,687
implicitly,29,0.012005795901469675,464,0.1920927344235148,930
otherworldly,29,0.012005795901469675,385,0.15938729041606292,693
federally,29,0.012005795901469675,130,0.05381908507555371,2235
fresh,29,0.012005795901469675,357,0.1477954874767129,935
lovably,29,0.012005795901469675,381,0.15773131856758435,763
lethally,29,0.012005795901469675,294,0.12171393086317533,756
catastrophically,29,0.012005795901469675,274,0.11343407162078245,995
deep,29,0.012005795901469675,208,0.08611053612088594,1424
furthermore,29,0.012005795901469675,537,0.2223142206582488,968
artfully,28,0.011591802939350032,511,0.21155040364313807,926
north,28,0.011591802939350032,175,0.0724487683709377,1019
oppressively,28,0.011591802939350032,357,0.1477954874767129,1049
substantively,28,0.011591802939350032,221,0.09149244462844132,806
insufferably,28,0.011591802939350032,351,0.14531152970399505,933
cosmetically,28,0.011591802939350032,202,0.08362657834816808,799
legendarily,28,0.011591802939350032,536,0.22190022769612913,1007
timelessly,28,0.011591802939350032,227,0.09397640240115918,976
symbolically,28,0.011591802939350032,342,0.14158559304491822,1590
externally,28,0.011591802939350032,321,0.1328917408404057,856
excitingly,28,0.011591802939350032,376,0.15566135375698614,854
systematically,28,0.011591802939350032,474,0.19623266404471124,1119
demographically,28,0.011591802939350032,275,0.1138480645829021,1249
daringly,28,0.011591802939350032,349,0.14448354377975575,798
irritatingly,28,0.011591802939350032,551,0.2281101221279238,941
outlandishly,28,0.011591802939350032,377,0.15607534671910578,741
boringly,28,0.011591802939350032,294,0.12171393086317533,677
mega,28,0.011591802939350032,232,0.0960463672117574,634
neatly,28,0.011591802939350032,417,0.17263506520389152,849
nearby,28,0.011591802939350032,318,0.1316497619540468,724
illegally,28,0.011591802939350032,299,0.12378389567377354,943
ever-more,28,0.011591802939350032,300,0.12419788863589319,708
alike,28,0.011591802939350032,439,0.1817429103705237,785
in,28,0.011591802939350032,230,0.09521838128751811,894
expressly,27,0.011177809977230387,324,0.13413371972676463,849
sustainably,27,0.011177809977230387,180,0.07451873318153591,596
ergonomically,27,0.011177809977230387,177,0.07327675429517698,1016
thickly,27,0.011177809977230387,234,0.09687435313599668,618
hyper,27,0.011177809977230387,180,0.07451873318153591,1122
disconcertingly,27,0.011177809977230387,441,0.182570896294763,832
militantly,27,0.011177809977230387,364,0.1506934382115504,760
metabolically,27,0.011177809977230387,117,0.04843717656799834,1207
recognizably,27,0.011177809977230387,463,0.19167874146139516,1185
scandalously,27,0.011177809977230387,379,0.15690333264334505,848
intolerably,27,0.011177809977230387,327,0.13537569861312357,780
dead,27,0.011177809977230387,136,0.05630304284827158,2165
meaningfully,27,0.011177809977230387,252,0.10432622645415027,823
selectively,27,0.011177809977230387,359,0.1486234734009522,853
blisteringly,27,0.011177809977230387,221,0.09149244462844132,1163
enviably,26,0.010763817015110743,254,0.10515421237838957,560
entertainingly,26,0.010763817015110743,538,0.2227282136203685,899
successively,26,0.010763817015110743,175,0.0724487683709377,794
blindly,26,0.010763817015110743,327,0.13537569861312357,1015
second-most,26,0.010763817015110743,117,0.04843717656799834,840
completly,26,0.010763817015110743,306,0.12668184640861105,805
annually,26,0.010763817015110743,263,0.10888014903746636,717
wondrously,26,0.010763817015110743,495,0.20492651624922378,910
numbingly,26,0.010763817015110743,304,0.12585386048437178,933
lovingly,26,0.010763817015110743,456,0.18878079072655765,1139
passively,26,0.010763817015110743,242,0.10018629683295384,527
deathly,26,0.010763817015110743,131,0.054233078037673355,3042
optimally,26,0.010763817015110743,249,0.10308424756779135,759
foolishly,26,0.010763817015110743,294,0.12171393086317533,657
jarringly,26,0.010763817015110743,410,0.169737114469054,765
blandly,26,0.010763817015110743,443,0.18339888221900227,851
falsely,26,0.010763817015110743,376,0.15566135375698614,954
triple,26,0.010763817015110743,165,0.06830883874974125,679
efficiently,26,0.010763817015110743,384,0.15897329745394329,715
ardently,25,0.010349824052991098,328,0.1357896915752432,615
anti,25,0.010349824052991098,171,0.07079279652245911,682
prematurely,25,0.010349824052991098,289,0.11964396605257711,1080
regrettably,25,0.010349824052991098,365,0.15110743117367006,822
high,25,0.010349824052991098,230,0.09521838128751811,1045
engagingly,25,0.010349824052991098,469,0.19416269923411303,773
immaculately,25,0.010349824052991098,231,0.09563237424963776,1172
jointly,25,0.010349824052991098,227,0.09397640240115918,1216
itis,25,0.010349824052991098,184,0.07617470503001449,750
deceivingly,25,0.010349824052991098,257,0.10639619126474849,776
lavishly,25,0.010349824052991098,352,0.1457255226661147,802
doubtless,25,0.010349824052991098,483,0.19995860070378804,1244
enduringly,25,0.010349824052991098,312,0.12916580418132892,1179
im,25,0.010349824052991098,198,0.0819706064996895,685
late,25,0.010349824052991098,257,0.10639619126474849,847
marvellously,25,0.010349824052991098,505,0.20906644587042023,833
ruggedly,25,0.010349824052991098,182,0.0753467191057752,1429
agriculturally,25,0.010349824052991098,111,0.045953218795280484,762
arbitrarily,25,0.010349824052991098,246,0.10184226868143241,1101
seamlessly,25,0.010349824052991098,302,0.12502587456013248,720
piercingly,25,0.010349824052991098,177,0.07327675429517698,552
searingly,25,0.010349824052991098,189,0.07824466984061271,830
definitively,24,0.009935831090871455,567,0.23473400952183812,1063
below,24,0.009935831090871455,224,0.09273442351480025,1568
temporally,24,0.009935831090871455,248,0.1026702546056717,507
along,24,0.009935831090871455,184,0.07617470503001449,2043
gratuitously,24,0.009935831090871455,309,0.12792382529496998,783
dependably,24,0.009935831090871455,350,0.1448975367418754,667
unconditionally,24,0.009935831090871455,254,0.10515421237838957,797
sensationally,24,0.009935831090871455,360,0.14903746636307183,789
whereby,24,0.009935831090871455,485,0.20078658662802734,884
procedurally,24,0.009935831090871455,161,0.06665286690126268,568
robustly,24,0.009935831090871455,399,0.16518319188573793,717
on,24,0.009935831090871455,175,0.0724487683709377,777
democratically,24,0.009935831090871455,203,0.08404057131028772,868
incrementally,24,0.009935831090871455,187,0.07741668391637342,874
naively,24,0.009935831090871455,351,0.14531152970399505,799
gruesomely,24,0.009935831090871455,266,0.11012212792382528,534
politely,24,0.009935831090871455,309,0.12792382529496998,574
slyly,23,0.00952183812875181,391,0.1618712481887808,916
hypnotically,23,0.00952183812875181,287,0.11881598012833783,605
farther,23,0.00952183812875181,158,0.06541088801490375,1199
surgically,23,0.00952183812875181,165,0.06830883874974125,661
generically,23,0.00952183812875181,378,0.15648933968122541,636
thermally,23,0.00952183812875181,146,0.06044297246946802,1173
devoutly,23,0.00952183812875181,189,0.07824466984061271,1723
narratively,23,0.00952183812875181,346,0.14324156489339682,738
facially,23,0.00952183812875181,167,0.06913682467398054,757
deservedly,23,0.00952183812875181,278,0.11509004346926104,851
prohibitively,23,0.00952183812875181,166,0.06872283171186089,6825
humorously,23,0.00952183812875181,499,0.20658248809770235,794
forward,23,0.00952183812875181,266,0.11012212792382528,540
inescapably,23,0.00952183812875181,462,0.19126474849927552,855
addictively,23,0.00952183812875181,236,0.09770233906023597,725
subjectively,23,0.00952183812875181,255,0.1055682053405092,487
incomprehensibly,23,0.00952183812875181,319,0.13206375491616643,779
uncompromisingly,22,0.009107845166632168,349,0.14448354377975575,686
irredeemably,22,0.009107845166632168,362,0.14986545228731113,934
lower,22,0.009107845166632168,225,0.09314841647691989,605
emphatically,22,0.009107845166632168,531,0.21983026288553095,934
inwardly,22,0.009107845166632168,351,0.14531152970399505,666
colorfully,22,0.009107845166632168,375,0.15524736079486648,726
compulsively,22,0.009107845166632168,366,0.1515214241357897,1615
past,22,0.009107845166632168,204,0.08445456427240737,859
blazingly,22,0.009107845166632168,174,0.07203477540881806,1060
qualitatively,22,0.009107845166632168,192,0.07948664872697164,2362
prodigiously,22,0.009107845166632168,231,0.09563237424963776,731
athletically,22,0.009107845166632168,187,0.07741668391637342,796
unconstitutionally,22,0.009107845166632168,107,0.044297246946801906,1541
hysterically,22,0.009107845166632168,405,0.1676671496584558,1532
crisply,22,0.009107845166632168,252,0.10432622645415027,560
self-evidently,22,0.009107845166632168,258,0.10681018422686814,676
mind-blowingly,22,0.009107845166632168,196,0.08114262057545021,502
irrepressibly,22,0.009107845166632168,270,0.11177809977230388,548
flatly,22,0.009107845166632168,251,0.10391223349203063,964
indirectly,22,0.009107845166632168,223,0.0923204305526806,1656
lushly,22,0.009107845166632168,258,0.10681018422686814,747
joyfully,22,0.009107845166632168,427,0.176774994825088,689
justly,22,0.009107845166632168,221,0.09149244462844132,1729
crucially,21,0.008693852204512523,214,0.08859449389360381,3190
close,21,0.008693852204512523,169,0.06996481059821982,636
vey,21,0.008693852204512523,234,0.09687435313599668,512
randomly,21,0.008693852204512523,430,0.17801697371144692,714
confidently,21,0.008693852204512523,325,0.1345477126888843,612
certifiably,21,0.008693852204512523,338,0.13992962119643965,975
harmonically,21,0.008693852204512523,215,0.08900848685572346,716
monetarily,21,0.008693852204512523,168,0.06955081763610019,430
accurately,21,0.008693852204512523,469,0.19416269923411303,983
resoundingly,21,0.008693852204512523,285,0.11798799420409854,833
enticingly,21,0.008693852204512523,277,0.11467605050714139,482
correctly,21,0.008693852204512523,381,0.15773131856758435,663
accordingly,21,0.008693852204512523,393,0.16269923411302006,660
diabolically,21,0.008693852204512523,291,0.1204719519768164,710
cinematically,21,0.008693852204512523,276,0.11426205754502175,527
cartoonishly,21,0.008693852204512523,403,0.1668391637342165,777
sporadically,21,0.008693852204512523,282,0.11674601531773961,760
seismically,21,0.008693852204512523,108,0.04471123990892155,1306
poetically,21,0.008693852204512523,381,0.15773131856758435,666
chronologically,20,0.008279859242392879,179,0.07410474021941628,411
freakin,20,0.008279859242392879,170,0.07037880356033947,574
organically,20,0.008279859242392879,357,0.1477954874767129,790
fractionally,20,0.008279859242392879,108,0.04471123990892155,708
supernaturally,20,0.008279859242392879,313,0.12957979714344856,641
systemically,20,0.008279859242392879,196,0.08114262057545021,2605
particulary,20,0.008279859242392879,261,0.10805216311322707,559
melodically,20,0.008279859242392879,297,0.12295590974953426,601
friggin,20,0.008279859242392879,168,0.06955081763610019,446
unsettlingly,20,0.008279859242392879,338,0.13992962119643965,616
luckily,20,0.008279859242392879,249,0.10308424756779135,809
colossally,20,0.008279859242392879,261,0.10805216311322707,660
acceptably,20,0.008279859242392879,303,0.1254398675222521,755
institutionally,20,0.008279859242392879,279,0.11550403643138067,850
exact,20,0.008279859242392879,219,0.09066445870420203,1990
wrenchingly,20,0.008279859242392879,192,0.07948664872697164,520
morphologically,20,0.008279859242392879,131,0.054233078037673355,569
methodologically,20,0.008279859242392879,195,0.08072862761333058,660
fine,20,0.008279859242392879,252,0.10432622645415027,592
enthusiastically,20,0.008279859242392879,376,0.15566135375698614,690
lot,20,0.008279859242392879,122,0.05050714137859656,2183
attractively,19,0.007865866280273236,459,0.1900227696129166,797
leisurely,19,0.007865866280273236,343,0.14199958600703788,590
before,19,0.007865866280273236,184,0.07617470503001449,668
behaviorally,19,0.007865866280273236,150,0.062098944317946596,420
bluntly,19,0.007865866280273236,316,0.1308217760298075,799
manually,19,0.007865866280273236,220,0.09107845166632167,622
deadly,19,0.007865866280273236,145,0.060028979507348375,2237
quantitatively,19,0.007865866280273236,158,0.06541088801490375,439
provably,19,0.007865866280273236,154,0.06375491616642517,1295
lamentably,19,0.007865866280273236,205,0.084868557234527,438
unremittingly,19,0.007865866280273236,236,0.09770233906023597,618
hellishly,19,0.007865866280273236,180,0.07451873318153591,471
innocently,19,0.007865866280273236,321,0.1328917408404057,623
fifth,19,0.007865866280273236,92,0.03808735251500724,888
lusciously,19,0.007865866280273236,258,0.10681018422686814,727
murderously,19,0.007865866280273236,246,0.10184226868143241,524
low,19,0.007865866280273236,192,0.07948664872697164,1006
neurologically,19,0.007865866280273236,130,0.05381908507555371,439
steadfastly,19,0.007865866280273236,352,0.1457255226661147,743
doggedly,19,0.007865866280273236,334,0.13827364934796108,601
wryly,19,0.007865866280273236,227,0.09397640240115918,731
lawfully,19,0.007865866280273236,125,0.05174912026495549,820
uncannily,19,0.007865866280273236,206,0.08528255019664666,768
unanimously,19,0.007865866280273236,227,0.09397640240115918,687
whats,19,0.007865866280273236,91,0.0376733595528876,371
rhetorically,19,0.007865866280273236,275,0.1138480645829021,545
conditionally,19,0.007865866280273236,136,0.05630304284827158,476
atypically,18,0.0074518733181535915,386,0.15980128337818256,701
as-yet,18,0.0074518733181535915,95,0.03932933140136618,471
vanishingly,18,0.0074518733181535915,54,0.022355619954460774,1631
reflexively,18,0.0074518733181535915,268,0.11095011384806457,509
distractingly,18,0.0074518733181535915,315,0.13040778306768785,648
contextually,18,0.0074518733181535915,197,0.08155661353756986,1476
therapeutically,18,0.0074518733181535915,109,0.04512523287104119,633
intimidatingly,18,0.0074518733181535915,207,0.08569654315876629,461
exuberantly,18,0.0074518733181535915,461,0.19085075553715586,731
amply,18,0.0074518733181535915,230,0.09521838128751811,1059
respectively,18,0.0074518733181535915,376,0.15566135375698614,598
fourth,18,0.0074518733181535915,86,0.03560339474228938,915
congenitally,18,0.0074518733181535915,272,0.11260608569654317,784
industrially,18,0.0074518733181535915,161,0.06665286690126268,614
dismally,18,0.0074518733181535915,225,0.09314841647691989,730
reputedly,18,0.0074518733181535915,390,0.16145725522666116,604
delectably,18,0.0074518733181535915,340,0.14075760712067895,641
inexcusably,17,0.007037880356033948,232,0.0960463672117574,508
feverishly,17,0.007037880356033948,231,0.09563237424963776,402
absolutly,17,0.007037880356033948,151,0.06251293728006624,404
decisively,17,0.007037880356033948,370,0.15317739598426827,724
self,17,0.007037880356033948,54,0.022355619954460774,845
securely,17,0.007037880356033948,195,0.08072862761333058,415
masterfully,17,0.007037880356033948,339,0.14034361415855928,572
sumptuously,17,0.007037880356033948,226,0.09356240943903954,650
unseasonably,17,0.007037880356033948,74,0.030635479196853655,1928
pointedly,17,0.007037880356033948,546,0.22604015731732563,891
awful,17,0.007037880356033948,132,0.054647070999793,372
formidably,17,0.007037880356033948,282,0.11674601531773961,543
prominently,17,0.007037880356033948,334,0.13827364934796108,696
bafflingly,17,0.007037880356033948,305,0.1262678534464914,513
blowingly,17,0.007037880356033948,170,0.07037880356033947,430
fearlessly,17,0.007037880356033948,283,0.11716000827985924,611
identifiably,17,0.007037880356033948,171,0.07079279652245911,412
periodically,17,0.007037880356033948,324,0.13413371972676463,538
moreover,17,0.007037880356033948,458,0.18960877665079695,715
smartly,17,0.007037880356033948,330,0.1366176774994825,578
nightly,17,0.007037880356033948,258,0.10681018422686814,600
expectedly,17,0.007037880356033948,417,0.17263506520389152,684
greater,17,0.007037880356033948,200,0.08279859242392879,549
mercilessly,17,0.007037880356033948,281,0.11633202235561996,495
domestically,17,0.007037880356033948,198,0.0819706064996895,470
shatteringly,17,0.007037880356033948,156,0.06458290209066446,396
radiantly,17,0.007037880356033948,214,0.08859449389360381,606
unforgivably,17,0.007037880356033948,271,0.11219209273442353,522
serenely,17,0.007037880356033948,332,0.13744566342372178,755
lately,17,0.007037880356033948,337,0.13951562823432,670
fanatically,17,0.007037880356033948,331,0.13703167046160214,797
magnetically,17,0.007037880356033948,180,0.07451873318153591,538
centrally,17,0.007037880356033948,137,0.056717035810391225,820
spontaneously,17,0.007037880356033948,259,0.10722417718898777,533
variously,17,0.007037880356033948,608,0.25170772096874355,849
mind-bogglingly,17,0.007037880356033948,198,0.0819706064996895,462
wilfully,17,0.007037880356033948,263,0.10888014903746636,737
mindlessly,16,0.006623887393914303,265,0.10970813496170564,488
abysmally,16,0.006623887393914303,179,0.07410474021941628,1233
inarguably,16,0.006623887393914303,302,0.12502587456013248,534
insidiously,16,0.006623887393914303,275,0.1138480645829021,551
punishingly,16,0.006623887393914303,176,0.07286276133305734,474
expertly,16,0.006623887393914303,324,0.13413371972676463,670
audibly,16,0.006623887393914303,229,0.09480438832539848,424
breakingly,16,0.006623887393914303,125,0.05174912026495549,264
passably,16,0.006623887393914303,171,0.07079279652245911,400
paradoxically,16,0.006623887393914303,490,0.20285655143862552,761
commendably,16,0.006623887393914303,253,0.10474021941626992,432
ghastly,16,0.006623887393914303,368,0.15234941006002897,696
mere,16,0.006623887393914303,307,0.12709583937073068,620
separately,16,0.006623887393914303,306,0.12668184640861105,745
definately,16,0.006623887393914303,266,0.11012212792382528,711
irrevocably,16,0.006623887393914303,249,0.10308424756779135,426
insultingly,16,0.006623887393914303,211,0.08735251500724488,537
improperly,16,0.006623887393914303,208,0.08611053612088594,360
unpredictably,16,0.006623887393914303,253,0.10474021941626992,465
fuckin,16,0.006623887393914303,178,0.07369074725729663,426
quaintly,16,0.006623887393914303,264,0.109294141999586,500
disproportionally,16,0.006623887393914303,110,0.045539225833160835,422
sensually,16,0.006623887393914303,261,0.10805216311322707,472
cosmically,16,0.006623887393914303,247,0.10225626164355206,444
precariously,16,0.006623887393914303,183,0.07576071206789485,968
causally,16,0.006623887393914303,108,0.04471123990892155,634
silently,16,0.006623887393914303,354,0.14655350859035396,629
bleakly,16,0.006623887393914303,223,0.0923204305526806,599
deviously,16,0.006623887393914303,157,0.0649968950527841,372
sooner,16,0.006623887393914303,202,0.08362657834816808,366
inhumanly,16,0.006623887393914303,194,0.08031463465121093,516
wide,16,0.006623887393914303,151,0.06251293728006624,29633
wider,15,0.00620989443179466,230,0.09521838128751811,560
implausibly,15,0.00620989443179466,278,0.11509004346926104,574
urgently,15,0.00620989443179466,214,0.08859449389360381,811
inadvertently,15,0.00620989443179466,313,0.12957979714344856,617
dimensionally,15,0.00620989443179466,146,0.06044297246946802,805
experimentally,15,0.00620989443179466,169,0.06996481059821982,375
climatically,15,0.00620989443179466,109,0.04512523287104119,297
waaaay,15,0.00620989443179466,99,0.04098530324984475,396
coarsely,15,0.00620989443179466,108,0.04471123990892155,520
cripplingly,15,0.00620989443179466,164,0.0678948457876216,428
dauntingly,15,0.00620989443179466,266,0.11012212792382528,719
existentially,15,0.00620989443179466,316,0.1308217760298075,562
unjustifiably,15,0.00620989443179466,173,0.07162078244669841,451
tangibly,15,0.00620989443179466,204,0.08445456427240737,431
earnestly,15,0.00620989443179466,309,0.12792382529496998,506
tentatively,15,0.00620989443179466,131,0.054233078037673355,360
breathlessly,15,0.00620989443179466,247,0.10225626164355206,463
theatrically,15,0.00620989443179466,339,0.14034361415855928,547
smugly,15,0.00620989443179466,211,0.08735251500724488,475
studiously,15,0.00620989443179466,301,0.12461188159801284,578
assuredly,15,0.00620989443179466,380,0.15731732560546471,581
decadently,15,0.00620989443179466,184,0.07617470503001449,559
closer,15,0.00620989443179466,191,0.07907265576485199,422
deftly,15,0.00620989443179466,271,0.11219209273442353,463
orally,15,0.00620989443179466,97,0.040157317325605464,390
gonna,15,0.00620989443179466,157,0.0649968950527841,462
misleadingly,15,0.00620989443179466,206,0.08528255019664666,449
one-third,15,0.00620989443179466,71,0.029393500310494723,398
un,15,0.00620989443179466,192,0.07948664872697164,407
