hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19951030_0837_2:16,neg-ext-subj,so_revolting,so,revolting,Then this  -COL-   -LBQ-  Nothing I have ever seen in Art or Nature was quite so revolting .  -RDQ-,nyt_eng_19951030_0837_2,16,nyt_eng_199510,"In his 1930 travel book ,  -LBQ-  Labels ,  -RDQ-  Evelyn Waugh described a sunset view of Mount Etna , the picture-postcard volcano repeating itself in a wisp of smoke ,  -LBQ-  the whole horizon behind radiant with pink light , fading gently into a gray pastel sky .  -RDQ-","Observing the same scene in  -LBQ-  The Pillars of Hercules  -COL-  A Grand Tour of the Mediterranean  -RDQ-  -LRB- 509 pages ; Putnam ; $ 27.50 -RRB- , Paul Theroux quotes Waugh and comments  -COL-   -LBQ-  Sudden and strange , the description is marvelous for its utter perversity .",nyt_eng_19951030_0837_2:16_discard,discard
nyt_eng_19951019_0185_4:3,neg-ext-subj,too_trivial,too,trivial,"Nothing is too trivial , it seems , or too far-fetched to be compared with the devil incarnate .",nyt_eng_19951019_0185_4,3,nyt_eng_199510,"But like no other spectre in history , Hitler walks the earth undead in the hearts and hyperbole of those who seek a standard bearer for evil .",A name that should be spoken in hushed tones and burn the lips of the speaker is tossed about as shorthand for myriad offenses ranging from political disagreements to brutish police procedures .,nyt_eng_19951019_0185_4:3_discard,discard
nyt_eng_19951009_0124_71:12,neg-ext-subj,seriously_wrong,seriously,wrong,Q  -COL-  But Police Chief Willie Williams has said nothing is seriously wrong with the LAPD 's lab ?,nyt_eng_19951009_0124_71,12,nyt_eng_199510,"Big time , we 're paying .",A  -COL-  -LRB- Long pause -RRB- Well I disagree .,nyt_eng_19951009_0124_71:12_discard,discard
nyt_eng_19951008_0071_71:12,neg-ext-subj,seriously_wrong,seriously,wrong,Q  -COL-  But Police Chief Willie Williams has said nothing is seriously wrong with the LAPD 's lab ?,nyt_eng_19951008_0071_71,12,nyt_eng_199510,"Big time , we 're paying .",A  -COL-  -LRB- Long pause -RRB- Well I disagree .,nyt_eng_19951008_0071_71:12_discard,discard
nyt_eng_19960826_0785_29:10,neg-ext-subj,too_trivial,too,trivial,"While those plans seem quite grandiose , nothing is too trivial or bizarre for the Net .",nyt_eng_19960826_0785_29,10,nyt_eng_199608,MSNBC is a partnership between NBC and Microsoft .,"There is an entire Web site devoted to Hillary Rodham Clinton 's changing hairstyles , which includes a contest to give the first lady a new ` do .",nyt_eng_19960826_0785_29:10_discard,discard
nyt_eng_19960813_0157_3:13,neg-ext-subj,really_likely,really,likely,"-LBQ-  My view has always been that nothing of any substance was really likely before the 1997 budget and that was going to be the first big test , and that is still the case ,  -RDQ-  said Nigel Anderson , an economist on Spain at Wrightson Associates in London .",nyt_eng_19960813_0157_3,13,nyt_eng_199608,Aznar has ceaselessly pledged the budget will restrict spending enough to cut the deficit to 3 percent of gross domestic product to meet the required targets of economic and monetary union .,"If Aznar 's government does produce a budget that can meet the deficit reduction targets , the Bank of Spain has hinted it will reward the effort with a sixth cut in its benchmark lending rate this year .",nyt_eng_19960813_0157_3:13_discard,discard
nyt_eng_19960811_0229_39:19,neg-ext-subj,particularly_cutting-edge,particularly,cutting-edge,"-LBQ-  This all has a very nice , high-tech appearance , but nothing being done on line is particularly cutting-edge ,  -RDQ-  said William Proffer , a director with the San Diego-based Science Applications International Corp. , the company that built the original RNC Web site more than a year ago .",nyt_eng_19960811_0229_39,19,nyt_eng_199608,Some of the event 's technical staff agree .,The company is helping AT&T with RNC 's on-line presence during the convention .,nyt_eng_19960811_0229_39:19_discard,discard
nyt_eng_19960811_0063_68:11,neg-ext-subj,as_simple,as,simple,Dole also found out in those years that nothing was as simple or easy as it might look .,nyt_eng_19960811_0063_68,11,nyt_eng_199608,"-LBQ-  We were with him when he matured as a national figure ,  -RDQ-  says Korologos with a shrug .",He was riding high as national chairman when two disasters struck .,nyt_eng_19960811_0063_68:11_discard,discard
nyt_eng_19960811_0063_30:6,neg-ext-subj,truly_personal,truly,personal,"He discovered that nothing was truly personal in politics , and nothing was ever final .",nyt_eng_19960811_0063_30,6,nyt_eng_199608,"He found a new wife , but in the process cut himself off from the everyday realities of domestic life outside the Beltway .","He collected a career 's worth of contacts , but missed bonding with the populist movements then beginning to surge through the GOP .",nyt_eng_19960811_0063_30:6_discard,discard
nyt_eng_19961217_0629_34:4,neg-ext-subj,ever_perfect,ever,perfect,-LBQ-  Nothing is ever perfect .,nyt_eng_19961217_0629_34,4,nyt_eng_199612,"-LBQ-  Sometimes , in the holidays they get caught up with the notion of everything being perfect and having everything that children want ,  -RDQ-  she said .","As much as you want to make the holidays perfect , maybe we need some adult reality checks here .  -RDQ-",nyt_eng_19961217_0629_34:4_discard,discard
