hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_20060512_0073_4:6,neg-ext-subj,physically_capable,physically,capable,"Not a single person is physically capable of uttering anything like Winters ' famous line ,  -LBQ-  In the water , I 'm a very skinny lady ,  -RDQ-  which she delivered before her character died quite convincingly of a heart attack .",apw_eng_20060512_0073_4,6,apw_eng_200605,This pretty much tells you all you need to know about director Wolfgang Petersen 's remake of the 1972 cult disaster classic  -LBQ-  The Poseidon Adventure  -RDQ-   -COL-  It 's all splash and no substance .,"-LRB- You laugh , but the performance earned her an Oscar nomination , one of eight the film received . -RRB-",apw_eng_20060512_0073_4:6_discard,discard
apw_eng_20060512_0073_4:6,neg-ext-subj,physically_capable,physically,capable,"Not a single person is physically capable of uttering anything like Winters ' famous line ,  -LBQ-  In the water , I 'm a very skinny lady ,  -RDQ-  which she delivered before her character died quite convincingly of a heart attack .",apw_eng_20060512_0073_4,6,apw_eng_200605,This pretty much tells you all you need to know about director Wolfgang Petersen 's remake of the 1972 cult disaster classic  -LBQ-  The Poseidon Adventure  -RDQ-   -COL-  It 's all splash and no substance .,"-LRB- You laugh , but the performance earned her an Oscar nomination , one of eight the film received . -RRB-",apw_eng_20060512_0073_4:6_keep,keep
