        l1  l2                       f         E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff        f1       f2         N  
   NEGATED  foreseeable            209       84.71               886                 1725               1092    2667        315           95         1180                3989                2665                  95                 388           1180             136.23                136.23               0.419   0.0001        8.60         0.055       0.00004                0.093              0.00007                0.055              0.00004          124.29   3148010     2241  83280549  
   NEGATED  gung                    94       38.14              1487                 2803               1090    4230        508           96         1976                3990                4229                  96                 631           1976              61.14                 61.14               0.420   0.0001        5.76         0.055       0.00002                0.093              0.00003                0.055              0.00002           55.86   3148010     1009  83280549  
   NEGATED  hurt                   361      147.68               631                 1244               1108    1907        235           97          834                3991                1904                  97                 281            834             231.05                231.05               0.414   0.0002       11.23         0.055       0.00007                0.092              0.00011                0.055              0.00007          213.32   3148010     3907  83280549  
   NEGATED  bothersome             302      123.95               703                 1384               1109    2139        262           98          939                3992                2139                  98                 310            939             192.06                192.06               0.413   0.0002       10.25         0.054       0.00006                0.092              0.00010                0.054              0.00006          178.05   3148010     3279  83280549  
   NEGATED  grand                  933      384.96               323                  645               1123     972        136           99          428                3993                 971                  99                 161            428             587.18                587.18               0.410   0.0006       17.94         0.054       0.00018                0.092              0.00030                0.054              0.00017          548.04   3148010    10184  83280549  
   NEGATED  enamored               330      136.65               675                 1329               1126    2030        248          100          893                3994                2030                 100                 298            893             206.18                206.18               0.408   0.0002       10.64         0.053       0.00006                0.091              0.00010                0.053              0.00006          193.35   3148010     3615  83280549  
   NEGATED  satisfactory          1089      451.07               281                  561               1130     871        121          101          380                3995                 870                 101                 146            380             680.07                680.07               0.408   0.0007       19.33         0.053       0.00021                0.091              0.00035                0.053              0.00020          637.93   3148010    11933  83280549  
   NEGATED  greasy                 417      173.20               566                 1122               1139    1734        219          102          771                3996                1736                 102                 267            771             258.94                258.94               0.407   0.0003       11.94         0.053       0.00008                0.091              0.00013                0.053              0.00008          243.80   3148010     4582  83280549  
   NEGATED  conversant             198       82.63               962                 1867               1144    2743        336          103         1252                3997                2742                 103                 409           1252             121.77                121.77               0.405   0.0001        8.20         0.053       0.00004                0.091              0.00006                0.053              0.00004          115.37   3148010     2186  83280549  
   NEGATED  intelligible           212       88.68               922                 1791               1149    2643        322          104         1187                3998                2643                 104                 390           1187             129.77                129.77               0.404   0.0001        8.47         0.053       0.00004                0.090              0.00007                0.053              0.00004          123.32   3148010     2346  83280549  
   NEGATED  reassuring             792      331.43               367                  733               1151    1109        155          105          494                3999                1113                 105                 181            494             484.43                484.43               0.403   0.0005       16.37         0.053       0.00015                0.090              0.00025                0.053              0.00015          460.57   3148010     8768  83280549  
   NEGATED  imaginable             133       56.02              1251                 2388               1157    3510        428          106         1631                4000                3510                 106                 544           1631              80.27                 80.27               0.401   0.0001        6.68         0.052       0.00003                0.090              0.00004                0.052              0.00002           76.98   3148010     1482  83280549  
   NEGATED  plentiful              853      359.44               347                  693               1164    1050        144          107          465                4001                1052                 107                 172            465             514.42                514.42               0.400   0.0005       16.90         0.052       0.00016                0.090              0.00027                0.052              0.00016          493.56   3148010     9509  83280549  
   NEGATED  unjustified            196       82.63               986                 1914               1163    2757        343          108         1264                4002                2756                 108                 415           1264             118.07                118.07               0.400   0.0001        8.10         0.052       0.00004                0.090              0.00006                0.052              0.00004          113.37   3148010     2186  83280549  
   NEGATED  undeserved             108       45.55              1431                 2703               1159    3922        488          109         1837                4003                3921                 109                 599           1837              65.01                 65.01               0.401   0.0001        6.01         0.052       0.00002                0.090              0.00003                0.052              0.00002           62.45   3148010     1205  83280549  
   NEGATED  ripe                  1061      450.31               299                  597               1183     895        125          110          393                4004                 897                 110                 149            393             630.49                630.49               0.396   0.0007       18.75         0.051       0.00020                0.089              0.00034                0.051              0.00019          610.69   3148010    11913  83280549  
   NEGATED  correct               6774     2879.95                75                  149               1186     170         42          111           83                4005                 169                 111                  46             83            4015.38               4015.38               0.396   0.0042       47.31         0.051       0.00129                0.089              0.00215                0.051              0.00124         3894.05   3148010    76189  83280549  
   NEGATED  dire                  1463      622.91               236                  471               1191     695        104          112          302                4006                 697                 112                 128            302             863.72                863.72               0.395   0.0009       21.96         0.051       0.00028                0.089              0.00046                0.051              0.00027          840.09   3148010    16479  83280549  
   NEGATED  strenuous              657      280.10               421                  839               1194    1281        175          113          561                4007                1281                 113                 197            561             386.77                386.77               0.394   0.0004       14.70         0.051       0.00012                0.089              0.00021                0.051              0.00012          376.90   3148010     7410  83280549  
   NEGATED  great                33022    14332.05                14                   27               1212      19          7          114           12                4009                  17                 115                   8             12           18835.78              18835.78               0.388   0.0187      102.85         0.050       0.00617                0.087              0.01049                0.049              0.00594        18689.95   3148010   379154  83280549  
   NEGATED  prepared               812      352.03               374                  747               1225    1089        159          115          496                4008                1089                 114                 182            496             461.46                461.46               0.386   0.0005       16.14         0.049       0.00015                0.087              0.00026                0.049              0.00015          459.97   3148010     9313  83280549  
   NEGATED  congruent              118       51.22              1409                 2668               1217    3731        473          116         1777                4010                3732                 116                 581           1777              66.88                 66.88               0.387   0.0001        6.15         0.049       0.00002                0.087              0.00004                0.049              0.00002           66.78   3148010     1355  83280549  
   NEGATED  scary                 5090     2219.88               100                  199               1237     229         54          117          108                4011                 228                 117                  55            108            2858.40               2858.40               0.383   0.0032       40.23         0.049       0.00095                0.087              0.00162                0.049              0.00091         2870.12   3148010    58727  83280549  
   NEGATED  big                  30852    13488.65                16                   31               1234      23          8          118           14                4012                  21                 118                   9             14           17317.68              17317.68               0.384   0.0176       98.85         0.049       0.00573                0.086              0.00980                0.049              0.00552        17363.35   3148010   356842  83280549  
   NEGATED  satisfied             8972     3929.20                62                  123               1246     123         36          119           60                4014                 122                 120                  36             60            4997.31               4997.31               0.382   0.0055       53.24         0.049       0.00166                0.086              0.00285                0.049              0.00160         5042.80   3148010   103947  83280549  
   NEGATED  ours                   439      192.21               598                 1182               1247    1675        226          120          763                4013                1673                 119                 261            763             244.24                244.24               0.382   0.0003       11.78         0.049       0.00008                0.086              0.00014                0.049              0.00008          246.79   3148010     5085  83280549  
   NEGATED  drastic               1071      469.17               317                  633               1253     888        131          121          399                4015                 887                 121                 152            399             595.27                595.27               0.381   0.0007       18.39         0.048       0.00020                0.086              0.00034                0.048              0.00019          601.83   3148010    12412  83280549  
   NEGATED  unfounded              492      216.29               550                 1090               1262    1554        208          122          698                4016                1555                 122                 244            698             271.35                271.35               0.380   0.0003       12.43         0.048       0.00009                0.086              0.00016                0.048              0.00009          275.71   3148010     5722  83280549  
   NEGATED  alarmed                 98       43.09              1599                 2997               1254    4136        524          123         1994                4017                4136                 123                 640           1994              54.02                 54.02               0.381   0.0001        5.55         0.048       0.00002                0.086              0.00003                0.048              0.00002           54.91   3148010     1140  83280549  
   NEGATED  effusive               153       67.51              1212                 2317               1267    3242        413          124         1533                4018                3240                 124                 513           1533              83.70                 83.70               0.379   0.0001        6.91         0.048       0.00003                0.086              0.00005                0.048              0.00003           85.49   3148010     1786  83280549  
   NEGATED  stuffy                 190       83.99              1070                 2072               1276    2821        363          125         1326                4019                2821                 125                 433           1326             103.53                103.53               0.378   0.0001        7.69         0.048       0.00003                0.086              0.00006                0.048              0.00003          106.01   3148010     2222  83280549  
   NEGATED  tactful                 88       38.93              1724                 3224               1270    4378        554          126         2113                4020                4378                 126                 668           2113              47.86                 47.86               0.378   0.0001        5.23         0.048       0.00002                0.085              0.00003                0.048              0.00002           49.07   3148010     1030  83280549  
   NEGATED  cavalier               149       66.07              1246                 2380               1280    3292        421          127         1566                4021                3291                 127                 523           1566              80.63                 80.63               0.376   0.0001        6.79         0.047       0.00003                0.085              0.00005                0.047              0.00003           82.93   3148010     1748  83280549  
   NEGATED  self-evident           179       79.49              1120                 2157               1282    2948        383          128         1381                4022                2948                 128                 461           1381              96.56                 96.56               0.376   0.0001        7.44         0.047       0.00003                0.085              0.00006                0.047              0.00003           99.51   3148010     2103  83280549  
   NEGATED  detectable             285      126.63               822                 1608               1287    2217        283          129         1007                4023                2215                 129                 335           1007             153.57                153.57               0.375   0.0002        9.38         0.047       0.00005                0.085              0.00009                0.047              0.00005          158.37   3148010     3350  83280549  
   NEGATED  noticeable            3423     1523.08               141                  281               1292     328         71          130          155                4024                 331                 130                  71            155            1839.80               1839.80               0.374   0.0021       32.47         0.047       0.00063                0.085              0.00109                0.047              0.00060         1899.92   3148010    40293  83280549  
   NEGATED  scrupulous             156       69.48              1213                 2319               1290    3198        410          131         1519                4025                3197                 131                 506           1519              83.63                 83.63               0.374   0.0001        6.93         0.047       0.00003                0.085              0.00005                0.047              0.00003           86.52   3148010     1838  83280549  
   NEGATED  complimentary          441      196.75               621                 1225               1299    1666        230          132          768                4026                1666                 132                 264            768             235.50                235.50               0.373   0.0003       11.63         0.047       0.00008                0.085              0.00014                0.047              0.00008          244.25   3148010     5205  83280549  
   NEGATED  sappy                  100       44.72              1623                 3039               1295    4081        527          133         1989                4027                4081                 133                 637           1989              53.13                 53.13               0.373   0.0001        5.53         0.047       0.00002                0.085              0.00003                0.047              0.00002           55.28   3148010     1183  83280549  
   NEGATED  daft                   119       53.22              1457                 2751               1298    3710        486          134         1791                4028                3711                 134                 587           1791              63.20                 63.20               0.373   0.0001        6.03         0.047       0.00002                0.085              0.00004                0.047              0.00002           65.78   3148010     1408  83280549  
   NEGATED  girly                  262      117.37               875                 1706               1309    2331        302          135         1074                4029                2329                 135                 353           1074             138.65                138.65               0.371   0.0002        8.94         0.047       0.00005                0.084              0.00008                0.047              0.00005          144.63   3148010     3105  83280549  
   NEGATED  overbearing            190       85.16              1093                 2114               1308    2822        369          136         1330                4030                2821                 136                 437           1330             100.42                100.42               0.371   0.0001        7.61         0.047       0.00003                0.084              0.00006                0.047              0.00003          104.84   3148010     2253  83280549  
   NEGATED  stealthy               122       54.70              1440                 2718               1306    3664        478          137         1771                4031                3664                 137                 577           1771              64.44                 64.44               0.372   0.0001        6.09         0.047       0.00002                0.084              0.00004                0.047              0.00002           67.30   3148010     1447  83280549  
   NEGATED  smart                 7334     3292.50                78                  155               1316     156         43          138           80                4032                 160                 138                  45             80            3867.72               3867.72               0.370   0.0045       47.19         0.046       0.00133                0.084              0.00233                0.046              0.00128         4041.50   3148010    87103  83280549  
   NEGATED  wrong                15509     7018.72                36                   71               1330      63         20          139           35                4035                  64                 141                  23             35            8045.64               8045.64               0.367   0.0093       68.18         0.046       0.00280                0.084              0.00493                0.046              0.00270         8490.28   3148010   185680  83280549  
   NEGATED  unethical              369      166.93               706                 1389               1336    1876        253          140          867                4033                1876                 139                 292            867             191.05                191.05               0.366   0.0002       10.52         0.046       0.00007                0.084              0.00012                0.046              0.00006          202.07   3148010     4416  83280549  
   NEGATED  stellar                580      262.41               515                 1021               1337    1394        195          141          626                4034                1397                 140                 220            626             300.22                300.22               0.366   0.0004       13.19         0.046       0.00010                0.084              0.00018                0.046              0.00010          317.59   3148010     6942  83280549  
   NEGATED  uptight                222      100.47              1003                 1947               1333    2574        339          142         1201                4036                2574                 142                 394           1201             114.82                114.82               0.366   0.0001        8.16         0.046       0.00004                0.084              0.00007                0.046              0.00004          121.53   3148010     2658  83280549  
   NEGATED  greedy                 490      221.92               579                 1147               1344    1558        214          143          716                4037                1557                 143                 249            716             253.03                253.03               0.366   0.0003       12.11         0.046       0.00009                0.083              0.00016                0.046              0.00009          268.08   3148010     5871  83280549  
   NEGATED  unwarranted            190       86.11              1110                 2142               1339    2823        375          144         1343                4038                2821                 144                 441           1343              97.96                 97.96               0.366   0.0001        7.54         0.046       0.00003                0.083              0.00006                0.046              0.00003          103.89   3148010     2278  83280549  
   NEGATED  fluent                 589      267.78               510                 1012               1349    1373        194          145          618                4039                1376                 145                 218            618             301.56                301.56               0.364   0.0004       13.24         0.045       0.00011                0.083              0.00019                0.045              0.00010          321.22   3148010     7084  83280549  
   NEGATED  bleak                 1232      561.29               301                  601               1352     796        122          146          364                4040                 796                 146                 143            364             627.80                627.80               0.363   0.0008       19.11         0.045       0.00022                0.083              0.00039                0.045              0.00021          670.71   3148010    14849  83280549  
   NEGATED  crisp                  904      412.17               375                  749               1355     997        156          147          469                4041                 996                 147                 175            469             459.83                459.83               0.362   0.0006       16.36         0.045       0.00016                0.083              0.00029                0.045              0.00016          491.83   3148010    10904  83280549  
   NEGATED  likeable               571      263.05               533                 1057               1372    1410        202          148          644                4042                1410                 148                 226            644             283.62                283.62               0.357   0.0004       12.89         0.044       0.00010                0.082              0.00018                0.044              0.00010          307.95   3148010     6959  83280549  
   NEGATED  obvious              15746     7271.37                38                   75               1373      61         21          149           36                4044                  58                 150                  24             36            7800.63               7800.63               0.357   0.0094       67.54         0.044       0.00280                0.082              0.00500                0.044              0.00269         8474.63   3148010   192364  83280549  
   NEGATED  discernible            265      122.28               914                 1778               1375    2306        306          150         1082                4043                2306                 149                 360           1082             131.12                131.12               0.357   0.0002        8.77         0.044       0.00005                0.082              0.00008                0.044              0.00005          142.72   3148010     3235  83280549  
   NEGATED  sweet                 9014     4172.41                65                  129               1381     121         37          151           64                4045                 121                 151                  37             64            4435.42               4435.42               0.356   0.0055       51.00         0.044       0.00160                0.082              0.00286                0.044              0.00154         4841.59   3148010   110381  83280549  
   NEGATED  foolproof              263      121.94               931                 1808               1386    2324        309          152         1093                4046                2324                 152                 364           1093             128.69                128.69               0.355   0.0002        8.70         0.044       0.00005                0.082              0.00008                0.044              0.00004          141.06   3148010     3226  83280549  
   NEGATED  well-known             215       99.72              1055                 2044               1385    2624        357          153         1253                4047                2625                 153                 410           1253             105.13                105.13               0.355   0.0001        7.86         0.044       0.00004                0.082              0.00007                0.044              0.00004          115.28   3148010     2638  83280549  
   NEGATED  quick                 6349     2959.59                95                  189               1397     181         49          154           97                4049                 178                 155                  50             97            3071.50               3071.50               0.352   0.0039       42.54         0.043       0.00112                0.081              0.00202                0.043              0.00108         3389.41   3148010    78296  83280549  
   NEGATED  enthusiastic          3154     1469.93               163                  325               1399     353         78          155          173                4048                 354                 154                  80            173            1525.64               1525.64               0.352   0.0020       29.99         0.043       0.00056                0.081              0.00100                0.043              0.00053         1684.07   3148010    38887  83280549  
   NEGATED  certain               8421     3936.39                74                  147               1404     132         38          156           74                4050                 133                 156                  42             74            4048.96               4048.96               0.351   0.0052       48.87         0.043       0.00148                0.081              0.00268                0.043              0.00142         4484.61   3148010   104137  83280549  
   NEGATED  gullible               228      106.60              1037                 2010               1402    2541        347          157         1202                4051                2541                 157                 395           1202             109.41                109.41               0.351   0.0001        8.04         0.043       0.00004                0.081              0.00007                0.043              0.00004          121.40   3148010     2820  83280549  
   NEGATED  forgiving             1079      504.90               346                  691               1407     884        140          158          415                4052                 880                 158                 158            415             516.80                516.80               0.350   0.0007       17.48         0.043       0.00019                0.081              0.00034                0.043              0.00018          574.10   3148010    13357  83280549  
   NEGATED  crazy                 5247     2456.74               107                  213               1408     222         56          159          112                4053                 221                 159                  57            112            2511.51               2511.51               0.350   0.0033       38.52         0.043       0.00092                0.081              0.00167                0.043              0.00089         2790.26   3148010    64993  83280549  
   NEGATED  tall                  2770     1301.00               186                  371               1412     399         82          160          195                4054                 401                 160                  89            195            1315.51               1315.51               0.348   0.0017       27.91         0.043       0.00048                0.080              0.00088                0.043              0.00047         1469.00   3148010    34418  83280549  
   NEGATED  comforting            1155      544.66               334                  667               1420     837        135          161          394                4055                 838                 161                 150            394             543.13                543.13               0.346   0.0007       17.96         0.042       0.00020                0.080              0.00037                0.042              0.00019          610.34   3148010    14409  83280549  
   NEGATED  overt                  405      191.19               708                 1393               1424    1765        249          162          833                4056                1765                 162                 280            833             189.92                189.92               0.346   0.0003       10.62         0.042       0.00007                0.080              0.00013                0.042              0.00007          213.81   3148010     5058  83280549  
   NEGATED  novel                  643      304.52               516                 1023               1434    1297        192          163          596                4057                1296                 163                 212            596             299.25                299.25               0.344   0.0004       13.35         0.042       0.00011                0.080              0.00020                0.042              0.00011          338.48   3148010     8056  83280549  
   NEGATED  straightforward       4743     2250.69               122                  243               1442     247         61          164          125                4059                 245                 165                  62            125            2198.64               2198.64               0.343   0.0030       36.19         0.042       0.00082                0.080              0.00151                0.042              0.00079         2492.31   3148010    59542  83280549  
   NEGATED  tidy                   341      161.78               809                 1585               1438    1978        273          165          933                4058                1980                 164                 307            933             158.01                158.01               0.344   0.0002        9.71         0.042       0.00006                0.080              0.00011                0.042              0.00006          179.22   3148010     4280  83280549  
   NEGATED  cloying                104       49.37              1718                 3212               1429    3996        543          166         2000                4060                3996                 166                 641           2000              48.13                 48.13               0.345   0.0001        5.36         0.042       0.00002                0.080              0.00003                0.042              0.00002           54.63   3148010     1306  83280549  
   NEGATED  likable                768      364.70               456                  909               1446    1144        177          167          537                4061                1148                 167                 189            537             355.13                355.13               0.343   0.0005       14.55         0.042       0.00013                0.080              0.00024                0.042              0.00013          403.30   3148010     9648  83280549  
   NEGATED  verbal                 214      101.76              1105                 2132               1447    2635        364          168         1273                4062                2631                 168                 417           1273              98.62                 98.62               0.343   0.0001        7.67         0.042       0.00004                0.079              0.00007                0.042              0.00004          112.24   3148010     2692  83280549  
   NEGATED  wishful                192       91.55              1179                 2261               1452    2803        388          169         1372                4063                2803                 169                 453           1372              87.89                 87.89               0.342   0.0001        7.25         0.041       0.00003                0.079              0.00006                0.041              0.00003          100.45   3148010     2422  83280549  
   NEGATED  distracting            788      376.49               448                  893               1458    1117        176          170          532                4064                1118                 170                 187            532             359.01                359.01               0.340   0.0005       14.66         0.041       0.00014                0.079              0.00025                0.041              0.00013          411.51   3148010     9960  83280549  
   NEGATED  convertible            113       54.13              1666                 3116               1457    3827        525          171         1909                4065                3828                 171                 619           1909              51.15                 51.15               0.340   0.0001        5.54         0.041       0.00002                0.079              0.00004                0.041              0.00002           58.87   3148010     1432  83280549  
   NEGATED  convincing            2383     1142.62               208                  415               1464     461         89          172          221                4066                 461                 172                 100            221            1076.60               1076.60               0.338   0.0015       25.41         0.041       0.00041                0.079              0.00076                0.041              0.00039         1240.38   3148010    30228  83280549  
   NEGATED  sugary                 155       74.88              1373                 2601               1479    3213        447          173         1598                4067                3213                 173                 531           1598              68.71                 68.71               0.336   0.0001        6.44         0.040       0.00003                0.078              0.00005                0.040              0.00003           80.12   3148010     1981  83280549  
   NEGATED  distinguishable        306      148.97               902                 1757               1494    2118        298          174         1018                4068                2119                 174                 340           1018             133.08                133.08               0.332   0.0002        8.98         0.040       0.00005                0.078              0.00010                0.040              0.00005          157.03   3148010     3941  83280549  
   NEGATED  accurate             13606     6631.49                51                  101               1495      72         29          175           43                4069                  72                 175                  28             43            5916.06               5916.06               0.331   0.0082       59.79         0.040       0.00230                0.078              0.00432                0.040              0.00222         6974.51   3148010   175436  83280549  
   NEGATED  immoral                520      254.09               646                 1273               1503    1503        229          176          718                4070                1504                 176                 250            718             224.07                224.07               0.330   0.0003       11.66         0.040       0.00009                0.077              0.00017                0.040              0.00008          265.91   3148010     6722  83280549  
   NEGATED  right                15727     7711.93                45                   89               1512      62         25          177           39                4071                  59                 177                  25             39            6737.38               6737.38               0.329   0.0094       63.91         0.039       0.00265                0.077              0.00500                0.039              0.00255         8015.07   3148010   204019  83280549  
   NEGATED  fortunate             5301     2610.28               121                  241               1523     221         58          178          116                4072                 218                 178                  59            116            2242.27               2242.27               0.326   0.0033       36.96         0.039       0.00089                0.077              0.00168                0.039              0.00085         2690.72   3148010    69055  83280549  
   NEGATED  airtight               102       50.27              1812                 3379               1518    4039        566          179         2056                4073                4037                 179                 650           2056              43.00                 43.00               0.327   0.0001        5.12         0.039       0.00002                0.077              0.00003                0.039              0.00002           51.73   3148010     1330  83280549  
   NEGATED  chummy                  77       38.03              2075                 3851               1521    4707        640          180         2393                4074                4707                 180                 751           2393              32.29                 32.29               0.327   0.0000        4.44         0.039       0.00001                0.077              0.00002                0.039              0.00001           38.97   3148010     1006  83280549  
   NEGATED  theoretical            482      239.95               692                 1363               1546    1577        240          181          776                4075                1578                 181                 268            776             198.03                198.03               0.321   0.0003       11.02         0.038       0.00008                0.076              0.00015                0.038              0.00008          242.05   3148010     6348  83280549  
   NEGATED  chatty                 172       85.65              1343                 2547               1541    3026        433          182         1522                4076                3027                 182                 508           1522              70.60                 70.60               0.321   0.0001        6.58         0.038       0.00003                0.076              0.00005                0.038              0.00003           86.35   3148010     2266  83280549  
   NEGATED  jolly                  120       59.95              1709                 3195               1553    3696        532          183         1877                4077                3695                 183                 610           1877              48.85                 48.85               0.320   0.0001        5.48         0.038       0.00002                0.076              0.00004                0.038              0.00002           60.05   3148010     1586  83280549  
COMPLEMENT  evolving              3141     3022.27               602                 1189                  1    3647       1251          184         1224                   1                3647                 184                1801           1224             242.07                242.07               2.392   0.0001        2.12         0.038       0.00004                1.000              0.00004                0.038              0.00000          118.73  80132539     3141  83280549  
COMPLEMENT  earliest              2199     2115.88               767                 1506                  2    4423       1471          185         1563                   1                4423                 184                2061           1563             169.47                169.47               2.238   0.0001        1.77         0.038       0.00003                1.000              0.00003                0.038              0.00000           83.12  80132539     2199  83280549  
COMPLEMENT  northerly             1890     1818.56               855                 1668                  3    4796       1559          186         1706                   1                4796                 184                2177           1706             145.66                145.66               2.172   0.0000        1.64         0.038       0.00002                1.000              0.00002                0.038              0.00000           71.44  80132539     1890  83280549  
