key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] necessarily~indicative,1400,0.17116848,8.025167,0.17182131,13027.999,necessarily,indicative,48947,8148,72839571,5.4753227,1394.5246773,0.99608904,2.5019834,37.27024,2.4077184,0.028509662,0.028602365,0.17116848,0.09983907,direct
[_direct_] necessarily~cause,52,0.06931526,5.4628367,0.069986545,383.87626,necessarily,cause,48947,743,72839571,0.49928384,51.50071616,0.9903984,2.0531695,7.1418643,2.0176558,0.0010528807,0.0010623736,0.06931526,0.035184074,direct
[_direct_] necessarily~representative,492,0.02613929,4.9670787,0.026804686,2685.1635,necessarily,representative,48947,18355,72839571,12.33426,479.66574,0.97493035,1.6170654,21.625002,1.600852,0.009806287,0.010051688,0.02613929,0.017972788,direct
[_direct_] necessarily~predictive,58,0.023285832,3.9489453,0.023957042,303.2015,necessarily,predictive,48947,2421,72839571,1.6268724,56.3731276,0.9719505,1.5664461,7.4021544,1.5520746,0.0011524921,0.0011849551,0.023285832,0.012219163,direct
[_direct_] necessarily~incompatible,112,0.020334756,4.1391973,0.02100525,556.7014,necessarily,incompatible,48947,5332,72839571,3.5830168,108.4169832,0.96800876,1.506749,10.244442,1.4949691,0.0022164767,0.0022881893,0.020334756,0.0112756165,direct
[_direct_] necessarily~synonymous,167,0.019584933,4.253637,0.0202547,818.37275,necessarily,synonymous,48947,8245,72839571,5.5405051,161.4594949,0.96682334,1.490465,12.494111,1.4791671,0.0033008778,0.0034118537,0.019584933,0.011442905,direct
[_direct_] necessarily~reflective,183,0.015615911,3.9674122,0.016285485,819.22109,necessarily,reflective,48947,11237,72839571,7.5510802,175.4489198,0.95873725,1.3940027,12.969558,1.384442,0.0035868776,0.003738738,0.015615911,0.009601395,direct
[_direct_] necessarily~incomplete,124,0.015572771,3.8094153,0.016243123,554.33821,necessarily,incomplete,48947,7634,72839571,5.1299231,118.8700769,0.95862967,1.3929023,10.674848,1.3833108,0.0024301799,0.0025333525,0.015572771,0.009001476,direct
[_direct_] necessarily~true,3460,0.014310561,4.353236,0.014937036,15129.319,necessarily,true,48947,231639,72839571,155.65762,3304.34238,0.95501226,1.383682,56.175507,1.3469057,0.067553975,0.0706887,0.067553975,0.040932268,direct
[_direct_] necessarily~wiser,51,0.01337827,3.0735364,0.014049587,213.67147,necessarily,wiser,48947,3630,72839571,2.4393006,48.5606994,0.95217055,1.3307612,6.799858,1.3203049,0.000992775,0.0010419433,0.01337827,0.0071855225,direct
