          l1  l2                    f      E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple      f1     f2       N  
         too  shabby               89    11.97               372                945           51         4567                  35                6186             311.44                1.76         0.770         0.001                0.890                0.001   69845    100  583470  
   otherwise  ill-treated          10     0.03              1004                129           52         2397                  96                2851             105.85                3.08         0.767         0.007                0.769                0.007    1460     13  583470  
        more  energizing           25     5.43              1455                890           53         6892                  25               10185              70.31                1.81         0.753         0.000                0.962                0.000  121848     26  583470  
        even  nuclear              14     0.46              1244                577           54         5021                  87                6918              83.70                2.09         0.752         0.001                0.778                0.001   14978     18  583470  
        even  fourth               31     1.03               580                566           55         3967                  93                5216             184.95                2.10         0.749         0.002                0.775                0.002   14978     40  583470  
        more  demoralising         22     4.80              1629                947           56         7018                  27               10412              61.16                1.75         0.748         0.000                0.957                0.000  121848     23  583470  
        even  third                71     2.36               264                564           57         2838                  94                3478             422.64                2.10         0.746         0.005                0.772                0.005   14978     92  583470  
       still  unresolved            6     0.04              1797                240           58         4004                 105                5268              54.22                2.70         0.745         0.002                0.750                0.002    3016      8  583470  
   seriously  hurt                 87     0.23               103                108           59          552                 120                 583             956.49                3.18         0.729         0.077                0.731                0.077    1123    119  583470  
       still  unaccounted          11     0.08              1072                243           60         3184                 117                3989              98.52                2.69         0.728         0.004                0.733                0.004    3016     15  583470  
        even  multiple              9     0.31              1852                642           61         5598                 105                7877              52.59                2.01         0.724         0.001                0.750                0.001   14978     12  583470  
        even  annual                6     0.21              2608                662           62         6136                 105                8810              35.06                1.99         0.724         0.000                0.750                0.000   14978      8  583470  
        even  platinum              6     0.21              2608                662           62         6136                 105                8810              35.06                1.99         0.724         0.000                0.750                0.000   14978      8  583470  
    mutually  exclusive           265     0.22                16                 25           64           37                 123                  38            3792.91                4.26         0.724         0.759                0.724                0.759     349    366  583470  
        very  latest                8     0.79              2877               1182           65         7064                  71               10429              31.01                1.60         0.721         0.000                0.800                0.000   45886     10  583470  
          so  gauche                8     0.81              2903               1197           66         7092                  71               10531              30.62                1.59         0.719         0.000                0.800                0.000   47033     10  583470  
        more  put-heavy            12     2.71              2876               1329           67         7706                  29               11900              31.01                1.50         0.714         0.000                0.923                0.000  121848     13  583470  
   naturally  gluten-free           5     0.00              1458                 43           68         1281                 129                1421              70.21                3.76         0.714         0.022                0.714                0.022     228      7  583470  
         too  baggy                15     2.15              2012               1304           69         6858                  48               10066              48.23                1.51         0.714         0.000                0.833                0.000   69845     18  583470  
         too  far                   5     0.72              4222               1473           70         8080                  48               12214              16.08                1.43         0.714         0.000                0.833                0.000   69845      6  583470  
        well  known                 5     0.01              1723                112           71         2610                 129                3136              56.68                3.17         0.713         0.006                0.714                0.006     875      7  583470  
    slightly  concave               5     0.02              1946                185           72         3563                 129                4580              49.57                2.86         0.711         0.003                0.714                0.003    1781      7  583470  
        more  tantalising          11     2.51              3078               1403           73         7818                  30               11958              28.04                1.46         0.708         0.000                0.917                0.000  121848     12  583470  
        just  flat-out              5     0.08              2527                426           74         5291                 129                7375              36.55                2.29         0.703         0.001                0.714                0.001    6559      7  583470  
         non  existent             26     0.01               279                 27           75          226                 143                 230             403.49                4.16         0.703         0.220                0.703                0.220     118     37  583470  
         too  flash                 9     1.32              3049               1436           76         7408                  63               11122              28.29                1.45         0.698         0.000                0.818                0.000   69845     11  583470  
        long  overdue              37     0.04               231                 57           77          476                 152                 499             479.71                3.57         0.698         0.095                0.698                0.095     390     53  583470  
       fully  customisable          7     0.04              1545                228           78         3439                 145                4367              65.33                2.73         0.696         0.003                0.700                0.003    2300     10  583470  
 religiously  unaffiliated          9     0.00               694                 18           79          264                 156                 270             155.06                4.49         0.692         0.187                0.692                0.188      48     13  583470  
        just  wishful              28     0.45               533                419           80         2986                 145                3707             202.86                2.30         0.689         0.004                0.700                0.004    6559     40  583470  
        just  downright             7     0.11              1912                433           81         4831                 145                6608              50.69                2.28         0.689         0.001                0.700                0.001    6559     10  583470  
        even  middle                5     0.18              3041                750           82         6343                 129                9212              28.35                1.92         0.689         0.000                0.714                0.000   14978      7  583470  
        very  low-cost             13     1.34              2014               1253           83         6569                 100                9535              48.22                1.55         0.686         0.000                0.765                0.000   45886     17  583470  
        just  peachy               11     0.18              1314                440           84         4231                 162                5570              79.00                2.27         0.676         0.002                0.688                0.002    6559     16  583470  
       still  ongoing              19     0.14               648                279           85         2496                 167                3005             165.12                2.60         0.673         0.006                0.679                0.006    3016     28  583470  
       still  undecided            23     0.18               541                281           86         2268                 171                2694             199.67                2.60         0.671         0.008                0.676                0.008    3016     34  583470  
          so  entrenched            6     0.64              3639               1385           87         7419                 105               11158              21.56                1.47         0.669         0.000                0.750                0.000   47033      8  583470  
  reasonably  foreseeable          20     0.01               406                 41           88          461                 174                 481             281.78                3.79         0.666         0.097                0.667                0.097     206     30  583470  
     legally  binding               8     0.01               990                 52           89         1047                 174                1139             107.88                3.62         0.666         0.030                0.667                0.030     269     12  583470  
  previously  unpublished          10     0.01               812                 54           90          955                 174                1036             133.26                3.60         0.666         0.034                0.667                0.034     292     15  583470  
         far  afield               10     0.03              1029                167           91         2239                 174                2651             103.42                2.94         0.664         0.008                0.667                0.008    1282     15  583470  
         now  live                 77     0.26               126                162           92          671                 196                 712             795.28                2.96         0.662         0.058                0.664                0.059    1315    116  583470  
        just  fluff                 8     0.13              1724                481           93         4607                 174                6281              56.63                2.22         0.655         0.001                0.667                0.001    6559     12  583470  
         too  old                2536   393.71                 7               1516           94          945                  95                 996            7495.21                1.41         0.655         0.035                0.771                0.036   69845   3289  583470  
          so  fatiguing            11     1.21              2415               1399           95         6775                 117                9917              38.68                1.46         0.653         0.000                0.733                0.000   47033     15  583470  
        more  commanding            6     1.46              4610               1914           96         8484                  38               12513              13.52                1.22         0.648         0.000                0.857                0.000  121848      7  583470  
          so  mortified             8     0.89              3094               1449           97         7104                 121               10531              27.90                1.44         0.647         0.000                0.727                0.000   47033     11  583470  
        more  frustrating        1960   481.36                14               1646           98         1563                  45                1708            4377.96                1.34         0.644         0.015                0.850                0.016  121848   2305  583470  
        more  akin                201    49.28               251               1655           99         4309                  44                5632             448.13                1.33         0.643         0.002                0.852                0.002  121848    236  583470  
        even  thinkable             6     0.23              2757                828          100         6146                 174                8810              32.65                1.85         0.641         0.000                0.667                0.000   14978      9  583470  
   otherwise  unlawful             18     0.07               594                187          101         1790                 215                2017             179.43                2.85         0.640         0.012                0.643                0.012    1460     28  583470  
        more  aggravating         101    24.85               487               1684          102         5232                  46                7161             223.75                1.32         0.640         0.001                0.849                0.001  121848    119  583470  
 genetically  predisposed          16     0.00               438                 23          103          216                 218                 220             260.21                4.27         0.640         0.229                0.640                0.229      70     25  583470  
          so  presumptuous         23     2.58              1309               1430          104         5907                 128                8418              79.33                1.45         0.638         0.000                0.719                0.000   47033     32  583470  
    scantily  clad                 19     0.00               287                  4          105            5                 227                   1             391.20                6.30         0.633         1.000                0.633                1.000      19     30  583470  
         too  stuffy               15     2.39              2240               1692          106         6880                 105               10066              42.47                1.32         0.630         0.000                0.750                0.000   69845     20  583470  
      really  threatened           10     0.55              2051               1024          107         5937                 174                8467              47.49                1.70         0.630         0.000                0.667                0.000   21297     15  583470  
        more  disheartening       117    29.24               447               1764          108         5050                  47                6857             252.27                1.28         0.627         0.001                0.836                0.001  121848    140  583470  
        much  harsher               7     0.13              2020                516          109         4866                 220                6704              48.10                2.15         0.625         0.001                0.636                0.001    6754     11  583470  
        more  befitting            10     2.51              3650               1938          110         7962                  48               12079              21.45                1.20         0.625         0.000                0.833                0.000  121848     12  583470  
        more  absorbing             5     1.25              5131               2103          111         8654                  48               12646              10.72                1.14         0.625         0.000                0.833                0.000  121848      6  583470  
        more  incumbent             5     1.25              5131               2103          111         8654                  48               12646              10.72                1.14         0.625         0.000                0.833                0.000  121848      6  583470  
        more  aptly                 5     1.25              5131               2103          111         8654                  48               12646              10.72                1.14         0.625         0.000                0.833                0.000  121848      6  583470  
        more  opportune            24     6.06              1908               1880          114         6972                  60               10218              50.86                1.23         0.619         0.000                0.828                0.000  121848     29  583470  
        more  galling              38     9.61              1294               1860          115         6496                  61                9410              80.28                1.23         0.617         0.000                0.826                0.000  121848     46  583470  
        long  winded                8     0.01              1062                 76          116         1329                 248                1473              99.82                3.37         0.615         0.021                0.615                0.021     390     13  583470  
        much  wealthier             5     0.09              2668                544          117         5328                 230                7468              34.08                2.13         0.613         0.001                0.625                0.001    6754      8  583470  
        more  empowering           82    20.88               617               1878          118         5524                  62                7627             171.05                1.23         0.611         0.001                0.820                0.001  121848    100  583470  
        even  medium               14     0.56              1399                884          119         5033                 220                6918              74.13                1.81         0.611         0.001                0.636                0.001   14978     22  583470  
        much  bigger              535     9.98                19                500          120          544                 242                 564            3676.75                2.18         0.610         0.079                0.621                0.079    6754    862  583470  
        more  summery               9     2.30              3930               2052          121         8083                  63               12139              18.70                1.16         0.609         0.000                0.818                0.000  121848     11  583470  
        more  upmarket              9     2.30              3930               2052          121         8083                  63               12139              18.70                1.16         0.609         0.000                0.818                0.000  121848     11  583470  
        more  discouraging        110    28.19               481               1911          123         5154                  66                6993             226.98                1.22         0.606         0.001                0.815                0.001  121848    135  583470  
        more  fitting             105    26.94               499               1922          124         5205                  67                7118             216.26                1.21         0.605         0.001                0.814                0.001  121848    129  583470  
    mentally  retarded             26     0.03               365                 82          125          657                 259                 698             318.74                3.34         0.604         0.060                0.605                0.060     432     43  583470  
        more  glaring              82    21.09               630               1931          126         5532                  68                7627             168.14                1.21         0.603         0.001                0.812                0.001  121848    101  583470  
          so  damned               15     1.77              1963               1591          127         6451                 164                9365              49.20                1.37         0.601         0.000                0.682                0.000   47033     22  583470  
      simply  unpacking             6     0.03              1739                249          128         3259                 263                4111              56.28                2.68         0.597         0.003                0.600                0.003    1752     10  583470  
      highly  regarded              6     0.04              1789                269          129         3484                 263                4471              54.43                2.61         0.597         0.003                0.600                0.003    2045     10  583470  
       fully  editable              6     0.04              1838                299          130         3652                 263                4746              53.02                2.56         0.596         0.003                0.600                0.003    2300     10  583470  
         too  powdery               5     0.84              4649               1927          131         8117                 129               12214              13.36                1.21         0.595         0.000                0.714                0.000   69845      7  583470  
        more  evident            1313   342.07                27               1964          132         1965                  70                2180            2642.89                1.19         0.594         0.010                0.802                0.011  121848   1638  583470  
        much  larger              322     6.16                34                532          133          778                 257                 827            2177.84                2.14         0.594         0.047                0.605                0.048    6754    532  583470  
        even  national             21     0.87               977                917          134         4467                 245                5961             109.29                1.78         0.592         0.001                0.618                0.001   14978     34  583470  
        more  rejuvenating          8     2.09              4240               2200          135         8220                  71               12327              15.99                1.11         0.591         0.000                0.800                0.000  121848     10  583470  
        more  affected              8     2.09              4240               2200          135         8220                  71               12327              15.99                1.11         0.591         0.000                0.800                0.000  121848     10  583470  
        just  sex                   6     0.11              2325                563          137         5058                 263                6953              40.49                2.10         0.589         0.001                0.600                0.001    6559     10  583470  
        very  meta                  8     0.94              3231               1635          138         7087                 174               10429              26.07                1.35         0.588         0.000                0.667                0.000   45886     12  583470  
     perhaps  upstart              10     0.02               978                145          139         1759                 287                1989             109.28                3.02         0.587         0.013                0.588                0.013     787     17  583470  
        more  sinister            637   167.48                72               2030          140         2796                  79                3316            1259.72                1.17         0.586         0.005                0.794                0.005  121848    802  583470  
          so  bountiful             6     0.73              3865               1671          141         7434                 174               11158              19.27                1.33         0.586         0.000                0.667                0.000   47033      9  583470  
        much  deeper              123     2.38               123                558          142         1423                 279                1573             823.24                2.11         0.586         0.018                0.597                0.018    6754    206  583470  
          as  suave                 8     0.97              3278               1664          143         7127                 174               10590              25.59                1.33         0.586         0.000                0.667                0.000   47332     12  583470  
        more  pressing             23     6.06              2120               2121          144         7038                  80               10373              45.29                1.14         0.584         0.000                0.793                0.000  121848     29  583470  
        more  demoralizing         60    15.87               911               2102          145         5945                  81                8414             117.24                1.14         0.581         0.000                0.789                0.000  121848     76  583470  
         too  saucy                 7     1.20              3991               1944          146         7739                 145               11847              18.27                1.20         0.580         0.000                0.700                0.000   69845     10  583470  
        more  holistic             11     2.92              3671               2241          147         7880                  83               11958              21.31                1.10         0.577         0.000                0.786                0.000  121848     14  583470  
        more  humiliating          73    19.42               766               2130          148         5687                  84                7904             141.24                1.13         0.576         0.001                0.785                0.001  121848     93  583470  
        more  motivating          113    30.07               495               2125          149         5132                  85                6932             218.55                1.14         0.576         0.001                0.785                0.001  121848    144  583470  
         too  careful             682   118.03                45               1900          150         2068                 160                2336            1759.90                1.22         0.573         0.009                0.692                0.010   69845    986  583470  
        more  emblematic           46    12.32              1189               2188          151         6291                  86                8936              87.97                1.12         0.571         0.000                0.780                0.000  121848     59  583470  
          so  rash                 13     1.61              2307               1702          152         6629                 208                9607              40.75                1.31         0.569         0.000                0.650                0.000   47033     20  583470  
        more  frightful            21     5.64              2343               2228          153         7146                  87               10488              39.99                1.10         0.569         0.000                0.778                0.000  121848     27  583470  
        more  salutary              7     1.88              4655               2383          154         8364                  87               12418              13.33                1.06         0.569         0.000                0.778                0.000  121848      9  583470  
        more  consoling             7     1.88              4655               2383          154         8364                  87               12418              13.33                1.06         0.569         0.000                0.778                0.000  121848      9  583470  
        more  infuriating         114    30.70               500               2193          156         5126                  92                6913             216.07                1.11         0.567         0.001                0.776                0.001  121848    147  583470  
        even  monthly              13     0.56              1536                978          157         5149                 283                7100              65.93                1.73         0.565         0.001                0.591                0.001   14978     22  583470  
          so  uptight               9     1.13              3090               1737          158         6999                 215               10275              27.92                1.29         0.562         0.000                0.643                0.000   47033     14  583470  
        more  needed               10     2.71              3935               2381          159         8000                  96               12079              18.69                1.06         0.560         0.000                0.769                0.000  121848     13  583470  
        more  abominable           10     2.71              3935               2381          159         8000                  96               12079              18.69                1.06         0.560         0.000                0.769                0.000  121848     13  583470  
        more  fulfilling           23     6.27              2226               2305          161         7046                  99               10373              42.73                1.07         0.558         0.000                0.767                0.000  121848     30  583470  
        more  paramount            29     7.94              1825               2315          162         6812                 101                9841              53.46                1.07         0.554         0.000                0.763                0.000  121848     38  583470  
         far  deadlier              5     0.02              1979                225          163         3085                 328                3880              48.88                2.75         0.553         0.004                0.556                0.004    1282      9  583470  
        even  weekly               22     0.98               968                999          164         4414                 298                5891             110.28                1.71         0.553         0.001                0.579                0.001   14978     38  583470  
        more  gratifying          275    75.39               214               2280          165         3959                 102                5063             505.73                1.08         0.553         0.002                0.762                0.002  121848    361  583470  
        more  urgent              520   142.63               104               2275          166         3080                 103                3711             956.06                1.08         0.553         0.004                0.761                0.004  121848    683  583470  
    slightly  wider                20     0.11               587                273          167         1878                 328                2135             182.53                2.61         0.553         0.011                0.556                0.011    1781     36  583470  
       quite  coalesces             8     0.32              2264                956          168         5619                 303                7909              41.59                1.75         0.549         0.001                0.571                0.001   13355     14  583470  
         too  overbearing          12     2.15              2966               2076          169         7139                 174               10509              29.56                1.15         0.547         0.000                0.667                0.000   69845     18  583470  
        more  timely              157    43.44               401               2347          170         4655                 104                6176             284.11                1.06         0.546         0.001                0.755                0.001  121848    208  583470  
          so  slack                10     1.29              2925               1792          171         6897                 230               10101              30.20                1.27         0.544         0.000                0.625                0.000   47033     16  583470  
          as  high-profile          5     0.65              4407               1826          172         7659                 230               11732              15.04                1.25         0.544         0.000                0.625                0.000   47332      8  583470  
       fully  operational          47     0.34               280                339          173         1337                 353                1477             403.18                2.49         0.543         0.020                0.547                0.020    2300     86  583470  
        even  worse              1096    49.70                 9                982          174          588                 308                 601            5498.82                1.73         0.542         0.072                0.566                0.073   14978   1936  583470  
        more  melodious             6     1.67              5127               2570          175         8525                 105               12513              10.73                0.99         0.541         0.000                0.750                0.000  121848      8  583470  
        more  quintessential        6     1.67              5127               2570          175         8525                 105               12513              10.73                0.99         0.541         0.000                0.750                0.000  121848      8  583470  
        just  plain               159     3.24                91                613          177         1202                 342                1318            1037.80                2.05         0.541         0.024                0.552                0.024    6559    288  583470  
         too  pleased            1297   235.82                22               2050          178         1457                 201                1560            3166.49                1.16         0.540         0.017                0.658                0.019   69845   1970  583470  
        much  simpler              87     1.83               194                633          179         1754                 343                1969             561.17                2.02         0.539         0.013                0.551                0.013    6754    158  583470  
deliberately  lit                   7     0.00              1066                 48          180          738                 369                 787              99.21                3.71         0.538         0.050                0.538                0.050     139     13  583470  
        more  annoying            793   222.20                61               2410          181         2562                 113                2941            1406.86                1.05         0.537         0.006                0.745                0.007  121848   1064  583470  
        more  precarious           29     8.14              1897               2465          182         6820                 114                9841              51.13                1.03         0.535         0.000                0.744                0.000  121848     39  583470  
  previously  uninsured             8     0.01              1047                 77          183         1111                 378                1220             101.10                3.37         0.533         0.027                0.533                0.027     292     15  583470  
        very  own                  25     3.22              1385               1809          184         5785                 253                8169              74.93                1.26         0.531         0.001                0.610                0.001   45886     41  583470  
         too  runny                13     2.39              2868               2173          185         7053                 208               10390              31.08                1.12         0.530         0.000                0.650                0.000   69845     20  583470  
        more  sedate               14     3.97              3382               2547          186         7625                 115               11379              24.30                1.00         0.528         0.000                0.737                0.000  121848     19  583470  
          so  overwhelmed          31     4.11              1147               1838          187         5546                 254                7689              91.19                1.24         0.527         0.001                0.608                0.001   47033     51  583470  
        more  rewarding           890   252.90                55               2478          188         2439                 116                2768            1541.85                1.02         0.527         0.007                0.735                0.007  121848   1211  583470  
        more  nerve-racking        11     3.13              3899               2588          189         7910                 117               11958              18.93                0.99         0.525         0.000                0.733                0.000  121848     15  583470  
        mere  mortal               12     0.00               512                 17          190          116                 407                 118             211.83                4.56         0.522         0.414                0.522                0.414      29     23  583470  
        even  non-existent         47     2.21               480               1096          191         3422                 353                4322             227.96                1.66         0.521         0.003                0.547                0.003   14978     86  583470  
        even  outdoors              6     0.28              2991               1109          192         6156                 356                8810              29.05                1.65         0.520         0.000                0.545                0.000   14978     11  583470  
      really  off-duty              5     0.33              3699               1310          193         6772                 328                9859              21.04                1.51         0.519         0.000                0.556                0.000   21297      9  583470  
        very  best                252    33.19               136               1843          194         2728                 278                3211             741.59                1.24         0.519         0.005                0.597                0.005   45886    422  583470  
        more  pitiable              8     2.30              4598               2671          195         8262                 121               12327              13.57                0.96         0.518         0.000                0.727                0.000  121848     11  583470  
        more  relaxing            403   116.32               156               2555          196         3464                 124                4225             678.56                1.00         0.515         0.003                0.724                0.003  121848    557  583470  
        much  darker               68     1.50               261                689          197         1975                 406                2279             428.57                1.98         0.512         0.010                0.523                0.010    6754    130  583470  
        more  substantive          54    15.66              1160               2608          198         6134                 125                8655              90.06                0.98         0.511         0.000                0.720                0.000  121848     75  583470  
        more  sickening            18     5.22              2942               2652          199         7340                 125               10918              30.02                0.97         0.511         0.000                0.720                0.000  121848     25  583470  
        more  imperative           77    22.35               838               2605          200         5666                 127                7828             128.32                0.98         0.511         0.001                0.720                0.001  121848    107  583470  
         too  much               1555   297.35                20               2224          201         1334                 229                1405            3580.43                1.10         0.508         0.020                0.626                0.022   69845   2484  583470  
        more  important         14505  4332.25                 2               2569          202          435                 149                 399           24124.61                0.99         0.508         0.106                0.699                0.119  121848  20745  583470  
       still  intact               58     0.58               243                414          203         1378                 419                1527             455.85                2.32         0.508         0.019                0.513                0.019    3016    113  583470  
        even  rarer                 8     0.39              2442               1129          204         5762                 378                8187              38.24                1.63         0.508         0.001                0.533                0.001   14978     15  583470  
        more  pronounced           20     5.85              2734               2684          205         7231                 129               10643              32.90                0.96         0.505         0.000                0.714                0.000  121848     28  583470  
        more  exasperating         20     5.85              2734               2684          205         7231                 129               10643              32.90                0.96         0.505         0.000                0.714                0.000  121848     28  583470  
        more  destabilizing         5     1.46              5653               2830          207         8706                 129               12646               8.22                0.92         0.505         0.000                0.714                0.000  121848      7  583470  
        more  stately               5     1.46              5653               2830          207         8706                 129               12646               8.22                0.92         0.505         0.000                0.714                0.000  121848      7  583470  
        more  regretful             5     1.46              5653               2830          207         8706                 129               12646               8.22                0.92         0.505         0.000                0.714                0.000  121848      7  583470  
        more  tractable             5     1.46              5653               2830          207         8706                 129               12646               8.22                0.92         0.505         0.000                0.714                0.000  121848      7  583470  
        even  purple               18     0.87              1217               1135          211         4665                 387                6338              85.68                1.63         0.504         0.001                0.529                0.001   14978     34  583470  
        even  most                 82     3.98               289               1131          212         2677                 391                3232             390.50                1.63         0.503         0.005                0.529                0.005   14978    155  583470  
        more  substantial         434   127.39               143               2649          213         3375                 141                4037             709.90                0.97         0.503         0.003                0.711                0.004  121848    610  583470  
        more  invigorating         54    15.87              1187               2675          214         6145                 142                8655              88.02                0.96         0.502         0.000                0.711                0.000  121848     76  583470  
        even  life-threatening     30     1.46               761               1143          215         4027                 399                5249             142.34                1.63         0.501         0.002                0.526                0.002   14978     57  583470  
         too  fancy               531   102.59                77               2284          216         2371                 243                2704            1201.91                1.08         0.501         0.007                0.620                0.008   69845    857  583470  
   otherwise  ineligible           10     0.05              1136                277          217         2399                 442                2851              92.20                2.60         0.498         0.007                0.500                0.007    1460     20  583470  
