         l1  l2                     f      E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple      f1     f2        N  
       even  worldwide             10     0.44              4712               1481           81        15743                  86               23231              55.60                2.05         0.797         0.000                0.833                0.000   61179     12  1680633  
       even  reverse               10     0.44              4712               1481           81        15743                  86               23231              55.60                2.05         0.797         0.000                0.833                0.000   61179     12  1680633  
       even  odder                 10     0.44              4712               1481           81        15743                  86               23231              55.60                2.05         0.797         0.000                0.833                0.000   61179     12  1680633  
       even  multilateral           5     0.22              7861               1598           84        17391                  86               26026              27.80                1.99         0.797         0.000                0.833                0.000   61179      6  1680633  
       even  semi-permanent         5     0.22              7861               1598           84        17391                  86               26026              27.80                1.99         0.797         0.000                0.833                0.000   61179      6  1680633  
       even  planetary              5     0.22              7861               1598           84        17391                  86               26026              27.80                1.99         0.797         0.000                0.833                0.000   61179      6  1680633  
       even  third                369    16.20               162               1342           87         5180                 107                6107            2045.99                2.11         0.793         0.006                0.829                0.006   61179    445  1680633  
       more  aptly                 24     4.25              3581               1815           88        17341                  40               25879              77.02                1.90         0.790         0.000                0.960                0.000  285773     25  1680633  
       much  neater                 8     0.14              4554                875           89        13806                 116               19984              58.15                2.37         0.786         0.000                0.800                0.000   23827     10  1680633  
       very  latest                33     4.05              2467               2171           90        15505                  58               22836             121.60                1.78         0.782         0.000                0.892                0.000  183918     37  1680633  
       more  consecutive           20     3.57              4242               2049           91        17772                  42               26659              63.20                1.82         0.782         0.000                0.952                0.000  285773     21  1680633  
       even  intergalactic          9     0.40              5182               1570           92        15986                 112               23614              49.35                2.00         0.782         0.000                0.818                0.000   61179     11  1680633  
  extremely  luxe                  19     0.25              2014                672           93        10049                 126               13771             149.11                2.53         0.781         0.001                0.792                0.001   17458     24  1680633  
       just  fluff                 35     0.75              1352                934           94         9655                 124               12968             241.10                2.34         0.779         0.001                0.795                0.001   28522     44  1680633  
        now  live                 406     1.68                68                270           95         1021                 133                1056            4139.58                3.07         0.775         0.075                0.778                0.075    5404    522  1680633  
       even  fourth               180     8.08               355               1470           96         7111                 115                8866             980.98                2.05         0.775         0.003                0.811                0.003   61179    222  1680633  
     highly  regarded              14     0.10              2358                446           97         8998                 133               11803             126.74                2.77         0.772         0.002                0.778                0.002    9223     18  1680633  
       well  intentioned           41     0.12               757                225           98         3637                 139                4225             445.15                3.18         0.771         0.011                0.774                0.011    3717     53  1680633  
       even  seventh               16     0.73              3309               1597           99        14495                 116               21041              86.30                1.99         0.764         0.000                0.800                0.000   61179     20  1680633  
       even  terrorist              8     0.36              5748               1671          100        16286                 116               24027              43.15                1.95         0.764         0.000                0.800                0.000   61179     10  1680633  
       more  put-heavy             14     2.55              5801               2544          101        18456                  50               27783              42.63                1.67         0.763         0.000                0.933                0.000  285773     15  1680633  
        too  embarassed             6     0.66              8773               2742          102        18877                  69               28919              22.82                1.62         0.763         0.000                0.857                0.000  158135      7  1680633  
        non  existent             106     0.04               212                 51          103          380                 143                 391            1593.83                4.13         0.762         0.212                0.763                0.212     499    139  1680633  
       just  gibberish              7     0.15              5318               1086          104        14659                 133               21311              47.60                2.24         0.761         0.000                0.778                0.000   28522      9  1680633  
       even  crazier               76     3.49               837               1582          105         9633                 126               12901             406.91                2.00         0.755         0.001                0.792                0.001   61179     96  1680633  
       more  bloodshed             12     2.21              6609               2787          106        18711                  53               28490              35.84                1.61         0.753         0.000                0.923                0.000  285773     13  1680633  
      oddly  shaped                 6     0.00              3370                 94          107         4364                 146                5106              83.94                3.78         0.750         0.008                0.750                0.008     731      8  1680633  
 previously  undisclosed            6     0.00              3431                104          108         4758                 146                5604              82.11                3.71         0.749         0.007                0.750                0.007     851      8  1680633  
      about  12th                   6     0.01              3680                155          109         6417                 146                7948              74.46                3.44         0.749         0.004                0.750                0.004    1607      8  1680633  
       even  national              98     4.55               649               1622          110         8853                 130               11484             521.07                1.98         0.748         0.002                0.784                0.002   61179    125  1680633  
       even  3rd                   25     1.16              2259               1670          111        13249                 131               18957             132.56                1.95         0.745         0.000                0.781                0.000   61179     32  1680633  
       even  platinum              21     0.98              2655               1706          112        13765                 133               19888             111.00                1.94         0.741         0.000                0.778                0.000   61179     27  1680633  
        too  flash                 10     1.13              6477               2798          113        17992                  86               26993              36.85                1.61         0.739         0.000                0.833                0.000  158135     12  1680633  
       well  known                 14     0.04              2013                267          114         6399                 157                7895             149.37                3.08         0.735         0.004                0.737                0.004    3717     19  1680633  
 critically  acclaimed             11     0.01              1945                 82          115         2788                 158                3083             155.80                3.83         0.733         0.017                0.733                0.017     646     15  1680633  
       more  masterly               9     1.70              8225               3265          116        19232                  56               29407              25.76                1.49         0.730         0.000                0.900                0.000  285773     10  1680633  
religiously  unaffiliated          24     0.00               832                 31          117          531                 166                 541             410.90                4.51         0.727         0.154                0.727                0.154     156     33  1680633  
     highly  leveraged              8     0.06              3846                562          118        10807                 166               15090              70.43                2.64         0.722         0.001                0.727                0.001    9223     11  1680633  
       long  overdue              207     0.18               112                102          119          407                 178                 416            2766.25                3.72         0.721         0.200                0.721                0.200    1033    287  1680633  
       more  full-featured          8     1.53              8862               3492          120        19440                  59               29497              22.44                1.44         0.719         0.000                0.889                0.000  285773      9  1680633  
       just  sex                   22     0.51              2073               1187          121        11231                 158               15706             144.85                2.19         0.716         0.001                0.733                0.001   28522     30  1680633  
  otherwise  unenforceable         74     0.41               501                415          122         3635                 179                4216             696.38                2.81         0.715         0.011                0.718                0.011    6695    103  1680633  
   strictly  bluegrass             10     0.01              2115                 83          123         2849                 180                3175             141.84                3.81         0.714         0.016                0.714                0.016     610     14  1680633  
       even  sixth                 27     1.31              2157               1872          124        13040                 146               18659             139.10                1.88         0.714         0.000                0.750                0.000   61179     36  1680633  
    morally  licit                 10     0.01              2401                156          125         4810                 180                5690             124.46                3.44         0.713         0.007                0.714                0.007    1448     14  1680633  
       just  flat-out              16     0.37              2793               1231          126        12282                 166               17345             104.87                2.17         0.710         0.001                0.727                0.001   28522     22  1680633  
  otherwise  unauthorized           5     0.03              5370                464          127        11319                 180               15883              46.90                2.74         0.710         0.001                0.714                0.001    6695      7  1680633  
     pretty  darn                  21     0.43              2091               1105          128        10885                 172               15207             143.42                2.23         0.709         0.001                0.724                0.001   24652     29  1680633  
       just  wishful              132     3.09               401               1191          129         5850                 171                7086             864.44                2.18         0.708         0.005                0.725                0.005   28522    182  1680633  
       just  peachy                68     1.60               759               1207          130         7699                 174                9732             444.55                2.18         0.706         0.002                0.723                0.002   28522     94  1680633  
        too  chicken                8     0.94              7783               3155          131        18428                 116               27709              28.20                1.52         0.706         0.000                0.800                0.000  158135     10  1680633  
       more  hatred                 7     1.36              9661               3799          132        19663                  62               29773              19.15                1.39         0.705         0.000                0.875                0.000  285773      8  1680633  
         so  honored                7     0.69              8053               3008          133        18301                 133               27557              26.68                1.56         0.701         0.000                0.778                0.000  129421      9  1680633  
 reasonably  foreseeable           61     0.05               425                114          134         1153                 200                1193             810.92                3.64         0.701         0.065                0.701                0.065     945     87  1680633  
      quick  witted                 7     0.00              2148                 17          135          408                 202                 417             140.20                5.10         0.700         0.200                0.700                0.200      35     10  1680633  
   uniquely  thai                   7     0.01              3188                136          136         5052                 202                5971              90.30                3.51         0.699         0.006                0.700                0.006    1114     10  1680633  
       just  busywork               5     0.12              7082               1349          137        15549                 180               22902              32.46                2.11         0.697         0.000                0.714                0.000   28522      7  1680633  
       just  bravado                5     0.12              7082               1349          137        15549                 180               22902              32.46                2.11         0.697         0.000                0.714                0.000   28522      7  1680633  
       just  kidding                5     0.12              7082               1349          137        15549                 180               22902              32.46                2.11         0.697         0.000                0.714                0.000   28522      7  1680633  
       just  window-dressing        5     0.12              7082               1349          137        15549                 180               22902              32.46                2.11         0.697         0.000                0.714                0.000   28522      7  1680633  
       more  befitting             26     5.10              3862               3410          141        17222                  65               25615              70.06                1.46         0.697         0.000                0.867                0.000  285773     30  1680633  
     highly  heritable              7     0.05              4415                621          142        11264                 202               15840              60.69                2.59         0.695         0.001                0.700                0.001    9223     10  1680633  
       more  akin                 937   184.49               123               3267          143         6869                  67                8406            2513.28                1.49         0.694         0.003                0.864                0.003  285773   1085  1680633  
     unduly  preferential           9     0.00              2026                 40          144         1429                 213                1508             147.96                4.29         0.692         0.047                0.692                0.047     190     13  1680633  
       even  monthly               72     3.60               940               1988          145         9809                 166               13242             363.15                1.84         0.691         0.001                0.727                0.001   61179     99  1680633  
   slightly  wavy                  50     0.33               746                504          146         4976                 212                5857             451.01                2.69         0.690         0.007                0.694                0.007    7658     72  1680633  
       also  pet-friendly           9     0.05              3405                487          147         9478                 213               12704              82.81                2.71         0.688         0.001                0.692                0.001    6939     13  1680633  
       even  daily                126     6.33               545               2005          148         8135                 172               10353             633.74                1.84         0.688         0.002                0.724                0.002   61179    174  1680633  
   slightly  concave               18     0.12              1872                520          149         7737                 213                9804             162.10                2.68         0.688         0.002                0.692                0.002    7658     26  1680633  
      still  ongoing               98     1.12               449                764          150         4677                 211                5479             774.96                2.45         0.687         0.007                0.695                0.007   13401    141  1680633  
       more  bite-sized             6     1.19             10539               4120          151        19916                  69               29939              15.89                1.33         0.687         0.000                0.857                0.000  285773      7  1680633  
       more  incumbent              6     1.19             10539               4120          151        19916                  69               29939              15.89                1.33         0.687         0.000                0.857                0.000  285773      7  1680633  
       more  suffering              6     1.19             10539               4120          151        19916                  69               29939              15.89                1.33         0.687         0.000                0.857                0.000  285773      7  1680633  
       more  galling              148    29.42               874               3430          154        12627                  80               17865             390.89                1.45         0.686         0.000                0.855                0.001  285773    173  1680633  
      still  unanswered            11     0.13              3300                814          155        11023                 221               15432              86.51                2.42         0.680         0.001                0.688                0.001   13401     16  1680633  
       even  atomic                 5     0.25              8389               2224          156        17406                 180               26026              24.90                1.77         0.678         0.000                0.714                0.000   61179      7  1680633  
       even  non-fans               5     0.25              8389               2224          156        17406                 180               26026              24.90                1.77         0.678         0.000                0.714                0.000   61179      7  1680633  
       even  prenatal               5     0.25              8389               2224          156        17406                 180               26026              24.90                1.77         0.678         0.000                0.714                0.000   61179      7  1680633  
       wide  eyed                   6     0.00              3092                 59          159         2362                 234                2585              93.51                4.07         0.667         0.022                0.667                0.022     270      9  1680633  
       even  fifth                 47     2.44              1404               2153          160        11273                 199               15726             231.26                1.79         0.665         0.001                0.701                0.001   61179     67  1680633  
     easily  findable               6     0.02              4135                283          161         8090                 234               10330              64.89                3.03         0.665         0.002                0.667                0.002    2905      9  1680633  
       much  broader              110     2.30               471               1232          162         5858                 230                7093             734.98                2.17         0.665         0.005                0.679                0.005   23827    162  1680633  
       even  ceramic                7     0.36              6805               2265          163        16657                 202               24612              34.39                1.75         0.664         0.000                0.700                0.000   61179     10  1680633  
       even  exponential            7     0.36              6805               2265          163        16657                 202               24612              34.39                1.75         0.664         0.000                0.700                0.000   61179     10  1680633  
       more  aging                  5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  powerfull              5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  globalized             5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  unalike                5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  indepth                5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  deafening              5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  ascendant              5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
       more  seasonable             5     1.02             11553               4509          165        20197                  86               30106              12.68                1.25         0.663         0.000                0.833                0.000  285773      6  1680633  
        too  shabby                90    11.20              1113               3359          173        12329                 144               17297             299.04                1.47         0.662         0.001                0.756                0.001  158135    119  1680633  
 previously  unpublished           45     0.03               572                121          174         1315                 254                1377             598.37                3.61         0.661         0.053                0.662                0.053     851     68  1680633  
         so  gosh                  11     1.16              6112               3282          175        17356                 158               25816              39.65                1.49         0.656         0.000                0.733                0.000  129421     15  1680633  
      still  undecided             91     1.09               489                849          176         4864                 250                5744             705.83                2.39         0.656         0.007                0.664                0.007   13401    137  1680633  
       more  dismaying             19     3.91              5322               4119          177        17945                 108               26829              47.56                1.33         0.656         0.000                0.826                0.000  285773     23  1680633  
        too  far                    6     0.75              9493               3720          178        18916                 146               28919              19.76                1.40         0.656         0.000                0.750                0.000  158135      8  1680633  
       even  statewide              9     0.47              5689               2287          179        16004                 213               23614              43.89                1.75         0.656         0.000                0.692                0.000   61179     13  1680633  
       more  sinister            2411   499.40                41               3964          180         4415                 111                5035            5993.92                1.35         0.652         0.008                0.821                0.008  285773   2937  1680633  
     pretty  beat                   6     0.13              6151               1365          181        14686                 234               21417              39.30                2.10         0.652         0.000                0.667                0.000   24652      9  1680633  
 reasonably  ascertainable         15     0.01              1625                135          182         2902                 265                3243             195.03                3.52         0.652         0.016                0.652                0.016     945     23  1680633  
       more  demoralising          23     4.76              4619               4150          183        17514                 109               26266              57.09                1.32         0.651         0.000                0.821                0.000  285773     28  1680633  
  seriously  hurt                 131     0.45               260                336          184         1747                 268                1896            1342.66                2.93         0.650         0.035                0.652                0.035    3778    201  1680633  
       much  bigger              2496    53.63                10               1203          185          762                 256                 785           16695.72                2.18         0.647         0.104                0.660                0.105   23827   3783  1680633  
         so  used                  13     1.39              5448               3369          186        17003                 176               25153              46.19                1.47         0.645         0.000                0.722                0.000  129421     18  1680633  
       more  substantial         1666   348.58                69               4104          187         5372                 114                6244            4076.40                1.33         0.643         0.006                0.813                0.006  285773   2050  1680633  
      still  alive               1673    20.67                18                819          188          651                 276                 676           13025.14                2.41         0.638         0.124                0.645                0.125   13401   2592  1680633  
       much  calmer                15     0.33              2944               1355          189        11913                 265               16848              98.20                2.10         0.638         0.001                0.652                0.001   23827     23  1680633  
         so  overexposed            5     0.54             10047               3616          190        18873                 180               28566              17.58                1.42         0.637         0.000                0.714                0.000  129421      7  1680633  
      still  unconvinced           20     0.25              1978                921          191         9065                 277               11878             153.15                2.35         0.637         0.001                0.645                0.001   13401     31  1680633  
 previously  unrecorded             7     0.01              3151                133          192         4358                 285                5096              91.88                3.52         0.636         0.008                0.636                0.008     851     11  1680633  
      fully  customisable          21     0.09              1549                417          193         5849                 285                7098             205.12                2.80         0.634         0.005                0.636                0.005    4558     33  1680633  
   slightly  overripe               7     0.05              4385                645          194        10630                 285               14762              61.10                2.56         0.632         0.001                0.636                0.001    7658     11  1680633  
     really  love                   6     0.31              7625               2407          195        16931                 234               25027              28.99                1.71         0.632         0.000                0.667                0.000   58812      9  1680633  
    legally  binding               12     0.01              1876                120          196         2784                 294                3080             161.87                3.61         0.631         0.017                0.632                0.017     704     19  1680633  
   directly  overhead              12     0.02              2108                203          197         4593                 294                5366             142.23                3.25         0.631         0.008                0.632                0.008    1589     19  1680633  
       even  ridicule               8     0.44              6310               2451          198        16325                 234               24027              38.03                1.70         0.630         0.000                0.667                0.000   61179     12  1680633  
       even  non-existant           6     0.33              7714               2470          199        17019                 234               25212              28.52                1.69         0.630         0.000                0.667                0.000   61179      9  1680633  
       even  5th                    6     0.33              7714               2470          199        17019                 234               25212              28.52                1.69         0.630         0.000                0.667                0.000   61179      9  1680633  
       even  vinyl                  6     0.33              7714               2470          199        17019                 234               25212              28.52                1.69         0.630         0.000                0.667                0.000   61179      9  1680633  
       more  free-form             12     2.55              7696               4594          202        18775                 116               28490              28.63                1.24         0.630         0.000                0.800                0.000  285773     15  1680633  
       more  stinging               8     1.70              9679               4717          203        19483                 116               29497              19.09                1.22         0.630         0.000                0.800                0.000  285773     10  1680633  
        too  hasty                 34     4.42              2732               3776          204        15119                 174               21915             107.86                1.39         0.629         0.000                0.723                0.000  158135     47  1680633  
       just  hearsay               20     0.53              2429               1552          205        11550                 277               16235             123.12                2.01         0.628         0.001                0.645                0.001   28522     31  1680633  
  partially  recessive              5     0.00              4137                144          206         5338                 307                6365              64.87                3.47         0.624         0.006                0.625                0.006     891      8  1680633  
       more  substantive          187    40.13               773               4427          207        11943                 125               16576             439.89                1.27         0.622         0.001                0.792                0.001  285773    236  1680633  
  otherwise  unadoptable            5     0.03              5613                614          208        11323                 307               15883              44.70                2.59         0.621         0.001                0.625                0.001    6695      8  1680633  
      still  unresolved            22     0.28              1816                958          209         8765                 302               11403             166.65                2.32         0.621         0.002                0.629                0.002   13401     35  1680633  
       more  insidious            355    76.52               413               4467          210         9780                 128               12903             829.78                1.26         0.619         0.001                0.789                0.001  285773    450  1680633  
        now  defunct               54     0.28               664                488          211         3881                 321                4516             505.16                2.71         0.618         0.010                0.621                0.010    5404     87  1680633  
       even  sole                  17     0.95              3510               2479          212        14370                 263               20820              79.78                1.69         0.617         0.000                0.654                0.000   61179     26  1680633  
   scantily  clad                  66     0.00               264                  7          213           21                 324                  21            1318.31                6.25         0.617         0.985                0.617                0.985      67    107  1680633  
       more  affected              11     2.38              8272               4814          214        18926                 129               28755              25.55                1.21         0.616         0.000                0.786                0.000  285773     14  1680633  
       even  weekly               121     6.77               592               2469          215         8256                 269               10519             566.09                1.69         0.614         0.002                0.651                0.002   61179    186  1680633  
       very  similiar              13     1.97              6389               4246          216        17828                 176               26611              37.41                1.30         0.613         0.000                0.722                0.000  183918     18  1680633  
       much  kinder                10     0.23              4190               1472          217        13166                 307               18844              64.13                2.05         0.611         0.000                0.625                0.000   23827     16  1680633  
     easily  repairable            11     0.03              2565                326          218         6386                 337                7867             115.94                2.95         0.609         0.004                0.611                0.004    2905     18  1680633  
        too  much                4551   611.41                12               3906          219         2060                 201                2145           14072.02                1.36         0.609         0.028                0.700                0.029  158135   6498  1680633  
       more  glaring              151    32.99               988               4667          220        12643                 132               17705             345.90                1.23         0.608         0.000                0.778                0.001  285773    194  1680633  
       more  sever                  7     1.53             10510               5089          221        19723                 133               29773              16.02                1.17         0.608         0.000                0.778                0.000  285773      9  1680633  
      still  extant                32     0.41              1355                997          222         7690                 326                9721             240.32                2.30         0.607         0.002                0.615                0.002   13401     52  1680633  
       even  full-time              9     0.51              5879               2597          223        16020                 280               23614              41.76                1.66         0.606         0.000                0.643                0.000   61179     14  1680633  
       even  medium-sized           9     0.51              5879               2597          223        16020                 280               23614              41.76                1.66         0.606         0.000                0.643                0.000   61179     14  1680633  
       just  plain                710    19.35                63               1589          225         2217                 320                2395            4309.26                1.99         0.606         0.025                0.623                0.025   28522   1140  1680633  
       much  deeper               612    14.08                72               1459          226         2169                 325                2338            3913.35                2.06         0.602         0.025                0.616                0.026   23827    993  1680633  
       even  scaly                  7     0.40              7105               2645          227        16670                 285               24612              32.26                1.64         0.600         0.000                0.636                0.000   61179     11  1680633  
   sexually  dimorphic              6     0.01              3731                184          228         5707                 349                6891              73.22                3.30         0.599         0.005                0.600                0.005    1229     10  1680633  
       more  sustaining            10     2.21              8844               5087          229        19119                 140               29035              22.51                1.17         0.599         0.000                0.769                0.000  285773     13  1680633  
       more  up-tempo              10     2.21              8844               5087          229        19119                 140               29035              22.51                1.17         0.599         0.000                0.769                0.000  285773     13  1680633  
       just  so-so                 16     0.44              3009               1655          231        12297                 326               17345              96.14                1.96         0.598         0.001                0.615                0.001   28522     26  1680633  
       more  imperative           214    47.44               703               4822          232        11520                 142               15875             479.74                1.20         0.597         0.001                0.767                0.001  285773    279  1680633  
        far  likelier               6     0.03              4741                556          233        10026                 349               13720              55.30                2.65         0.597         0.001                0.600                0.001    5472     10  1680633  
       much  sharper               25     0.58              1909               1521          234        10204                 339               13954             158.44                2.03         0.596         0.001                0.610                0.001   23827     41  1680633  
   slightly  off-center            12     0.09              2842                693          235         8899                 349               11613             102.56                2.51         0.595         0.002                0.600                0.002    7658     20  1680633  
        too  intimidated           31     4.23              3093               4146          236        15373                 219               22397              93.51                1.32         0.595         0.000                0.689                0.000  158135     45  1680633  
     highly  classified             6     0.05              5198                811          237        11791                 349               16635              49.05                2.42         0.595         0.001                0.600                0.001    9223     10  1680633  
       even  life-threatening     145     8.41               529               2629          238         7764                 306                9780             662.50                1.65         0.591         0.002                0.628                0.002   61179    231  1680633  
       even  multiple              40     2.33              1709               2665          239        11832                 307               16577             182.17                1.64         0.589         0.001                0.625                0.001   61179     64  1680633  
       even  annual                25     1.46              2593               2673          240        13287                 307               18957             113.85                1.64         0.589         0.000                0.625                0.000   61179     40  1680633  
       even  cross-country          5     0.29              8783               2744          241        17429                 307               26026              22.77                1.62         0.589         0.000                0.625                0.000   61179      8  1680633  
       even  diagonal               5     0.29              8783               2744          241        17429                 307               26026              22.77                1.62         0.589         0.000                0.625                0.000   61179      8  1680633  
       long  winded                20     0.02              1302                169          243         2558                 373                2847             250.12                3.37         0.588         0.019                0.588                0.019    1033     34  1680633  
       more  urgent               955   214.76               156               4973          244         6911                 145                8347            2097.95                1.18         0.587         0.003                0.756                0.003  285773   1263  1680633  
  otherwise  unlawful              56     0.38               685                650          245         4314                 371                5054             491.00                2.56         0.586         0.008                0.589                0.008    6695     95  1680633  
       anal  retentive              7     0.00              1883                  8          246           51                 380                  51             161.61                5.96         0.583         0.778                0.583                0.778       9     12  1680633  
       very  helpfull               9     1.42              8427               4637          247        18526                 213               27837              24.70                1.24         0.583         0.000                0.692                0.000  183918     13  1680633  
   mutually  exclusive            439     0.37                43                 92          248          126                 389                 128            5966.00                3.79         0.583         0.535                0.583                0.535     820    753  1680633  
       more  opportune             27     6.12              4543               5181          249        17224                 146               25434              58.54                1.15         0.580         0.000                0.750                0.000  285773     36  1680633  
       more  commanding             9     2.04              9563               5373          250        19314                 146               29407              19.51                1.12         0.580         0.000                0.750                0.000  285773     12  1680633  
       more  performant             9     2.04              9563               5373          250        19314                 146               29407              19.51                1.12         0.580         0.000                0.750                0.000  285773     12  1680633  
       more  rollicking             6     1.36             11450               5501          252        19969                 146               29939              13.01                1.10         0.580         0.000                0.750                0.000  285773      8  1680633  
       much  simpler              380     9.07               134               1553          253         2907                 365                3230            2383.36                2.01         0.580         0.016                0.594                0.016   23827    640  1680633  
       even  2nd                    8     0.47              6587               2778          254        16339                 326               24027              36.06                1.61         0.579         0.000                0.615                0.000   61179     13  1680633  
     highly  collectible           25     0.24              1577                841          255         7311                 392                9182             202.06                2.40         0.576         0.003                0.581                0.003    9223     43  1680633  
       even  international        161     9.57               478               2736          256         7466                 334                9320             723.53                1.62         0.576         0.003                0.612                0.003   61179    263  1680633  
         as  simple             15991  1619.16                 2               3378          257          571                 298                 567           58011.66                1.47         0.576         0.143                0.631                0.149  107371  25344  1680633  
   mentally  retarded             125     0.23               239                241          258         1071                 400                1110            1426.68                3.14         0.575         0.070                0.576                0.070    1775    217  1680633  
        far  deadlier              15     0.08              2203                590          259         7272                 398                9139             136.51                2.62         0.574         0.003                0.577                0.003    5472     26  1680633  
       much  farther                7     0.17              5728               1624          260        14195                 380               20480              43.43                1.98         0.569         0.000                0.583                0.000   23827     12  1680633  
       more  tantalising           17     3.91              6583               5405          261        18211                 155               27228              36.07                1.12         0.569         0.000                0.739                0.000  285773     23  1680633  
       more  systemic              31     7.14              4090               5337          262        16921                 156               24842              65.65                1.13         0.568         0.000                0.738                0.000  285773     42  1680633  
       even  fatal                472    28.50               154               2797          263         4601                 347                5302            2101.87                1.61         0.567         0.008                0.603                0.008   61179    783  1680633  
         so  gauche                 9     1.08              7685               4163          264        17855                 280               26743              28.70                1.32         0.566         0.000                0.643                0.000  129421     14  1680633  
       even  earlier                6     0.36              8070               2885          265        17039                 349               25212              26.59                1.58         0.564         0.000                0.600                0.000   61179     10  1680633  
       more  personalized          11     2.55              8720               5555          266        18957                 158               28755              23.07                1.10         0.563         0.000                0.733                0.000  285773     15  1680633  
       more  tractable             11     2.55              8720               5555          266        18957                 158               28755              23.07                1.10         0.563         0.000                0.733                0.000  285773     15  1680633  
        too  common              4919   710.12                11               4423          268         1977                 267                2054           14140.69                1.27         0.560         0.029                0.652                0.031  158135   7547  1680633  
       even  worse               4968   304.61                 8               2728          269          977                 366                 985           22246.60                1.62         0.560         0.079                0.594                0.081   61179   8368  1680633  
       more  manageable           289    67.34               569               5400          270        10555                 163               14176             602.05                1.12         0.560         0.001                0.730                0.001  285773    396  1680633  
         so  inured                 7     0.85              8929               4245          271        18340                 285               27557              22.11                1.30         0.559         0.000                0.636                0.000  129421     11  1680633  
       more  holistic              35     8.16              3750               5466          272        16647                 164               24396              72.80                1.11         0.559         0.000                0.729                0.000  285773     48  1680633  
       more  cost-effective       199    46.42               823               5417          273        11810                 165               16266             413.79                1.12         0.559         0.001                0.729                0.001  285773    273  1680633  
       much  larger              1374    34.10                28               1586          274         1245                 411                1290            8518.27                1.99         0.558         0.057                0.571                0.058   23827   2405  1680633  
       more  heartrending           8     1.87             10337               5709          275        19535                 166               29497              16.58                1.07         0.557         0.000                0.727                0.000  285773     11  1680633  
       just  prior                 16     0.48              3128               1878          276        12301                 407               17345              92.62                1.88         0.554         0.001                0.571                0.001   28522     28  1680633  
       just  precautionary          8     0.24              5435               1888          277        14323                 407               20754              46.31                1.88         0.554         0.000                0.571                0.000   28522     14  1680633  
 physically  unreceptive            5     0.01              4841                323          278         7886                 436               10066              53.79                2.96         0.554         0.002                0.556                0.002    2257      9  1680633  
      still  unaccounted           50     0.71               941               1159          279         6435                 424                7954             361.95                2.20         0.554         0.004                0.562                0.004   13401     89  1680633  
     easily  navigable              5     0.02              5022                389          280         8608                 436               11131              51.26                2.85         0.554         0.002                0.556                0.002    2905      9  1680633  
     really  threatened            10     0.59              5633               2868          281        15680                 373               23117              44.52                1.59         0.553         0.000                0.588                0.000   58812     17  1680633  
        too  pat                   22     3.20              4306               4610          282        16258                 271               23828              62.22                1.24         0.553         0.000                0.647                0.000  158135     34  1680633  
       even  most                 435    26.90               171               2892          283         4799                 372                5559            1906.67                1.58         0.552         0.007                0.589                0.007   61179    739  1680633  
       much  milder                13     0.33              3517               1685          284        12390                 416               17505              79.46                1.95         0.551         0.001                0.565                0.001   23827     23  1680633  
   slightly  underdone              5     0.04              5897                800          285        11779                 436               16585              41.59                2.43         0.551         0.001                0.556                0.001    7658      9  1680633  
        too  baggy                 34     4.99              3032               4662          286        15171                 283               21915              95.31                1.23         0.547         0.000                0.642                0.000  158135     53  1680633  
       even  global               178    11.10               448               2947          287         7182                 379                8899             775.11                1.57         0.547         0.003                0.584                0.003   61179    305  1680633  
      fully  editable              29     0.14              1203                554          288         5029                 457                5915             270.10                2.65         0.544         0.006                0.547                0.006    4558     53  1680633  
       more  upmarket              20     4.76              6022               5728          289        17917                 180               26659              40.35                1.07         0.544         0.000                0.714                0.000  285773     28  1680633  
       more  surreptitious          5     1.19             12578               6045          290        20268                 180               30106              10.09                1.03         0.544         0.000                0.714                0.000  285773      7  1680633  
       more  astrological           5     1.19             12578               6045          290        20268                 180               30106              10.09                1.03         0.544         0.000                0.714                0.000  285773      7  1680633  
       more  liveable               5     1.19             12578               6045          290        20268                 180               30106              10.09                1.03         0.544         0.000                0.714                0.000  285773      7  1680633  
       more  elevated               5     1.19             12578               6045          290        20268                 180               30106              10.09                1.03         0.544         0.000                0.714                0.000  285773      7  1680633  
       more  unregistered           5     1.19             12578               6045          290        20268                 180               30106              10.09                1.03         0.544         0.000                0.714                0.000  285773      7  1680633  
       much  quieter               29     0.74              1750               1709          295         9697                 434               13021             176.15                1.94         0.544         0.001                0.558                0.001   23827     52  1680633  
