key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~too_surprising,NEGMIR,too_surprising,205,31.246775,709.303804,2.0242004,0.8044986,0.000691038,0.9490741,0.00069736666,293963,216,2032082,205.0,293758.0,11.0,1738108.0,293963.0,1738119.0,216.0,2031866.0,293931.75322551,184.75322551,1737934.24677449,12.135451,0.001393709,0.8044986,0.81694865,0.000691038,0.8044986,0.8044986,0.0005559391,173.75322,0.84757674,5.5898814,13.181549,4.415071,4.287235,4.4721694,4.6101327,5.530535,4.6567698,14.317821063276353,542.1835482564921,14.696938456699069,too,surprising,189304.0,3048.0
NEG~too_careful,NEGMIR,too_careful,678,103.43261,2343.324007,2.0302985,0.8038736,0.0022851254,0.9482517,0.0023064127,293963,715,2032082,678.0,293285.0,37.0,1738082.0,293963.0,1738119.0,715.0,2031367.0,293859.567389997,611.567389997,1737507.432610003,22.066128,0.004601633,0.8038736,0.8165722,0.0022851254,0.8038736,0.8038736,0.0018369519,574.5674,0.84744453,10.170182,23.970135,5.4674253,5.397696,5.4985704,5.5738235,6.0758657,5.599262,26.038433132583073,542.1835482564921,26.739483914241877,too,careful,189304.0,2165.0
NEG~too_early,NEGMIR,too_early,5209,799.39667,17891.074538,1.994524,0.80014974,0.017537536,0.9426348,0.017719917,293963,5526,2032082,5209.0,288754.0,317.0,1737802.0,293963.0,1738119.0,5526.0,2026556.0,293163.603352621,4726.603352621,1733392.39664738,61.097347,0.03478592,0.80014974,0.813992,0.017537536,0.80014974,0.80014974,0.014032654,4409.6035,0.8465355,28.273603,66.40485,6.1597614,6.1358805,6.170428,6.1962004,6.3681393,6.2049127,72.17340230306452,542.1835482564921,74.3370701601832,too,early,189304.0,5766.0
NEG~particularly_new,NEGMIR,particularly_new,407,62.34889,1396.465246,1.9933435,0.7998242,0.00137072,0.94431555,0.001384528,293963,431,2032082,407.0,293556.0,24.0,1738095.0,293963.0,1738119.0,431.0,2031651.0,293900.651112012,368.651112012,1737750.348887988,17.083721,0.002765002,0.7998242,0.8147657,0.00137072,0.7998242,0.7998242,0.001096335,344.65112,0.8468086,7.896131,18.564781,5.040063,4.9533014,5.078815,5.172449,5.797117,5.2041016,20.174241001832016,542.1835482564921,20.760539492026695,particularly,new,14954.0,14734.0
NEG~too_fancy,NEGMIR,too_fancy,530,81.29948,1814.61439,1.985364,0.7986204,0.0017845373,0.9430605,0.001802948,293963,562,2032082,530.0,293433.0,32.0,1738087.0,293963.0,1738119.0,562.0,2031520.0,293881.700521928,480.700521928,1737638.299478072,19.490305,0.003599015,0.7986204,0.8141881,0.0017845373,0.7986204,0.7986204,0.0014251678,448.70053,0.84660476,9.016623,21.182552,5.220472,5.1452856,5.254054,5.3351965,5.876527,5.3626256,23.021728866442675,542.1835482564921,23.706539182259394,too,fancy,189304.0,1187.0
NEG~as_satisfying,NEGMIR,as_satisfying,226,34.71864,771.669248,1.965817,0.7970998,0.00076074956,0.94166666,0.0007688042,293963,240,2032082,226.0,293737.0,14.0,1738105.0,293963.0,1738119.0,240.0,2031842.0,293928.281361677,205.281361677,1737913.718638323,12.723846,0.001536354,0.7970998,0.81354576,0.00076074956,0.7970998,0.7970998,0.0006063933,191.28136,0.84637773,5.8922524,13.83045,4.468699,4.35494,4.5195093,4.64228,5.461328,4.6837816,15.033296378372908,542.1835482564921,15.491933384829668,as,satisfying,127520.0,4630.0
NEG~too_major,NEGMIR,too_major,187,28.787539,636.264299,1.9481509,0.79511535,0.00062923046,0.9396985,0.0006361345,293963,199,2032082,187.0,293776.0,12.0,1738107.0,293963.0,1738119.0,199.0,2031883.0,293934.212462391,170.212462391,1737948.787537609,11.569641,0.001271408,0.79511535,0.8126371,0.00062923046,0.79511535,0.79511535,0.0005003108,158.21246,0.8460559,5.3654017,12.578254,4.246519,4.123516,4.3014584,4.4342055,5.319807,4.4790792,13.674794331177344,542.1835482564921,14.106735979665885,too,major,189304.0,675.0
NEG~really_free,NEGMIR,really_free,139,21.409826,472.501306,1.93884,0.79458606,0.00046767062,0.9391892,0.00047284862,293963,148,2032082,139.0,293824.0,9.0,1738110.0,293963.0,1738119.0,148.0,2031934.0,293941.590173034,126.590173034,1737992.409826966,9.973868,0.000945221,0.79458606,0.81240165,0.00046767062,0.79458606,0.79458606,0.00037160455,117.59017,0.8459725,4.627075,10.843901,3.8802764,3.7382057,3.9437325,4.097058,5.1199455,4.148888,11.789826122551595,542.1835482564921,12.165525060596439,really,free,64338.0,5605.0
NEG~too_pleased,NEGMIR,too_pleased,1295,199.77682,4395.024482,1.9491035,0.7936046,0.0043558376,0.93772626,0.0044053164,293963,1381,2032082,1295.0,292668.0,86.0,1738033.0,293963.0,1738119.0,1381.0,2030701.0,293763.223168652,1181.223168652,1736937.776831348,30.43461,0.008769435,0.7936046,0.81172466,0.0043558376,0.7936046,0.7936046,0.0034568128,1095.2231,0.84573215,14.134243,33.094154,5.6241217,5.5781326,5.6446624,5.6942945,6.025408,5.7110724,35.98610843089316,542.1835482564921,37.16180835212409,too,pleased,189304.0,3918.0
NEG~too_special,NEGMIR,too_special,453,70.449905,1516.255609,1.8912057,0.7857121,0.0015214488,0.9301848,0.0015410102,293963,487,2032082,453.0,293510.0,34.0,1738085.0,293963.0,1738119.0,487.0,2031595.0,293892.550096404,416.550096404,1737702.449903596,17.973772,0.003076923,0.7857121,0.8082178,0.0015214488,0.7857121,0.7857121,0.0011954209,382.5501,0.84448147,8.393444,19.558887,4.9388065,4.865362,4.9716105,5.0508733,5.5796614,5.077667,21.283796653792763,542.1835482564921,22.06807649071391,too,special,189304.0,16942.0
NEG~really_able,NEGMIR,really_able,324,50.486687,1080.954652,1.8769335,0.7838404,0.0010877962,0.9283668,0.0011021795,293963,349,2032082,324.0,293639.0,25.0,1738094.0,293963.0,1738119.0,349.0,2031733.0,293912.513313439,298.513313439,1737820.486686561,15.195184,0.002201745,0.7838404,0.80736816,0.0010877962,0.7838404,0.7838404,0.0008526586,273.5133,0.8441769,7.105398,16.538239,4.6711445,4.585409,4.709439,4.8019657,5.419247,4.8332434,18.0,542.1835482564921,18.681541692269406,really,able,64338.0,8177.0
NEG~particularly_surprising,NEGMIR,particularly_surprising,168,26.3283,555.351834,1.8372629,0.77848566,0.0005634458,0.9230769,0.0005715005,293963,182,2032082,168.0,293795.0,14.0,1738105.0,293963.0,1738119.0,182.0,2031900.0,293936.671699272,155.671699272,1737963.328300728,10.930209,0.001142294,0.77848566,0.80488646,0.0005634458,0.77848566,0.77848566,0.00043863448,141.67169,0.84328395,5.131111,11.902592,4.0197163,3.9048173,4.071036,4.195037,5.022291,4.236954,12.96148139681572,542.1835482564921,13.490737563232042,particularly,surprising,14954.0,3048.0
NEG~too_thrilled,NEGMIR,too_thrilled,132,20.831182,431.598209,1.7972841,0.7720604,0.0004421321,0.9166667,0.0004490361,293963,144,2032082,132.0,293831.0,12.0,1738107.0,293963.0,1738119.0,144.0,2031938.0,293942.168817006,123.168817006,1737995.831182994,9.676003,0.000897632,0.7720604,0.80186,0.0004421321,0.7720604,0.7720604,0.00034135266,111.168816,0.842188,4.564119,10.543662,3.7155616,3.591023,3.771187,3.905591,4.80225,3.9510252,11.489125293076057,542.1835482564921,12.0,too,thrilled,189304.0,648.0
NEG~necessarily_wrong,NEGMIR,necessarily_wrong,213,33.706013,693.546336,1.7897401,0.7695903,0.0007130743,0.9141631,0.00072458095,293963,233,2032082,213.0,293750.0,20.0,1738099.0,293963.0,1738119.0,233.0,2031849.0,293929.293988628,199.293988628,1737919.706011372,12.285022,0.001448014,0.7695903,0.80067223,0.0007130743,0.7695903,0.7695903,0.0005487751,179.29399,0.8417558,5.805688,13.390071,4.1866527,4.0900545,4.229798,4.334048,5.029537,4.369289,14.594519519326424,542.1835482564921,15.264337522473747,necessarily,wrong,1681.0,24007.0
NEG~ever_able,NEGMIR,ever_able,136,21.554487,441.744139,1.7767829,0.768147,0.0004551639,0.9127517,0.00046264325,293963,149,2032082,136.0,293827.0,13.0,1738106.0,293963.0,1738119.0,149.0,2031933.0,293941.445512041,127.445512041,1737991.554487958,9.8136215,0.000924818,0.768147,0.8000012,0.0004551639,0.768147,0.768147,0.00034963278,114.44551,0.84151113,4.642681,10.697921,3.7289402,3.6090312,3.782498,3.9119055,4.775232,3.9556508,11.661903789690601,542.1835482564921,12.206555615733702,ever,able,5179.0,8177.0
NEG~too_drastic,NEGMIR,too_drastic,106,17.069998,336.059709,1.7023795,0.75368786,0.00035368558,0.89830506,0.0003605896,293963,118,2032082,106.0,293857.0,12.0,1738107.0,293963.0,1738119.0,118.0,2031964.0,293945.930002825,100.930002825,1738018.069997175,8.637646,0.00072089,0.75368786,0.7930724,0.00035368558,0.75368786,0.75368786,0.00026656853,88.93,0.8389623,4.131585,9.43027,3.3756213,3.2498162,3.4318123,3.5675833,4.47336,3.6134794,10.295630140987,542.1835482564921,10.862780491200215,too,drastic,189304.0,729.0
NEG~too_exciting,NEGMIR,too_exciting,431,70.01592,1349.218029,1.6790372,0.74601257,0.0014356782,0.8904959,0.0014661709,293963,484,2032082,431.0,293532.0,53.0,1738066.0,293963.0,1738119.0,484.0,2031598.0,293892.984079383,413.984079383,1737705.015920618,17.38799,0.002927522,0.74601257,0.7892805,0.0014356782,0.74601257,0.74601257,0.001071034,360.98407,0.83755004,8.367552,18.99958,4.473435,4.4133153,4.5002875,4.5651693,4.99802,4.587102,20.760539492026695,542.1835482564921,22.0,too,exciting,189304.0,8844.0
NEG~really_satisfied,NEGMIR,really_satisfied,137,22.277792,428.128988,1.6672491,0.74500585,0.00045626436,0.8896104,0.00046604505,293963,154,2032082,137.0,293826.0,17.0,1738102.0,293963.0,1738119.0,154.0,2031928.0,293940.722207076,131.722207076,1737987.277792924,9.801379,0.000931602,0.74500585,0.7888484,0.00045626436,0.74500585,0.74500585,0.0003399196,114.722206,0.8373884,4.719936,10.710845,3.606295,3.5000834,3.6537347,3.7683601,4.533068,3.8071084,11.704699910719626,542.1835482564921,12.409673645990857,really,satisfied,64338.0,3367.0
NEG~that_simple,NEGMIR,that_simple,478,78.116936,1483.32446,1.6564794,0.74072105,0.0015903843,0.8851852,0.001626055,293963,540,2032082,478.0,293485.0,62.0,1738057.0,293963.0,1738119.0,540.0,2031542.0,293884.883063774,461.883063774,1737657.116936226,18.290226,0.003246147,0.74072105,0.78668267,0.0015903843,0.74072105,0.74072105,0.0011780311,399.88306,0.83657545,8.838379,19.997076,4.4774365,4.421686,4.502338,4.562505,4.9639006,4.582844,21.863211109075447,542.1835482564921,23.2379000772445,that,simple,7472.0,27835.0
NEG~more_discouraging,NEGMIR,more_discouraging,108,17.648642,335.06674,1.6460041,0.7406294,0.0003593385,0.8852459,0.0003673932,293963,122,2032082,108.0,293855.0,14.0,1738105.0,293963.0,1738119.0,122.0,2031960.0,293945.351358853,104.351358853,1738014.648641148,8.694063,0.000734482,0.7406294,0.78671247,0.0003593385,0.7406294,0.7406294,0.00026613663,90.35136,0.83658665,4.2010283,9.505333,3.337267,3.2199385,3.389672,3.5162947,4.3610415,3.5590985,10.392304845413264,542.1835482564921,11.045361017187261,more,discouraging,319218.0,241.0
NEG~completely_sure,NEGMIR,completely_sure,133,21.84381,409.616515,1.6302878,0.7361884,0.00044208186,0.8807947,0.0004524379,293963,151,2032082,133.0,293830.0,18.0,1738101.0,293963.0,1738119.0,151.0,2031931.0,293941.156190055,129.156190055,1737989.843809944,9.638464,0.000904411,0.7361884,0.78452325,0.00044208186,0.7361884,0.7361884,0.00032545556,111.15619,0.83576083,4.673736,10.543063,3.5269887,3.4232545,3.5733218,3.6852736,4.432145,3.723118,11.532562594670797,542.1835482564921,12.288205727444508,completely,sure,30458.0,11297.0
NEG~quite_enough,NEGMIR,quite_enough,174,28.642876,534.138554,1.6246667,0.73419845,0.0005781032,0.8787879,0.0005919112,293963,198,2032082,174.0,293789.0,24.0,1738095.0,293963.0,1738119.0,198.0,2031884.0,293934.357123384,169.357123384,1737949.642876616,11.019495,0.001183026,0.73419845,0.7835326,0.0005781032,0.73419845,0.73419845,0.00042444246,145.35712,0.83538574,5.351904,12.056415,3.7552545,3.6653163,3.7954257,3.8924882,4.5400295,3.9252996,13.19090595827292,542.1835482564921,14.071247279470288,quite,enough,43799.0,10256.0
NEG~quite_right,NEGMIR,quite_right,384,63.361515,1174.987096,1.6208403,0.73220915,0.0012752188,0.8767123,0.0013062869,293963,438,2032082,384.0,293579.0,54.0,1738065.0,293963.0,1738119.0,438.0,2031644.0,293899.638485061,374.638485061,1737744.361514939,16.362514,0.002608687,0.73220915,0.7825057,0.0012752188,0.73220915,0.73220915,0.00093372684,320.6385,0.83499604,7.959995,17.906382,4.2816076,4.2215815,4.3084188,4.3732004,4.8053827,4.395099,19.595917942265423,542.1835482564921,20.92844953645635,quite,right,43799.0,15363.0
NEG~too_safe,NEGMIR,too_safe,222,36.743893,676.179896,1.607553,0.72944593,0.0007367864,0.87401575,0.0007551971,293963,254,2032082,222.0,293741.0,32.0,1738087.0,293963.0,1738119.0,254.0,2031828.0,293926.256107775,217.256107775,1737901.743892225,12.433576,0.00150909,0.72944593,0.7811678,0.0007367864,0.72944593,0.72944593,0.0005374458,185.2561,0.83448696,6.061674,13.610882,3.9110494,3.8329494,3.9459329,4.0302196,4.592528,4.058712,14.89966442575134,542.1835482564921,15.937377450509228,too,safe,189304.0,3142.0
NEG~more_evident,NEGMIR,more_evident,1291,214.53226,3913.545122,1.6003134,0.7264018,0.0042812447,0.8705327,0.0043917093,293963,1483,2032082,1291.0,292672.0,192.0,1737927.0,293963.0,1738119.0,1483.0,2030599.0,293748.467747365,1268.467747365,1736850.532252636,29.95973,0.00873933,0.7264018,0.77943367,0.0042812447,0.7264018,0.7264018,0.0031099042,1076.4678,0.83382475,14.646919,32.809566,4.7213025,4.6893635,4.7355685,4.7700377,4.999994,4.7816896,35.93048844644336,542.1835482564921,38.50973902793941,more,evident,319218.0,2620.0
NEG~particularly_unusual,NEGMIR,particularly_unusual,173,28.787539,522.876048,1.588089,0.7247567,0.00057355076,0.86934674,0.0005885094,293963,199,2032082,173.0,293790.0,26.0,1738093.0,293963.0,1738119.0,199.0,2031883.0,293934.212462391,170.212462391,1737948.787537609,10.964271,0.001176223,0.7247567,0.7788416,0.00057355076,0.7247567,0.7247567,0.00041568474,144.21246,0.8335981,5.3654017,12.008849,3.6881764,3.601299,3.7269804,3.82074,4.4462447,3.8524346,13.152946437965905,542.1835482564921,14.106735979665885,particularly,unusual,14954.0,2679.0
