key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~too_sure,NEGMIR,too_sure,528,89.964481,1748.72434,2.1396751,0.8010449,0.0018092279,0.9652651,0.0018221348,289770,547,1761853,528.0,289242.0,19.0,1472064.0,289770.0,1472083.0,547.0,1761306.0,289680.035519422,457.035519422,1471625.964480578,19.06305,0.003637403,0.8010449,0.76856285,0.0018092279,0.8010449,0.8010449,0.0014492727,438.03552,0.82961273,9.484961,20.929298,5.3570695,5.2604814,5.400215,5.504479,6.1957493,5.595255,22.978250586152114,538.3028887160091,23.388031127053,too,sure,158082,9744.0
NEG~too_careful,NEGMIR,too_careful,660,112.825656,2172.039691,2.103488,0.7979409,0.0022600065,0.96209913,0.0022776686,289770,686,1761853,660.0,289110.0,26.0,1472057.0,289770.0,1472083.0,686.0,1761167.0,289657.174344284,573.174344284,1471509.825655716,21.298733,0.004544578,0.7979409,0.7671361,0.0022600065,0.7979409,0.7979409,0.0018033517,547.1743,0.82905203,10.6219425,23.391758,5.4829855,5.400283,5.519929,5.6092043,6.2011003,5.6869307,25.69046515733026,538.3028887160091,26.19160170741759,too,careful,158082,1960.0
NEG~as_satisfying,NEGMIR,as_satisfying,225,38.650188,733.294161,2.0381699,0.7930837,0.0007696848,0.9574468,0.0007764779,289770,235,1761853,225.0,289545.0,10.0,1472073.0,289770.0,1472083.0,235.0,1761618.0,289731.349811817,196.349811817,1471886.650188182,12.423321,0.001551697,0.7930837,0.7650309,0.0007696848,0.7930837,0.7930837,0.0006104245,186.34981,0.8282214,6.2169275,13.651,4.3672113,4.2335286,4.426927,4.571233,5.527983,4.6968713,15.0,538.3028887160091,15.329709716755891,as,satisfying,108116,4272.0
NEG~too_early,NEGMIR,too_early,4923,848.330513,16015.030426,2.0335338,0.79229033,0.0168297,0.9544397,0.016989337,289770,5158,1761853,4923.0,284847.0,235.0,1471848.0,289770.0,1472083.0,5158.0,1756695.0,288921.669486614,4309.669486614,1467773.330513386,58.07343,0.03338442,0.79229033,0.7636647,0.0168297,0.79229033,0.79229033,0.013334007,4074.6694,0.8276802,29.126114,63.833138,6.2236853,6.1960773,6.2360177,6.265819,6.4634047,6.2917657,70.16409338115899,538.3028887160091,71.8192174839019,too,early,158082,5370.0
NEG~too_special,NEGMIR,too_special,452,78.122721,1456.446322,1.9911002,0.78732234,0.0015442336,0.951579,0.0015598579,289770,475,1761853,452.0,289318.0,23.0,1472060.0,289770.0,1472083.0,475.0,1761378.0,289691.877279206,396.877279205,1471686.122720794,17.585709,0.00311461,0.78732234,0.76236105,0.0015442336,0.78732234,0.78732234,0.0012158097,373.8773,0.82716215,8.838706,19.335907,5.0081706,4.919754,5.0476665,5.1431093,5.775898,5.226206,21.2602916254693,538.3028887160091,21.79449471770337,too,special,158082,15483.0
NEG~too_pleased,NEGMIR,too_pleased,1288,223.019809,4139.347055,1.9821868,0.78598857,0.0043987115,0.9498525,0.0044449046,289770,1356,1761853,1288.0,288482.0,68.0,1472015.0,289770.0,1472083.0,1356.0,1760497.0,289546.980190742,1132.980190742,1470950.019809258,29.674513,0.008848402,0.78598857,0.7615724,0.0043987115,0.78598857,0.78598857,0.003457337,1064.9802,0.826848,14.933847,32.634033,5.637645,5.586181,5.6606336,5.7161865,6.0845056,5.7645535,35.888716889852724,538.3028887160091,36.823905279043935,too,pleased,158082,3701.0
NEG~really_able,NEGMIR,really_able,321,55.754952,1024.881729,1.9463636,0.78258437,0.0010955476,0.94690263,0.0011077751,289770,339,1761853,321.0,289449.0,18.0,1472065.0,289770.0,1472083.0,339.0,1761514.0,289714.245047686,283.245047686,1471799.754952314,14.804535,0.002212961,0.78258437,0.7602216,0.0010955476,0.78258437,0.78258437,0.0008573584,265.24506,0.82630855,7.4669237,16.286345,4.65052,4.5503273,4.695276,4.8034306,5.5204988,4.8975945,17.916472867168917,538.3028887160091,18.411952639521967,really,able,58867,6448.0
NEG~more_proud,NEGMIR,more_proud,475,84.537007,1453.329298,1.7871327,0.7598773,0.001612738,0.92412454,0.0016392311,289770,514,1761853,475.0,289295.0,39.0,1472044.0,289770.0,1472083.0,514.0,1761339.0,289685.462992656,429.462992656,1471653.537007344,17.91567,0.003272657,0.7598773,0.7496467,0.001612738,0.7598773,0.7598773,0.001225483,390.46298,0.8220273,9.194401,19.760136,4.678494,4.6095953,4.709271,4.7836447,5.2767444,4.8483973,21.79449471770337,538.3028887160091,22.67156809750927,more,proud,285601,5531.0
NEG~too_exciting,NEGMIR,too_exciting,430,76.971439,1302.845959,1.7550244,0.75453496,0.0014581218,0.9188034,0.0014839355,289770,468,1761853,430.0,289340.0,38.0,1472045.0,289770.0,1472083.0,468.0,1761385.0,289693.028561407,391.028561407,1471691.971438593,17.02455,0.002963085,0.75453496,0.74713886,0.0014581218,0.75453496,0.75453496,0.0011002038,353.02856,0.82099664,8.773336,18.789055,4.552008,4.482007,4.5832777,4.658842,5.159833,4.724631,20.73644135332772,538.3028887160091,21.633307652783937,too,exciting,158082,8156.0
NEG~any_better,NEGMIR,any_better,381,68.419057,1148.175072,1.7377056,0.751574,0.0012910601,0.91586536,0.0013148359,289770,416,1761853,381.0,289389.0,35.0,1472048.0,289770.0,1472083.0,416.0,1761437.0,289701.580943473,347.580943473,1471735.419056527,16.014008,0.002625902,0.751574,0.7457479,0.0012910601,0.751574,0.751574,0.0009703271,312.58093,0.8204224,8.271582,17.679958,4.4396586,4.366602,4.4722934,4.551156,5.0740166,4.619817,19.519221295943137,538.3028887160091,20.396078054371138,any,better,1178,14076.0
NEG~too_safe,NEGMIR,too_safe,218,39.308064,652.433787,1.7132119,0.74776644,0.0007380553,0.9121339,0.0007523208,289770,239,1761853,218.0,289552.0,21.0,1472062.0,289770.0,1472083.0,239.0,1761614.0,289730.691936274,199.691936274,1471883.308063726,12.102545,0.001503402,0.74776644,0.74397486,0.0007380553,0.74776644,0.74776644,0.00055189297,178.69194,0.8196878,6.269614,13.36757,3.9748333,3.880322,4.0170517,4.1190734,4.7954807,4.2078977,14.7648230602334,538.3028887160091,15.459624833740307,too,safe,158082,2571.0
NEG~quite_right,NEGMIR,quite_right,378,68.254588,1128.81574,1.7104689,0.7465503,0.0012793484,0.9108434,0.0013044829,289770,415,1761853,378.0,289392.0,37.0,1472046.0,289770.0,1472083.0,415.0,1761438.0,289701.745412358,346.745412358,1471736.254587642,15.931585,0.002605235,0.7465503,0.7433599,0.0012793484,0.7465503,0.7465503,0.00095509796,309.74542,0.8194323,8.261634,17.599586,4.3814564,4.310206,4.413284,4.4901967,5.000128,4.5571594,19.44222209522358,538.3028887160091,20.37154878746336,quite,right,40565,13473.0
NEG~that_simple,NEGMIR,that_simple,473,87.004041,1370.940722,1.6298428,0.72989017,0.0015942878,0.8941399,0.0016323291,289770,529,1761853,473.0,289297.0,56.0,1472027.0,289770.0,1472083.0,529.0,1761324.0,289682.995959368,441.995959368,1471641.004040632,17.748114,0.003258709,0.72989017,0.7353217,0.0015942878,0.72989017,0.72989017,0.001163655,385.99597,0.8160591,9.327596,19.64678,4.3434362,4.284984,4.3695464,4.4326434,4.8509774,4.4875784,21.748563170931547,538.3028887160091,23.0,that,simple,5488,25382.0
NEG~too_crazy,NEGMIR,too_crazy,479,88.319792,1383.035663,1.6202124,0.7277455,0.0016136352,0.89199257,0.0016530352,289770,537,1761853,479.0,289291.0,58.0,1472025.0,289770.0,1472083.0,537.0,1761316.0,289681.680208281,448.680208281,1471634.319791719,17.850634,0.003299955,0.7277455,0.7342775,0.0016136352,0.7277455,0.7277455,0.0011743157,390.6802,0.8156163,9.3978615,19.765633,4.328503,4.270999,4.3541903,4.416264,4.827815,4.470308,21.88606862823929,538.3028887160091,23.173260452512935,too,crazy,158082,2388.0
NEG~that_easy,NEGMIR,that_easy,442,82.234443,1258.149863,1.5852815,0.7197354,0.0014859478,0.884,0.0015253477,289770,500,1761853,442.0,289328.0,58.0,1472025.0,289770.0,1472083.0,500.0,1761353.0,289687.765557058,417.765557058,1471665.234442942,17.112303,0.00304544,0.7197354,0.7303685,0.0014859478,0.7197354,0.7197354,0.0010694892,359.76556,0.8139492,9.068321,18.967487,4.2077317,4.1499677,4.2335343,4.2958884,4.7092957,4.350176,21.02379604162864,538.3028887160091,22.360679774997898,that,easy,5488,20050.0
NEG~more_evident,NEGMIR,more_evident,1279,238.315416,3635.063351,1.5830652,0.7188,0.004298363,0.88267773,0.0044138455,289770,1449,1761853,1279.0,288491.0,170.0,1471913.0,289770.0,1472083.0,1449.0,1760404.0,289531.684584355,1210.684584355,1470872.315415645,29.099388,0.008783768,0.7188,0.7297184,0.004298363,0.7188,0.7188,0.003089663,1040.6846,0.8136705,15.437468,32.259644,4.632671,4.5989127,4.6477504,4.6841917,4.9257956,4.7159185,35.76310948449533,538.3028887160091,38.06573262134856,more,evident,285601,2474.0
NEG~more_american,NEGMIR,more_american,323,60.52455,909.122435,1.5582123,0.7133975,0.0010841083,0.8777174,0.0011146772,289770,368,1761853,323.0,289447.0,45.0,1472038.0,289770.0,1472083.0,368.0,1761485.0,289709.475449995,307.475449995,1471775.524550005,14.604525,0.002226527,0.7133975,0.72727096,0.0010841083,0.7133975,0.7133975,0.0007734001,262.47546,0.8126175,7.7797527,16.201094,3.9726233,3.9068089,4.0020227,4.073067,4.544094,4.134921,17.97220075561143,538.3028887160091,19.183326093250876,more,american,285601,995.0
NEG~more_surprised,NEGMIR,more_surprised,206,39.308064,563.753044,1.4960526,0.6975504,0.00068849145,0.8619247,0.0007109087,289770,239,1761853,206.0,289564.0,33.0,1472050.0,289770.0,1472083.0,239.0,1761614.0,289730.691936274,199.691936274,1471883.308063726,11.613977,0.001420646,0.6975504,0.71938556,0.00068849145,0.6975504,0.6975504,0.0004802575,166.69194,0.80918413,6.269614,12.910923,3.5542648,3.4767075,3.5889096,3.6726303,4.2276998,3.7455208,14.352700094407323,538.3028887160091,15.459624833740307,more,surprised,285601,1803.0
NEG~more_annoying,NEGMIR,more_annoying,759,145.390495,2066.057183,1.4888645,0.69447684,0.002534405,0.8585973,0.0026193187,289770,884,1761853,759.0,289011.0,125.0,1471958.0,289770.0,1472083.0,884.0,1760969.0,289624.609504879,738.609504879,1471344.390495121,22.272614,0.005222705,0.69447684,0.7177058,0.002534405,0.69447684,0.69447684,0.0017600857,613.6095,0.8084447,12.057798,24.771143,4.209601,4.16968,4.227433,4.270526,4.556231,4.308044,27.54995462791182,538.3028887160091,29.732137494637012,more,annoying,285601,1914.0
NEG~too_late,NEGMIR,too_late,10856,2101.583424,29381.991616,1.4737175,0.69012153,0.03615856,0.84958524,0.037464194,289770,12778,1761853,10856.0,278914.0,1922.0,1470161.0,289770.0,1472083.0,12778.0,1749075.0,287668.416576184,10676.416576184,1461406.583423816,84.02186,0.07176382,0.69012153,0.7131232,0.03615856,0.69012153,0.69012153,0.024953801,8754.417,0.80641276,45.84303,93.56504,4.6542273,4.644025,4.6587844,4.669797,4.7428126,4.679385,104.19213022104884,538.3028887160091,113.03981599418853,too,late,158082,13153.0
NEG~more_comforting,NEGMIR,more_comforting,300,58.386454,796.899692,1.4398634,0.6807387,0.0009979418,0.8450704,0.0010353038,289770,355,1761853,300.0,289470.0,55.0,1472028.0,289770.0,1472083.0,355.0,1761498.0,289711.613545511,296.613545511,1471786.386454488,13.949565,0.002068074,0.6807387,0.7108092,0.0009979418,0.6807387,0.6807387,0.00067933765,241.61354,0.8053785,7.641103,15.543923,3.671587,3.6109173,3.698688,3.7641788,4.198384,3.8211975,17.320508075688775,538.3028887160091,18.841443681416774,more,comforting,285601,1154.0
NEG~that_great,NEGMIR,that_great,282,55.919421,728.458028,1.3901466,0.66507125,0.0009337857,0.82941175,0.00097318564,289770,340,1761853,282.0,289488.0,58.0,1472025.0,289770.0,1472083.0,340.0,1761513.0,289714.0805788,284.0805788,1471798.9194212,13.462903,0.00194409,0.66507125,0.7026864,0.0009337857,0.66507125,0.66507125,0.000621034,226.08058,0.80170417,7.477929,15.035976,3.5248177,3.465183,3.5514565,3.61583,4.042628,3.6718762,16.792855623746664,538.3028887160091,18.439088914585774,that,great,5488,5819.0
NEG~remotely_close,NEGMIR,remotely_close,218,43.255317,562.579272,1.3876319,0.66452765,0.0007217519,0.82889736,0.0007523208,289770,263,1761853,218.0,289552.0,45.0,1472038.0,289770.0,1472083.0,263.0,1761590.0,289726.744683013,219.744683013,1471863.255316988,11.835203,0.001503277,0.66452765,0.702417,0.0007217519,0.66452765,0.66452765,0.00047962408,174.74469,0.80158114,6.5768776,13.219103,3.3701203,3.302395,3.400373,3.4734802,3.9581819,3.53713,14.7648230602334,538.3028887160091,16.217274740226856,remotely,close,2336,13962.0
NEG~inherently_wrong,NEGMIR,inherently_wrong,1488,295.879526,3832.859697,1.3873132,0.6633346,0.004923842,0.8271262,0.0051351073,289770,1799,1761853,1488.0,288282.0,311.0,1471772.0,289770.0,1472083.0,1799.0,1760054.0,289474.120474296,1503.120474296,1470579.879525704,30.904284,0.010206846,0.6633346,0.701488,0.004923842,0.6633346,0.6633346,0.0032661548,1192.1205,0.8011562,17.201149,34.527096,4.127075,4.101298,4.1385903,4.166416,4.350904,4.190643,38.57460304397182,538.3028887160091,42.41462012089699,inherently,wrong,5075,20866.0
NEG~more_wrong,NEGMIR,more_wrong,224,44.900006,569.441318,1.3628109,0.65614563,0.00073974073,0.82051283,0.0007730269,289770,273,1761853,224.0,289546.0,49.0,1472034.0,289770.0,1472083.0,273.0,1761580.0,289725.099994154,228.099994154,1471854.900005846,11.966621,0.001544599,0.65614563,0.6980016,0.00073974073,0.65614563,0.65614563,0.00048537762,179.09999,0.7995536,6.7007465,13.382825,3.332483,3.2672505,3.3616223,3.4320385,3.8988998,3.4933457,14.966629547095765,538.3028887160091,16.522711641858304,more,wrong,285601,20866.0
NEG~fully_satisfied,NEGMIR,fully_satisfied,207,41.610628,524.01381,1.3557402,0.6538068,0.00068311143,0.8181818,0.0007143597,289770,253,1761853,207.0,289563.0,46.0,1472037.0,289770.0,1472083.0,253.0,1761600.0,289728.389371872,211.389371872,1471871.610628128,11.495356,0.001427473,0.6538068,0.6967661,0.00068311143,0.6538068,0.6538068,0.0004466229,165.38937,0.7989825,6.45063,12.86038,3.2693117,3.2018895,3.2994292,3.3722093,3.854742,3.4355743,14.38749456993816,538.3028887160091,15.905973720586866,fully,satisfied,4568,2949.0
NEG~more_frustrating,NEGMIR,more_frustrating,1853,373.179902,4686.023905,1.3569192,0.65303147,0.006112134,0.81665933,0.0063947267,289770,2269,1761853,1853.0,287917.0,416.0,1471667.0,289770.0,1472083.0,2269.0,1759584.0,289396.820097931,1895.820097931,1470187.179902069,34.377254,0.012690086,0.65303147,0.6959572,0.006112134,0.65303147,0.65303147,0.0039914157,1479.8201,0.7986077,19.317865,38.46843,4.0857944,4.0633674,4.0958123,4.1200213,4.280528,4.141099,43.04648650006177,538.3028887160091,47.634021455258214,more,frustrating,285601,3318.0
NEG~more_different,NEGMIR,more_different,606,122.364851,1524.605289,1.3481278,0.65032184,0.001997569,0.8145161,0.0020913137,289770,744,1761853,606.0,289164.0,138.0,1471945.0,289770.0,1472083.0,744.0,1761109.0,289647.635148903,621.635148903,1471461.364851097,19.646336,0.004171916,0.65032184,0.69481593,0.001997569,0.65032184,0.65032184,0.0012990629,483.63516,0.7980778,11.061865,21.991707,3.758938,3.7199304,3.776363,3.8184705,4.097644,3.855131,24.61706725018234,538.3028887160091,27.27636339397171,more,different,285601,35994.0
NEG~particularly_good,NEGMIR,particularly_good,391,78.945065,983.595251,1.3473471,0.6502916,0.0012888875,0.81458336,0.001349346,289770,480,1761853,391.0,289379.0,89.0,1471994.0,289770.0,1472083.0,480.0,1761373.0,289691.054934776,401.054934776,1471681.945065224,15.781297,0.002694229,0.6502916,0.69485176,0.0012888875,0.6502916,0.6502916,0.0008381527,312.05493,0.79809445,8.885103,17.665077,3.582843,3.5342681,3.6045415,3.6569767,4.004622,3.7026286,19.77371993328519,538.3028887160091,21.908902300206645,particularly,good,13041,33540.0
NEG~too_serious,NEGMIR,too_serious,776,156.903317,1948.779593,1.3454936,0.64929986,0.0025570688,0.8134172,0.002677986,289770,954,1761853,776.0,288994.0,178.0,1471905.0,289770.0,1472083.0,954.0,1760899.0,289613.096682867,797.096682867,1471285.903317132,22.224276,0.005338397,0.64929986,0.6942296,0.0025570688,0.64929986,0.64929986,0.0016603045,619.0967,0.797805,12.526106,24.881653,3.8341923,3.7998252,3.849544,3.8866425,4.132604,3.9189415,27.85677655436824,538.3028887160091,30.886890422961002,too,serious,158082,9200.0
NEG~as_popular,NEGMIR,as_popular,436,90.622356,1051.31737,1.2839005,0.62701577,0.001426521,0.79128855,0.0015046416,289770,551,1761853,436.0,289334.0,115.0,1471968.0,289770.0,1472083.0,551.0,1761302.0,289679.377643878,460.377643878,1471622.622356122,16.540588,0.003003572,0.62701577,0.68225116,0.001426521,0.62701577,0.62701577,0.00089445116,345.37766,0.79215056,9.519578,18.58434,3.4666688,3.4233136,3.4860356,3.5328364,3.8431253,3.573583,20.8806130178211,538.3028887160091,23.473389188611005,as,popular,108116,5787.0
NEG~more_boring,NEGMIR,more_boring,236,49.176197,566.859177,1.2772709,0.62493485,0.00077164255,0.78929764,0.00081443903,289770,299,1761853,236.0,289534.0,63.0,1472020.0,289770.0,1472083.0,299.0,1761554.0,289720.823803121,249.823803121,1471833.176196879,12.161194,0.001627199,0.62493485,0.68115705,0.00077164255,0.62493485,0.62493485,0.00048222629,186.8238,0.7916263,7.012574,13.66835,3.166706,3.108051,3.1929073,3.2562234,3.6760106,3.311349,15.362291495737216,538.3028887160091,17.291616465790582,more,boring,285601,1989.0
NEG~particularly_special,NEGMIR,particularly_special,325,68.090119,774.575782,1.2670673,0.62070113,0.0010611207,0.78502417,0.0011215792,289770,414,1761853,325.0,289445.0,89.0,1471994.0,289770.0,1472083.0,414.0,1761439.0,289701.909881244,345.909881244,1471737.090118756,14.250796,0.002239958,0.62070113,0.6787993,0.0010611207,0.62070113,0.62070113,0.0006586388,256.90988,0.79049194,8.251674,16.028408,3.2993715,3.24989,3.3214748,3.3748882,3.7290204,3.421392,18.027756377319946,538.3028887160091,20.346989949375804,particularly,special,13041,15483.0
