colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
fully_fit,0,117,117,-0.21841,0.73933,0.53898,0.0,1.0,0.0,2.44309,1,118
yet_ripe,0,80,80,-0.21841,0.48478,0.32616,0.0,1.0,0.0,2.44309,1,81
that_disappointed,0,43,43,-0.21841,0.23023,0.11333,0.0,1.0,0.0,2.44309,1,44
out_batsmen,0,40,40,-0.21841,0.20959,0.09608,0.0,1.0,0.0,2.44309,1,41
immediately_certain,0,39,39,-0.21841,0.20271,0.09033,0.0,1.0,0.0,2.44309,1,40
yet_capable,0,38,38,-0.21841,0.19583,0.08457,0.0,1.0,0.0,2.44309,1,39
entirely_bad,0,36,36,-0.21841,0.18207,0.07307,0.0,1.0,0.0,2.44309,1,37
exactly_happy,0,33,33,-0.21841,0.16143,0.05581,0.0,1.0,0.0,2.44309,1,34
fully_clear,0,32,32,-0.21841,0.15455,0.05006,0.0,1.0,0.0,2.44309,1,33
necessarily_new,0,30,30,-0.21841,0.14079,0.03856,0.0,1.0,0.0,2.44309,1,31
as_hopeful,0,24,24,-0.21841,0.09951,0.00404,0.0,1.0,0.0,2.44309,1,25
as_sore,0,24,24,-0.21841,0.09951,0.00404,0.0,1.0,0.0,2.44309,1,25
exactly_accurate,0,24,24,-0.21841,0.09951,0.00404,0.0,1.0,0.0,2.44309,1,25
yet_mature,0,24,24,-0.21841,0.09951,0.00404,0.0,1.0,0.0,2.44309,1,25
far_off,0,23,23,-0.21841,0.09263,-0.00171,0.0,1.0,0.0,2.44309,1,24
only_expensive,0,23,23,-0.21841,0.09263,-0.00171,0.0,1.0,0.0,2.44309,1,24
overly_pleased,0,23,23,-0.21841,0.09263,-0.00171,0.0,1.0,0.0,2.44309,1,24
particularly_friendly,0,23,23,-0.21841,0.09263,-0.00171,0.0,1.0,0.0,2.44309,1,24
yet_fit,0,23,23,-0.21841,0.09263,-0.00171,0.0,1.0,0.0,2.44309,1,24
that_clever,0,21,21,-0.21841,0.07887,-0.01321,0.0,1.0,0.0,2.44309,1,22
that_noticeable,0,21,21,-0.21841,0.07887,-0.01321,0.0,1.0,0.0,2.44309,1,22
completely_fit,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
exactly_comfortable,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
particularly_pretty,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
really_certain,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
that_dissimilar,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
totally_pleased,0,20,20,-0.21841,0.07199,-0.01896,0.0,1.0,0.0,2.44309,1,21
as_grave,0,19,19,-0.21841,0.06511,-0.02472,0.0,1.0,0.0,2.44309,1,20
exactly_ready,0,19,19,-0.21841,0.06511,-0.02472,0.0,1.0,0.0,2.44309,1,20
yet_old,0,19,19,-0.21841,0.06511,-0.02472,0.0,1.0,0.0,2.44309,1,20
always_forthcoming,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
exactly_original,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
necessarily_happy,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
necessarily_permanent,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
necessarily_sure,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
only_unacceptable,0,18,18,-0.21841,0.05823,-0.03047,0.0,1.0,0.0,2.44309,1,19
entirely_reliable,0,17,17,-0.21841,0.05135,-0.03622,0.0,1.0,0.0,2.44309,1,18
exactly_free,0,17,17,-0.21841,0.05135,-0.03622,0.0,1.0,0.0,2.44309,1,18
only_desirable,0,17,17,-0.21841,0.05135,-0.03622,0.0,1.0,0.0,2.44309,1,18
even_fair,0,16,16,-0.21841,0.04447,-0.04197,0.0,1.0,0.0,2.44309,1,17
just_financial,0,16,16,-0.21841,0.04447,-0.04197,0.0,1.0,0.0,2.44309,1,17
statistically_different,0,16,16,-0.21841,0.04447,-0.04197,0.0,1.0,0.0,2.44309,1,17
that_bleak,0,16,16,-0.21841,0.04447,-0.04197,0.0,1.0,0.0,2.44309,1,17
actually_sure,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
all_smooth,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
even_comparable,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
exactly_famous,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
overly_surprised,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
really_welcome,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
that_cute,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
that_valuable,0,15,15,-0.21841,0.03759,-0.04772,0.0,1.0,0.0,2.44309,1,16
altogether_true,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
as_overt,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
exactly_warm,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
necessarily_appropriate,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
only_cruel,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
overtly_religious,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
really_consistent,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
sufficiently_vigilant,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
terribly_unusual,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
that_consistent,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
that_shocking,0,14,14,-0.21841,0.03071,-0.05348,0.0,1.0,0.0,2.44309,1,15
as_strident,0,13,13,-0.21841,0.02383,-0.05923,0.0,1.0,0.0,2.44309,1,14
entirely_joking,0,13,13,-0.21841,0.02383,-0.05923,0.0,1.0,0.0,2.44309,1,14
especially_religious,0,13,13,-0.21841,0.02383,-0.05923,0.0,1.0,0.0,2.44309,1,14
exactly_encouraging,0,13,13,-0.21841,0.02383,-0.05923,0.0,1.0,0.0,2.44309,1,14
necessarily_cheap,0,13,13,-0.21841,0.02383,-0.05923,0.0,1.0,0.0,2.44309,1,14
