colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
immediately_clear,80,15771,15851,2.4322,221.74384,185.43793,0.00505,0.99495,0.00823,2.57368,81,15772
immediately_available,930,12095,13025,29.61886,170.05026,152.36362,0.0714,0.9286,0.1164,2.40204,931,12096
as_good,2495,4159,6654,79.67431,58.45067,77.80012,0.37496,0.62504,0.61127,1.61681,2496,4160
very_good,2326,2770,5096,74.26896,38.91792,59.56595,0.45644,0.54356,0.74409,1.40606,2327,2771
so_sure,458,3954,4412,14.52227,55.56786,51.5607,0.10381,0.89619,0.16923,2.31822,459,3955
too_late,2379,1711,4090,75.96413,24.02579,47.79215,0.58166,0.41834,0.94824,1.08213,2380,1712
as_bad,609,3028,3637,19.3519,42.54603,42.49043,0.16745,0.83255,0.27297,2.1536,610,3029
too_early,2823,597,3420,90.16516,8.36022,39.95075,0.82544,0.17456,1.34565,0.45154,2824,598
so_bad,827,1946,2773,26.32448,27.33046,32.37854,0.29823,0.70177,0.48619,1.81529,828,1947
very_important,2417,151,2568,77.17953,2.08837,29.9793,0.9412,0.0588,1.53436,0.1521,2418,152
as_strong,595,1876,2471,18.90412,26.34609,28.84406,0.24079,0.75921,0.39255,1.96387,596,1877
so_good,1124,1235,2359,35.82382,17.33206,27.53325,0.47647,0.52353,0.77676,1.35423,1125,1236
too_much,1826,470,2296,58.2768,6.57429,26.79593,0.7953,0.2047,1.29651,0.52952,1827,471
yet_clear,79,2193,2272,2.40022,30.80389,26.51504,0.03477,0.96523,0.05668,2.4968,80,2194
very_difficult,2167,103,2270,69.18345,1.41337,26.49164,0.95463,0.04537,1.55625,0.11737,2168,104
quite_sure,213,1994,2207,6.68611,28.00546,25.75431,0.09651,0.90349,0.15733,2.33709,214,1995
so_much,279,1851,2130,8.79708,25.99453,24.85314,0.13099,0.86901,0.21354,2.24791,280,1852
as_high,1050,919,1969,33.45698,12.88833,22.96886,0.53327,0.46673,0.86934,1.20732,1051,920
very_happy,1358,595,1953,43.30815,8.33209,22.7816,0.69534,0.30466,1.13356,0.78807,1359,596
too_high,1740,204,1944,55.52615,2.83368,22.67627,0.89506,0.10494,1.45915,0.27145,1741,205
as_important,877,1046,1923,27.92369,14.67426,22.43049,0.45606,0.54394,0.74348,1.40704,878,1047
so_easy,470,1359,1829,14.90608,19.07581,21.33036,0.25697,0.74303,0.41892,1.92202,471,1360
as_easy,317,1478,1795,10.01248,20.74924,20.93244,0.1766,0.8234,0.2879,2.12992,318,1479
that_bad,192,1542,1734,6.01444,21.64923,20.21852,0.11073,0.88927,0.18051,2.30032,193,1543
too_bad,770,924,1694,24.50137,12.95864,19.75038,0.45455,0.54545,0.74101,1.41095,771,925
as_much,898,688,1586,28.59537,9.6399,18.48639,0.5662,0.4338,0.92304,1.12212,899,689
very_hard,1267,75,1342,40.39758,1.01962,15.63072,0.94411,0.05589,1.53912,0.14456,1268,76
much_different,265,1061,1326,8.3493,14.8852,15.44346,0.19985,0.80015,0.3258,2.06978,266,1062
as_big,501,823,1324,15.89759,11.53833,15.42005,0.3784,0.6216,0.61687,1.60792,502,824
that_good,222,1096,1318,6.97397,15.37738,15.34983,0.16844,0.83156,0.27459,2.15104,223,1097
too_small,1075,237,1312,34.25659,3.29774,15.27961,0.81936,0.18064,1.33574,0.46727,1076,238
too_busy,1189,115,1304,37.9028,1.58212,15.18598,0.91181,0.08819,1.48645,0.22813,1190,116
so_lucky,229,1071,1300,7.19786,15.02582,15.13917,0.17615,0.82385,0.28717,2.13108,230,1072
that_simple,385,889,1274,12.18742,12.46645,14.83487,0.3022,0.6978,0.49265,1.80503,386,890
yet_ready,38,1200,1238,1.08886,16.83988,14.41354,0.03069,0.96931,0.05004,2.50734,39,1201
as_simple,524,708,1232,16.63323,9.92115,14.34332,0.42532,0.57468,0.69337,1.48654,525,709
always_easy,97,1134,1231,2.97593,15.91175,14.33162,0.0788,0.9212,0.12846,2.38291,98,1135
pretty_good,1204,18,1222,38.38256,0.21806,14.22629,0.98527,0.01473,1.60621,0.0381,1205,19
so_great,771,449,1220,24.53336,6.27898,14.20288,0.63197,0.36803,1.03025,0.95201,772,450
as_likely,940,202,1142,29.93871,2.80555,13.29,0.82312,0.17688,1.34186,0.45755,941,203
very_different,887,250,1137,28.24354,3.48055,13.23148,0.78012,0.21988,1.27177,0.56876,888,251
even_sure,43,1090,1133,1.24878,15.29301,13.18467,0.03795,0.96205,0.06187,2.48857,44,1091
that_easy,114,997,1111,3.51967,13.9852,12.92719,0.10261,0.89739,0.16728,2.32131,115,998
no_different,1098,0,1098,34.99223,-0.03506,12.77504,1.0,0.0,1.63022,0.0,1099,1
very_pleased,1016,67,1083,32.36951,0.90712,12.59949,0.93813,0.06187,1.52937,0.16003,1017,68
yet_available,60,1018,1078,1.79251,14.28051,12.54097,0.05566,0.94434,0.09074,2.44277,61,1019
so_important,752,322,1074,23.92566,4.49305,12.49416,0.70019,0.29981,1.14146,0.77554,753,323
very_strong,899,160,1059,28.62735,2.21493,12.3186,0.84891,0.15109,1.38392,0.39082,900,161
all_bad,102,939,1041,3.13586,13.16958,12.10794,0.09798,0.90202,0.15973,2.33328,103,940
too_old,737,288,1025,23.44589,4.01492,11.92068,0.71902,0.28098,1.17217,0.72681,738,289
still_alive,981,34,1015,31.25006,0.44306,11.80365,0.9665,0.0335,1.57561,0.08665,982,35
too_good,646,340,986,20.53532,4.74617,11.46424,0.65517,0.34483,1.06808,0.89198,647,341
too_expensive,891,83,974,28.37148,1.13212,11.3238,0.91478,0.08522,1.4913,0.22043,892,84
too_big,728,245,973,23.15803,3.41024,11.3121,0.7482,0.2518,1.21974,0.65134,729,246
quite_ready,59,904,963,1.76053,12.67739,11.19506,0.06127,0.93873,0.09988,2.42826,60,905
so_strong,786,169,955,25.01312,2.34149,11.10143,0.82304,0.17696,1.34173,0.45776,787,170
as_close,610,331,941,19.38388,4.61961,10.93758,0.64825,0.35175,1.05679,0.90989,611,332
so_different,429,501,930,13.59472,7.01022,10.80884,0.46129,0.53871,0.75201,1.3935,430,502
even_close,81,831,912,2.46419,11.65083,10.59818,0.08882,0.91118,0.14479,2.357,82,832
very_close,806,83,889,25.65281,1.13212,10.32899,0.90664,0.09336,1.47802,0.24151,807,84
as_effective,244,636,880,7.67763,8.90865,10.22366,0.27727,0.72273,0.45202,1.86951,245,637
so_high,693,187,880,22.03858,2.59461,10.22366,0.7875,0.2125,1.2838,0.54968,694,188
really_sure,39,830,869,1.12084,11.63677,10.09492,0.04488,0.95512,0.07316,2.47065,40,831
very_concerned,799,67,866,25.42892,0.90712,10.05981,0.92263,0.07737,1.5041,0.20013,800,68
all_right,841,21,862,26.77226,0.26025,10.013,0.97564,0.02436,1.59051,0.06302,842,22
well_aware,840,5,845,26.74028,0.03525,9.81404,0.99408,0.00592,1.62058,0.01531,841,6
too_low,817,27,844,26.00464,0.34462,9.80233,0.96801,0.03199,1.57807,0.08275,818,28
as_great,214,627,841,6.7181,8.78209,9.76722,0.25446,0.74554,0.41482,1.92852,215,628
that_different,61,772,833,1.8245,10.82115,9.67359,0.07323,0.92677,0.11938,2.39731,62,773
so_happy,526,293,819,16.6972,4.08523,9.50974,0.64225,0.35775,1.04701,0.92541,527,294
too_happy,182,632,814,5.6946,8.8524,9.45123,0.22359,0.77641,0.3645,2.00838,183,633
too_young,687,120,807,21.84668,1.65243,9.3693,0.8513,0.1487,1.38781,0.38465,688,121
very_proud,738,30,768,23.47788,0.38681,8.91286,0.96094,0.03906,1.56654,0.10104,739,31
very_high,515,235,750,16.34538,3.26961,8.7022,0.68667,0.31333,1.11942,0.81051,516,236
so_hard,495,253,748,15.70569,3.52274,8.67879,0.66176,0.33824,1.07882,0.87493,496,254
that_great,72,674,746,2.17633,9.44303,8.65538,0.09651,0.90349,0.15734,2.33708,73,675
almost_impossible,738,1,739,23.47788,-0.021,8.57346,0.99865,0.00135,1.62802,0.0035,739,2
too_long,454,272,726,14.39433,3.78992,8.42131,0.62534,0.37466,1.01945,0.96914,455,273
very_clear,544,179,723,17.27292,2.48211,8.3862,0.75242,0.24758,1.22661,0.64042,545,180
too_worried,52,659,711,1.53664,9.23209,8.24576,0.07314,0.92686,0.11923,2.39756,53,660
