colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
zealously_deconstructed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_straight-ahead,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_steamed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sticker-shocked,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stigmatized,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stigmatizing,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stinkerific,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stong,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_story-driven,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_straight-and-narrow,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_starstruck,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_straitlaced,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_strapped,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stratospheric,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stress-producing,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stretched,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_strog,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_strong-armed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_statistics-obsessed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_starry-eyed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_southern-fried,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spindley,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spanish,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sparkly,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_speed-favoring,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spendthrift,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spiked,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spiky,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spin-friendly,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spine-tingling,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_star,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_splotchy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spongy-soft,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sporstmanlike,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_spotless,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_springy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_squalid,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stalwart,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_strong-flavored,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stuck-up,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_stupefying,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_techno,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tardy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_target-rich,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_targeted,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tarnished,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tax-efficient,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_taxed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_technicolor,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tenderhearted,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sugary,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tentative,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_think,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_thirsty,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_throwaway,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tight-checking,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tight-fisted,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tight-knit,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tan,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_tactified,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_taciturn,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_syrupy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_suicidal,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_supercalifragilisticexpialidocious,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_superstar-driven,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_superstar-loaded,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_supply-demand,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sure-fire,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_suspicious-looking,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sustaining,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_svelte,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_swaggering,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sweeps-enriched,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sweet-looking,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_swell,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_swishy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_swoopy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sovereign,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_soupy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_time-crunched,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-deceptive,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_security-conscious,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seditious,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seedy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seismic,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-actualized,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-aggrandizing,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-congratulatory,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-driven,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seasonal,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-extinguishing,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-important,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-possessed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_self-sustaining,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_semifamous,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seminal,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_separatist-minded,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_seaworthy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sculpted,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_soulless,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_salient,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_rules-based,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_ruminative,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_run-down,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_run-of-the-mill,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_runny,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_saccharine-sweet,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_safety-conscious,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_salina,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_scrumptious,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sarcastic,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_saturated,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_scalable,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_scatterbrained,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_schizophrenic,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_scholarly,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_screwy,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_septic,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sever,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_shameless,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_snobby,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_smart-mouthed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_smarty,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_smiley,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_smiley-face,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_smooth-running,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_snide,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sniveling,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_snooty,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_shareholder-friendly,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_snug,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_soccer-mad,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sociable,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sold-out,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_soluble,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_solvent,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_soulful,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_slipshod,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_slippery-smooth,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_slimming,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sleep-deprived,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sharp-eyed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_shatter-proof,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_shining,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_short-handed,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_show-stopping,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_sickening,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
as_side-splitting,1,0,1,-0.02014,-0.12741,-0.06115,1.0,0.0,2.48137,0.0,2,1
