colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,positive_plus1,negative_plus1,positive_ratio,negative_ratio,positive_skew,negative_skew
particularly_right-of-center,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_venturesome,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_unworldly,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_tactful,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_tall,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
particularly_terrible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
now_leveraged,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_tolerant,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_tremendous,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_tuneful,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_solid,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_spacious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_spoiled,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
officially_celebrated,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_doctrinaire,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_downcast,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_choosy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_brazilian,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_dynamic,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
particularly_adventurous,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
officially_married,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
officially_celtics,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
offensively_capable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_spooky,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
painfully_visible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
partially_state-owned,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_abstract,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_amenable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_believable,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
occasionally_invisible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_aristocratic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_astonished,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
obviously_identifiable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_distinguished,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
particularly_disadvantaged,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_devout,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_springlike,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_squeamish,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_startled,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_introspective,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_intellectual,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_inspirational,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
obviously_rich,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_civilized,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
particularly_coherent,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_comforting,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
particularly_commanding,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_commercial,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_competent,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_controversy-prone,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_cutting-edge,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_chic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
particularly_deft,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
overly_surprised,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
overly_strident,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
personally_motivated,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
hopelessly_wooden,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remarkably_dissimilar,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
historically_relevant,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_happy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hopelessly_complex,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
however_benign,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hotly_pursued,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
horribly_effective,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
horrendously_expensive,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
relatively_unchallenging,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_funny,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hopelessly_long,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hopelessly_abstruse,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
reliably_lucrative,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
honestly_touching,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
honestly_raw,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
homogeneously_european,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
home_run-friendly,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
home_much,0,4,4,-0.1369,0.2943,1,5,0.0,1.0,0.0,8.6144
remotely_germanic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_extreme,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
historically_theirs,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remarkably_sexy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
similarly_disgraced,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
generally_privy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
sadly_dramatic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
handicap_accessible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hardcore_poor,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_commensurate,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remarkably_dumb,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_transmissible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_plausible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_enough,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_able,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_acceptable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_big,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_consistent,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
historically_indigenous,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_croatian,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_curious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_desirable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
relentlessly_vacuous,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_guilty,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fully_theirs,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_worried,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_objective,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
remotely_offensive,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_organic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_perfect,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_intimate,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_practical,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_printable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_proud,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_quiet,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_inventive,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_salacious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_shy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_stagey,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_sure,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_surprised,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_unusual,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fully_working,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fully_truthful,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_proportionate,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
highly_flavorful,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
remotely_hyperbolic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
right_upfront,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
harley-davidson_tough,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
rigidly_partisan,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
rhetorically_rich,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_authentic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
richly_meaty,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
ridiculously_macho,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
here_sweating,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
here_much,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
rinsing_atlanta-plus,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
highly_convincing,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
resolutely_male,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
heavily_european,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
rock-star_rich,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
rollickingly_funny,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
romantically_empty,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
romantically_inclined,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
haute_hispanic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
roundly_denigrated,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
similarly_americanized,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
generally_subtle,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
significantly_profitable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
gratuitously_nostalgic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
geographically_widespread,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
seven-foot_tall,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genuinely_serious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
severely_sore,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genuinely_mysterious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genuinely_low,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genuinely_impartial,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
graphically_chilling,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
great_fantastic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
seriously_over-represented,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
grossly_overworked,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
half_untucked,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
satisfactorily_motivated,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
habitually_whip-happy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
grotesquely_disfigured,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
scientifically_certain,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
scientifically_justifiable,0,2,2,-0.1369,0.1217,1,3,0.0,1.0,0.0,8.6144
scientifically_justified,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
seriously_significant,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
glaringly_contradictory,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
significantly_premature,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
so_enterprising,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_sincere,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_spacious,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_soft,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_socko-boffo,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_smitten,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_slaves,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_skyborne,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
exactly_sizzling,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
so_encumbered,0,3,3,-0.1369,0.208,1,4,0.0,1.0,0.0,8.6144
seriously_culpable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
hugely_cheap,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fully_walkable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
granite_inside,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
self-evidently_trustworthy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
gonna_pretend,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
sensually_artful,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
gloriously_hot,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
seriously_competing,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
scientifically_obsolete,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
secretly_rearming,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
scientifically_qualified,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
sexually_perverted,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fundamentally_equipped,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
simply_informational,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
fully_yours,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
simply_materialistic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
similarly_vigilant,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
generally_distinctive,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genuinely_easy,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
shiveringly_low,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
sexually_titillating,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
scientifically_sensible,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genetically_valuable,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genetically_shafted,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genetically_realistic,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
genetically_one-sided,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
shimmeringly_clear,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
shrewdly_camera-ready,0,1,1,-0.1369,0.0353,1,2,0.0,1.0,0.0,8.6144
