colloc,almost-none_subj,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_subj-NP,neither_subj-det,never_VP-adv,no-one_subj-NP,no_subj-det,nobody_subj-NP,not_VP-adv,without-being_PP
pretty_narrow-minded,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
strictly_legal,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
particularly_admired,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
mostly_attributable,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
really_curious,-0.3054,3.7035,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,-0.3054,0.2673,-0.3054
obsessively_intent,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
generally_superb,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
much_narrow,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
only_interesting,-0.3563,1.1707,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,3.4611,-0.3563
clearly_flattered,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
mostly_mythical,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
fairly_messy,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
endearingly_quixotic,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
enduringly_distinctive,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
as_plangent,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
fairly_costly,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
funereally_quiet,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
always_unknown,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922
overly_noisy,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
strictly_committed,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
again_willing,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
startlingly_handsome,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
painfully_clear,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
totally_silly,-0.3693,3.3235,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,1.4771,-0.3693
inherently_fascinating,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
very_feisty,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
civic_conscious,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
as_christian,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
so_unknown,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
politically_unsalable,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
just_chart-toppers,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
so_kid-friendly,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
largely_justified,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
probably_honest,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
still_apprehensive,-0.2946,3.7229,-0.2946,-0.2946,0.1071,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946
too_acrobatic,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
seriously_abused,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
dimly_observed,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
intensely_friendly,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
incredibly_important,-0.3211,3.6924,0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.3211,-0.1605,-0.3211
pretty_unbearable,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
hopelessly_misguided,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
especially_distressing,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
necessarily_excited,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
entirely_theirs,-0.3455,0.9503,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,3.5419,-0.3455
very_humorous,-0.3563,3.4611,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,1.1707,-0.3563
unseasonably_cool,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
just_cost-effective,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
again_phenomenal,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
rather_shocking,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
bien_smart,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
funeral_black,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
entirely_upbeat,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
always_unfair,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
much_relative,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922
horrifically_pale,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
as_vague,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
absolutely_incorrect,-0.2946,3.7229,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,-0.2946,0.1071,-0.2946
highly_communicable,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
very_unrealistic,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
merely_financial,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
also_pleased,-0.2773,3.7393,-0.2773,-0.2773,-0.1339,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773,-0.2773
next_rinky-dink,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
just_tilted,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
completely_appalling,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
really_splendid,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
doggedly_resistant,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922
seriously_under-investing,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
yet_developed,-0.3563,1.1707,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,-0.3563,3.4611,-0.3563
gradually_upward,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
also_pressurized,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
too_unsafe,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
as_invincible,-0.3455,0.9503,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,3.5419,-0.3455
equally_wild-eyed,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
sweetly_innocent,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
extra_sweet,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
upstairs_fast,-0.2673,-0.2673,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
plainly_unpersuasive,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
very_lovie,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
now_19-2,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
mostly_underdogs,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
all_well-intentioned,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
instantly_destructive,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
maddeningly_redundant,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
half_dazzling,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
so_winning,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
as_damaged,-0.3693,1.4771,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,3.3235,-0.3693
outrageously_appalling,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
particularly_mad,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
especially_awkward,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
virtually_customized,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
so_unnecessary,-0.301,3.7124,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,0.2007,-0.301
as_well-told,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
steamy_hot,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
so_autocratic,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
relatively_difficult,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
offensively_patient,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
tenderly_strapped,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
currently_unknown,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
that_nude,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
wearable_year-round,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
exactly_original,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
obviously_strong,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
terribly_sore,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
medically_acceptable,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
all_squooshy,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922
clearly_pleasing,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
certainly_thorny,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
yet_broad,-0.3297,0.6594,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,-0.3297,3.6266,-0.3297
very_cheery,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922
particularly_personal,-0.3693,3.3235,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,-0.3693,1.4771,-0.3693
potentially_poisonous,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
real_possible,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
definitely_encouraging,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
only_skeptical,-0.3455,0.9503,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,-0.3455,3.5419,-0.3455
remotely_necessary,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
now_weekly,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
now_married,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
just_near,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
technically_indentured,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
now_11-8,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
singularly_unlikable,-0.2673,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
inconveniently_complex,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
that_low,-0.4113,2.3307,-0.4113,-0.4113,-0.4113,-0.4113,-0.4113,-0.4113,-0.4113,-0.1371,-0.4113,-0.4113,-0.4113,2.742,-0.4113
morally_indefensible,-0.2975,3.7185,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,-0.2975,0.1487,-0.2975
wholly_ethical,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
just_dusty,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
about_caring,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
only_modest,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
sharply_attuned,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
plumb_full,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
obviously_ashamed,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
searingly_funny,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
very_well-executed,-0.3922,2.5495,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,-0.3922,2.5495,-0.3922
very_constraining,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
so_charity-minded,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,3.7417,-0.2673
socially_redeeming,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
downright_seemly,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
very_terrifying,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
actually_civilized,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
inexplicably_full,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
dangerously_irresponsible,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
legally_unrelated,-0.2673,3.7417,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673,-0.2673
too_intent,-0.2903,3.7286,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,0.0447,-0.2903
