colloc,almost-none_subj,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_subj-NP,neither_subj-det,never_VP-adv,no-one_subj-NP,no_subj-det,nobody_subj-NP,not_VP-adv,without-being_PP
so_aware,1,19,3,1,1,1,1,1,1,4,1,1,1,10,1
so_awe-some,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_contentious,1,7,1,1,1,1,1,1,1,1,1,1,1,3,1
so_disagreeable,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1
so_disillusioning,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_divisive,1,13,1,2,1,1,1,1,1,1,1,1,1,3,1
so_flirtatious,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
so_freighted,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1
so_groggy,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_gun-shy,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
so_habit-forming,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_knowable,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
so_lengthy,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1
so_lifelike,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1
so_moody,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
so_pivotal,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1
so_rude,1,14,1,1,2,1,1,1,1,3,3,1,1,5,1
so_talkative,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1
so_toffee-nosed,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_uncompromising,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
so_unsupportable,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
so_winning,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
so_wobbly,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1
solely_disappointing,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
somehow_substandard,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
somehow_unpatriotic,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
someplace_fresh,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
sometimes_blunt,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
sometimes_funny,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_bothersome,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_cool,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_couch-bound,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_grabby,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_hard-edged,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_suspect,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1
soon_obvious,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
still_bushy,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
still_chaotic,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
still_complex,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
still_match-play,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
still_on-staff,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
still_profitable,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1
still_second,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
still_skating,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
still_wild,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1
strictly_objective,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
structurally_inferior,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
studiously_informal,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
stylistically_idiomatic,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
suddenly_abuzz,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
suddenly_ready,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
sufficiently_interesting,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1
super_familiar,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
surprisingly_modest,1,7,1,1,1,1,1,1,1,1,1,1,1,2,1
surreally_believable,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
terminally_horny,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
terminally_ill,1,102,1,1,1,1,1,1,2,1,1,1,1,57,1
terribly_hard,1,9,1,1,1,1,1,1,1,1,1,1,1,10,1
terribly_radioactive,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
terribly_vital,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
that_apparent,1,1,1,1,1,1,1,1,1,2,1,1,1,10,1
that_clear-cuup,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
that_deficient,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
that_flattering,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
that_gripping,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
that_nostalgic,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
that_polished,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
then_ashamed,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
therapeutically_useful,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
therefore_lackluster,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
this_pronounced,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
thoroughly_complacent,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
thoroughly_satisfied,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
thus_possible,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
together_worth,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
too_career-focused,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
too_deft,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
too_gunlike,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
too_outrageous,1,3,1,1,1,1,1,1,1,1,1,3,1,2,1
too_peaceful,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
too_skimpy,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1
too_soft,1,125,1,1,1,1,1,1,1,1,1,1,1,16,2
too_talented,1,34,1,1,2,1,1,1,1,1,1,1,1,1,1
too_untidy,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
totally_confident,1,9,1,1,1,1,1,1,1,2,1,1,1,14,1
totally_exasperating,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
tremendously_self-confident,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_disagreeable,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
truly_harmful,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_incidental,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
truly_significant,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2
ultimately_accountable,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1
unassailably_understandable,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
uncompromisingly_drab,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
undoubtedly_ready,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unduly_heady,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
unenthusiastically_polite,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unequivocally_useless,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unevenly_plotted,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unmistakably_rolls-royce,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unnecessarily_violent,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
unofficially_acceptable,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
unrealistically_optimistic,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1
unusually_jaunty,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
urgently_necessary,1,13,1,1,1,1,1,1,1,1,1,1,1,2,1
usually_erratic,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
usually_ready,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1
usually_remarkable,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
usually_slow,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1
utterly_devastating,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
utterly_unbelievable,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
vehemently_critical,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
very_blah,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_crafty,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_drinkable,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
very_enlightening,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1
very_entertaining,1,21,1,1,1,1,1,1,1,1,1,1,1,14,1
very_fastidious,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_fixable,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
very_heartwrenching,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_humiliated,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_inappropriate,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
very_potent,1,12,1,1,1,1,1,1,1,1,1,1,1,3,1
very_precautious,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
very_solicitous,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1
very_theological,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
very_thought-provoking,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
very_woodwise,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
virtually_nonstop,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
way_wrong,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
well_developed,1,6,1,1,1,1,1,1,1,1,1,1,1,8,1
wholly_unattractive,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
wisely_re,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
yet_convincing,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
yet_up-to-date,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
