key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,f1,f2,N
even~sweeter,267,even,sweeter,2738,104.657308,13643.98873,13643.98873,1.6012014,0.0048546703,50.325798,0.33846405,0.0023828184,0.3518828,0.0024441956,0.33843243,0.0023507685,1120205,7781,83284343
more~subtle,268,more,subtle,25308,6329.508841,40532.56615,40532.56615,0.8090026,0.005397571,119.29789,0.33580387,0.0022926943,0.44749358,0.0027151601,0.33557582,0.002036101,9320997,56555,83284343
more~complicated,269,more,complicated,79943,20089.573433,127521.29679,127521.29679,0.8074061,0.016829219,211.68924,0.3341599,0.0072305854,0.44535747,0.008576658,0.3334397,0.0064213546,9320997,179503,83284343
more~affluent,270,more,affluent,7679,1930.357501,12206.0957,12206.0957,0.8042996,0.0016446345,65.60138,0.3333623,0.000694464,0.44521105,0.0008238389,0.3332933,0.0006167412,9320997,17248,83284343
fully~functional,271,fully,functional,15686,127.888218,126750.63273,126750.63273,2.2960272,0.114178404,124.22265,0.33331567,0.0684067,0.33586708,0.06878015,0.33312875,0.06821938,228060,46703,83284343
almost~unbearable,272,almost,unbearable,2739,40.947703,18671.3943,18671.3943,2.0053258,0.012760961,51.553047,0.33324867,0.0064384816,0.33827344,0.0065031424,0.33321628,0.006405921,421181,8097,83284343
not~surprising,273,not,surprising,57809,7949.589135,150285.41721,150285.41721,1.0547308,0.025323065,207.37166,0.33314213,0.011923361,0.385563,0.013091443,0.3325424,0.011291177,4415785,149934,83284343
more~productive,274,more,productive,51153,12925.829619,80900.11055,80900.11055,0.80195034,0.01084153,169.01941,0.331448,0.004618028,0.4429061,0.0054879324,0.33098838,0.004101189,9320997,115494,83284343
more~meaningful,275,more,meaningful,22467,5682.736114,35442.32401,35442.32401,0.80005854,0.00479461,111.97724,0.33075672,0.0020276208,0.44247282,0.0024103646,0.33055505,0.0018006942,9320997,50776,83284343
more~intensive,276,more,intensive,5770,1464.891543,9050.671,9050.671,0.7965121,0.0012363289,56.67561,0.32896212,0.0005200781,0.44082817,0.0006190325,0.3289104,0.0004618721,9320997,13089,83284343
much~longer,277,much,longer,11141,754.168232,43253.81293,43253.81293,1.3500025,0.011039749,98.40587,0.32866603,0.0053558727,0.352396,0.005607713,0.32854125,0.0052281097,1986728,31615,83284343
now~live,278,now,live,5426,85.538177,36417.72464,36417.72464,1.9816968,0.023886668,72.50015,0.32844523,0.012255933,0.33364078,0.012386742,0.3283811,0.012191472,438049,16263,83284343
not~afraid,279,not,afraid,51647,7194.25781,132719.20175,132719.20175,1.0450978,0.02269463,195.60323,0.32814458,0.010630412,0.38063055,0.011695995,0.32761,0.010066781,4415785,135688,83284343
much~warmer,280,much,warmer,3369,228.93413,13037.96493,13037.96493,1.3458251,0.003375202,54.098877,0.32723016,0.0016191456,0.3510472,0.001695753,0.32719246,0.0015805213,1986728,9597,83284343
more~affordable,281,more,affordable,55248,14109.807587,86158.09141,86158.09141,0.7938508,0.011696325,175.0197,0.32679924,0.004969694,0.4382223,0.005927263,0.32630455,0.004413497,9320997,126073,83284343
not~ashamed,282,not,ashamed,6882,961.157255,17589.80848,17589.80848,1.0392402,0.0031042558,71.37173,0.32668424,0.0014159081,0.37963372,0.0015584998,0.32661313,0.0013408358,4415785,18128,83284343
more~casual,283,more,casual,12427,3172.420787,19354.65174,19354.65174,0.7924944,0.0026583686,83.01824,0.3265974,0.0011179982,0.438404,0.0013332264,0.32648626,0.0009928744,9320997,28346,83284343
more~detailed,284,more,detailed,56034,14318.534207,87321.3719,87321.3719,0.7934499,0.011860385,176.22653,0.32656166,0.0050394316,0.43797776,0.0060115885,0.32606,0.0044754297,9320997,127938,83284343
very~personable,285,very,personable,2617,699.784193,3887.99827,3887.99827,0.7737314,0.0005276576,37.47737,0.3261356,0.0002195262,0.44514373,0.0002639853,0.32611257,0.0001933958,9913432,5879,83284343
much~more,286,much,more,355655,24525.86579,1424388.1064,1424388.1064,1.417348,0.23593459,555.2428,0.32609397,0.17074364,0.34592316,0.17901544,0.3220684,0.16667059,1986728,1028133,83284343
most~precious,287,most,precious,17119,3732.861925,30902.70415,30902.70415,0.8550709,0.004499147,102.30953,0.32605582,0.0019453868,0.41677418,0.0022617816,0.325895,0.0017685917,7568812,41075,83284343
more~empathetic,288,more,empathetic,2241,574.585773,3468.41124,3468.41124,0.78875685,0.0004805851,35.20157,0.324604,0.000201311,0.43650174,0.0002404249,0.324584,0.0001787807,9320997,5134,83284343
fully~compliant,289,fully,compliant,3406,28.533397,27112.80329,27112.80329,2.2541323,0.02856424,57.872032,0.32417363,0.014850218,0.3268714,0.014934666,0.32413307,0.014809553,228060,10420,83284343
no~longer,290,no,longer,10316,91.485881,81231.61883,81231.61883,2.2413304,0.07568071,100.66698,0.32352987,0.04254779,0.3263008,0.042804267,0.32340705,0.042424664,241004,31615,83284343
very~similar,291,very,similar,96952,26154.478838,142829.98695,142829.98695,0.77028453,0.01913559,227.3734,0.3230576,0.008106502,0.44123644,0.009779862,0.32220528,0.007141575,9913432,219728,83284343
much~cooler,292,much,cooler,4870,335.159376,18706.57515,18706.57515,1.3376633,0.0048681065,64.982666,0.3228189,0.0023383482,0.34661922,0.0024512666,0.32276446,0.0022825673,1986728,14050,83284343
more~prone,293,more,prone,18936,4888.567698,29058.20297,29058.20297,0.78411305,0.0040441332,102.08286,0.32176748,0.0016969983,0.43351647,0.0020315424,0.32159874,0.001507074,9320997,43680,83284343
much~thinner,294,much,thinner,2335,161.186612,8950.09047,8950.09047,1.3351384,0.002342631,44.98615,0.3217389,0.0011209066,0.34556755,0.0011752993,0.3217128,0.0010941676,1986728,6757,83284343
not~absolute,295,not,absolute,2385,337.529076,6023.88247,6023.88247,1.0296414,0.0010786606,41.925045,0.32165056,0.0004896314,0.37464657,0.0005401078,0.32162598,0.0004636709,4415785,6366,83284343
more~prosperous,296,more,prosperous,8475,2188.439853,12995.28316,12995.28316,0.78352934,0.0018146681,68.28782,0.3215729,0.0007594471,0.43341514,0.0009092375,0.3214974,0.0006744515,9320997,19554,83284343
sexually~suggestive,297,sexually,suggestive,2384,4.948235,25662.72891,25662.72891,2.870332,0.075612925,48.72488,0.32130498,0.042776536,0.32194462,0.042836864,0.3212764,0.042747952,55653,7405,83284343
much~sweeter,298,much,sweeter,2685,185.613886,10283.1387,10283.1387,1.3342525,0.002692392,48.234882,0.3212466,0.0012887851,0.34507132,0.0013514683,0.32121655,0.0012580414,1986728,7781,83284343
more~financial,299,more,financial,5428,1402.889105,8311.94373,8311.94373,0.7827284,0.001163118,54.63336,0.3211581,0.000486253,0.43302754,0.0005823411,0.32110977,0.0004318327,9320997,12535,83284343
most~outspoken,300,most,outspoken,6025,1330.107538,10712.19172,10712.19172,0.84536797,0.001588987,60.48492,0.3208334,0.0006823015,0.4116562,0.0007960298,0.32077703,0.0006202945,7568812,14636,83284343
environmentally~friendly,301,environmentally,friendly,41955,130.327176,441951.97986,441951.97986,2.9804053,0.39262018,204.19293,0.32070166,0.5038262,0.32119644,0.5048919,0.32019868,0.5033235,83097,130621,83284343
more~secure,302,more,secure,39602,10254.464637,60579.42659,60579.42659,0.7826207,0.008414659,147.47319,0.3206533,0.0035453252,0.43221828,0.004248687,0.32030052,0.0031485404,9320997,91625,83284343
relatively~inexpensive,303,relatively,inexpensive,9139,204.856536,54941.49225,54941.49225,1.8252448,0.028560134,93.45522,0.3206377,0.014703717,0.32788002,0.014930323,0.32053038,0.01459565,612110,27873,83284343
very~real,304,very,real,67328,18288.542657,98108.14932,98108.14932,0.7638483,0.013375878,188.99391,0.3197637,0.0056151464,0.43820494,0.0067915935,0.31917378,0.0049467687,9913432,153645,83284343
more~realistic,305,more,realistic,34184,8879.219219,52058.28477,52058.28477,0.78002244,0.007272933,136.86461,0.3192572,0.0030569409,0.43087083,0.0036674188,0.3189531,0.0027148149,9320997,79337,83284343
much~higher,306,much,higher,91284,6429.28716,349344.70455,349344.70455,1.3408189,0.08091671,280.85272,0.31586093,0.04375454,0.33869353,0.045946904,0.31483877,0.042710785,1986728,269518,83284343
seemingly~innocuous,307,seemingly,innocuous,3031,18.613502,25975.82624,25975.82624,2.3849015,0.035272896,54.716427,0.3154363,0.018595818,0.31734896,0.018674256,0.31540012,0.018559577,162309,9551,83284343
more~disciplined,308,more,disciplined,2913,763.279114,4377.75977,4377.75977,0.772183,0.0006245834,39.83014,0.31523415,0.0002596968,0.4271261,0.0003125202,0.31520835,0.0002306321,9320997,6820,83284343
even~harder,309,even,harder,32500,1332.514434,157379.64655,157379.64655,1.5664337,0.053310413,172.88611,0.31497848,0.028202351,0.3280542,0.029012546,0.3146038,0.02782302,1120205,99069,83284343
more~constructive,310,more,constructive,4306,1131.264705,6448.27208,6448.27208,0.77023005,0.0009229346,48.380516,0.31411958,0.0003835235,0.4259992,0.0004619677,0.31408146,0.0003406004,9320997,10108,83284343
very~special,311,very,special,84780,23363.317155,121129.36636,121129.36636,0.7533925,0.016771993,210.93063,0.3136442,0.007032371,0.43193617,0.008552033,0.312905,0.0061953,9913432,196279,83284343
fully~customizable,312,fully,customizable,5367,46.510532,42333.47197,42333.47197,2.236226,0.0438042,72.62494,0.31331027,0.0233934,0.3159847,0.023533281,0.31324637,0.02332934,228060,16985,83284343
even~tighter,313,even,tighter,2547,105.060819,12233.52242,12233.52242,1.5511024,0.0045158933,48.386074,0.31265756,0.002209624,0.3260786,0.002273691,0.31262824,0.002179904,1120205,7811,83284343
more~tolerant,314,more,tolerant,7618,2013.288561,11317.31043,11317.31043,0.76587623,0.0016314405,64.214455,0.31163058,0.0006770764,0.42348102,0.0008172945,0.31156325,0.0006012996,9320997,17989,83284343
more~open-minded,315,more,open-minded,2452,648.003823,3641.95724,3641.95724,0.7657065,0.0005257974,36.43136,0.31159267,0.0002179315,0.42348877,0.000263062,0.311571,0.0001935411,9320997,5790,83284343
potentially~fatal,316,potentially,fatal,8133,64.04564,65808.1683,65808.1683,2.2836518,0.07020073,89.47298,0.31139916,0.03930735,0.31377316,0.03952145,0.31130224,0.039210223,205787,25920,83284343
more~compassionate,317,more,compassionate,5281,1397.852806,7827.78212,7827.78212,0.7646101,0.0011316242,53.434994,0.31094712,0.0004691031,0.42281824,0.0005665703,0.3109005,0.0004166021,9320997,12490,83284343
more~user-friendly,318,more,user-friendly,4395,1164.616197,6504.38011,6504.38011,0.7637491,0.0009419805,48.727562,0.31047353,0.0003902461,0.4223525,0.0004715161,0.31043473,0.0003465706,9320997,10406,83284343
more~aggressive,319,more,aggressive,55080,14635.821053,81388.54317,81388.54317,0.76362276,0.01165496,172.32927,0.3097565,0.0048858537,0.42118785,0.005909239,0.3092701,0.00433904,9320997,130773,83284343
much~lesser,320,much,lesser,2505,179.244665,9394.8823,9394.8823,1.3115605,0.0025122326,46.468662,0.30955085,0.001199254,0.3333777,0.0012608671,0.30952293,0.001170646,1986728,7514,83284343
even~bigger,321,even,bigger,41952,1749.744826,201809.01261,201809.01261,1.5590924,0.06710742,196.27911,0.30952,0.036377594,0.3224869,0.037450287,0.30903655,0.035888303,1120205,130089,83284343
not~permissible,322,not,permissible,2441,357.464817,5981.9183,5981.9183,1.0061492,0.0011038939,42.171295,0.30906317,0.0004982558,0.36205873,0.0005527896,0.30903813,0.000471838,4415785,6742,83284343
more~forceful,323,more,forceful,3906,1039.715978,5744.73721,5744.73721,0.760347,0.0008372733,45.86201,0.30856875,0.0003462611,0.4204521,0.0004190539,0.30853435,0.0003075083,9320997,9290,83284343
more~immediate,324,more,immediate,11948,3186.074754,17535.28373,17535.28373,0.7593044,0.0025558681,80.158936,0.30788678,0.0010584831,0.4196993,0.0012818371,0.30778155,0.0009400202,9320997,28468,83284343
politically~motivated,325,politically,motivated,11015,56.424653,98996.42775,98996.42775,2.4881036,0.13155223,104.41475,0.3075078,0.08327097,0.30895883,0.083567254,0.30737618,0.08313918,131810,35652,83284343
more~susceptible,326,more,susceptible,19090,5102.330617,27936.72281,27936.72281,0.75785214,0.004076191,101.23773,0.30698246,0.0016897786,0.41873217,0.0020480643,0.30681443,0.0015006624,9320997,45590,83284343
so~blessed,327,so,blessed,6540,1202.230623,13468.48292,13468.48292,0.9089281,0.0022734303,66.004105,0.30584833,0.0009994108,0.3746563,0.0011401745,0.30578423,0.0009305793,5735964,17456,83284343
morbidly~obese,328,morbidly,obese,3022,0.519555,50253.04052,50253.04052,4.432877,0.42360526,54.96327,0.30539054,0.69097626,0.30540678,0.69105875,0.30535427,0.69093996,4373,9895,83284343
so~sorry,329,so,sorry,26958,4970.634082,55412.82382,55412.82382,0.9081769,0.00928284,133.91504,0.30491653,0.004116778,0.37352437,0.00469982,0.3046523,0.0038332469,5735964,72172,83284343
more~rigorous,330,more,rigorous,9203,2473.158631,13360.89326,13360.89326,0.75342226,0.001970011,70.15201,0.3046261,0.0008129976,0.41646302,0.0009873407,0.30454528,0.0007220087,9320997,22098,83284343
more~inclined,331,more,inclined,17647,4743.410365,25621.53854,25621.53854,0.7535768,0.0037693654,97.13486,0.30460703,0.0015588165,0.41636977,0.0018932524,0.304452,0.0013843572,9320997,42383,83284343
more~substantial,332,more,substantial,14185,3817.290912,20558.58053,20558.58053,0.7525776,0.0030325688,87.04987,0.3040916,0.0012524698,0.41588482,0.0015218329,0.3039671,0.0011122962,9320997,34108,83284343
more~adult,333,more,adult,3163,851.022637,4583.17479,4583.17479,0.7523137,0.0006781296,41.108723,0.30407527,0.0002792981,0.4159653,0.0003393414,0.30404752,0.0002480397,9320997,7604,83284343
much~taller,334,much,taller,2623,190.957352,9734.20572,9734.20572,1.3003813,0.002629926,47.486706,0.30384466,0.00125406,0.32767022,0.0013202613,0.30381545,0.0012241447,1986728,8005,83284343
still~intact,335,still,intact,7691,244.486667,40782.4662,40782.4662,1.6607276,0.01799881,84.91053,0.30365705,0.009061127,0.31353444,0.009265349,0.30356762,0.008970817,830082,24530,83284343
more~militant,336,more,militant,2271,611.630551,3286.00854,3286.00854,0.7515511,0.0004870014,34.82046,0.30365568,0.0002004599,0.4155535,0.0002436435,0.30363578,0.0001780249,9320997,5465,83284343
not~liable,337,not,liable,7210,1072.500494,17429.39682,17429.39682,0.99593836,0.003250667,72.280945,0.30348974,0.0014677193,0.3564366,0.0016327788,0.30341604,0.0013899,4415785,20228,83284343
roughly~equivalent,338,roughly,equivalent,4265,3.185254,55380.56817,55380.56817,3.3947778,0.25912875,65.258194,0.30254352,0.22639431,0.30271843,0.2265123,0.30249235,0.22634313,18829,14089,83284343
almost~non-existent,339,almost,non-existent,3703,60.89814,24409.45188,24409.45188,1.945156,0.017095122,59.85153,0.30249366,0.008691309,0.30750707,0.008791945,0.3024499,0.008647355,421181,12042,83284343
more~informal,340,more,informal,3422,924.888358,4927.33115,4927.33115,0.748959,0.0007336058,42.68723,0.30219743,0.0003016632,0.41408518,0.0003671281,0.30216742,0.0002679018,9320997,8264,83284343
more~intimate,341,more,intimate,18902,5116.544173,27178.13036,27178.13036,0.74841166,0.004035994,100.269135,0.30170456,0.0016653502,0.4134567,0.0020278946,0.30153894,0.001478968,9320997,45717,83284343
more~muscular,342,more,muscular,2915,789.803623,4182.7759,4182.7759,0.7471162,0.0006249964,39.36224,0.3011728,0.0002567341,0.41306505,0.0003127348,0.30114728,0.000228001,9320997,7057,83284343
more~complex,343,more,complex,105270,28588.38419,151260.1782,151260.1782,0.7493234,0.02198521,236.34093,0.30111662,0.009263513,0.4121108,0.011293856,0.30019307,0.008226761,9320997,255441,83284343
mutually~exclusive,344,mutually,exclusive,12339,21.922478,139570.36081,139570.36081,3.0464122,0.28852695,110.8837,0.30050588,0.27679324,0.3008925,0.27713767,0.3003579,0.27664527,44523,41008,83284343
most~outstanding,345,most,outstanding,11014,2559.520955,18410.51123,18410.51123,0.8083793,0.0028995748,80.559044,0.30028898,0.0012286764,0.3910666,0.0014551821,0.30018744,0.0011170153,7568812,28164,83284343
more~esoteric,346,more,esoteric,2068,562.27482,2952.81752,2952.81752,0.7445108,0.0004434903,33.11086,0.29972452,0.0001818989,0.4116242,0.0002218647,0.29970646,0.0001615412,9320997,5024,83284343
potentially~catastrophic,347,potentially,catastrophic,2592,21.215118,20665.37683,20665.37683,2.2475092,0.02418215,50.494984,0.29944676,0.012523399,0.3018868,0.012595547,0.2994159,0.012492456,205787,8586,83284343
more~unified,348,more,unified,2486,676.766687,3543.55211,3543.55211,0.7436046,0.0005330735,36.28641,0.29921693,0.0002185642,0.41111293,0.0002667097,0.2991952,0.000194103,9320997,6047,83284343
very~encouraging,349,very,encouraging,3006,856.072106,4081.55151,4081.55151,0.72561693,0.0006060103,39.21294,0.29895905,0.0002461724,0.4179644,0.000303225,0.29893324,0.0002168702,9913432,7192,83284343
largely~unnoticed,350,largely,unnoticed,2579,17.061636,21657.19651,21657.19651,2.3405988,0.029620016,50.44789,0.29852062,0.0155055765,0.30047768,0.015577811,0.29848984,0.015474753,165556,8583,83284343
very~long,351,very,long,103891,29681.134061,141024.35648,141024.35648,0.72683334,0.020445373,230.2357,0.29849982,0.008497224,0.41663727,0.010479822,0.2976061,0.0074857897,9913432,249356,83284343
highly~specialized,352,highly,specialized,3145,94.048375,17013.03399,17013.03399,1.6813816,0.00811525,54.40327,0.29795203,0.004025963,0.30709893,0.004111955,0.2979154,0.0039889906,764843,10241,83284343
more~civilized,353,more,civilized,2667,728.920362,3780.50791,3780.50791,0.7406945,0.0005718568,37.528404,0.29759422,0.0002341295,0.4094887,0.0002861282,0.29757094,0.0002079262,9320997,6513,83284343
more~experienced,354,more,experienced,13838,3783.267914,19616.73525,19616.73525,0.7408692,0.002958481,85.47396,0.29756287,0.0012146606,0.40935984,0.0014846051,0.29744208,0.0010787185,9320997,33804,83284343
so~vast,355,so,vast,5424,1020.201777,10906.66512,10906.66512,0.8930418,0.0018863538,59.795372,0.2973457,0.0008245398,0.36616486,0.0009456126,0.2972928,0.0007677521,5735964,14813,83284343
highly~unlikely,356,highly,unlikely,25522,766.474516,138527.58922,138527.58922,1.6913592,0.060171753,154.95828,0.29690588,0.032666802,0.30579185,0.03336894,0.29660833,0.032366805,764843,83462,83284343
most~luxurious,357,most,luxurious,7531,1773.143494,12385.19478,12385.19478,0.79892737,0.0019848917,66.34902,0.29517737,0.0008367804,0.3859874,0.0009950042,0.29510823,0.0007607345,7568812,19511,83284343
more~forgiving,358,more,forgiving,5429,1495.109338,7614.72175,7614.72175,0.7352199,0.0011632297,53.3903,0.29452217,0.0004752332,0.4063927,0.0005824484,0.29447493,0.0004220461,9320997,13359,83284343
highly~scalable,359,highly,scalable,2728,82.835304,14658.84956,14658.84956,1.6716034,0.0070503433,50.644295,0.29328728,0.0034904964,0.30243903,0.0035667452,0.2932555,0.0034584415,764843,9020,83284343
more~pressing,360,more,pressing,2086,578.390977,2897.31842,2897.31842,0.73014855,0.0004473436,33.00894,0.29173812,0.0001821265,0.40363777,0.0002237958,0.29172,0.0001617433,9320997,5168,83284343
more~vigorous,361,more,vigorous,3787,1050.12433,5259.64599,5259.64599,0.7301339,0.0008117569,44.474125,0.29171738,0.0003306279,0.40360227,0.000406287,0.2916845,0.0002936248,9320997,9383,83284343
too~much,362,too,much,583184,75900.226704,1613903.81067,1613903.81067,1.1105707,0.21865174,664.2754,0.291708,0.14896075,0.3281986,0.16393362,0.28548422,0.14259799,3557440,1776924,83284343
more~economical,363,more,economical,8875,2464.652881,12303.18456,12303.18456,0.7292403,0.0018998142,68.04518,0.29116532,0.0007744012,0.40300608,0.0009521514,0.2910883,0.0006877319,9320997,22022,83284343
more~receptive,364,more,receptive,6561,1825.154808,9072.296,9072.296,0.7279126,0.0014053306,58.467224,0.290457,0.0005721132,0.40231788,0.0007038947,0.29040012,0.0005080835,9320997,16308,83284343
far~superior,365,far,superior,12613,225.192485,81155.20577,81155.20577,1.9105854,0.05232785,110.302475,0.29037017,0.028342595,0.29549715,0.028705575,0.29022133,0.028193066,439392,42684,83284343
most~ancient,366,most,ancient,7046,1679.901465,11408.1298,11408.1298,0.7900625,0.001857315,63.92744,0.2903592,0.0007798468,0.38117394,0.0009309255,0.29029477,0.000708975,7568812,18485,83284343
more~exotic,367,more,exotic,7060,1967.290362,9739.03277,9739.03277,0.7267031,0.001512008,60.610317,0.2897818,0.0006152241,0.40163842,0.0007574297,0.28972065,0.0005463696,9320997,17578,83284343
most~historic,368,most,historic,4478,1076.372894,7175.88413,7175.88413,0.7842434,0.0011814281,50.832874,0.2872434,0.0004943532,0.37808174,0.0005916384,0.28720257,0.0004494268,7568812,11844,83284343
morally~bankrupt,369,morally,bankrupt,2301,4.386899,25078.07873,25078.07873,2.8892853,0.08574623,47.877285,0.28710422,0.050314717,0.287625,0.050383184,0.28707665,0.050287127,45670,8000,83284343
politically~correct,370,politically,correct,21927,120.597962,195345.68093,195345.68093,2.4850607,0.2108264,147.26326,0.28643534,0.16570039,0.2877559,0.16635308,0.28617325,0.16543815,131810,76200,83284343
currently~unavailable,371,currently,unavailable,4424,22.04399,39672.61601,39672.61601,2.465434,0.065708175,66.18173,0.2860056,0.036962893,0.2873847,0.037094798,0.28595272,0.036909964,119262,15394,83284343
instantly~recognisable,372,instantly,recognisable,2642,2.820139,31998.83951,31998.83951,3.1652565,0.15257125,51.345524,0.28519428,0.10402649,0.28546733,0.10410592,0.2851626,0.103994794,25378,9255,83284343
even~louder,373,even,louder,2233,100.931556,10252.94537,10252.94537,1.493275,0.0039602416,45.11872,0.28414986,0.0019292331,0.29757464,0.0019933851,0.28412426,0.0019032842,1120205,7504,83284343
more~cost-effective,374,more,cost-effective,10630,3004.767984,14368.46691,14368.46691,0.7164975,0.002274321,73.95821,0.2841065,0.0009211652,0.39593264,0.0011404359,0.2840149,0.0008180704,9320997,26848,83284343
most~pivotal,375,most,pivotal,2360,573.265807,3731.75048,3731.75048,0.7768419,0.0006230924,36.779343,0.2832704,0.0002596633,0.3741281,0.0003118059,0.28324893,0.0002360653,7568812,6308,83284343
so~much,376,so,much,614652,122380.410622,1210766.68035,1210766.68035,0.8969548,0.16362603,627.8995,0.28307542,0.09216987,0.34590787,0.10715757,0.2770358,0.08582195,5735964,1776924,83284343
almost~identical,377,almost,identical,14891,261.681969,96237.36242,96237.36242,1.9157796,0.06297391,119.884254,0.2828952,0.03491059,0.2877766,0.035355344,0.28271946,0.03473404,421181,51745,83284343
more~marketable,378,more,marketable,2383,677.326275,3194.30792,3194.30792,0.7122519,0.0005109869,34.940887,0.28185686,0.0002060537,0.39375412,0.0002556593,0.28183636,0.0001829926,9320997,6052,83284343
more~clinical,379,more,clinical,2071,589.246999,2771.9465,2771.9465,0.71151394,0.0004441222,32.560104,0.28145236,0.000179003,0.39335233,0.0002221865,0.28143457,0.0001589694,9320997,5265,83284343
much~thicker,380,much,thicker,2096,164.216167,7431.5622,7431.5622,1.2536675,0.0021027161,42.195183,0.28064257,0.0009961063,0.30447415,0.001055001,0.28061938,0.0009723444,1986728,6884,83284343
more~modern,381,more,modern,33685,9613.735469,44950.83139,44950.83139,0.71046335,0.0071617663,131.15373,0.28051358,0.002907926,0.39214203,0.0036138839,0.28022426,0.0025824774,9320997,85900,83284343
very~brief,382,very,brief,10103,3011.964486,12819.90721,12819.90721,0.6922381,0.0020330553,70.547966,0.28031895,0.0008119421,0.39926493,0.0010191223,0.28023377,0.0007152957,9913432,25304,83284343
more~collaborative,383,more,collaborative,4017,1153.760174,5303.8818,5303.8818,0.7048371,0.0008609727,45.1759,0.27777615,0.0003458933,0.38965952,0.0004309625,0.27774176,0.0003071817,9320997,10309,83284343
more~transparent,384,more,transparent,17938,5157.729908,23662.50134,23662.50134,0.7045717,0.0038300082,95.42299,0.27747306,0.0015439189,0.38923728,0.0019244722,0.27731952,0.0013711269,9320997,46085,83284343
more~somber,385,more,somber,2050,589.470835,2701.99421,2701.99421,0.70397204,0.0004396187,32.257694,0.27731565,0.000176439,0.3892159,0.0002199336,0.27729812,0.0001566924,9320997,5267,83284343
highly~variable,386,highly,variable,3477,111.579705,18243.51516,18243.51516,1.6379899,0.008949888,57.073822,0.27702975,0.004440929,0.28617284,0.004546031,0.2769893,0.0044001453,764843,12150,83284343
very~specific,387,very,specific,49090,14777.480516,61489.52821,61489.52821,0.68660885,0.009781242,154.866,0.2767966,0.003928873,0.39541516,0.0049518673,0.276384,0.003461215,9913432,124148,83284343
so~thankful,388,so,thankful,16245,3238.915086,30726.14353,30726.14353,0.8544406,0.005618199,102.04382,0.2767167,0.0024351785,0.34543252,0.0028321308,0.27656046,0.002267463,5735964,47028,83284343
more~advanced,389,more,advanced,55596,16034.904954,73137.4259,73137.4259,0.7037915,0.011748607,167.78246,0.27659777,0.004779173,0.3880397,0.005964598,0.27612194,0.0042442987,9320997,143274,83284343
much~lower,390,much,lower,45983,3658.604515,162352.29123,162352.29123,1.2531835,0.0429728,197.37498,0.2764718,0.02182418,0.29981744,0.02314509,0.27596268,0.021303568,1986728,153370,83284343
strictly~confidential,391,strictly,confidential,2566,3.912162,29136.52589,29136.52589,2.9900098,0.11570546,50.57847,0.2757316,0.073105924,0.27612182,0.07318673,0.27570084,0.07307515,35061,9293,83284343
most~vulnerable,392,most,vulnerable,59399,14764.684421,91492.54347,91492.54347,0.7636526,0.015365896,183.13835,0.27526885,0.0064866366,0.36561105,0.007847863,0.27473187,0.0058971364,7568812,162465,83284343
now~infamous,393,now,infamous,4272,80.457326,26873.26581,26873.26581,1.869232,0.018846532,64.12956,0.2740611,0.009619256,0.27927044,0.009752333,0.27401078,0.009568661,438049,15297,83284343
almost~nonexistent,394,almost,nonexistent,2580,46.793763,16411.03303,16411.03303,1.883876,0.0119879,49.872448,0.27380177,0.006045102,0.2788285,0.006125632,0.27377135,0.006014531,421181,9253,83284343
more~concise,395,more,concise,2240,650.577931,2909.51303,2909.51303,0.69688874,0.0004803357,33.582672,0.27344453,0.0001920099,0.3853432,0.0002403176,0.27342543,0.0001705206,9320997,5813,83284343
most~cost-effective,396,most,cost-effective,9771,2439.923967,14922.22308,14922.22308,0.75815725,0.002572785,74.16486,0.2731466,0.001065414,0.36393774,0.0012909556,0.27305856,0.0009685901,7568812,26848,83284343
not~exempt,397,not,exempt,3157,515.254093,7007.22142,7007.22142,0.93451065,0.0014267305,47.016872,0.27187222,0.0006317461,0.32486108,0.0007149352,0.27184048,0.0005982506,4415785,9718,83284343
truly~global,398,truly,global,5526,99.459635,35255.55867,35255.55867,1.8887823,0.025461156,72.999115,0.27132437,0.013170916,0.27623093,0.013345635,0.2712592,0.0131054325,414068,20005,83284343
more~cautious,399,more,cautious,16240,4746.208309,20914.63871,20914.63871,0.6929784,0.0034688236,90.192474,0.27116692,0.001388506,0.3829466,0.0017423029,0.27102885,0.0012331075,9320997,42408,83284343
most~recognizable,400,most,recognizable,13903,3492.850036,21072.01618,21072.01618,0.754215,0.0036551992,88.288216,0.2709829,0.0015128911,0.361737,0.0018368801,0.27085784,0.0013754008,7568812,38434,83284343
almost~double,401,almost,double,3421,62.764227,21676.51826,21676.51826,1.8778197,0.015779812,57.416225,0.27062577,0.008013907,0.27564257,0.0081223985,0.27058542,0.007973379,421181,12411,83284343
very~careful,402,very,careful,36346,11125.366449,44351.10175,44351.10175,0.6742274,0.0072641894,132.2902,0.27014068,0.0028878285,0.3888687,0.0036663387,0.26983753,0.002544087,9913432,93466,83284343
just~plain,403,just,plain,5056,141.634817,27838.37262,27838.37262,1.6939197,0.015178033,69.11366,0.27003458,0.0076430975,0.27775642,0.007802192,0.26997557,0.0075836275,648023,18203,83284343
