key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
slightly~sweet,2553,slightly,sweet,4899,490.303594,13967.60328,13967.60328,1.0227029,0.020399155,62.987804,0.039992277,0.011970854,0.04438103,0.013243082,0.03993927,0.011917682,4408.69641,369929,110385,83284343
entirely~dependent,2554,entirely,dependent,3491,281.50062,11326.35943,11326.35943,1.1161238,0.018760093,54.320328,0.03999052,0.0110361725,0.04345607,0.011962075,0.039951943,0.0109975,3209.49938,291839,80334,83284343
very~dirty,2555,very,dirty,3050,2283.493783,267.91008,267.91008,0.1459535,0.0006141383,13.879242,0.039964702,8.7767e-05,0.15898666,0.0003076634,0.039955497,7.732e-05,766.50622,9913432,19184,83284343
far~bigger,2556,far,bigger,5877,686.32427,15132.8304,15132.8304,0.9556371,0.020639846,67.70895,0.03996338,0.011875969,0.045176763,0.0133753,0.03990096,0.011813314,5190.67573,439392,130089,83284343
as~plain,2557,as,plain,1538,810.855463,545.7902,545.7902,0.2967779,0.0008250814,18.541403,0.039955143,0.0002051383,0.084491566,0.0004145649,0.03994641,0.0001960004,727.14454,3709914,18203,83284343
as~irrelevant,2558,as,irrelevant,2048,1079.908202,726.50715,726.50715,0.29669932,0.0010969009,21.392008,0.039944466,0.0002731131,0.08447799,0.0005520344,0.03993284,0.0002609472,968.0918,3709914,24243,83284343
especially~problematic,2559,especially,problematic,1666,170.819972,4665.05434,4665.05434,1.0087118,0.008002728,36.631607,0.039828915,0.0039651734,0.04435924,0.0043980875,0.039810956,0.0039471383,1495.18003,378801,37557,83284343
very~horny,2560,very,horny,1641,1229.710919,143.25854,143.25854,0.14551644,0.0003307213,10.152965,0.039816096,4.70937e-05,0.15884233,0.000165533,0.03981116,4.14881e-05,411.28908,9913432,10331,83284343
so~severe,2561,so,severe,11137,7060.763261,2177.93618,2177.93618,0.21721818,0.0038150314,38.625603,0.03980941,0.0007632092,0.10863246,0.0019416091,0.039760407,0.0007106455,4076.23674,5735964,102520,83284343
fully~transparent,2562,fully,transparent,1959,126.19593,7167.83371,7167.83371,1.2122841,0.0142917065,41.40939,0.039792098,0.008058567,0.04250841,0.008589845,0.039770078,0.0080365,1832.80407,228060,46085,83284343
extremely~fast,2563,extremely,fast,4444,1013.114809,6431.2685,6431.2685,0.66151273,0.00836439,51.46585,0.03973356,0.0035563477,0.051413167,0.0045525185,0.03969232,0.0035146642,3430.88519,976163,86437,83284343
very~playful,2564,very,playful,1818,1363.14485,158.09503,158.09503,0.1452066,0.0003663519,10.667832,0.039723866,5.20821e-05,0.15874957,0.0001833875,0.039718404,4.58827e-05,454.85515,9913432,11452,83284343
morally~superior,2565,morally,superior,1717,23.4063,11494.77601,11494.77601,1.8995752,0.03886638,40.87183,0.03969783,0.037103634,0.040225845,0.037595797,0.039677482,0.037083287,1693.5937,45670,42684,83284343
especially~useful,2566,especially,useful,11162,1151.612336,31356.77423,31356.77423,1.015774,0.035322897,94.750145,0.039656527,0.026547253,0.04408425,0.029466659,0.039535966,0.026426507,10010.38766,378801,253197,83284343
very~slick,2567,very,slick,1528,1146.7462,132.06481,132.06481,0.14475088,0.0003079693,9.753321,0.03957836,4.36546e-05,0.15860493,0.0001541343,0.03957378,3.84583e-05,381.2538,9913432,9634,83284343
most~genuine,2568,most,genuine,2156,1502.414445,279.14776,279.14776,0.17629479,0.0005684647,14.075961,0.03954242,9.49846e-05,0.13041374,0.0002848532,0.039534573,8.63525e-05,653.58555,7568812,16532,83284343
too~light,2569,too,light,5216,2712.107549,1921.22938,1921.22938,0.30265775,0.0028810245,34.669445,0.03946519,0.0007352526,0.08214949,0.0014662229,0.039435104,0.0007038467,2503.89245,3557440,63494,83284343
really~huge,2570,really,huge,2552,994.417452,1760.27078,1760.27078,0.42764944,0.0023899954,30.832642,0.039439205,0.0007622861,0.06458797,0.001217524,0.039420493,0.0007431012,1557.58255,2096057,39512,83284343
extremely~proud,2571,extremely,proud,11499,2640.448857,16559.16544,16559.16544,0.66065013,0.019142013,82.61001,0.039429408,0.009182495,0.0510436,0.011779795,0.039322753,0.009074869,8858.55114,976163,225278,83284343
eternally~grateful,2572,eternally,grateful,4704,15.893945,46687.90345,46687.90345,2.727564,0.072156645,68.35397,0.039357767,0.42252237,0.039434638,0.42389834,0.039301395,0.42246607,4688.10606,11097,119286,83284343
always~best,2573,always,best,9759,1598.753847,19419.06593,19419.06593,0.8087744,0.02302922,82.60391,0.03927405,0.012864402,0.046851147,0.01526671,0.039175827,0.012765664,8160.24615,639234,208298,83284343
less~obvious,2574,less,obvious,10441,2903.296774,12001.34043,12001.34043,0.5761584,0.014408812,73.768,0.039271634,0.0060890946,0.05427223,0.008307144,0.039180916,0.005997202,7537.70323,1256870,192382,83284343
fiscally~conservative,2575,fiscally,conservative,4167,19.424903,37855.23602,37855.23602,2.4865296,0.06881745,64.25139,0.03924671,0.27132818,0.039380424,0.27254888,0.039196845,0.27127838,4147.5751,15289,105814,83284343
technically~illegal,2576,technically,illegal,1740,22.958041,11764.01553,11764.01553,1.9145515,0.039792348,41.16293,0.039223395,0.039352708,0.039726935,0.039857976,0.039202765,0.03933208,1717.04196,43655,43799,83284343
also~unable,2577,also,unable,2093,530.551056,2685.26849,2685.26849,0.6143659,0.0036451411,34.1524,0.039216205,0.0014285083,0.052507464,0.0018881082,0.039197434,0.0014094948,1562.44894,1108517,39861,83284343
always~open,2578,always,open,11900,1957.567391,23623.15511,23623.15511,0.8081338,0.02661356,91.14213,0.03910249,0.015673969,0.046658065,0.018616032,0.038982745,0.015553666,9942.43261,639234,255047,83284343
really~hot,2579,really,hot,10799,4234.302598,7378.89816,7378.89816,0.42576107,0.00953848,63.171757,0.03909766,0.0032127846,0.064186156,0.0051520546,0.039018676,0.003131927,6564.6974,2096057,168245,83284343
highly~susceptible,2580,highly,susceptible,2198,418.676442,3806.03153,3806.03153,0.73871726,0.005424261,37.95256,0.039050188,0.0023479532,0.048212327,0.0028737923,0.039028812,0.0023263907,1779.32356,764843,45590,83284343
more~impressive,2581,more,impressive,29459,21852.725803,2730.35487,2730.35487,0.14959908,0.0061913016,44.316246,0.03904674,0.000918875,0.15087295,0.0031604988,0.038955193,0.0008160365,7606.2742,9320997,195257,83284343
increasingly~violent,2582,increasingly,violent,3014,323.451966,8198.76539,8198.76539,0.98978317,0.013118036,49.008244,0.039038785,0.0069217067,0.043695726,0.00771746,0.039006453,0.006889249,2690.54803,390543,68977,83284343
culturally~diverse,2583,culturally,diverse,5043,53.876802,36749.09757,36749.09757,2.0555394,0.06177119,70.2554,0.038943656,0.14272451,0.039303556,0.1442052,0.038883656,0.14266458,4989.1232,34971,128309,83284343
highly~influential,2584,highly,influential,4787,914.365839,8277.70257,8277.70257,0.738606,0.011075775,55.972507,0.0389417,0.005110236,0.04807866,0.0062588006,0.038895145,0.005063306,3872.63416,764843,99566,83284343
seemingly~minor,2585,seemingly,minor,1538,73.341211,6502.46668,6502.46668,1.3429629,0.015384462,37.34722,0.03893713,0.009041512,0.040868387,0.009475753,0.038919535,0.009023892,1464.65879,162309,37633,83284343
highly~emotional,2586,highly,emotional,2808,536.262166,4851.61022,4851.61022,0.73779386,0.006821851,42.87061,0.03893091,0.002997731,0.04808713,0.0036713418,0.038903616,0.0029702014,2271.73783,764843,58394,83284343
too~warm,2587,too,warm,5997,3141.173608,2164.27048,2164.27048,0.29922503,0.0033032415,36.87778,0.038868494,0.0008385958,0.081548564,0.0016857628,0.038834173,0.0008027757,2855.82639,3557440,73539,83284343
very~intelligent,2588,very,intelligent,9775,7371.123646,818.56649,818.56649,0.14229168,0.0019598294,24.31385,0.038847417,0.0002752501,0.15784968,0.0009860359,0.03881853,0.0002424868,2403.87635,9913432,61926,83284343
so~awesome,2589,so,awesome,10079,6449.730373,1895.97216,1895.97216,0.212653,0.0034578631,36.150185,0.038798,0.0006795219,0.10762643,0.0017571589,0.038754374,0.0006327218,3629.26963,5735964,93648,83284343
more~chaotic,2590,more,chaotic,2237,1661.531045,205.14406,205.14406,0.14864954,0.0004792283,12.167151,0.03876947,6.95195e-05,0.15068032,0.0002399958,0.03876256,6.1739e-05,575.46895,9320997,14846,83284343
any~worse,2591,any,worse,8487,239.927473,45109.35663,45109.35663,1.6060377,0.055271357,89.520546,0.038724177,0.088222064,0.03974859,0.09068664,0.038624898,0.08812293,8247.07253,93586,213517,83284343
completely~ridiculous,2592,completely,ridiculous,2132,345.163863,4265.66847,4265.66847,0.80931425,0.0064009414,38.69823,0.03854498,0.0029046834,0.045965116,0.0034399915,0.038523514,0.0028830678,1786.83614,619769,46383,83284343
pretty~fantastic,2593,pretty,fantastic,2272,763.630561,1999.11806,1999.11806,0.4914061,0.0027357608,31.644888,0.03848123,0.0009485594,0.057935536,0.0014009575,0.038463112,0.0009300887,1508.36944,1621748,39216,83284343
really~helpful,2594,really,helpful,12987,5143.628802,8713.24696,8713.24696,0.42137188,0.011290918,68.82534,0.038471572,0.0038385717,0.063544646,0.006195919,0.038377162,0.0037419647,7843.3712,2096057,204376,83284343
n't~terrible,2595,n't,terrible,2303,630.142772,2692.25127,2692.25127,0.58083963,0.0036853896,34.858757,0.03847128,0.0014071554,0.052935228,0.0019091532,0.038451184,0.0013867741,1672.85723,1206294,43506,83284343
now~able,2596,now,able,18575,2246.430402,47079.84665,47079.84665,0.9511377,0.042940382,119.80743,0.038427968,0.037472762,0.043490577,0.042403933,0.0382309,0.03727567,16328.5696,438049,427104,83284343
fairly~predictable,2597,fairly,predictable,1657,181.395866,4442.89514,4442.89514,0.9795521,0.0076777297,36.25005,0.038424913,0.003770438,0.04312858,0.0042139473,0.038407188,0.0037526363,1475.60413,393218,38420,83284343
strictly~necessary,2598,strictly,necessary,7222,78.465104,52879.75256,52879.75256,2.0802166,0.06522524,84.059044,0.038412325,0.2038317,0.038747337,0.20598386,0.038326357,0.2037459,7143.5349,35061,186387,83284343
most~humane,2599,most,humane,1505,1058.015302,185.92657,185.92657,0.17193533,0.0003970738,11.521908,0.038399518,6.49596e-05,0.12927333,0.0001988423,0.03839415,5.90561e-05,446.9847,7568812,11642,83284343
more~egregious,2600,more,egregious,2575,1917.598877,232.165,232.165,0.14730376,0.0005515022,12.955132,0.03837612,7.94173e-05,0.15028597,0.000276258,0.03836822,7.05291e-05,657.40112,9320997,17134,83284343
never~boring,2601,never,boring,2286,89.189389,10560.00318,10560.00318,1.433298,0.024456391,45.94672,0.0383705,0.01697019,0.039900858,0.017631678,0.038344108,0.01694377,2196.81061,129653,57292,83284343
more~remarkable,2602,more,remarkable,8955,6670.410334,806.55335,806.55335,0.14721452,0.0019092599,24.14212,0.03835885,0.0002759896,0.15024915,0.0009607341,0.038331397,0.0002451014,2284.58967,9320997,59601,83284343
so~hungry,2603,so,hungry,3803,2443.856063,702.22362,702.22362,0.21045454,0.0013178668,22.039528,0.038319334,0.0002544777,0.10717507,0.0006630097,0.038303006,0.0002369513,1359.14394,5735964,35484,83284343
terribly~wrong,2604,terribly,wrong,7248,151.928404,42879.2908,42879.2908,1.7434494,0.057107963,83.35063,0.03829898,0.10422486,0.039031744,0.10636924,0.038213585,0.10413959,7096.0716,68140,185695,83284343
well~qualified,2605,well,qualified,3642,195.885133,14597.16222,14597.16222,1.2947377,0.026865143,57.10311,0.03827424,0.019081092,0.040406056,0.02012188,0.038232815,0.019039623,3446.11487,180997,90135,83284343
extremely~high,2606,extremely,high,29146,6870.619567,41074.53103,41074.53103,0.6548339,0.037310436,130.47751,0.038269762,0.023089958,0.04972125,0.02985772,0.038000405,0.022819325,22275.38043,976163,586188,83284343
more~outspoken,2607,more,outspoken,2198,1638.028316,197.23697,197.23697,0.146942,0.000470884,11.944067,0.03826661,6.76473e-05,0.15017764,0.0002358117,0.038259886,6.00764e-05,559.97168,9320997,14636,83284343
pretty~tasty,2608,pretty,tasty,1948,657.583742,1702.17303,1702.17303,0.48935848,0.002353342,29.237171,0.038227413,0.0008114965,0.057684336,0.001201173,0.038211912,0.0007956947,1290.41626,1621748,33770,83284343
not~happy,2609,not,happy,47886,27900.335785,12671.97017,12671.97017,0.2544734,0.019379191,91.33018,0.038221385,0.004779364,0.09100048,0.010844278,0.03797989,0.0045259595,19985.66421,4415785,526217,83284343
equally~valid,2610,equally,valid,2239,159.38502,7772.14709,7772.14709,1.16837,0.015032495,43.9497,0.038147386,0.008571277,0.04104416,0.009201231,0.0381224,0.008546234,2079.61498,243337,54551,83284343
pretty~useless,2611,pretty,useless,1721,583.296447,1494.18062,1494.18062,0.48747754,0.0020839097,27.424498,0.037994087,0.0007154609,0.057452846,0.0010612006,0.037980422,0.0007015292,1137.70355,1621748,29955,83284343
also~great,2612,also,great,19387,5047.162903,24247.88724,24247.88724,0.60720277,0.026062753,102.98854,0.037988994,0.013110557,0.051126055,0.017489132,0.037816025,0.012936056,14339.8371,1108517,379200,83284343
more~fashionable,2613,more,fashionable,2475,1848.209867,219.15829,219.15829,0.14589834,0.0005301199,12.598956,0.037962604,7.57193e-05,0.14987284,0.0002655295,0.037955076,6.7245e-05,626.79013,9320997,16514,83284343
more~red,2614,more,red,3556,2658.046768,312.88448,312.88448,0.145391,0.0007610693,15.058192,0.03781934,0.0001084771,0.14972632,0.0003815043,0.037808556,9.63366e-05,897.95323,9320997,23750,83284343
just~stupid,2615,just,stupid,2985,509.73128,5706.29383,5706.29383,0.7862096,0.0083668055,45.305424,0.03781376,0.0038496773,0.045564868,0.004606318,0.037784018,0.0038197236,2475.26872,648023,65511,83284343
really~angry,2616,really,angry,4376,1749.718681,2876.71253,2876.71253,0.4158784,0.0040414114,39.701103,0.03780728,0.0012853108,0.0629432,0.0020877295,0.037775718,0.0012529627,2626.28132,2096057,69523,83284343
so~keen,2617,so,keen,5925,3826.187114,1071.67736,1071.67736,0.20811343,0.0020460952,27.26651,0.037804227,0.0003929687,0.10665107,0.0010329563,0.03777901,0.0003659041,2098.81289,5735964,55555,83284343
simply~unable,2618,simply,unable,1563,56.825765,7425.33048,7425.33048,1.4618527,0.019711081,38.097435,0.037803754,0.012703819,0.03921126,0.013164323,0.03778566,0.012685709,1506.17423,118730,39861,83284343
very~privileged,2619,very,privileged,2418,1835.93662,192.97598,192.97598,0.13871446,0.0004870652,11.837013,0.037744503,6.66478e-05,0.15676868,0.0002439115,0.03773751,5.87146e-05,582.06338,9913432,15424,83284343
financially~secure,2620,financially,secure,3515,61.635722,21869.131,21869.131,1.8005244,0.047612596,58.247826,0.037731707,0.061681192,0.03836289,0.06273985,0.037690196,0.0616397,3453.36428,56025,91625,83284343
no~older,2621,no,older,1746,124.500665,6051.62349,6051.62349,1.1666662,0.0122945625,38.805622,0.03770773,0.006747627,0.040582,0.007244693,0.03768825,0.0067281015,1621.49933,241004,43024,83284343
not~harmful,2622,not,harmful,4494,2627.117212,1167.61355,1167.61355,0.25102356,0.0020128393,27.848417,0.037699938,0.0004464456,0.09069809,0.0010177126,0.037677508,0.0004227748,1866.88279,4415785,49549,83284343
super~excited,2623,super,excited,15216,1381.996916,46487.97017,46487.97017,1.078327,0.044694774,112.149574,0.037680853,0.044490006,0.041261602,0.048751105,0.03751401,0.044323273,13834.00308,312116,368769,83284343
essentially~flat,2624,essentially,flat,1866,22.555575,12952.50023,12952.50023,1.9558537,0.04272663,42.675068,0.037612777,0.048146315,0.03805057,0.048712995,0.03759063,0.048124168,1843.44443,38306,49040,83284343
also~suitable,2625,also,suitable,4404,1152.62187,5439.14493,5439.14493,0.6003496,0.007370002,48.994106,0.03758473,0.0029726543,0.050855678,0.0039728754,0.037545647,0.0029330882,3251.37813,1108517,86598,83284343
really~inspiring,2626,really,inspiring,2333,936.255407,1522.12689,1522.12689,0.41396183,0.0021872646,28.917425,0.03756267,0.0006835714,0.06271337,0.0011130424,0.03754589,0.0006663677,1396.74459,2096057,37201,83284343
so~crazy,2627,so,crazy,6915,4476.614819,1237.57168,1237.57168,0.20692807,0.0023840868,29.322853,0.037543494,0.0004565481,0.10638625,0.0012055516,0.037514195,0.0004251047,2438.38518,5735964,64999,83284343
very~receptive,2628,very,receptive,2553,1941.160166,201.7564,201.7564,0.13798977,0.0005142129,12.109114,0.03752512,7.00573e-05,0.15654893,0.0002575294,0.03751777,6.17183e-05,611.83983,9913432,16308,83284343
extremely~volatile,2629,extremely,volatile,1661,395.484803,2286.55575,2286.55575,0.6407364,0.0032894183,31.051497,0.037520837,0.0013117932,0.04922648,0.0017015601,0.037505638,0.0012964179,1265.5152,976163,33742,83284343
more~ancient,2630,more,ancient,2762,2068.799769,239.71111,239.71111,0.1443436,0.0005914675,13.1900625,0.037509013,8.3742e-05,0.14941844,0.0002963202,0.037500687,7.43698e-05,693.20023,9320997,18485,83284343
totally~awesome,2631,totally,awesome,3892,388.256865,11103.89923,11103.89923,1.02219,0.017733712,56.162422,0.037456084,0.010189492,0.041559882,0.011271684,0.037413966,0.010147247,3503.74313,345290,93648,83284343
even~close,2632,even,close,24229,6429.827013,29656.39336,29656.39336,0.5999437,0.030319488,114.34892,0.037448518,0.01610584,0.050683938,0.021629076,0.03723357,0.01588921,17799.17299,1120205,478041,83284343
extremely~pleased,2633,extremely,pleased,8317,1989.133138,11424.3946,11424.3946,0.6408936,0.014516456,69.38634,0.037362706,0.0065592676,0.04900742,0.008520094,0.037286572,0.0064823874,6327.86686,976163,169709,83284343
n't~thrilled,2634,n't,thrilled,1514,423.107862,1721.43324,1721.43324,0.57098556,0.0024508177,28.036182,0.037357077,0.0009176245,0.051828016,0.0012550838,0.03734397,0.0009043336,1090.89214,1206294,29212,83284343
quite~ready,2635,quite,ready,11941,3054.05476,15204.20706,15204.20706,0.61256397,0.018316552,81.326515,0.037317976,0.008452466,0.049998745,0.011211975,0.037210964,0.008344377,8886.94524,1065022,238826,83284343
so~strange,2636,so,strange,7017,4554.02701,1242.2924,1242.2924,0.20571393,0.002418785,29.402477,0.03727795,0.0004611518,0.106120415,0.001223334,0.037248354,0.0004293913,2462.97299,5735964,66123,83284343
utterly~ridiculous,2637,utterly,ridiculous,1773,47.549007,9481.12156,9481.12156,1.5970442,0.026912363,40.977764,0.037220802,0.02023029,0.03822521,0.020766474,0.037200075,0.02020955,1725.45099,85378,46383,83284343
really~fast,2638,really,fast,5388,2175.401431,3477.34599,3477.34599,0.41149178,0.0049374704,43.766586,0.03720555,0.0015722564,0.06233442,0.0025705409,0.03716694,0.0015326866,3212.59857,2096057,86437,83284343
all~ready,2639,all,ready,10083,1225.949683,25298.99078,25298.99078,0.94080085,0.030263647,88.20521,0.03719244,0.02082427,0.04221902,0.023584971,0.037085786,0.020717373,8857.05032,427518,238826,83284343
largely~dependent,2640,largely,dependent,3141,159.691188,12918.23644,12918.23644,1.3182245,0.02554801,53.195267,0.03714725,0.018043725,0.03909926,0.018972432,0.03711142,0.018007858,2981.30881,165556,80334,83284343
very~convincing,2641,very,convincing,4720,3598.431014,366.09045,366.09045,0.13660766,0.0009493483,16.325068,0.037113436,0.0001284226,0.15613112,0.0004761217,0.037099965,0.0001131363,1121.56899,9913432,30231,83284343
unusually~warm,2642,unusually,warm,2791,67.745419,15509.80246,15509.80246,1.6470786,0.037148446,51.547585,0.03706416,0.03552736,0.03795265,0.03637762,0.037031434,0.03549463,2723.25458,76723,73539,83284343
less~secure,2643,less,secure,4775,1382.741457,5189.50499,5189.50499,0.55610836,0.007081969,49.09104,0.03706406,0.0027403284,0.0521146,0.00379912,0.037023287,0.0026989733,3392.25854,1256870,91625,83284343
n't~surprising,2644,n't,surprising,7713,2171.650494,8704.89111,8704.89111,0.5690925,0.011374193,63.0963,0.037025247,0.0046612103,0.051442634,0.0063939635,0.03695859,0.0045936974,5541.34951,1206294,149934,83284343
bitterly~cold,2645,bitterly,cold,3821,10.577535,39564.22264,39564.22264,2.8312778,0.06841172,61.64312,0.036980316,0.4462833,0.037037037,0.4474763,0.03693451,0.44623756,3810.42247,8539,103167,83284343
most~entertaining,2646,most,entertaining,9244,6574.108308,1072.51308,1072.51308,0.16621095,0.0024195309,27.76922,0.03694014,0.0003880112,0.12778722,0.0012213277,0.036908053,0.0003527491,2669.89169,7568812,72339,83284343
fully~satisfied,2647,fully,satisfied,4117,284.654861,14541.75864,14541.75864,1.1840603,0.024800308,59.727478,0.03691256,0.01685025,0.039604817,0.018052267,0.036866486,0.016804108,3832.34514,228060,103952,83284343
really~awful,2648,really,awful,2215,898.403518,1415.68986,1415.68986,0.4090241,0.0020781008,27.974726,0.036898367,0.0006443467,0.062050033,0.0010567461,0.036882553,0.0006281301,1316.59648,2096057,35697,83284343
too~sick,2649,too,sick,4904,2633.171354,1647.60819,1647.60819,0.28744343,0.0027100765,32.427177,0.03686388,0.0006668148,0.07955098,0.0013785193,0.036836594,0.0006383322,2270.82865,3557440,61646,83284343
highly~innovative,2650,highly,innovative,2751,549.238472,4550.47608,4550.47608,0.7175129,0.0066719214,41.978313,0.0368409,0.002905392,0.04599796,0.0035968167,0.036814444,0.0028787104,2201.76153,764843,59807,83284343
less~strict,2651,less,strict,1663,484.084013,1792.52457,1792.52457,0.5530249,0.0025804008,28.909245,0.03676685,0.0009523499,0.051844,0.0013231281,0.03675269,0.0009379777,1178.91599,1256870,32077,83284343
very~tense,2652,very,tense,3067,2344.318706,233.46162,233.46162,0.1352673,0.0006175296,13.049381,0.036702324,8.27489e-05,0.15572481,0.0003093782,0.036693644,7.28992e-05,722.68129,9913432,19695,83284343
really~terrible,2653,really,terrible,2690,1094.936366,1707.66091,1707.66091,0.40742674,0.0025145323,30.754019,0.036682233,0.0007806294,0.06183055,0.001283362,0.036663074,0.0007609829,1595.06363,2096057,43506,83284343
ethnically~diverse,2654,ethnically,diverse,4711,13.945635,48667.00835,48667.00835,2.8633773,0.06859298,68.43355,0.03666385,0.51895326,0.03671605,0.5204375,0.036607366,0.5188969,4697.05436,9052,128309,83284343
really~tired,2655,really,tired,5056,2059.37935,3207.47545,3207.47545,0.40737817,0.004643039,42.143272,0.036657434,0.0014665561,0.061788898,0.002412148,0.036621418,0.0014296465,2996.62065,2096057,81827,83284343
extremely~difficult,2656,extremely,difficult,39970,9763.324483,54349.32146,54349.32146,0.64232904,0.044186473,151.09004,0.036629397,0.03131129,0.047983885,0.04094603,0.036263037,0.030944295,30206.67552,976163,832988,83284343
now~eligible,2657,now,eligible,2048,257.78744,4982.39174,4982.39174,0.9182051,0.008409624,39.558483,0.03654751,0.004108395,0.041785683,0.004675276,0.036526006,0.004086786,1790.21256,438049,49012,83284343
directly~responsible,2658,directly,responsible,7744,132.556867,49214.89919,49214.89919,1.8504853,0.059166897,86.493675,0.036522735,0.14413571,0.037065577,0.14655286,0.03643111,0.14404427,7611.44313,52841,208927,83284343
overwhelmingly~positive,2659,overwhelmingly,positive,6778,69.93099,50375.71325,50375.71325,2.1064239,0.06281248,81.479195,0.03649843,0.21223368,0.03679736,0.21436478,0.036417708,0.2121531,6708.06901,31619,184198,83284343
barely~visible,2660,barely,visible,5071,85.833205,32074.86811,32074.86811,1.8312962,0.053609468,70.005615,0.03644644,0.09560327,0.037012976,0.09718841,0.036386486,0.09554338,4985.1668,52177,137006,83284343
quite~simple,2661,quite,simple,20836,5432.454284,26012.94602,26012.94602,0.60652107,0.027970826,106.71207,0.036445234,0.0146504715,0.049047116,0.019563915,0.036259335,0.014463125,15403.54572,1065022,424816,83284343
extremely~beneficial,2662,extremely,beneficial,4872,1187.192821,6539.5104,6539.5104,0.63118035,0.0090435585,52.79115,0.03642344,0.0038195553,0.04809999,0.00499097,0.036379144,0.0037747868,3684.80718,976163,101289,83284343
absolutely~critical,2663,absolutely,critical,5763,603.655697,15953.01278,15953.01278,1.0024545,0.023232283,67.96263,0.036407493,0.01462976,0.040597945,0.016271984,0.03634544,0.014567547,5159.3443,354167,141953,83284343
entirely~possible,2664,entirely,possible,14400,1269.489516,44771.09725,44771.09725,1.0909888,0.044028416,109.42092,0.036402043,0.045150522,0.039747823,0.049342275,0.036243696,0.04499231,13130.51048,291839,362284,83284343
otherwise~healthy,2665,otherwise,healthy,4243,133.380513,21466.98217,21466.98217,1.5373305,0.04015825,63.090664,0.036396496,0.041878443,0.037526753,0.04318663,0.036347084,0.04182904,4109.61949,98248,113066,83284343
as~dominant,2666,as,dominant,3047,1677.392371,951.73858,951.73858,0.27632594,0.0016261204,24.811895,0.036388017,0.0003863867,0.08091672,0.0008213128,0.036371563,0.000369175,1369.60763,3709914,37656,83284343
so~intense,2667,so,intense,11888,7785.986019,2023.19509,2023.19509,0.2014079,0.0040649585,37.622074,0.036334272,0.0007680356,0.10515701,0.0020725373,0.036284953,0.0007151394,4102.01398,5735964,113050,83284343
especially~vulnerable,2668,especially,vulnerable,6629,738.937263,17617.70968,17617.70968,0.9758338,0.024494426,72.3429,0.03632521,0.015620273,0.040802635,0.017499954,0.03625435,0.015549227,5890.06274,378801,162465,83284343
always~keen,2669,always,keen,2442,426.402414,4573.33277,4573.33277,0.7755697,0.0070294724,40.78787,0.03630534,0.0031775336,0.04395644,0.0038201972,0.03628112,0.003153145,2015.59759,639234,55555,83284343
just~thankful,2670,just,thankful,2072,365.917825,3840.64137,3840.64137,0.77043676,0.0059621525,37.480473,0.036298506,0.002653395,0.04405886,0.0031974174,0.03627801,0.0026327495,1706.08218,648023,47028,83284343
most~secret,2671,most,secret,1538,1099.183566,173.42003,173.42003,0.16372134,0.0004057562,11.189346,0.036286082,6.37725e-05,0.12715998,0.0002032023,0.036280815,5.79769e-05,438.81643,7568812,12095,83284343
extremely~tight,2672,extremely,tight,3463,846.245117,4630.05818,4630.05818,0.6294225,0.0066064904,44.466896,0.03627459,0.0027124458,0.047963988,0.0035475632,0.03624314,0.0026806537,2616.75488,976163,72200,83284343
very~messy,2673,very,messy,2761,2116.493065,205.84959,205.84959,0.13379258,0.0005560247,12.265758,0.036254685,7.37977e-05,0.1552781,0.000278511,0.036246944,6.50135e-05,644.50693,9913432,17781,83284343
most~delicate,2674,most,delicate,3717,2657.488701,418.30878,418.30878,0.16350085,0.0009784084,17.378382,0.036245245,0.0001539771,0.12711169,0.0004910942,0.03623252,0.0001399838,1059.5113,7568812,29242,83284343
readily~accessible,2675,readily,accessible,6052,169.705814,32120.42577,32120.42577,1.598788,0.048497863,75.613144,0.03622145,0.067790695,0.037193637,0.06967373,0.036150683,0.067719996,5882.29419,86862,162716,83284343
completely~unable,2676,completely,unable,1739,296.629729,3323.00424,3323.00424,0.78535223,0.005272653,34.58812,0.036202326,0.0023447191,0.043626603,0.002805884,0.036185,0.0023272708,1442.37027,619769,39861,83284343
highly~lucrative,2677,highly,lucrative,1740,352.757172,2832.84112,2832.84112,0.7101136,0.004332373,33.2566,0.036131494,0.0018305726,0.045298345,0.0022749768,0.03611483,0.0018137617,1387.24283,764843,38412,83284343
really~worried,2678,really,worried,7221,2973.260868,4486.88543,4486.88543,0.40261862,0.0065224576,49.98724,0.03600651,0.0020788575,0.061122913,0.00344504,0.035955437,0.002026538,4247.73913,2096057,118139,83284343
just~flat,2679,just,flat,2145,381.572896,3949.76757,3949.76757,0.76717097,0.0061543933,38.075348,0.03598014,0.002742581,0.043739803,0.0033100678,0.035958953,0.0027212414,1763.4271,648023,49040,83284343
most~intensive,2680,most,intensive,1660,1189.517461,184.37517,184.37517,0.16239858,0.0004378849,11.54754,0.03595053,6.83745e-05,0.12682405,0.0002193211,0.03594488,6.21607e-05,470.48254,7568812,13089,83284343
really~loud,2681,really,loud,3124,1287.165575,1936.42811,1936.42811,0.40183485,0.0029098347,32.863552,0.035937022,0.0008989528,0.061082434,0.0014904175,0.035914954,0.0008763285,1836.83443,2096057,51144,83284343
