key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,adv,adv_total,adj,adj_total,odds_r_disc,t,MI
NEGany~yet_final,640,0.9559059,9.468313,1.0,3995.3072,NEGATED,yet_final,3173681,640,71961373,28.22564,611.77436,0.95589745,yet,94755,final,5736,4.443584,24.182505,1.3555362
NEGany~yet_eligible,448,0.9559034,8.9443655,1.0,2796.6891,NEGATED,yet_eligible,3173681,448,71961373,19.757948,428.242052,0.95589745,yet,94755,eligible,21782,4.288801,20.232534,1.3555362
NEGany~yet_official,352,0.9559021,8.587903,1.0,2197.3884,NEGATED,yet_official,3173681,352,71961373,15.524102,336.47589800000003,0.95589745,yet,94755,official,6770,4.1841846,17.934225,1.3555362
NEGany~yet_convinced,169,0.95589966,7.485944,1.0,1054.9868,NEGATED,yet_convinced,3173681,169,71961373,7.4533332,161.5466668,0.95589745,yet,94755,convinced,12014,3.8661702,12.426666,1.3555362
NEGany~yet_over,162,0.9558996,7.421288,1.0,1011.2888,NEGATED,yet_over,3173681,162,71961373,7.1446152,154.8553848,0.95589745,yet,94755,over,3955,3.847853,12.166588,1.3555362
NEGany~yet_mainstream,70,0.95589834,6.0941253,1.0,436.97471,NEGATED,yet_mainstream,3173681,70,71961373,3.0871794,66.9128206,0.95589745,yet,94755,mainstream,17688,3.485176,7.9976115,1.3555362
NEGany~yet_clear,10406,0.949828,10.824996,0.99379236,64207.436,NEGATED,yet_clear,3173681,10471,71961373,461.79794,9944.20206,0.95562196,yet,94755,clear,346404,3.5384367,97.48281,1.3528318
NEGany~yet_sure,1977,0.94640464,9.534173,0.99048096,12129.575,NEGATED,yet_sure,3173681,1996,71961373,88.028716,1888.971284,0.9554736,yet,94755,sure,256817,3.3422997,42.48367,1.3513823
NEGany~yet_ready,7501,0.9462281,10.216898,0.99023104,46016.125,NEGATED,yet_ready,3173681,7575,71961373,334.07692,7166.9230800000005,0.95546234,yet,94755,ready,140804,3.3399665,82.750984,1.3512727
NEGany~yet_available,7430,0.9411459,9.756097,0.9851498,45242.998,NEGATED,yet_available,3173681,7542,71961373,332.62153,7097.37847,0.9552326,yet,94755,available,639462,3.15683,82.338615,1.3490385
NEGmir~yet_available,28,0.8264274,2.515371,1.0,98.0626983642578,NEGMIR,yet_available,291735,28,1680633,4.8604187,23.13958168029785,0.82641363,yet,810,available,9846,2.4335978,4.3729696,0.76048434
NEGmir~yet_certain,21,0.82642394,1.9376607,1.0,73.5466079711914,NEGMIR,yet_certain,291735,21,1680633,3.645314,17.354686737060547,0.82641363,yet,810,certain,1773,2.3111808,3.787103,0.76048434
NEGmir~yet_sure,19,0.826423,1.7233529,1.0,66.54206085205078,NEGMIR,yet_sure,291735,19,1680633,3.2981412,15.701858520507812,0.82641363,yet,810,sure,6736,2.268774,3.6022534,0.76048434
NEGmir~yet_clear,19,0.826423,1.7233529,1.0,66.54206085205078,NEGMIR,yet_clear,291735,19,1680633,3.2981412,15.701858520507812,0.82641363,yet,810,clear,6689,2.268774,3.6022534,0.76048434
NEGmir~yet_ready,18,0.82642245,1.6041788,1.0,63.039794921875,NEGMIR,yet_ready,291735,18,1680633,3.1245549,14.875445365905762,0.82641363,yet,810,ready,3013,2.2459097,3.506176,0.76048434
