bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
immediately_clear,61,3.69,23.95,0,0,0,0,183,225,6.493764986793385,183,0,0,0,1.1585274608585938,1.0333957840418813
immediately_available,61,3.52,24.67,0,0,0,0,192,215,6.999268755748519,192,0,0,0,1.1722323831271264,1.046261922016917
so_sure,61,0.44,2.44,0,0,0,0,15,27,5.511305253450204,15,0,0,0,1.091442945784073,1.0314608568409072
as_bad,61,0.44,1.58,0,0,0,0,10,27,3.56086280857215,10,0,0,0,1.1838376915247322,1.0977718915550017
very_good,61,0.39,1.99,0,0,0,0,12,24,5.046743311835421,12,0,0,0,1.1096939379872843,1.048689588843472
as_good,61,0.36,1.27,0,0,0,0,7,22,3.508451032882993,7,0,0,0,1.1525141608069092,1.0782147591692444
legally_binding,61,0.34,2.14,0,0,0,0,16,21,6.204806368538075,16,0,0,0,1.0787675438881934,1.0299619268333058
yet_clear,61,0.3,1.86,0,0,0,0,14,18,6.2898441886660015,14,0,0,0,1.073343447160903,1.0292463442069741
so_much,61,0.28,1.5,0,0,0,0,11,17,5.367626913741409,11,0,0,0,1.0900117202669897,1.0412517780938833
too_late,61,0.26,1.44,0,0,0,0,8,16,5.476464796441831,8,0,0,0,1.0746984924243927,1.0300187617260788
too_bad,61,0.25,1.34,0,0,0,0,10,15,5.438586417647717,10,0,0,0,1.0884580184673336,1.0455784962991819
as_strong,61,0.23,1.04,0,0,0,0,7,14,4.527617444958348,7,0,0,0,1.0991780126907735,1.054907047124946
that_bad,61,0.2,0.75,0,0,0,0,5,12,3.806244868633651,5,0,0,0,1.104599014926528,1.063953488372093
much_better,61,0.2,0.85,0,0,0,0,5,12,4.33522928608891,5,0,0,0,1.0888590884094127,1.0481099656357389
much_different,61,0.2,1.06,0,0,0,0,8,12,5.397251529628213,8,0,0,0,1.0797788478137857,1.043726235741445
so_good,61,0.18,0.94,0,0,0,0,7,11,5.212746615051155,7,0,0,0,1.077695947389351,1.0434782608695652
quite_sure,61,0.18,0.92,0,0,0,0,6,11,5.11347811202941,6,0,0,0,1.0721301490598933,1.0366593833454723
more_specific,61,0.16,0.82,0,0,0,0,6,10,5.00303241378,6,0,0,0,1.075339408908274,1.043159609120521
so_bad,61,0.16,0.82,0,0,0,0,6,10,5.00303241378,6,0,0,0,1.075339408908274,1.043159609120521
even_sure,61,0.15,0.81,0,0,0,0,5,9,5.511305253450203,5,0,0,0,1.0573410720066476,1.0275126333520495
too_concerned,61,0.15,0.6,0,0,0,0,3,9,4.073451130825842,3,0,0,0,1.077695947389351,1.0457142857142858
earlier_informed,61,0.13,1.02,0,0,0,0,8,8,7.810249675906656,8,0,0,0,1.0366766576056359,1.0147874306839186
very_happy,61,0.13,0.72,0,0,0,0,4,8,5.476464796441831,4,0,0,0,1.0541855266780529,1.026936026936027
more_different,61,0.13,0.81,0,0,0,0,6,8,6.143594224881721,6,0,0,0,1.051176700566735,1.0256204963971176
too_many,61,0.13,1.02,0,0,0,0,8,8,7.810249675906656,8,0,0,0,1.0366766576056359,1.0147874306839186
so_lucky,61,0.13,0.59,0,0,0,0,4,8,4.5057255242635454,4,0,0,0,1.0694242319448266,1.042141230068337
immediately_possible,61,0.13,0.9,0,0,0,0,7,8,6.887223981160093,7,0,0,0,1.0465010582539451,1.0230607966457024
immediately_able,61,0.13,1.02,0,0,0,0,8,8,7.810249675906656,8,0,0,0,1.0366766576056359,1.0147874306839186
yet_ready,61,0.13,0.9,0,0,0,0,7,8,6.887223981160093,7,0,0,0,1.0465010582539451,1.0230607966457024
yet_available,61,0.13,1.02,0,0,0,0,8,8,7.810249675906656,8,0,0,0,1.0366766576056359,1.0147874306839186
overly_concerned,61,0.11,0.58,0,0,0,0,4,7,5.05587823843739,4,0,0,0,1.0573410720066476,1.0333145115753812
as_important,61,0.11,0.49,0,0,0,0,3,7,4.23887098304305,3,0,0,0,1.0655193273838819,1.0412517780938833
quite_ready,61,0.11,0.55,0,0,0,0,3,7,4.799022009211665,3,0,0,0,1.0584603398870305,1.0338983050847457
as_successful,61,0.11,0.49,0,0,0,0,3,7,4.23887098304305,3,0,0,0,1.0655193273838819,1.0412517780938833
as_high,61,0.11,0.45,0,0,0,0,2,7,3.9289610196434306,2,0,0,0,1.0675786936315026,1.0427350427350428
as_simple,61,0.1,0.44,0,0,0,0,3,6,4.433458644845529,3,0,0,0,1.0584603398870305,1.0382978723404255
that_easy,61,0.1,0.54,0,0,0,0,4,6,5.476464796441832,4,0,0,0,1.0503362648526302,1.0304054054054055
readily_available,61,0.1,0.54,0,0,0,0,4,6,5.476464796441832,4,0,0,0,1.0503362648526302,1.0304054054054055
too_excited,61,0.1,0.47,0,0,0,0,3,6,4.806342260589224,3,0,0,0,1.053480287996691,1.0324400564174894
nearly_enough,61,0.1,0.57,0,0,0,0,4,6,5.782476721702997,4,0,0,0,1.0453944367045582,1.024636058230683
any_better,61,0.1,0.35,0,0,0,0,2,6,3.5727881010234595,2,0,0,0,1.0655193273838819,1.0457142857142858
too_worried,61,0.1,0.54,0,0,0,0,4,6,5.476464796441832,4,0,0,0,1.0503362648526302,1.0304054054054055
more_effective,61,0.08,0.46,0,0,0,0,3,5,5.588559742903354,3,0,0,0,1.0415772747383942,1.0237762237762238
too_good,61,0.08,0.53,0,0,0,0,4,5,6.415190306348416,4,0,0,0,1.038468775134351,1.0217755443886096
too_careful,61,0.08,0.64,0,0,0,0,5,5,7.8102496759066575,5,0,0,0,1.0298087506834,1.0138504155124655
as_full,61,0.08,0.64,0,0,0,0,5,5,7.8102496759066575,5,0,0,0,1.0298087506834,1.0138504155124655
