adj_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
competitive,1021,168.06,1810.25,0,0,1,8,39063,171586,10.771676669489183,39063,8,20.0,-12.0,4.320922017043698,1.9765060057878288
late,1021,165.97,4184.83,0,0,0,3,133097,169456,25.214281178755183,133097,3,7.5,-4.5,2.682246482522414,1.5669657128885206
pleased,1021,165.52,2179.13,0,0,0,4,64439,168994,13.165500382994752,64439,4,10.0,-6.0,3.128456393738934,1.5551986578263324
attractive,1021,163.99,2044.08,0,0,2,11,55602,167435,12.46456743741652,55602,11,27.5,-16.5,5.128242382576689,2.274698350277186
vulnerable,1021,160.04,2164.82,0,0,1,8,59391,163398,13.526961223377382,59391,8,20.0,-12.0,4.152137987095211,1.9466192012641905
accessible,1021,159.66,1889.29,0,0,1,7,44001,163012,11.833265687114798,44001,7,17.5,-10.5,4.2819595748842,1.931206278270822
perfect,1021,158.92,1623.63,0,0,3,11,44623,162255,10.21677907361078,44623,11,27.5,-16.5,5.5401331006369166,2.4001948931037824
fine,1021,157.69,2275.72,0,0,1,5,66624,161004,14.431393593958775,66624,5,12.5,-7.5,3.548305935298717,1.7875757853829157
first,1021,154.72,4690.87,0,0,0,1,149883,157973,30.317728713510053,149883,1,2.5,-1.5,1.8646778525029186,1.3422378682125942
challenging,1021,150.52,1775.94,0,0,2,12,41511,153677,11.799009529210352,41511,12,30.0,-18.0,4.870221257515209,2.112740053143641
real,1021,150.47,2269.02,0,0,2,8,67235,153626,15.07994066482304,67235,8,20.0,-12.0,4.284702221176812,2.0257635935770355
surprising,1021,146.63,2127.08,0,0,0,2,64396,149705,14.50683112413428,64396,2,5.0,-3.0,2.6609631677483065,1.475023823430924
funny,1021,143.36,1088.52,0,0,3,22,22612,146366,7.5931714215369315,22612,22,55.0,-33.0,6.904967905337001,2.46962059502654
confident,1021,142.92,1605.2,0,0,1,6,44149,145924,11.231271221676144,44149,6,15.0,-9.0,3.7620682967126746,1.8506370139157686
fast,1021,142.54,1289.68,0,0,2,13,31553,145536,9.047663076282932,31553,13,32.5,-19.5,5.452840391952841,2.181385556635327
sensitive,1021,141.21,1268.23,0,0,1,7,25466,144173,8.981288138226917,25466,7,17.5,-10.5,4.291690343281856,2.0087500938754643
willing,1021,140.74,1617.44,0,0,1,4,43095,143696,11.492393704407645,43095,4,10.0,-6.0,3.286830385677773,1.6445838000342314
relevant,1021,140.61,1204.67,0,0,2,13,25198,143562,8.567493559343859,25198,13,32.5,-19.5,5.299543759695043,2.1479970396062678
advanced,1021,140.51,2266.18,0,0,0,3,55581,143457,16.128641957809414,55581,3,7.5,-4.5,2.584056204792856,1.5509784990232494
critical,1021,139.69,1249.33,0,0,2,11,29261,142628,8.94328720675109,29261,11,27.5,-16.5,4.898990808394225,2.093016578818071
tough,1021,135.47,1319.5,0,0,1,6,32523,138313,9.74029799457299,32523,6,15.0,-9.0,4.093176253488025,1.9326542241001163
visible,1021,133.34,1098.28,0,0,1,6,18560,136144,8.236485921867777,18560,6,15.0,-9.0,4.014018218794214,1.860373611648052
afraid,1021,132.47,2372.3,0,0,0,3,74215,135254,17.907912399388266,74215,3,7.5,-4.5,2.813912723904438,1.5214456027241097
related,1021,131.2,1302.52,0,0,2,14,27148,133951,9.928068682153391,27148,14,35.0,-21.0,5.379274843244541,2.0557221787516142
rare,1021,131.02,1443.71,0,0,1,5,38753,133772,11.018975644350169,38753,5,12.5,-7.5,3.274649594684399,1.6690936097967917
friendly,1021,129.26,1684.85,0,0,1,7,41730,131972,13.034792051924704,41730,7,17.5,-10.5,3.836831811239333,1.8640692572175548
aggressive,1021,128.71,1842.91,0,0,2,7,55062,131409,14.31875952072804,55062,7,17.5,-10.5,4.115642252782837,2.015107560424343
cheap,1021,128.62,966.84,0,0,2,10,17984,131320,7.517063873141642,17984,10,25.0,-15.0,4.803800069418122,2.052486926054388
healthy,1021,126.19,775.63,0,0,2,10,13138,128845,6.146319541111406,13138,10,25.0,-15.0,5.189323087451333,2.0603587062341226
diverse,1021,126.02,1272.36,0,0,1,7,28514,128667,10.096415648112355,28514,7,17.5,-10.5,3.896610340584249,1.8073229658851264
detailed,1021,124.68,1825.27,0,0,1,8,55669,127299,14.639561881088097,55669,8,20.0,-12.0,4.209023383610425,1.94376908284161
affordable,1021,124.15,1917.54,0,0,0,3,55224,126753,15.445880610749096,55224,3,7.5,-4.5,2.713725367985008,1.5217497896695122
appropriate,1021,123.87,1420.94,0,0,1,7,30359,126474,11.470956575790005,30359,7,17.5,-10.5,4.188951270581623,1.965021858401606
personal,1021,123.48,1474.19,0,0,1,7,36168,126074,11.938637564436034,36168,7,17.5,-10.5,3.859317869011265,1.8935072976144391
early,1021,122.37,2293.04,0,0,0,3,64206,124940,18.73852737411701,64206,3,7.5,-4.5,2.455689086092027,1.5183465518734793
deep,1021,122.07,1059.4,0,0,2,9,18507,124634,8.678567155361804,18507,9,22.5,-13.5,4.897667322089345,2.219529976721895
present,1021,122.02,1109.32,0,0,2,12,24923,124586,9.09100389992728,24923,12,30.0,-18.0,5.019755340297647,2.117045279983684
specific,1021,121.52,2016.15,0,0,1,4,49064,124076,16.590563225604384,49064,4,10.0,-6.0,2.8859959418795547,1.675659373109758
talented,1021,121.06,1245.14,0,0,1,6,27161,123605,10.285116730115583,27161,6,15.0,-9.0,3.7431532126435436,1.7753535603674602
least,1021,118.48,2869.11,0,0,0,0,84893,120965,24.216598129558076,84893,0,0.0,0.0,1.285597455021076,1.1247532252174188
grateful,1021,116.54,1290.57,0,0,0,3,28060,118989,11.073880302875372,28060,3,7.5,-4.5,2.6537464141560454,1.473910644254414
natural,1021,116.49,1255.38,0,0,1,3,31409,118934,10.776886807822141,31409,3,7.5,-4.5,2.9216162908307224,1.6273417265817676
worried,1021,116.06,1030.84,0,0,0,4,25383,118493,8.882247492193681,25383,4,10.0,-6.0,3.1420100158056976,1.5531796478522262
sweet,1021,115.89,904.66,0,0,2,11,16296,118321,7.806338196761889,16296,11,27.5,-16.5,5.201852074847653,2.1990430424611684
productive,1021,114.49,1770.41,0,0,1,5,51074,116892,15.463758128599592,51074,5,12.5,-7.5,3.262524335466582,1.7390415951221243
slow,1021,113.54,973.52,0,0,2,13,20499,115920,8.574533774064243,20499,13,32.5,-19.5,5.55440240545068,2.221790884965564
intense,1021,110.99,1298.6,0,0,1,7,33798,113322,11.700032916935582,33798,7,17.5,-10.5,3.815860439228927,1.9857841593050087
ill,1021,110.49,1408.21,0,0,0,3,38528,112806,12.745655821389873,38528,3,7.5,-4.5,2.7299097298706343,1.545608743148552
capable,1021,109.92,779.64,0,0,1,8,14684,112231,7.09258015955112,14684,8,20.0,-12.0,4.325738349404585,1.8985509259927633
impressed,1021,108.88,1040.46,0,0,0,3,24406,111166,9.556101242414524,24406,3,7.5,-4.5,2.9892572025599837,1.520842668173122
sad,1021,108.52,1179.12,0,0,1,7,29790,110801,10.865226877740133,29790,7,17.5,-10.5,3.9471731108378187,1.8930518843276751
cold,1021,108.09,927.0,0,0,2,12,18509,110364,8.575905997483993,18509,12,30.0,-18.0,5.336504626746699,2.2156263895603368
full,1021,107.75,750.71,0,0,2,10,17743,110010,6.967333198149577,17743,10,25.0,-15.0,5.2592786233664315,2.25193340447912
unusual,1021,106.52,1203.76,0,0,0,2,30088,108761,11.30031830613819,30088,2,5.0,-3.0,2.4766976685339834,1.468055002555816
glad,1021,106.16,1759.48,0,0,0,2,52074,108393,16.573258651825366,52074,2,5.0,-3.0,2.1741522717965673,1.3601952427600656
prominent,1021,104.62,2114.5,0,0,0,2,64312,106814,20.211800905454773,64312,2,5.0,-3.0,2.0775420976185397,1.3913569277836861
complete,1021,104.56,1085.41,0,0,1,4,23810,106751,10.381202928549316,23810,4,10.0,-6.0,3.142806898602295,1.6868412675915616
conservative,1021,103.83,1137.5,0,0,1,9,31717,106014,10.955050290352093,31717,9,22.5,-13.5,4.391577099893828,1.9811609933133427
certain,1021,103.4,1034.31,0,0,0,3,21413,105571,10.003009717945964,21413,3,7.5,-4.5,2.7269989826192274,1.5572583871726449
basic,1021,103.29,1798.95,0,0,0,2,52463,105462,17.416012271611176,52463,2,5.0,-3.0,2.0790385473748842,1.4045380080260874
reliable,1021,102.29,1327.4,0,0,0,3,29262,104436,12.977068729595773,29262,3,7.5,-4.5,2.8798220452922045,1.5985773278410218
satisfied,1021,101.89,1148.08,0,0,0,5,31603,104034,11.267373986878352,31603,5,12.5,-7.5,3.258999320475957,1.6233515945639079
alive,1021,101.52,1890.73,0,0,1,6,59429,103648,18.6249073807051,59429,6,15.0,-9.0,3.4632706791787355,1.8055721725877978
severe,1021,101.4,1279.63,0,0,0,2,33274,103534,12.619051299885248,33274,2,5.0,-3.0,2.2561327210992,1.4487063695309137
surprised,1021,101.28,928.58,0,0,0,2,18469,103410,9.168126809903594,18469,2,5.0,-3.0,2.588484756753626,1.4164289497078935
beneficial,1021,99.43,879.07,0,0,0,5,16386,101516,8.841318420530685,16386,5,12.5,-7.5,3.3138368434773953,1.6429362256295503
weak,1021,98.26,791.42,0,0,2,13,17266,100327,8.054094961678267,17266,13,32.5,-19.5,5.2117234480881045,2.139302226417227
influential,1021,97.83,1988.37,0,0,0,2,62756,99889,20.3238418696484,62756,2,5.0,-3.0,2.3843942396552804,1.4654184447298257
lucky,1021,97.28,1199.86,0,0,0,3,26294,99323,12.334049699771894,26294,3,7.5,-4.5,2.5743713894874682,1.46757462719373
heavy,1021,97.15,881.73,0,0,2,9,19434,99187,9.076217455542038,19434,9,22.5,-13.5,4.602864815642988,2.1454622444313083
consistent,1021,96.7,1042.58,0,0,1,7,27004,98730,10.78167153999282,27004,7,17.5,-10.5,4.021865365524686,1.9666152551234644
sophisticated,1021,96.31,1503.23,0,0,1,4,44678,98332,15.608376848325227,44678,4,10.0,-6.0,3.0082687246688766,1.6769344953638352
smart,1021,96.29,888.17,0,0,2,8,22409,98312,9.223931798049112,22409,8,20.0,-12.0,4.364015821549364,2.0638186586270963
poor,1021,95.87,1041.67,0,0,2,11,30576,97885,10.865283392561327,30576,11,27.5,-16.5,4.818283365598514,2.1140742445167167
own,1021,95.7,2999.64,0,0,0,0,95849,97713,31.343099969202022,95849,0,0.0,0.0,1.3895526979255688,1.1746574270646077
dark,1021,94.29,741.48,0,0,3,16,17618,96267,7.8640484924368455,17618,16,40.0,-24.0,6.098645352749548,2.468796764972326
rich,1021,93.9,764.41,0,0,3,15,20041,95867,8.141127257607922,20041,15,37.5,-22.5,6.2169404286591705,2.4782691528528287
convenient,1021,93.4,1282.05,0,0,0,3,34554,95362,13.726310221114161,34554,3,7.5,-4.5,2.5577858731336818,1.516791457871309
enjoyable,1021,93.12,1107.8,0,0,1,5,30239,95080,11.89588834827015,30239,5,12.5,-7.5,3.3136736252906602,1.698689331784538
quick,1021,92.93,800.3,0,0,1,7,18028,94877,8.61232161968679,18028,7,17.5,-10.5,3.758869733561591,1.8268491263466762
careful,1021,92.76,1342.81,0,0,0,1,36196,94709,14.476049396842802,36196,1,2.5,-1.5,2.023069559902635,1.3404292796177981
awesome,1021,92.04,759.82,0,0,1,7,15916,93971,8.255505928912543,15916,7,17.5,-10.5,4.052116263103086,1.9931223414431487
secure,1021,91.28,1307.94,0,0,1,4,39595,93199,14.32857239827956,39595,4,10.0,-6.0,2.8945122624325244,1.6087938820003054
stable,1021,88.84,1066.48,0,0,1,5,30879,90704,12.004729865319796,30879,5,12.5,-7.5,3.2259620382824337,1.662195254498497
qualified,1021,88.8,884.39,0,0,0,5,22324,90660,9.959889567537651,22324,5,12.5,-7.5,3.1844364236893035,1.6170106824096098
painful,1021,88.29,676.93,0,0,1,6,12383,90146,7.666983396899425,12383,6,15.0,-9.0,3.8069224153534797,1.8401955606728333
clean,1021,87.47,765.95,0,0,2,12,21544,89309,8.756517853398499,21544,12,30.0,-18.0,4.850862725525964,2.07859544395362
normal,1021,86.77,646.77,0,0,1,5,10283,88590,7.454000957126657,10283,5,12.5,-7.5,3.3913600597521163,1.731264292915208
creative,1021,86.53,1059.84,0,0,2,8,27456,88345,12.248544383618523,27456,8,20.0,-12.0,4.012755764629115,2.038566522461992
appealing,1021,85.32,924.23,0,0,1,8,24757,87111,10.83257066783838,24757,8,20.0,-12.0,3.9427098419307263,1.9413977748380815
suitable,1021,84.6,1075.43,0,0,0,3,23545,86373,12.712515451255184,23545,3,7.5,-4.5,2.5258245283926852,1.5039723387315476
modern,1021,84.26,1259.14,0,0,1,7,33658,86034,14.942725832847112,33658,7,17.5,-10.5,3.7874598798248487,1.9425150546880967
cute,1021,83.76,885.4,0,0,1,5,20826,85520,10.570501885845543,20826,5,12.5,-7.5,3.2524412735091355,1.7390919808353538
quiet,1021,83.42,688.66,0,0,1,7,17649,85171,8.25536852865664,17649,7,17.5,-10.5,4.074555891943363,1.885184318746514
essential,1021,83.28,748.55,0,0,0,4,15069,85032,8.987996911366471,15069,4,10.0,-6.0,2.968665695368111,1.591217977545086
involved,1021,82.54,950.15,0,0,0,4,27563,84270,11.511788165027383,27563,4,10.0,-6.0,2.9215833821305575,1.5971268863801185
memorable,1021,82.0,1457.13,0,0,0,3,44607,83721,17.77013632880697,44607,3,7.5,-4.5,2.5097402016689716,1.5377618485599374
unlikely,1021,81.65,1001.54,0,0,0,2,25325,83369,12.26563260082529,25325,2,5.0,-3.0,2.3888666105315477,1.4295134078989946
disappointed,1021,81.52,715.8,0,0,0,5,18485,83232,8.780685192358387,18485,5,12.5,-7.5,3.274008312724329,1.5806431782720893
wide,1021,81.44,646.1,0,0,1,7,12010,83148,7.933615502017289,12010,7,17.5,-10.5,3.930563989181365,1.9063017921794672
warm,1021,81.25,572.89,0,0,2,12,13174,82959,7.05066674097753,13174,12,30.0,-18.0,5.095557170593022,2.1657602665830646
tired,1021,80.78,758.91,0,0,0,4,14988,82473,9.395208645856162,14988,4,10.0,-6.0,3.064605941297014,1.585355284628488
fair,1021,80.48,1031.62,0,0,1,3,30160,82165,12.819074055668153,30160,3,7.5,-4.5,2.9179760721135057,1.6086628076576546
dead,1021,80.32,686.01,0,0,1,5,18409,82006,8.541030355697941,18409,5,12.5,-7.5,3.5142241405592403,1.6794617215211052
flexible,1021,79.83,1232.41,0,0,0,3,37287,81506,15.438072526565133,37287,3,7.5,-4.5,2.6343564527114047,1.545981705781494
optimistic,1021,79.67,714.85,0,0,1,7,15830,81346,8.972297484769607,15830,7,17.5,-10.5,3.783557216613345,1.8388148583844626
dependent,1021,78.96,498.79,0,0,1,6,6831,80618,6.317018540834735,6831,6,15.0,-9.0,3.6192279649722883,1.732237888634024
realistic,1021,78.58,1138.24,0,0,1,6,34175,80229,14.485269674236728,34175,6,15.0,-9.0,3.691396884917593,1.8792844786323948
profitable,1021,77.95,947.31,0,0,0,4,21434,79585,12.153096579000506,21434,4,10.0,-6.0,2.8434900068222944,1.5808243866273963
light,1021,77.92,729.01,0,0,1,8,20080,79555,9.355978869105392,20080,8,20.0,-12.0,4.211236725490615,1.9872084539114807
traditional,1021,77.81,1658.99,0,0,0,2,52071,79447,21.32023514352482,52071,2,5.0,-3.0,2.3483998093872573,1.4792598834821207
tight,1021,77.81,738.27,0,0,1,6,15646,79443,9.488271786792414,15646,6,15.0,-9.0,3.694695729091908,1.8859621740085089
wonderful,1021,76.79,699.61,0,0,1,5,15245,78403,9.11060779303619,15245,5,12.5,-7.5,3.3147423660856954,1.7694477570532496
limited,1021,76.57,1216.22,0,0,0,3,36189,78176,15.884130390532219,36189,3,7.5,-4.5,2.5223236969240586,1.5473025279216601
comprehensive,1021,75.41,1321.92,0,0,0,1,34557,76991,17.530301452274514,34557,1,2.5,-1.5,2.063851500079403,1.396084956705083
guilty,1021,74.61,1592.71,0,0,0,3,50643,76179,21.346507898687648,50643,3,7.5,-4.5,2.616532918591365,1.5200251724968916
