adj_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
good,460,6274.16,40247.42,0,27.0,115.0,650.5,644398,2886115,6.41478663755442,644398,623.5,1585.75,-908.25,147.16148995094687,16.341035372017412
many,460,5368.41,63841.23,0,1.0,5.0,39.5,1191059,2469467,11.892026372322817,1191059,38.5,97.25,-56.75,10.742294727091938,3.05909404061919
important,460,4789.15,41967.48,0,4.0,28.0,174.25,746782,2203009,8.763032873068706,746782,170.25,429.625,-251.375,41.01954281003836,6.107055201329255
much,460,4408.57,44475.09,0,0.0,1.0,11.0,613054,2027944,10.088317029368488,613054,11.0,27.5,-16.5,4.955572695316867,1.9516268102177035
likely,460,2295.34,25951.08,0,0.0,2.0,18.0,498300,1055855,11.305999501290922,498300,18.0,45.0,-27.0,6.971223972077445,2.1539416328572787
more,460,2226.72,20066.74,0,2.0,12.0,95.75,353963,1024292,9.011784940487047,353963,93.75,236.375,-138.625,23.03860857662303,4.269468976605843
easy,460,2147.02,12374.91,0,5.75,29.0,160.25,137053,987631,5.76375147743499,137053,154.5,392.0,-226.0,40.155230612803216,6.335067121164516
different,460,1970.12,13078.89,0,9.0,32.0,193.0,232538,906257,6.638612946668527,232538,184.0,469.0,-267.0,50.96874086325451,9.086232466931602
difficult,460,1814.8,14287.69,0,6.0,27.0,171.25,220118,834810,7.872854233782054,220118,165.25,419.125,-241.875,37.72745279111583,6.583503614187888
available,460,1812.85,11213.67,0,1.0,12.0,122.75,143793,833909,6.1856749435648295,143793,121.75,305.375,-181.625,21.304909614923446,3.449754078668293
sure,460,1806.01,26005.25,0,0.0,2.0,12.0,548852,830765,14.399274877870601,548852,12.0,30.0,-18.0,6.414452883431906,2.1339885495103115
popular,460,1775.05,19010.8,0,2.0,14.0,83.0,387869,816524,10.709992251730108,387869,81.0,204.5,-119.5,21.236970401668632,4.074863130396918
high,460,1771.22,9596.91,0,13.0,58.0,376.5,142347,814762,5.4182412812137235,142347,363.5,921.75,-532.25,77.12912981892042,10.582778513251746
bad,460,1631.5,9170.52,0,8.0,38.5,198.25,89460,750488,5.620925667275353,89460,190.25,483.625,-277.375,49.56533507253116,8.651140701951357
common,460,1211.65,13553.68,0,1.0,5.0,32.25,272323,557361,11.186092073762945,272323,31.25,79.125,-45.875,10.160176896379902,2.8811242242423867
close,460,1182.6,7467.8,0,6.0,23.0,142.5,109906,543997,6.314721370908874,109906,136.5,347.25,-198.75,36.71880694377752,7.028455811932609
happy,460,1173.8,8509.65,0,3.0,19.0,114.0,140987,539946,7.249689112761212,140987,111.0,280.5,-163.5,27.77940801260803,5.24637807256151
effective,460,1158.37,10090.26,0,5.0,22.0,98.0,148838,532852,8.710711774635469,148838,93.0,237.5,-134.5,27.908567020073907,6.3318507326858615
hard,460,1142.45,6707.85,0,5.0,21.0,121.25,94633,525529,5.871436973009343,94633,116.25,295.625,-169.375,31.71359273703313,6.173009151973913
great,460,1123.2,5917.21,0,4.0,19.5,104.25,66928,516671,5.268180603420658,66928,100.25,254.625,-146.375,29.00762867961595,5.620916984532267
clear,460,1083.53,7228.24,0,5.0,19.0,125.25,110617,498426,6.670977357711328,110617,120.25,305.625,-175.375,30.39746876509153,6.045849728929372
interesting,460,1066.83,8412.65,0,3.0,14.0,85.75,109819,490742,7.88564497206109,109819,82.75,209.875,-121.125,21.458961212568486,5.0660179659123346
small,460,1057.89,7433.75,0,4.0,20.5,122.0,116833,486631,7.026937948836291,116833,118.0,299.0,-173.0,28.483003401771512,5.371375658859188
big,460,1057.65,6621.91,0,2.0,12.0,84.25,84673,486517,6.260994128721737,84673,82.25,207.625,-121.375,19.436745472378963,4.233092353179082
little,460,1024.92,12271.91,0,0.0,4.0,24.25,241408,471463,11.97353382953715,241408,24.25,60.625,-36.375,7.56604446893634,2.5529215294680907
expensive,460,976.62,7994.33,0,1.0,7.0,52.0,131598,449246,8.185696351048025,131598,51.0,128.5,-75.5,13.372391094745504,3.3026812423736063
large,460,969.89,5900.88,0,4.0,21.0,143.5,87986,446151,6.084046027083582,87986,139.5,352.75,-205.25,31.12123664919506,5.440531647723981
enough,460,958.2,12235.24,0,1.0,5.5,45.25,257051,440772,12.768984294488858,257051,44.25,111.625,-65.375,12.283268669305496,3.020221093337695
strong,460,957.53,6263.26,0,8.0,32.5,167.25,113470,440463,6.541068939770774,113470,159.25,406.125,-230.875,42.513494689165185,7.7815375919895455
