key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~exactly_sure,NEGATED,exactly_sure,8794,4398.5,12153.5235,3.4013479,0.50035244,0.0027699696,0.999659,0.002770915,3173681,8797,6347362,8794.0,3164887.0,3.0,3173678.0,3173681.0,3173681.0,8797.0,6338565.0,3169282.5,4398.5,3169282.5,46.87217,0.005526511,0.30088186,0.0027699696,0.50035244,0.50035244,0.2515612,4395.5,0.49982944,8.412611,8.314829,8.457113,8.56681,9.530233,9.009703,93.77632963600144,1781.4828093473145,93.7923237797209,exactly,sure,44378,134058
NEG~yet_clear,NEGATED,yet_clear,10406,5205.5,14363.37263,3.2783678,0.5003404,0.003277267,0.99951977,0.0032788424,3173681,10411,6347362,10406.0,3163275.0,5.0,3173676.0,3173681.0,3173681.0,10411.0,6336951.0,3168475.5,5205.5,3168475.5,50.980392,0.006536243,0.30082136,0.003277267,0.5003404,0.5003404,0.25180882,5200.5,0.49975976,8.431216,8.342561,8.471466,8.5704155,9.422298,8.965941,102.00980345045274,1781.4828093473145,102.03430795570674,yet,clear,53779,83958
NEG~even_sure,NEGATED,even_sure,14459,7235.5,19899.75322,3.0652246,0.5003114,0.0045521273,0.9991708,0.0045559085,3173681,14471,6347362,14459.0,3159222.0,12.0,3173669.0,3173681.0,3173681.0,14471.0,6332891.0,3166445.5,7235.5,3166445.5,60.07289,0.009070458,0.3006697,0.0045521273,0.5003114,0.5003114,0.25243175,7223.5,0.49958503,8.3844385,8.313211,8.416637,8.495419,9.151428,8.804984,120.24558203942463,1781.4828093473145,120.2954695738788,even,sure,122338,134058
NEG~entirely_sure,NEGATED,entirely_sure,12931,6471.5,17777.56558,3.0165105,0.5000926,0.0040706675,0.99907285,0.0040744487,3173681,12943,6347362,12931.0,3160750.0,12.0,3173669.0,3173681.0,3173681.0,12943.0,6334419.0,3167209.5,6471.5,3167209.5,56.804512,0.008115799,0.30062714,0.0040706675,0.5000926,0.5000926,0.25208163,6459.5,0.499536,8.223121,8.15188,8.255324,8.334119,8.990215,8.64373,113.71455491712571,1781.4828093473145,113.7673063757774,entirely,sure,72827,134058
NEG~immediately_clear,NEGATED,immediately_clear,24416,12238.0,33183.57602,2.609274,0.49947464,0.0076743695,0.99754864,0.007693275,3173681,24476,6347362,24416.0,3149265.0,60.0,3173621.0,3173681.0,3173681.0,24476.0,6322886.0,3161443.0,12238.0,3161443.0,77.936104,0.015268794,0.29996407,0.0076743695,0.49947464,0.49947464,0.2535745,12178.0,0.4987713,7.741822,7.70069,7.7602925,7.8051667,8.161653,7.977156,156.25619987699687,1781.4828093473145,156.44807445283564,immediately,clear,57730,83958
NEG~that_hard,NEGATED,that_hard,9948,4982.0,13590.73556,2.7816348,0.4991778,0.003129489,0.9983942,0.0031345305,3173681,9964,6347362,9948.0,3163733.0,16.0,3173665.0,3173681.0,3173681.0,9964.0,6337398.0,3168699.0,4982.0,3168699.0,49.789623,0.00624944,0.30033204,0.003129489,0.4991778,0.4991778,0.25115365,4966.0,0.4991958,7.634192,7.5687275,7.663744,7.7359414,8.331023,8.018126,99.73966111833346,1781.4828093473145,99.81983770774224,that,hard,166680,45416
NEG~that_great,NEGATED,that_great,11032,5527.5,15014.603,2.6731153,0.4987882,0.0034688427,0.9979195,0.0034760898,3173681,11055,6347362,11032.0,3162649.0,23.0,3173658.0,3173681.0,3173681.0,11055.0,6336307.0,3168153.5,5527.5,3168153.5,52.407173,0.006928047,0.3001255,0.0034688427,0.4987882,0.4987882,0.25112852,5504.5,0.49895757,7.4924064,7.4341226,7.5186744,7.5827365,8.104622,7.831586,105.03332804400706,1781.4828093473145,105.14276009312292,that,great,166680,45537
NEG~too_sure,NEGATED,too_sure,8061,4040.5,10932.83226,2.5957637,0.4981593,0.002533651,0.99752504,0.0025399528,3173681,8081,6347362,8061.0,3165620.0,20.0,3173661.0,3173681.0,3173681.0,8081.0,6339281.0,3169640.5,4040.5,3169640.5,44.780155,0.005067004,0.29995382,0.002533651,0.4981593,0.4981593,0.25034645,4020.5,0.49875945,7.1544266,7.0933566,7.1819663,7.249172,7.798985,7.510814,89.78307190111062,1781.4828093473145,89.89438247187641,too,sure,433149,134058
NEG~always_easy,NEGATED,always_easy,24459,12276.0,32907.42401,2.4209833,0.49813896,0.00767752,0.9962121,0.0077068238,3173681,24552,6347362,24459.0,3149222.0,93.0,3173588.0,3173681.0,3173681.0,24552.0,6322810.0,3161405.0,12276.0,3161405.0,77.89954,0.015295321,0.29938182,0.00767752,0.49813896,0.49813896,0.25290823,12183.0,0.49809885,7.27962,7.2450686,7.2951155,7.332707,7.628664,7.476087,156.39373388982054,1781.4828093473145,156.69077828640715,always,easy,127052,109374
NEG~really_sure,NEGATED,really_sure,17783,8925.5,23903.01894,2.4167576,0.4975901,0.0055818465,0.99619067,0.0056032725,3173681,17851,6347362,17783.0,3155898.0,68.0,3173613.0,3173681.0,3173681.0,17851.0,6329511.0,3164755.5,8925.5,3164755.5,66.42149,0.011143864,0.29937246,0.0055818465,0.4975901,0.4975901,0.25158596,8857.5,0.49808806,7.154272,7.1150665,7.1718707,7.2146063,7.5531416,7.378149,133.3529152287268,1781.4828093473145,133.6076345124035,really,sure,182968,134058
NEG~quite_ready,NEGATED,quite_ready,10199,5118.0,13716.45506,2.4359405,0.49718708,0.0032019601,0.99638534,0.0032136184,3173681,10236,6347362,10199.0,3163482.0,37.0,3173644.0,3173681.0,3173681.0,10236.0,6337126.0,3168563.0,5118.0,3168563.0,50.311863,0.006406574,0.2994573,0.0032019601,0.49718708,0.49718708,0.25019452,5081.0,0.4981861,6.9554043,6.9059668,6.977642,7.0317626,7.4666553,7.240466,100.99009852455833,1781.4828093473145,101.17311895953391,quite,ready,120630,29641
COM~most_recent,COMPLEMENT,most_recent,13425,6749.5,17823.603,2.257605,0.49557206,0.004206787,0.9945181,0.004230104,3173681,13499,6347362,13425.0,3160256.0,74.0,3173607.0,3173681.0,3173681.0,13499.0,6333863.0,3166931.5,6749.5,3166931.5,57.61382,0.008424375,0.2986427,0.004206787,0.49557206,0.49557206,0.24988942,6675.5,0.49724394,6.658901,6.620937,6.675938,6.717296,7.044294,6.875404,115.86630226256467,1781.4828093473145,116.18519699169941,most,recent,346992,17626
