key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~exactly_sure,NEGATED,exactly_sure,8794,4398.5,12153.5235,3.4013479,0.50035244,0.0027699696,0.999659,0.002770915,3173681,8797,6347362,8794.0,3164887.0,3.0,3173678.0,3173681.0,3173681.0,8797.0,6338565.0,3169282.5,4398.5,3169282.5,46.87217,0.005526511,0.30088186,0.0027699696,0.50035244,0.50035244,0.2515612,4395.5,0.49982944,8.412611,8.314829,8.457113,8.56681,9.530233,8.950798,93.77632963600144,1781.4828093473145,93.7923237797209,exactly,sure,44378,134058
NEG~yet_clear,NEGATED,yet_clear,10406,5205.5,14363.37263,3.2783678,0.5003404,0.003277267,0.99951977,0.0032788424,3173681,10411,6347362,10406.0,3163275.0,5.0,3173676.0,3173681.0,3173681.0,10411.0,6336951.0,3168475.5,5205.5,3168475.5,50.980392,0.006536243,0.30082136,0.003277267,0.5003404,0.5003404,0.25180882,5200.5,0.49975976,8.431216,8.342561,8.471466,8.5704155,9.422298,8.9137125,102.00980345045274,1781.4828093473145,102.03430795570674,yet,clear,53779,83958
NEG~even_sure,NEGATED,even_sure,14459,7235.5,19899.75322,3.0652246,0.5003114,0.0045521273,0.9991708,0.0045559085,3173681,14471,6347362,14459.0,3159222.0,12.0,3173669.0,3173681.0,3173681.0,14471.0,6332891.0,3166445.5,7235.5,3166445.5,60.07289,0.009070458,0.3006697,0.0045521273,0.5003114,0.5003114,0.25243175,7223.5,0.49958503,8.3844385,8.313211,8.416637,8.495419,9.151428,8.764599,120.24558203942463,1781.4828093473145,120.2954695738788,even,sure,122338,134058
NEG~entirely_sure,NEGATED,entirely_sure,12931,6471.5,17777.56558,3.0165105,0.5000926,0.0040706675,0.99907285,0.0040744487,3173681,12943,6347362,12931.0,3160750.0,12.0,3173669.0,3173681.0,3173681.0,12943.0,6334419.0,3167209.5,6471.5,3167209.5,56.804512,0.008115799,0.30062714,0.0040706675,0.5000926,0.5000926,0.25208163,6459.5,0.499536,8.223121,8.15188,8.255324,8.334119,8.990215,8.60334,113.71455491712571,1781.4828093473145,113.7673063757774,entirely,sure,72827,134058
NEG~yet_ready,NEGATED,yet_ready,7501,3752.5,10344.71041,3.2229626,0.5000583,0.0023622413,0.999467,0.0023635016,3173681,7505,6347362,7501.0,3166180.0,4.0,3173677.0,3173681.0,3173681.0,7505.0,6339857.0,3169928.5,3752.5,3169928.5,43.281063,0.004715851,0.30079848,0.0023622413,0.5000583,0.5000583,0.25121027,3748.5,0.49973336,8.063356,7.970535,8.105544,8.209376,9.111079,8.571018,86.6083136886985,1781.4828093473145,86.63140308225418,yet,ready,53779,29641
NEG~yet_available,NEGATED,yet_available,7430,3717.0,10246.19236,3.218823,0.50004756,0.0023398697,0.99946195,0.00234113,3173681,7434,6347362,7430.0,3166251.0,4.0,3173677.0,3173681.0,3173681.0,7434.0,6339928.0,3169964.0,3717.0,3169964.0,43.07552,0.004671318,0.30079624,0.0023398697,0.50004756,0.50004756,0.25119373,3713.0,0.49973083,8.049614,7.95679,8.091802,8.195636,9.09735,8.557282,86.1974477580398,1781.4828093473145,86.22064717919949,yet,available,53779,81972
NEG~too_shabby,NEGATED,too_shabby,5392,2698.5,7406.56953,2.9921653,0.49949828,0.0016973981,0.99907357,0.0016989735,3173681,5397,6347362,5392.0,3168289.0,5.0,3173676.0,3173681.0,3173681.0,5397.0,6341965.0,3170982.5,2698.5,3170982.5,36.681072,0.003392178,0.30062747,0.0016973981,0.49949828,0.49949828,0.25059783,2693.5,0.49953634,7.4810734,7.3922954,7.5213776,7.6204515,8.473121,7.9641213,73.43023900274328,1781.4828093473145,73.46427703312679,too,shabby,433149,5613
NEG~immediately_clear,NEGATED,immediately_clear,24416,12238.0,33183.57602,2.609274,0.49947464,0.0076743695,0.99754864,0.007693275,3173681,24476,6347362,24416.0,3149265.0,60.0,3173621.0,3173681.0,3173681.0,24476.0,6322886.0,3161443.0,12238.0,3161443.0,77.936104,0.015268794,0.29996407,0.0076743695,0.49947464,0.49947464,0.2535745,12178.0,0.4987713,7.741822,7.70069,7.7602925,7.8051667,8.161653,7.9551063,156.25619987699687,1781.4828093473145,156.44807445283564,immediately,clear,57730,83958
NEG~that_hard,NEGATED,that_hard,9948,4982.0,13590.73556,2.7816348,0.4991778,0.003129489,0.9983942,0.0031345305,3173681,9964,6347362,9948.0,3163733.0,16.0,3173665.0,3173681.0,3173681.0,9964.0,6337398.0,3168699.0,4982.0,3168699.0,49.789623,0.00624944,0.30033204,0.003129489,0.4991778,0.4991778,0.25115365,4966.0,0.4991958,7.634192,7.5687275,7.663744,7.7359414,8.331023,7.98145,99.73966111833346,1781.4828093473145,99.81983770774224,that,hard,166680,45416
NEG~that_great,NEGATED,that_great,11032,5527.5,15014.603,2.6731153,0.4987882,0.0034688427,0.9979195,0.0034760898,3173681,11055,6347362,11032.0,3162649.0,23.0,3173658.0,3173681.0,3173681.0,11055.0,6336307.0,3168153.5,5527.5,3168153.5,52.407173,0.006928047,0.3001255,0.0034688427,0.4987882,0.4987882,0.25112852,5504.5,0.49895757,7.4924064,7.4341226,7.5186744,7.5827365,8.104622,7.7993827,105.03332804400706,1781.4828093473145,105.14276009312292,that,great,166680,45537
