key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~exactly_sure,NEGATED,exactly_sure,8794,4398.5,12153.5235,3.4013479,0.50035244,0.0027699696,0.999659,0.002770915,3173681,8797,6347362,8794.0,3164887.0,3.0,3173678.0,3173681.0,3173681.0,8797.0,6338565.0,3169282.5,4398.5,3169282.5,46.87217,0.005526511,0.30088186,0.0027699696,0.50035244,0.50035244,0.2515612,4395.5,0.49982944,8.412611,8.314829,8.457113,8.56681,9.530233,8.780324,93.77632963600144,1781.4828093473145,93.7923237797209,exactly,sure,44378,134058
NEG~yet_clear,NEGATED,yet_clear,10406,5205.5,14363.37263,3.2783675,0.5003404,0.003277267,0.99951977,0.0032788424,3173681,10411,6347362,10406.0,3163275.0,5.0,3173676.0,3173681.0,3173681.0,10411.0,6336951.0,3168475.5,5205.5,3168475.5,50.980392,0.006536243,0.30082136,0.003277267,0.5003404,0.5003404,0.25180882,5200.5,0.49975976,8.431216,8.342561,8.471466,8.5704155,9.422298,8.761902,102.00980345045274,1781.4828093473145,102.03430795570674,yet,clear,53779,83958
NEG~too_surprising,NEGATED,too_surprising,4014,2007.0,5567.12558,3.905211,0.5003164,0.0012647774,1.0,0.0012647774,3173681,4014,6347362,4014.0,3169667.0,0.0,3173681.0,3173681.0,3173681.0,4014.0,6343348.0,3171674.0,2007.0,3171674.0,31.678068,0.00252636,0.30103,0.0012647774,0.5003164,0.5003164,0.2507906,2007.0,0.5,7.8220577,7.6962037,7.8798194,8.023547,9.386839,8.309171,63.35613624582863,1781.4828093473145,63.35613624582863,too,surprising,433149,18886
NEG~even_sure,NEGATED,even_sure,14459,7235.5,19899.75322,3.0652246,0.5003114,0.0045521273,0.9991708,0.0045559085,3173681,14471,6347362,14459.0,3159222.0,12.0,3173669.0,3173681.0,3173681.0,14471.0,6332891.0,3166445.5,7235.5,3166445.5,60.07289,0.009070458,0.3006697,0.0045521273,0.5003114,0.5003114,0.25243175,7223.5,0.49958503,8.3844385,8.313211,8.416637,8.495419,9.151428,8.646361,120.24558203942463,1781.4828093473145,120.2954695738788,even,sure,122338,134058
NEG~necessarily_indicative,NEGATED,necessarily_indicative,1389,694.5,1925.86689,3.4440787,0.50010943,0.00043766212,1.0,0.00043766212,3173681,1389,6347362,1389.0,3172292.0,0.0,3173681.0,3173681.0,3173681.0,1389.0,6345973.0,3172986.5,694.5,3172986.5,18.634645,0.000874941,0.30103,0.00043766212,0.50010943,0.50010943,0.25027356,694.5,0.5,6.285044,6.158642,6.343042,6.4873176,7.8538094,6.7738814,37.26929030716845,1781.4828093473145,37.26929030716845,necessarily,indicative,42916,2319
NEG~that_common,NEGATED,that_common,1207,603.5,1673.48686,3.3830824,0.50009507,0.00038031547,1.0,0.00038031547,3173681,1207,6347362,1207.0,3172474.0,0.0,3173681.0,3173681.0,3173681.0,1207.0,6346155.0,3173077.5,603.5,3173077.5,17.370953,0.000760342,0.30103,0.00038031547,0.50009507,0.50009507,0.2502377,603.5,0.5,6.081034,5.9545054,6.1390862,6.2834883,7.650719,6.570269,34.741905532080416,1781.4828093473145,34.741905532080416,that,common,166680,34621
NEG~entirely_sure,NEGATED,entirely_sure,12931,6471.5,17777.56558,3.0165105,0.5000926,0.0040706675,0.99907285,0.0040744487,3173681,12943,6347362,12931.0,3160750.0,12.0,3173669.0,3173681.0,3173681.0,12943.0,6334419.0,3167209.5,6471.5,3167209.5,56.804512,0.008115799,0.30062714,0.0040706675,0.5000926,0.5000926,0.25208163,6459.5,0.499536,8.223121,8.15188,8.255324,8.334119,8.990215,8.4850855,113.71455491712571,1781.4828093473145,113.7673063757774,entirely,sure,72827,134058
NEG~that_familiar,NEGATED,that_familiar,1126,563.0,1561.16723,3.3529153,0.5000887,0.00035479307,1.0,0.00035479307,3173681,1126,6347362,1126.0,3172555.0,0.0,3173681.0,3173681.0,3173681.0,1126.0,6346236.0,3173118.0,563.0,3173118.0,16.777962,0.000709334,0.30103,0.00035479307,0.5000887,0.5000887,0.25022176,563.0,0.5,5.9800525,5.853454,6.0381346,6.182606,7.5502424,6.4695063,33.555923471125034,1781.4828093473145,33.555923471125034,that,familiar,166680,19650
NEG~exactly_easy,NEGATED,exactly_easy,1066,533.0,1477.96885,3.3291368,0.500084,0.00033588757,1.0,0.00033588757,3173681,1066,6347362,1066.0,3172615.0,0.0,3173681.0,3173681.0,3173681.0,1066.0,6346296.0,3173148.0,533.0,3173148.0,16.324827,0.00067155,0.30103,0.00033588757,0.500084,0.500084,0.25020993,533.0,0.5,5.900413,5.7737565,5.9585204,6.10305,7.471027,6.3900504,32.64965543462902,1781.4828093473145,32.64965543462902,exactly,easy,44378,109374
NEG~yet_ready,NEGATED,yet_ready,7501,3752.5,10344.71041,3.2229626,0.5000583,0.0023622413,0.999467,0.0023635016,3173681,7505,6347362,7501.0,3166180.0,4.0,3173677.0,3173681.0,3173681.0,7505.0,6339857.0,3169928.5,3752.5,3169928.5,43.281063,0.004715851,0.30079848,0.0023622413,0.5000583,0.5000583,0.25121027,3748.5,0.49973336,8.063356,7.970535,8.105544,8.209376,9.111079,8.410821,86.6083136886985,1781.4828093473145,86.63140308225418,yet,ready,53779,29641
NEG~yet_available,NEGATED,yet_available,7430,3717.0,10246.19236,3.218823,0.50004756,0.0023398697,0.99946195,0.00234113,3173681,7434,6347362,7430.0,3166251.0,4.0,3173677.0,3173681.0,3173681.0,7434.0,6339928.0,3169964.0,3717.0,3169964.0,43.07552,0.004671318,0.30079624,0.0023398697,0.50004756,0.50004756,0.25119373,3713.0,0.49973083,8.049614,7.95679,8.091802,8.195636,9.09735,8.397083,86.1974477580398,1781.4828093473145,86.22064717919949,yet,available,53779,81972
NEG~yet_complete,NEGATED,yet_complete,2174,1087.5,2998.5653,3.1615655,0.49971145,0.00068469386,0.9995402,0.000685009,3173681,2175,6347362,2174.0,3171507.0,1.0,3173680.0,3173681.0,3173681.0,2175.0,6345187.0,3172593.5,1087.5,3172593.5,23.302362,0.00136908,0.30083027,0.00068469386,0.49971145,0.49971145,0.25019807,1086.5,0.49977002,6.702455,6.5894814,6.7540817,6.881921,8.046015,7.133244,46.62617290749907,1781.4828093473145,46.636895265444075,yet,complete,53779,8263
NEG~yet_sure,NEGATED,yet_sure,1977,989.0,2725.52641,3.1202958,0.49965015,0.00062262086,0.99949443,0.00062293594,3173681,1978,6347362,1977.0,3171704.0,1.0,3173680.0,3173681.0,3173681.0,1978.0,6345384.0,3172692.0,989.0,3172692.0,22.22049,0.001245096,0.30081037,0.00062262086,0.49965015,0.49965015,0.25013638,988.0,0.4997471,6.564761,6.4517317,6.616412,6.744307,7.908737,6.9957275,44.46346815083142,1781.4828093473145,44.474711915874174,yet,sure,53779,134058
NEG~exactly_clear,NEGATED,exactly_clear,1746,873.5,2405.40537,3.0663161,0.4995651,0.00054983475,0.9994276,0.0005501498,3173681,1747,6347362,1746.0,3171935.0,1.0,3173680.0,3173681.0,3173681.0,1747.0,6345615.0,3172807.5,873.5,3172807.5,20.880617,0.001099694,0.30078134,0.00054983475,0.4995651,0.4995651,0.25005746,872.5,0.49971363,6.384546,6.2714343,6.4362316,6.5642085,7.72913,6.8157706,41.78516483155236,1781.4828093473145,41.79712908801273,exactly,clear,44378,83958
NEG~too_shabby,NEGATED,too_shabby,5392,2698.5,7406.56953,2.9921653,0.49949828,0.001697398,0.99907357,0.0016989735,3173681,5397,6347362,5392.0,3168289.0,5.0,3173676.0,3173681.0,3173681.0,5397.0,6341965.0,3170982.5,2698.5,3170982.5,36.681072,0.003392178,0.30062747,0.001697398,0.49949828,0.49949828,0.25059783,2693.5,0.49953634,7.4810734,7.3922954,7.5213776,7.6204515,8.473121,7.8121567,73.43023900274328,1781.4828093473145,73.46427703312679,too,shabby,433149,5613
