key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,O11,O12,O21,O22,R1,R2,C1,C2,E12,E21,E22,t_score,dice,liddell,mutual_information,min_sensitivity,conservative_log_ratio_1t,conservative_log_ratio,conservative_log_ratio_nc,deltaP_min,deltaP_max,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
COM~not_worried,COMPLEMENT,not_worried,17337,16706.7097,1116.31473,1.4100361,0.03630834,0.00020808457,0.99850255,0.00021634379,80136344,17363,83284343,17337.0,80119007.0,26.0,3147973.0,80136344,3147999,17363,83266980,80119637.29030222,656.290302212,3147342.709697788,4.7868924,0.000432594,0.03630834,0.016083023,0.000216344,3.327275,3.2891138,3.9163752,0.00020808457,0.03630834,7.5552057e-06,630.2903000000006,0.036355212,129.25444,25.105583,131.67004215082488,8951.890526587107,131.76873680809118,not,worried,4415785,118139.0
COM~n't_bad,COMPLEMENT,n't_bad,19938,19213.24536,1283.17249,1.4097017,0.03630451,0.0002392711,0.9984976,0.00024880096,80136344,19968,83284343,19938.0,80116406.0,30.0,3147969.0,80136344,3147999,19968,83264375,80117130.75463656,754.754636559,3147244.245363442,5.132751,0.000497478,0.036304507,0.016080864,0.000248801,3.4180477,3.3825214,3.966471,0.0002392711,0.03630451,8.68662e-06,724.7546399999992,0.036350418,138.61185,26.921267,141.20198298890847,8951.890526587107,141.30817386124556,n't,bad,1206294,554698.0
COM~not_complete,COMPLEMENT,not_complete,9303,8964.83409,598.66697,1.4015319,0.03629964,0.00011164238,0.99849737,0.00011608965,80136344,9317,83284343,9303.0,80127041.0,14.0,3147985.0,80136344,3147999,9317,83275026,80127379.1659129,352.165912902,3147646.834087098,3.5060518,0.000232152,0.03629964,0.016080765,0.00011609,2.8202264,2.768221,3.6230378,0.00011164238,0.03629964,4.0525783e-06,338.1659099999997,0.036350198,94.68281,18.389288,96.45206063117574,8951.890526587107,96.52460826131335,not,complete,4415785,106557.0
COM~more_streamlined,COMPLEMENT,more_streamlined,4653,4483.86035,299.43514,1.3869479,0.036298092,5.5839908e-05,0.99849784,5.8063542e-05,80136344,4660,83284343,4653.0,80131691.0,7.0,3147992.0,80136344,3147999,4660,83279683,80131860.13965376,176.139653764,3147822.860346236,2.4795845,0.00011612,0.036298092,0.016080976,5.8064e-05,2.0395033,1.9659566,3.1748514,5.5839908e-05,0.036298092,2.0268822e-06,169.13965000000007,0.036350667,66.96163,13.00537,68.21290200541243,8951.890526587107,68.26419266350405,more,streamlined,9320997,5645.0
COM~historically_low,COMPLEMENT,historically_low,5974,5756.85332,384.36729,1.3928143,0.036296554,7.168899e-05,0.99849576,7.454795e-05,80136344,5983,83284343,5974.0,80130370.0,9.0,3147990.0,80136344,3147999,5983,83278360,80130587.14668421,226.146684221,3147772.853315778,2.8094454,0.000149085,0.036296554,0.016080054,7.4548e-05,2.3524108,2.2875488,3.3536944,7.168899e-05,0.036296554,2.6020632e-06,217.14667999999983,0.036348622,75.87393,14.735898,77.2916554357584,8951.890526587107,77.34985455707076,historically,low,54510,305282.0
COM~extremely_simple,COMPLEMENT,extremely_simple,5306,5113.14032,341.3456,1.389622,0.036295068,6.367086e-05,0.99849457,6.621215e-05,80136344,5314,83284343,5306.0,80131038.0,8.0,3147991.0,80136344,3147999,5314,83279029,80131230.85968243,200.859682426,3147798.140317574,2.6476333,0.000132416,0.036295068,0.016079536,6.6212e-05,2.2085767,2.13978,3.2705991,6.367086e-05,0.036295068,2.310938e-06,192.85967999999957,0.03634747,71.506226,13.887393,72.84229540589725,8951.890526587107,72.89718787443039,extremely,simple,976163,424816.0
COM~very_thankful,COMPLEMENT,very_thankful,11250,10841.12758,723.51885,1.4023975,0.03629429,0.00013498549,0.99849117,0.00014038575,80136344,11267,83284343,11250.0,80125094.0,17.0,3147982.0,80136344,3147999,11267,83273076,80125502.87242037,425.872420378,3147573.127579622,3.854886,0.000280732,0.03629429,0.016078066,0.000140386,2.9887493,2.941555,3.7172909,0.00013498549,0.03629429,4.899202e-06,408.8724199999997,0.036344215,104.120735,20.220594,106.06601717798213,8951.890526587107,106.14612569472331,very,thankful,9913432,47028.0
COM~notoriously_difficult,COMPLEMENT,notoriously_difficult,5962,5745.30689,383.47864,1.391941,0.036293525,7.1539245e-05,0.9984927,7.43982e-05,80136344,5971,83284343,5962.0,80130382.0,9.0,3147990.0,80136344,3147999,5971,83278372,80130598.69310571,225.693105714,3147773.306894286,2.806397,0.000148785,0.036293525,0.01607874,7.4398e-05,2.3495064,2.2846441,3.3507915,7.1539245e-05,0.036293525,2.5964114e-06,216.69311000000016,0.03634571,75.797806,14.7205,77.21398836998384,8951.890526587107,77.272245987806,notoriously,difficult,39366,832988.0
COM~most_extreme,COMPLEMENT,most_extreme,18935,18247.19477,1215.33741,1.4017586,0.036277257,0.0002270726,0.9984708,0.0002362848,80136344,18964,83284343,18935.0,80117409.0,29.0,3147970.0,80136344,3147999,18964,83265379,80118096.80523477,716.805234761,3147282.19476524,4.9984207,0.000472458,0.036277257,0.016069202,0.000236285,3.3704495,3.3343155,3.9282558,0.0002270726,0.036277257,8.237571e-06,687.8052300000018,0.036324542,135.08218,26.226042,137.6045057401828,8951.890526587107,137.70983988081608,most,extreme,7568812,64218.0
COM~not_accurate,COMPLEMENT,not_accurate,7195,6933.62611,461.89755,1.3906057,0.036274843,8.6290194e-05,0.99847347,8.978448e-05,80136344,7206,83284343,7195.0,80129149.0,11.0,3147988.0,80136344,3147999,7206,83277137,80129410.37389378,272.373893782,3147726.626106218,3.081391,0.000179553,0.036274843,0.01607038,8.9784e-05,2.5557334,2.4970627,3.4614382,8.6290194e-05,0.036274843,3.1301633e-06,261.37388999999985,0.036327157,83.268394,16.167063,84.823345842993,8951.890526587107,84.88816171881683,not,accurate,4415785,175453.0
COM~highly_advanced,COMPLEMENT,highly_advanced,4578,4411.69521,293.88248,1.3798909,0.036273487,5.4904e-05,0.9984733,5.7127636e-05,80136344,4585,83284343,4578.0,80131766.0,7.0,3147992.0,80136344,3147999,4585,83279758,80131932.3047881,173.304788092,3147825.695211908,2.457915,0.000114249,0.036273487,0.016070288,5.7128e-05,2.0160267,1.9424791,3.151389,5.4904e-05,0.036273487,1.9915597e-06,166.30479000000014,0.036326952,66.42059,12.895922,67.66091929614909,8951.890526587107,67.7126280689208,highly,advanced,764843,143274.0
COM~still_fresh,COMPLEMENT,still_fresh,9105,8774.31813,584.00892,1.3921883,0.036266923,0.00010917159,0.99846476,0.00011361886,80136344,9119,83284343,9105.0,80127239.0,14.0,3147985.0,80136344,3147999,9119,83275224,80127569.68186752,344.681867527,3147654.318132473,3.4655359,0.000227212,0.036266923,0.016066574,0.000113619,2.7891586,2.7371523,3.5919833,0.00010917159,0.036266923,3.959318e-06,330.68187000000034,0.036318712,93.67133,18.18466,95.42012366372201,8951.890526587107,95.4934552731233,still,fresh,830082,57485.0
COM~not_illegal,COMPLEMENT,not_illegal,7806,7522.4936,500.7015,1.3897921,0.036266696,9.359704e-05,0.99846506,9.7408985e-05,80136344,7818,83284343,7806.0,80128538.0,12.0,3147987.0,80136344,3147999,7818,83276525,80128821.50639766,295.506397667,3147703.493602333,3.208844,0.000194799,0.036266696,0.01606672,9.7409e-05,2.6383638,2.5821908,3.5055137,9.359704e-05,0.036266696,3.3944552e-06,283.5064000000002,0.036319036,86.73231,16.837648,88.35157044444654,8951.890526587107,88.41945487278238,not,illegal,4415785,43799.0
COM~n't_concerned,COMPLEMENT,n't_concerned,5205,5015.95794,333.8691,1.3812758,0.036265854,6.241051e-05,0.99846536,6.4951804e-05,80136344,5213,83284343,5205.0,80131139.0,8.0,3147991.0,80136344,3147999,5213,83279130,80131328.04206333,197.04206332,3147801.95793668,2.6202822,0.000129895,0.036265854,0.016066847,6.4952e-05,2.1808138,2.112016,3.2428517,6.241051e-05,0.036265854,2.2633703e-06,189.04205999999976,0.03631932,70.823425,13.749257,72.14568594171102,8951.890526587107,72.20110802473879,n't,concerned,1206294,253680.0
COM~probably_right,COMPLEMENT,probably_right,6472,6236.99201,414.80596,1.3841215,0.0362583,7.758573e-05,0.99845725,8.076236e-05,80136344,6482,83284343,6472.0,80129872.0,10.0,3147989.0,80136344,3147999,6482,83277861,80130107.0079905,245.007990493,3147753.992009506,2.921214,0.000161512,0.036258295,0.016063321,8.0762e-05,2.4365864,2.3750515,3.3865056,7.758573e-05,0.0362583,2.8131267e-06,235.00799000000006,0.036311492,78.97463,15.32997,80.44874144447506,8951.890526587107,80.51086883148137,probably,right,134793,204056.0
COM~more_nuanced,COMPLEMENT,more_nuanced,13560,13067.66252,868.82637,1.394113,0.036257844,0.00016254072,0.99845374,0.0001692116,80136344,13581,83284343,13560.0,80122784.0,21.0,3147978.0,80136344,3147999,13581,83270762,80123276.33747591,513.337475917,3147485.662524083,4.227981,0.000338366,0.036257844,0.01606178,0.000169212,3.1248994,3.0824363,3.7804058,0.00016254072,0.036257844,5.8933756e-06,492.33748000000014,0.036308073,114.31388,22.188679,116.4474130240771,8951.890526587107,116.53754759733019,more,nuanced,9320997,19942.0
COM~nearly_identical,COMPLEMENT,nearly_identical,12853,12386.42366,822.91666,1.3915396,0.036250174,0.00015403591,0.99844635,0.00016038914,80136344,12873,83284343,12853.0,80123491.0,20.0,3147979.0,80136344,3147999,12873,83271470,80123957.57634397,486.576343971,3147512.423656028,4.1154795,0.000320727,0.036250174,0.016058577,0.000160389,3.0800025,3.0364907,3.7516994,0.00015403591,0.036250174,5.583828e-06,466.5763399999996,0.03630097,111.29431,21.600378,113.37107214805724,8951.890526587107,113.45924378383631,nearly,identical,174561,51745.0
COM~n't_clear,COMPLEMENT,n't_clear,19198,18501.21604,1228.4009,1.3932725,0.036246352,0.00023003684,0.9984398,0.00023956671,80136344,19228,83284343,19198.0,80117146.0,30.0,3147969.0,80136344,3147999,19228,83265115,80117842.78396192,726.783961927,3147272.216038074,5.0288672,0.000479018,0.036246352,0.016055712,0.000239567,3.3634458,3.3279183,3.9118848,0.00023003684,0.036246352,8.337996e-06,696.7839600000007,0.036294613,136.01918,26.396666,138.55684753919599,8951.890526587107,138.6650640933036,n't,clear,1206294,489305.0
COM~quite_different,COMPLEMENT,quite_different,43116,41551.72214,2755.2896,1.3933824,0.036242343,0.000516432,0.99842536,0.000538033,80136344,43184,83284343,43116.0,80093228.0,68.0,3147931.0,80136344,3147999,43184,83241159,80094792.27785583,1632.277855827,3146366.722144173,7.533463,0.001075487,0.036242343,0.016049435,0.000538033,3.7827644,3.7591667,4.147044,0.000516432,0.036242343,1.8716706e-05,1564.277860000002,0.03628068,203.84239,39.550953,207.64392598869827,8951.890526587107,207.8076033257686,quite,different,1065022,906600.0
COM~ever_popular,COMPLEMENT,ever_popular,4485,4322.21045,287.00243,1.3709781,0.036241837,5.374348e-05,0.9984417,5.5967113e-05,80136344,4492,83284343,4485.0,80131859.0,7.0,3147992.0,80136344,3147999,4492,83279851,80132021.78955466,169.789554659,3147829.210445342,2.430778,0.000111928,0.036241837,0.01605654,5.5967e-05,1.986375,1.9128262,3.1217551,5.374348e-05,0.036241837,1.9477625e-06,162.78955000000042,0.036296442,65.74352,12.758901,66.97014260101288,8951.890526587107,67.02238432046416,ever,popular,117695,827608.0
COM~not_present,COMPLEMENT,not_present,21022,20259.15871,1344.17409,1.3919541,0.03624005,0.00025184505,0.9984327,0.0002623279,80136344,21055,83284343,21022.0,80115322.0,33.0,3147966.0,80136344,3147999,21055,83263288,80116084.8412897,795.841289701,3147203.158710299,5.2613497,0.000524518,0.03624005,0.016052624,0.000262328,3.4168403,3.3829663,3.939758,0.00025184505,0.03624005,9.126877e-06,762.8412900000003,0.03628776,142.33467,27.619581,144.98965480336864,8951.890526587107,145.10341140028376,not,present,4415785,125577.0
COM~more_affluent,COMPLEMENT,more_affluent,7667,7388.74755,490.41977,1.3819888,0.036238845,9.1862494e-05,0.9984373,9.567444e-05,80136344,7679,83284343,7667.0,80128677.0,12.0,3147987.0,80136344,3147999,7679,83276664,80128955.25244662,290.252446621,3147708.747553379,3.1777978,0.000191331,0.036238845,0.016054636,9.5674e-05,2.6124141,2.5562403,3.479576,9.1862494e-05,0.036238845,3.328991e-06,278.25244999999995,0.03629222,85.957825,16.6809,87.56140702387097,8951.890526587107,87.62990357178307,more,affluent,9320997,17248.0
COM~not_compatible,COMPLEMENT,not_compatible,8291,7990.12367,530.18747,1.3825476,0.036236312,9.933156e-05,0.9984345,0.00010346117,80136344,8304,83284343,8291.0,80128053.0,13.0,3147986.0,80136344,3147999,8304,83276039,80128353.87632722,313.876327223,3147685.123672778,3.3043387,0.000206901,0.036236312,0.016053414,0.000103461,2.6897368,2.6357667,3.5228803,9.933156e-05,0.036236312,3.5994094e-06,300.87633000000005,0.03628951,89.38749,17.345787,91.05492847726585,8951.890526587107,91.12628599915614,not,compatible,4415785,35194.0
COM~not_shy,COMPLEMENT,not_shy,7012,6757.54318,448.36035,1.3794167,0.036234982,8.400659e-05,0.9984337,8.750087e-05,80136344,7023,83284343,7012.0,80129332.0,11.0,3147988.0,80136344,3147999,7023,83277320,80129586.45682155,265.456821542,3147733.543178458,3.0387373,0.000174986,0.036234982,0.016053079,8.7501e-05,2.5185223,2.4598503,3.424245,8.400659e-05,0.036234982,3.0439774e-06,254.45682000000033,0.036288764,82.20428,15.951703,83.73768566183328,8951.890526587107,83.80334122217323,not,shy,4415785,50705.0
COM~more_manageable,COMPLEMENT,more_manageable,13976,13468.90067,893.2146,1.3874937,0.036232647,0.0001674142,0.99842834,0.00017440277,80136344,13998,83284343,13976.0,80122368.0,22.0,3147977.0,80136344,3147999,13998,83270345,80122875.09932905,529.099329054,3147469.900670946,4.2894497,0.000348745,0.036232647,0.016050741,0.000174403,3.1367655,3.095278,3.7772088,0.0001674142,0.036232647,6.0658595e-06,507.0993299999991,0.036283582,116.055595,22.518866,118.2201336490532,8951.890526587107,118.31314381758267,more,manageable,9320997,20395.0
COM~more_conventional,COMPLEMENT,more_conventional,12686,12225.73596,810.56807,1.3858591,0.036229677,0.00015195196,0.99842596,0.0001583052,80136344,12706,83284343,12686.0,80123658.0,20.0,3147979.0,80136344,3147999,12706,83271637,80124118.26404308,480.264043075,3147518.735956926,4.086436,0.00031656,0.036229677,0.016049694,0.000158305,3.0611186,3.0176063,3.7328222,0.00015195196,0.036229677,5.5051705e-06,460.26404,0.036281258,110.57005,21.453766,112.63214461245067,8951.890526587107,112.72089424769483,more,conventional,9320997,22804.0
COM~most_visible,COMPLEMENT,most_visible,18365,17698.73974,1173.17375,1.3884814,0.03622961,0.00021995972,0.9984234,0.00022917191,80136344,18394,83284343,18365.0,80117979.0,29.0,3147970.0,80136344,3147999,18394,83265949,80118645.26025565,695.260255652,3147303.739744348,4.916414,0.000458239,0.03622961,0.01604859,0.000229172,3.3263218,3.290187,3.8841414,0.00021995972,0.03622961,7.969054e-06,666.2602599999991,0.036278807,133.0366,25.812017,135.51752654177244,8951.890526587107,135.6244815658294,most,visible,7568812,137006.0
COM~most_meaningful,COMPLEMENT,most_meaningful,6348,6117.67899,405.63614,1.37572,0.036228154,7.603837e-05,0.99842715,7.9214995e-05,80136344,6358,83284343,6348.0,80129996.0,10.0,3147989.0,80136344,3147999,6358,83277985,80130226.32101259,240.321012582,3147758.678987418,2.8907804,0.000158417,0.036228154,0.016050234,7.9215e-05,2.4086432,2.3471076,3.3585768,7.603837e-05,0.036228154,2.7547298e-06,230.32100999999966,0.036282454,78.21559,15.176331,79.67433714816836,8951.890526587107,79.7370679169983,most,meaningful,7568812,50776.0
COM~most_severe,COMPLEMENT,most_severe,16416,15820.52185,1048.16269,1.3863252,0.036224045,0.00019659166,0.9984187,0.00020485088,80136344,16442,83284343,16416.0,80119928.0,26.0,3147973.0,80136344,3147999,16442,83267901,80120523.47815175,621.478151758,3147377.521848242,4.6476364,0.000409618,0.036224045,0.016046539,0.000204851,3.2484653,3.2103024,3.83759,0.00019659166,0.036224045,7.121345e-06,595.4781500000008,0.036274254,125.779655,24.40242,128.12493902437572,8951.890526587107,128.22636234409833,most,severe,7568812,102520.0
COM~equally_impressive,COMPLEMENT,equally_impressive,5063,4879.32528,323.36783,1.3692634,0.036222816,6.0638526e-05,0.9984224,6.3179825e-05,80136344,5071,83284343,5063.0,80131281.0,8.0,3147991.0,80136344,3147999,5071,83279272,80131464.67471765,191.674717648,3147807.325282352,2.5813413,0.000126352,0.036222816,0.016048156,6.318e-05,2.1408544,2.072055,3.2029152,6.0638526e-05,0.036222816,2.1964981e-06,183.67471999999998,0.03627784,69.852165,13.552665,71.15476090888086,8951.890526587107,71.21095421351971,equally,impressive,243337,195257.0
COM~highly_complex,COMPLEMENT,highly_complex,7586,7310.80921,484.43187,1.3773761,0.03622215,9.085172e-05,0.99842066,9.4663665e-05,80136344,7598,83284343,7586.0,80128758.0,12.0,3147987.0,80136344,3147999,7598,83276745,80129033.1907917,287.190791695,3147711.809208304,3.1595664,0.000189309,0.036222152,0.016047388,9.4664e-05,2.5970743,2.5409,3.4642437,9.085172e-05,0.03622215,3.2908447e-06,275.19078999999965,0.03627614,85.50327,16.588875,87.0976463516667,8951.890526587107,87.16650732936361,highly,complex,764843,255441.0
COM~just_glad,COMPLEMENT,just_glad,11360,10947.93198,725.2623,1.3824899,0.036221158,0.00013604049,0.998418,0.0001417584,80136344,11378,83284343,11360.0,80124984.0,18.0,3147981.0,80136344,3147999,11378,83272965,80125396.06802157,430.068021573,3147568.931978428,3.8661594,0.000283477,0.036221158,0.01604624,0.000141758,2.9684844,2.9226184,3.6765254,0.00013604049,0.036221158,4.9275436e-06,412.0680200000006,0.036273595,104.63236,20.29946,106.58330075579383,8951.890526587107,106.66770832824712,just,glad,648023,109605.0
COM~also_necessary,COMPLEMENT,also_necessary,6944,6692.11346,443.33391,1.3751844,0.036219638,8.315803e-05,0.9984184,8.665232e-05,80136344,6955,83284343,6944.0,80129400.0,11.0,3147988.0,80136344,3147999,6955,83277388,80129651.88654333,262.886543333,3147736.113456668,3.0227354,0.00017329,0.036219638,0.016046418,8.6652e-05,2.504447,2.4457746,3.4101768,8.315803e-05,0.036219638,3.0119538e-06,251.88654000000042,0.036273982,81.805336,15.870934,83.33066662399864,8951.890526587107,83.3966426182733,also,necessary,1108517,186387.0
COM~absolutely_brilliant,COMPLEMENT,absolutely_brilliant,4419,4258.70513,282.12345,1.36454,0.03621857,5.2919884e-05,0.99841845,5.514352e-05,80136344,4426,83284343,4419.0,80131925.0,7.0,3147992.0,80136344,3147999,4426,83279917,80132085.29487287,167.294872867,3147831.705127133,2.4113355,0.000110281,0.03621857,0.01604643,5.5144e-05,1.9649559,1.8914063,3.1003492,5.2919884e-05,0.03621857,1.9166825e-06,160.29486999999972,0.036274016,65.25876,12.660761,66.47555941848101,8951.890526587107,66.52818951391959,absolutely,brilliant,354167,45868.0
COM~cautiously_optimistic,COMPLEMENT,cautiously_optimistic,9427,9085.10931,601.44619,1.378319,0.03621367,0.00011287208,0.99841136,0.00011763701,80136344,9442,83284343,9427.0,80126917.0,15.0,3147984.0,80136344,3147999,9442,83274901,80127258.89068902,356.890689022,3147642.109310978,3.5212796,0.000235246,0.036213666,0.01604335,0.000117637,2.8036644,2.7534204,3.5792873,0.00011287208,0.03621367,4.087512e-06,341.8906900000002,0.03626718,95.31584,18.490286,97.09273917240156,8951.890526587107,97.16995420396162,cautiously,optimistic,11204,81289.0
COM~more_independent,COMPLEMENT,more_independent,11301,10891.16207,720.90234,1.3802283,0.036212884,0.00013530425,0.99840975,0.00014102216,80136344,11319,83284343,11301.0,80125043.0,18.0,3147981.0,80136344,3147999,11319,83273024,80125452.83792724,427.837927244,3147571.162072756,3.8552604,0.000282004,0.036212884,0.016042653,0.000141022,2.9609652,2.915099,3.6690092,0.00013530425,0.036212884,4.8997567e-06,409.8379299999997,0.036265634,104.36073,20.244453,106.30616162763097,8951.890526587107,106.39078907499464,more,independent,9320997,62940.0
COM~most_respected,COMPLEMENT,most_respected,4373,4214.44384,278.72479,1.3599957,0.03620194,5.2345862e-05,0.9984018,5.4569497e-05,80136344,4380,83284343,4373.0,80131971.0,7.0,3147992.0,80136344,3147999,4380,83279963,80132129.55615525,165.556155255,3147833.443844746,2.397692,0.000109133,0.03620194,0.016039206,5.4569e-05,1.9498372,1.8762869,3.08524,5.2345862e-05,0.03620194,1.8950217e-06,158.5561600000001,0.036257982,64.91875,12.591908,66.12866246946176,8951.890526587107,66.18156843109719,most,respected,7568812,9214.0
COM~more_technical,COMPLEMENT,more_technical,9341,9002.35996,595.09284,1.3743386,0.036199026,0.00011179891,0.99839675,0.00011656384,80136344,9356,83284343,9341.0,80127003.0,15.0,3147984.0,80136344,3147999,9356,83274987,80127341.64004305,353.640043051,3147645.359956949,3.5038188,0.0002331,0.036199026,0.016036998,0.000116564,2.7904294,2.7401848,3.566058,0.00011179891,0.036199026,4.0470118e-06,338.6400400000002,0.036253083,94.88077,18.402174,96.64884893261792,8951.890526587107,96.72641831474998,more,technical,9320997,34385.0
COM~most_sensitive,COMPLEMENT,most_sensitive,14295,13776.80524,910.44833,1.3784109,0.03619806,0.00017107725,0.99839365,0.00017838347,80136344,14318,83284343,14295.0,80122049.0,23.0,3147976.0,80136344,3147999,14318,83270025,80122567.19475593,541.194755922,3147457.805244078,4.33412,0.000356703,0.03619806,0.01603564,0.000178383,3.1382391,3.0976632,3.764616,0.00017107725,0.03619806,6.192665e-06,518.1947600000003,0.03625007,117.37463,22.763891,119.56169955299231,8951.890526587107,119.65784554303157,most,sensitive,7568812,143415.0
COM~about_many,COMPLEMENT,about_many,4353,4195.19981,277.24759,1.358005,0.0361946,5.209629e-05,0.9983945,5.4319924e-05,80136344,4360,83284343,4353.0,80131991.0,7.0,3147992.0,80136344,3147999,4360,83279983,80132148.80019107,164.800191076,3147834.199808924,2.3917358,0.000108634,0.0361946,0.016036017,5.432e-05,1.943214,1.8696635,3.078621,5.209629e-05,0.0361946,1.8856043e-06,157.80018999999993,0.036250904,64.77036,12.561854,65.97726881282674,8951.890526587107,66.03029607687671,about,many,73646,2210387.0
COM~most_serious,COMPLEMENT,most_serious,43055,41494.95224,2738.12776,1.3802683,0.036193762,0.00051503547,0.9983768,0.00053727184,80136344,43125,83284343,43055.0,80093289.0,70.0,3147929.0,80136344,3147999,43125,83241218,80094849.0477615,1630.047761498,3146368.952238502,7.5184116,0.001073966,0.036193762,0.016028324,0.000537272,3.7511952,3.7279365,4.110242,0.00051503547,0.036193762,1.864107e-05,1560.0477600000013,0.036233835,203.7031,39.49744,207.49698792994562,8951.890526587107,207.66559657295187,most,serious,7568812,294776.0
COM~not_sorry,COMPLEMENT,not_sorry,4339,4181.72898,276.21373,1.3566061,0.036189422,5.1921586e-05,0.9983893,5.414522e-05,80136344,4346,83284343,4339.0,80132005.0,7.0,3147992.0,80136344,3147999,4346,83279997,80132162.27101615,164.27101615,3147834.72898385,2.3875577,0.000108285,0.036189422,0.016033767,5.4145e-05,1.9385597,1.865009,3.0739696,5.1921586e-05,0.036189422,1.8790121e-06,157.27102000000014,0.036245912,64.66629,12.540774,65.87108622149782,8951.890526587107,65.92419889539804,not,sorry,4415785,72172.0
COM~n't_familiar,COMPLEMENT,n't_familiar,9886,9527.72213,629.02781,1.3718151,0.036186676,0.00011828216,0.9983842,0.00012336475,80136344,9902,83284343,9886.0,80126458.0,16.0,3147983.0,80136344,3147999,9902,83274441,80126816.27786514,374.277865144,3147624.722134856,3.6033769,0.000246699,0.036186676,0.016031522,0.000123365,2.836978,2.7883286,3.5879817,0.00011828216,0.036186676,4.280238e-06,358.2778699999999,0.036240935,97.610054,18.92823,99.42836617384397,8951.890526587107,99.508793581271,n't,familiar,1206294,209917.0
COM~deeply_personal,COMPLEMENT,deeply_personal,10478,10098.3078,666.43443,1.3715206,0.03618295,0.0001253519,0.9983802,0.00013075216,80136344,10495,83284343,10478.0,80125866.0,17.0,3147982.0,80136344,3147999,10495,83273848,80126245.69220306,396.692203059,3147602.30779694,3.7093046,0.00026147,0.03618295,0.01602979,0.000130752,2.8860924,2.8388956,3.6146746,0.0001253519,0.03618295,4.5356014e-06,379.6921999999995,0.036237087,100.49033,19.485693,102.36210236215355,8951.890526587107,102.44510725261603,deeply,personal,173156,126037.0
COM~very_fragile,COMPLEMENT,very_fragile,4936,4757.12565,313.9865,1.358231,0.036182232,5.9053727e-05,0.99838185,6.159503e-05,80136344,4944,83284343,4936.0,80131408.0,8.0,3147991.0,80136344,3147999,4944,83279399,80131586.87434511,186.87434511,3147812.12565489,2.5460122,0.000123182,0.036182232,0.016030528,6.1595e-05,2.1041536,2.035353,3.1662362,5.9053727e-05,0.036182232,2.1366957e-06,178.87435000000005,0.036238726,68.97192,13.374392,70.25667228100119,8951.890526587107,70.31358332498779,very,fragile,9913432,33930.0
COM~still_undecided,COMPLEMENT,still_undecided,4923,4744.61703,313.0268,1.3570857,0.036177963,5.8891503e-05,0.9983776,6.14328e-05,80136344,4931,83284343,4923.0,80131421.0,8.0,3147991.0,80136344,3147999,4931,83279412,80131599.3829684,186.382968393,3147812.617031607,2.5423684,0.000122858,0.036177963,0.016028672,6.1433e-05,2.1003437,2.031543,3.1624284,5.8891503e-05,0.036177963,2.1305746e-06,178.38296999999966,0.036234606,68.88118,13.356009,70.16409338115899,8951.890526587107,70.22107945624305,still,undecided,830082,7104.0
COM~less_obvious,COMPLEMENT,less_obvious,10424,10046.3489,662.4481,1.3692764,0.036174547,0.00012467804,0.9983718,0.0001300783,80136344,10441,83284343,10424.0,80125920.0,17.0,3147982.0,80136344,3147999,10441,83273902,80126297.65109977,394.651099775,3147604.348900225,3.698908,0.000260123,0.036174547,0.016026147,0.000130078,2.8786309,2.8314338,3.6072161,0.00012467804,0.036174547,4.510172e-06,377.65109999999913,0.036229,100.231476,19.433247,102.09799214480175,8951.890526587107,102.18121158021175,less,obvious,1256870,192382.0
COM~most_awesome,COMPLEMENT,most_awesome,6129,5906.9568,389.45989,1.3604727,0.036171947,7.330553e-05,0.99837106,7.648215e-05,80136344,6139,83284343,6129.0,80130215.0,10.0,3147989.0,80136344,3147999,6139,83278204,80130437.04320481,232.043204819,3147766.95679518,2.8362381,0.000152953,0.036171947,0.016025826,7.6482e-05,2.3579302,2.2963927,3.3078904,7.330553e-05,0.036171947,2.6516036e-06,222.04320000000007,0.03622829,76.85673,14.901114,78.28793010419933,8951.890526587107,78.3517708797957,most,awesome,7568812,93648.0
COM~never_able,COMPLEMENT,never_able,10401,10024.21826,660.75049,1.3683171,0.03617094,0.00012439104,0.9983682,0.0001297913,80136344,10418,83284343,10401.0,80125943.0,17.0,3147982.0,80136344,3147999,10418,83273925,80126319.78174096,393.781740969,3147605.218259031,3.6944714,0.000259549,0.03617094,0.016024582,0.000129791,2.875441,2.828244,3.6040275,0.00012439104,0.03617094,4.4993412e-06,376.78174000000035,0.03622553,100.12102,19.410866,101.98529305738157,8951.890526587107,102.06860437960343,never,able,129653,427104.0
COM~most_elite,COMPLEMENT,most_elite,4901,4723.44859,311.40293,1.3551407,0.03617068,5.861697e-05,0.99837035,6.1158265e-05,80136344,4909,83284343,4901.0,80131443.0,8.0,3147991.0,80136344,3147999,4909,83279434,80131620.5514078,185.551407796,3147813.448592204,2.5361898,0.000122309,0.03617068,0.01602551,6.1158e-05,2.093873,2.025072,3.1559615,5.861697e-05,0.03617068,2.1202159e-06,177.55141000000003,0.036227588,68.72735,13.3248415,70.00714249274856,8951.890526587107,70.06425622241343,most,elite,7568812,10644.0
