key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,O11,O12,O21,O22,R1,R2,C1,C2,E12,E21,E22,t_score,dice,liddell,mutual_information,min_sensitivity,conservative_log_ratio_1t,conservative_log_ratio,conservative_log_ratio_nc,deltaP_min,deltaP_max,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
COM~very_versatile,COMPLEMENT,very_versatile,8573,8308.61247,331.16542,0.7315212,0.030621303,8.728512e-05,0.9928199,0.00010698017,80136344,8635,83284343,8573.0,80127771.0,62.0,3147937.0,80136344,3147999,8635,83275708,80128035.3875344,326.387534389,3147672.61246561,2.85545,0.000213937,0.030621303,0.013604321,0.00010698,1.5427006,1.5179178,1.9252757,8.728512e-05,0.030621303,2.6727841e-06,264.38752999999997,0.030839559,91.15159,16.259998,92.59049627256569,8951.890526587107,92.92470069900683,very,versatile,9913432,56129.0
COM~very_anxious,COMPLEMENT,very_anxious,4676,4531.97044,180.01556,0.7263276,0.030581255,4.7550042e-05,0.99278134,5.8350553e-05,80136344,4710,83284343,4676.0,80131668.0,34.0,3147965.0,80136344,3147999,4710,83279633,80131812.02956422,178.029564212,3147820.970435788,2.1062717,0.000116694,0.030581255,0.013587434,5.8351e-05,1.2199788,1.1865118,1.7366134,4.7550042e-05,0.030581255,1.4541399e-06,144.02955999999995,0.030801874,67.31991,12.001231,68.38128398911503,8951.890526587107,68.62943974709395,very,anxious,9913432,35859.0
COM~very_affordable,COMPLEMENT,very_affordable,16456,15949.45689,632.43653,0.7296282,0.03056491,0.00016723057,0.9927606,0.00020535002,80136344,16576,83284343,16456.0,80119888.0,120.0,3147879.0,80136344,3147999,16576,83267767,80120394.54311176,626.543111759,3147372.456888241,3.9487011,0.000410615,0.03056491,0.01357838,0.00020535,1.7834641,1.76565,2.0584629,0.00016723057,0.03056491,5.1113875e-06,506.5431100000005,0.030781668,126.29116,22.506512,128.2809416865966,8951.890526587107,128.74781551544865,very,affordable,9913432,126073.0
COM~extremely_serious,COMPLEMENT,extremely_serious,4514,4375.13154,173.19047,0.7237899,0.030542344,4.5846147e-05,0.9927425,5.6328998e-05,80136344,4547,83284343,4514.0,80131830.0,33.0,3147966.0,80136344,3147999,4547,83279796,80131968.86845616,171.868456151,3147827.131543848,2.066916,0.000112652,0.030542344,0.01357044,5.6329e-05,1.1939031,1.159932,1.7183174,4.5846147e-05,0.030542344,1.4002488e-06,138.8684599999997,0.030763948,66.144775,11.784246,67.1863081289633,8951.890526587107,67.43144666993287,extremely,serious,976163,294776.0
COM~really_stupid,COMPLEMENT,really_stupid,4917,4765.78547,188.47556,0.7236783,0.030531703,4.992209e-05,0.9927317,6.1357925e-05,80136344,4953,83284343,4917.0,80131427.0,36.0,3147963.0,80136344,3147999,4953,83279390,80131578.214529,187.21452899,3147811.78547101,2.15647,0.000122708,0.030531703,0.013565719,6.1358e-05,1.2441857,1.2116607,1.7462766,4.992209e-05,0.030531703,1.5242065e-06,151.2145300000002,0.030753413,69.03467,12.296931,70.12132343303284,8951.890526587107,70.37755323965163,really,stupid,2096057,65511.0
COM~very_dangerous,COMPLEMENT,very_dangerous,37473,36321.19321,1434.66466,0.727973,0.030526891,0.00038025845,0.9927148,0.00046761555,80136344,37748,83284343,37473.0,80098871.0,275.0,3147724.0,80136344,3147999,37748,83246595,80100022.8067919,1426.806791908,3146572.193208092,5.950047,0.000934791,0.030526891,0.013558356,0.000467616,1.9935795,1.9818119,2.1752372,0.00038025845,0.030526891,1.1608108e-05,1151.8067900000024,0.03073698,190.58119,33.93828,193.5794410571536,8951.890526587107,194.28844535895593,very,dangerous,9913432,292335.0
COM~always_difficult,COMPLEMENT,always_difficult,5589,5417.19608,213.97203,0.7235546,0.030517856,5.6719487e-05,0.99271756,6.974363e-05,80136344,5630,83284343,5589.0,80130755.0,41.0,3147958.0,80136344,3147999,5630,83278713,80130926.80391645,212.803916458,3147786.196083542,2.2980845,0.000139477,0.030517856,0.013559554,6.9744e-05,1.315622,1.2851446,1.7861055,5.6719487e-05,0.030517856,1.7309573e-06,171.8039200000003,0.030739652,73.6016,13.107399,74.75961476626267,8951.890526587107,75.03332592921628,always,difficult,639234,832988.0
COM~more_interesting,COMPLEMENT,more_interesting,109393,106035.59957,4173.47747,0.7259984,0.030506518,0.001108415,0.9926679,0.001365086,80136344,110201,83284343,109393.0,80026951.0,808.0,3147191.0,80136344,3147999,110201,83174142,80030308.40042585,4165.400425852,3143833.599574148,10.15099,0.002726423,0.030506518,0.013537836,0.001365086,2.1620548,2.15519,2.2680256,0.001108415,0.030506518,3.381388e-05,3357.4004299999942,0.030691182,325.63107,57.94308,330.74612620558383,8951.890526587107,331.96535963862254,more,interesting,9320997,494389.0
COM~more_practical,COMPLEMENT,more_practical,19289,18696.543,736.91004,0.72579616,0.030497415,0.00019559426,0.9926921,0.00024070227,80136344,19431,83284343,19289.0,80117055.0,142.0,3147857.0,80136344,3147999,19431,83264912,80117647.45699835,734.456998346,3147264.543001654,4.265815,0.000481288,0.030497413,0.0135484,0.000240702,1.8219026,1.805526,2.0747104,0.00019559426,0.030497415,5.965119e-06,592.4569999999985,0.03071476,136.7353,24.340439,138.88484438555562,8951.890526587107,139.3951218658673,more,practical,9320997,67016.0
COM~as_many,COMPLEMENT,as_many,431385,418202.72664,16306.06307,0.7195514,0.030488916,0.0043520066,0.9925316,0.005383138,80136344,434631,83284343,431385.0,79704959.0,3246.0,3144753.0,80136344,3147999,434631,82849712,79718141.27335948,16428.273359484,3131570.726640516,20.070482,0.010708199,0.030488916,0.01347818,0.005383138,2.2600567,2.256633,2.3129106,0.0043520066,0.030488916,0.00013268797,13182.273359999992,0.030558024,646.686,114.81408,656.7990560285543,8951.890526587107,659.2655003866045,as,many,3709914,2210387.0
COM~longer_possible,COMPLEMENT,longer_possible,5151,4992.86509,196.50203,0.7207008,0.030476924,5.220679e-05,0.9926768,6.427795e-05,80136344,5189,83284343,5151.0,80131193.0,38.0,3147961.0,80136344,3147999,5189,83279154,80131351.1349063,196.134906305,3147802.865093694,2.2033422,0.000128548,0.030476924,0.013541718,6.4278e-05,1.2646852,1.2330267,1.7533978,5.220679e-05,0.030476924,1.5911024e-06,158.13490999999976,0.030699847,70.66021,12.5751705,71.77046746399246,8951.890526587107,72.03471385380801,longer,possible,153497,362284.0
COM~more_productive,COMPLEMENT,more_productive,50777,49219.50822,1933.16267,0.72433484,0.030466424,0.00051419163,0.9926495,0.0006336326,80136344,51153,83284343,50777.0,80085567.0,376.0,3147623.0,80136344,3147999,51153,83233190,80087124.49178305,1933.491783047,3146065.508216952,6.911817,0.001266457,0.030466424,0.013529768,0.000633633,2.042385,2.0323212,2.1977432,0.00051419163,0.030466424,1.566558e-05,1557.4917799999967,0.030673174,221.8547,39.46507,225.33752461585266,8951.890526587107,226.1702898260512,more,productive,9320997,115494.0
COM~highly_entertaining,COMPLEMENT,highly_entertaining,4871,4721.52419,185.6048,0.7195964,0.030463547,4.934807e-05,0.99266356,6.0783907e-05,80136344,4907,83284343,4871.0,80131473.0,36.0,3147963.0,80136344,3147999,4907,83279436,80131622.47581138,185.475811378,3147813.524188622,2.1417158,0.00012156,0.030463547,0.013535911,6.0784e-05,1.2305849,1.1980588,1.7326931,4.934807e-05,0.030463547,1.5033172e-06,149.4758099999999,0.030686883,68.71335,12.22603,69.79254974565696,8951.890526587107,70.04998215560087,highly,entertaining,764843,72339.0
COM~environmentally_responsible,COMPLEMENT,environmentally_responsible,6180,5990.66835,234.42019,0.71780294,0.030412111,6.250611e-05,0.99261165,7.7118566e-05,80136344,6226,83284343,6180.0,80130164.0,46.0,3147953.0,80136344,3147999,6226,83278117,80130353.331649,235.331648999,3147763.668351,2.408402,0.000154225,0.030412111,0.013513198,7.7119e-05,1.3563694,1.3275944,1.8005711,6.250611e-05,0.030412111,1.9009427e-06,189.33165000000008,0.03063619,77.39941,13.759784,78.61297602813418,8951.890526587107,78.90500617831546,environmentally,responsible,83097,208927.0
COM~most_reliable,COMPLEMENT,most_reliable,29182,28288.73266,1104.57247,0.72000426,0.030393973,0.00029490402,0.99258506,0.00036415437,80136344,29400,83284343,29182.0,80107162.0,218.0,3147781.0,80136344,3147999,29400,83254943,80108055.26734349,1111.267343491,3146887.732656509,5.2290635,0.000728042,0.030393971,0.013501562,0.000364154,1.9153202,1.9021024,2.1193645,0.00029490402,0.030393973,8.963305e-06,893.2673399999985,0.030610217,168.19255,29.887579,170.82739827088628,8951.890526587107,171.46428199482247,most,reliable,7568812,103318.0
COM~extremely_fast,COMPLEMENT,extremely_fast,4411,4276.02476,166.77054,0.713766,0.030374087,4.456084e-05,0.9925743,5.504369e-05,80136344,4444,83284343,4411.0,80131933.0,33.0,3147966.0,80136344,3147999,4444,83279899,80132067.97524063,167.975240628,3147831.024759372,2.0322895,0.000110081,0.030374087,0.013496847,5.5044e-05,1.160498,1.1265241,1.6849568,4.456084e-05,0.030374087,1.3534948e-06,134.97523999999976,0.030599691,65.39132,11.617885,66.41535966928132,8951.890526587107,66.66333324999583,extremely,fast,976163,86437.0
COM~nearly_complete,COMPLEMENT,nearly_complete,5871,5691.42359,221.72121,0.71461993,0.03036165,5.9285507e-05,0.9925613,7.3262636e-05,80136344,5915,83284343,5871.0,80130473.0,44.0,3147955.0,80136344,3147999,5915,83278428,80130652.57640602,223.576406012,3147775.423593988,2.3436525,0.000146514,0.03036165,0.01349117,7.3263e-05,1.3230191,1.2935967,1.7772158,5.9285507e-05,0.03036165,1.8000057e-06,179.57640999999967,0.030587023,75.44152,13.400612,76.62245101796209,8951.890526587107,76.909037180295,nearly,complete,174561,106557.0
COM~less_expensive,COMPLEMENT,less_expensive,56947,55206.32776,2147.58971,0.71797866,0.030359428,0.000574667,0.9925403,0.00071062637,80136344,57375,83284343,56947.0,80079397.0,428.0,3147571.0,80136344,3147999,57375,83226968,80081137.67223921,2168.672239211,3145830.32776079,7.2942657,0.001420236,0.030359428,0.013481991,0.000710626,2.0438242,2.034391,2.1894457,0.000574667,0.030359428,1.7446562e-05,1740.6722399999999,0.03056653,234.96027,41.721363,238.63570562679843,8951.890526587107,239.53079134006967,less,expensive,1256870,443119.0
COM~more_vulnerable,COMPLEMENT,more_vulnerable,30970,30023.58249,1166.92593,0.7170022,0.030342346,0.00031245107,0.9925328,0.00038646636,80136344,31203,83284343,30970.0,80105374.0,233.0,3147766.0,80136344,3147999,31203,83253140,80106320.41751425,1179.41751425,3146819.58248575,5.377893,0.000772632,0.030342346,0.013478693,0.000386466,1.9207859,1.9080003,2.1181576,0.00031245107,0.030342346,9.480498e-06,946.4175099999993,0.030559171,173.27315,30.763899,175.9829537199555,8951.890526587107,176.64370920018635,more,vulnerable,9320997,162465.0
COM~much_harder,COMPLEMENT,much_harder,42044,40759.83007,1582.1061,0.7163548,0.030330338,0.00042395695,0.9925167,0.00052465586,80136344,42361,83284343,42044.0,80094300.0,317.0,3147682.0,80136344,3147999,42361,83241982,80095584.16992985,1601.169929851,3146397.830070149,6.262828,0.001048757,0.030330338,0.013471663,0.000524656,1.9838141,1.9728528,2.153026,0.00042395695,0.030330338,1.2858757e-05,1284.1699299999964,0.030543476,201.89064,35.835316,205.0463362267173,8951.890526587107,205.81788066152075,much,harder,1986728,99069.0
COM~more_skeptical,COMPLEMENT,more_skeptical,4914,4763.86107,185.01911,0.71167475,0.030326774,4.9566992e-05,0.99252677,6.132049e-05,80136344,4951,83284343,4914.0,80131430.0,37.0,3147962.0,80136344,3147999,4951,83279392,80131580.13893257,187.138932572,3147811.861067428,2.1417844,0.000122633,0.030326774,0.013476065,6.132e-05,1.2197053,1.1876197,1.7150159,4.9566992e-05,0.030326774,1.503207e-06,150.13893000000007,0.030553304,69.02073,12.253119,70.09992867328754,8951.890526587107,70.36334272900912,more,skeptical,9320997,30450.0
COM~very_wet,COMPLEMENT,very_wet,5169,5011.14693,194.36151,0.7110792,0.030311625,5.2113744e-05,0.9925115,6.4502565e-05,80136344,5208,83284343,5169.0,80131175.0,39.0,3147960.0,80136344,3147999,5208,83279135,80131332.85307227,196.853072276,3147802.146927724,2.1955826,0.000128997,0.030311625,0.013469396,6.4503e-05,1.2469634,1.215711,1.72941,5.2113744e-05,0.030311625,1.5796523e-06,157.85307000000012,0.030538416,70.78945,12.563959,71.89575787207477,8951.890526587107,72.16647421067486,very,wet,9913432,33704.0
COM~more_user-friendly,COMPLEMENT,more_user-friendly,4362,4228.87687,163.72884,0.7089149,0.030291274,4.394938e-05,0.9924915,5.4432232e-05,80136344,4395,83284343,4362.0,80131982.0,33.0,3147966.0,80136344,3147999,4395,83279948,80132115.12312838,166.123128389,3147832.876871611,2.0156293,0.000108858,0.030291274,0.013460621,5.4432e-05,1.1443306,1.1103554,1.6688112,4.394938e-05,0.030291274,1.3312828e-06,133.12312999999995,0.030518828,65.029816,11.5379,66.04543890383347,8951.890526587107,66.29479617586888,more,user-friendly,9320997,10406.0
COM~much_lower,COMPLEMENT,much_lower,45637,44244.92496,1711.18309,0.7140234,0.030290414,0.00045958083,0.9924755,0.00056949194,80136344,45983,83284343,45637.0,80090707.0,346.0,3147653.0,80136344,3147999,45983,83238360,80092099.07504271,1738.075042712,3146260.924957288,6.5163455,0.001138331,0.030290414,0.013453625,0.000569492,1.992846,1.9823539,2.1548142,0.00045958083,0.030290414,1.3920893e-05,1392.0750400000034,0.030503212,210.34477,37.31052,213.6281816615027,8951.890526587107,214.43647077864344,much,lower,1986728,153370.0
COM~most_romantic,COMPLEMENT,most_romantic,7639,7406.06719,286.06671,0.7101476,0.030265603,7.690064e-05,0.9924646,9.5325035e-05,80136344,7697,83284343,7639.0,80128705.0,58.0,3147941.0,80136344,3147999,7697,83276646,80128937.93281439,290.932814383,3147708.067185618,2.6650934,0.000190632,0.030265603,0.013448863,9.5325e-05,1.4418583,1.4162306,1.8374767,7.690064e-05,0.030265603,2.327444e-06,232.93281000000025,0.03049258,86.05851,15.262136,87.40137298692738,8951.890526587107,87.73254812211943,most,romantic,7568812,33312.0
COM~very_talented,COMPLEMENT,very_talented,24868,24109.89028,930.7907,0.71235424,0.030264512,0.000250283,0.9924572,0.0003103211,80136344,25057,83284343,24868.0,80111476.0,189.0,3147810.0,80136344,3147999,25057,83259286,80112234.10972197,947.109721968,3147051.890278032,4.8074155,0.000620448,0.030264512,0.013445625,0.000310321,1.8549755,1.8407788,2.0741308,0.000250283,0.030264512,7.574692e-06,758.1097200000004,0.03048535,155.2736,27.533792,157.69590990257166,8951.890526587107,158.2940302096071,very,talented,9913432,123230.0
COM~extremely_close,COMPLEMENT,extremely_close,6448,6251.42504,241.32553,0.70908684,0.030258628,6.4897424e-05,0.99245805,8.0462865e-05,80136344,6497,83284343,6448.0,80129896.0,49.0,3147950.0,80136344,3147999,6497,83277846,80130092.57496363,245.574963628,3147753.425036372,2.448024,0.000160913,0.030258628,0.013446001,8.0463e-05,1.3588374,1.330955,1.7892594,6.4897424e-05,0.030258628,1.9637068e-06,196.57495999999992,0.03048619,79.065956,14.020519,80.29943959953893,8951.890526587107,80.60397012554654,extremely,close,976163,478041.0
COM~more_healthy,COMPLEMENT,more_healthy,9304,9020.64179,347.26884,0.70863277,0.030228278,9.3548115e-05,0.9924267,0.00011610213,80136344,9375,83284343,9304.0,80127040.0,71.0,3147928.0,80136344,3147999,9375,83274968,80127323.35820901,354.358209021,3147644.641790978,2.9376562,0.000232177,0.030228278,0.013432264,0.000116102,1.5239273,1.5007639,1.8815036,9.3548115e-05,0.030228278,2.8277984e-06,283.3582100000003,0.030455526,94.97706,16.833246,96.45724441429995,8951.890526587107,96.82458365518542,more,healthy,9320997,113066.0
COM~very_cute,COMPLEMENT,very_cute,10718,10391.77934,399.37719,0.707932,0.030209534,0.00010769876,0.9924074,0.00013374705,80136344,10800,83284343,10718.0,80125626.0,82.0,3147917.0,80136344,3147999,10800,83273543,80125952.2206568,408.220656793,3147590.779343208,3.1510448,0.000267458,0.030209534,0.013423836,0.000133747,1.5785992,1.5570452,1.911331,0.00010769876,0.030209534,3.2535293e-06,326.22066000000086,0.03043671,101.94008,18.061579,103.52777405121778,8951.890526587107,103.92304845413264,very,cute,9913432,86050.0
COM~incredibly_hard,COMPLEMENT,incredibly_hard,4967,4815.81996,185.07604,0.70490396,0.030207617,4.9910705e-05,0.9924076,6.198187e-05,80136344,5005,83284343,4967.0,80131377.0,38.0,3147961.0,80136344,3147999,5005,83279338,80131528.18003586,189.180035856,3147809.819964144,2.1450992,0.000123956,0.030207617,0.013423917,6.1982e-05,1.2120516,1.1803889,1.7008307,4.9910705e-05,0.030207617,1.5076835e-06,151.1800400000002,0.030436892,69.39611,12.295529,70.4769465853906,8951.890526587107,70.74602462329597,incredibly,hard,405835,429793.0
COM~most_experienced,COMPLEMENT,most_experienced,6139,5952.18028,228.64037,0.7056713,0.030202651,6.167682e-05,0.9924022,7.660694e-05,80136344,6186,83284343,6139.0,80130205.0,47.0,3147952.0,80136344,3147999,6186,83278157,80130391.81972064,233.819720641,3147765.180279359,2.3843713,0.000153202,0.030202651,0.013421557,7.6607e-05,1.3267914,1.2983212,1.7662885,6.167682e-05,0.030202651,1.8628034e-06,186.81972000000042,0.03043162,77.150375,13.668201,78.3517708797957,8951.890526587107,78.65112840894274,most,experienced,7568812,33804.0
COM~more_meaningful,COMPLEMENT,more_meaningful,22296,21617.78764,829.53016,0.70827496,0.030195192,0.0002239056,0.99238884,0.0002782258,80136344,22467,83284343,22296.0,80114048.0,171.0,3147828.0,80136344,3147999,22467,83261876,80114726.21236075,849.212360755,3147149.787639244,4.542053,0.000556296,0.030195192,0.013415709,0.000278226,1.8154209,1.8004951,2.0458307,0.0002239056,0.030195192,6.7608726e-06,678.2123600000014,0.030418567,147.02989,26.042511,149.31845163944072,8951.890526587107,149.88995963706174,more,meaningful,9320997,50776.0
COM~much_simpler,COMPLEMENT,much_simpler,15387,14918.93877,572.48181,0.70772195,0.030193381,0.00015452613,0.99238956,0.00019201027,80136344,15505,83284343,15387.0,80120957.0,118.0,3147881.0,80136344,3147999,15505,83268838,80121425.06122996,586.06122996,3147412.93877004,3.7733378,0.000383946,0.030193383,0.013416022,0.00019201,1.7052362,1.6872684,1.9826076,0.00015452613,0.030193381,4.6656664e-06,468.06122999999934,0.030419266,122.143105,21.634724,124.04434690867618,8951.890526587107,124.51907484397722,much,simpler,1986728,26014.0
COM~less_dramatic,COMPLEMENT,less_dramatic,4566,4427.09044,169.91608,0.70358014,0.030192835,4.585972e-05,0.99239296,5.6977893e-05,80136344,4601,83284343,4566.0,80131778.0,35.0,3147964.0,80136344,3147999,4601,83279742,80131916.90955943,173.909559435,3147825.090440565,2.055721,0.000113949,0.030192835,0.013417513,5.6978e-05,1.1610445,1.1280526,1.6703446,4.585972e-05,0.030192835,1.384635e-06,138.90956000000006,0.030422593,66.536385,11.78599,67.5721836261046,8951.890526587107,67.83067152844649,less,dramatic,1256870,71845.0
COM~more_concerned,COMPLEMENT,more_concerned,43724,42394.61091,1624.9468,0.7081356,0.030188214,0.00043888562,0.99237406,0.0005456201,80136344,44060,83284343,43724.0,80092620.0,336.0,3147663.0,80136344,3147999,44060,83240283,80093949.38908689,1665.389086878,3146333.610913122,6.357585,0.001090641,0.030188216,0.013409232,0.00054562,1.9677373,1.9570897,2.1321068,0.00043888562,0.030188214,1.3249174e-05,1329.389089999997,0.030404106,205.89952,36.46079,209.10284550909392,8951.890526587107,209.9047402990223,more,concerned,9320997,253680.0
COM~incredibly_easy,COMPLEMENT,incredibly_easy,9238,8957.13647,343.18931,0.70554084,0.030174553,9.272452e-05,0.992373,0.00011527853,80136344,9309,83284343,9238.0,80127106.0,71.0,3147928.0,80136344,3147999,9309,83275034,80127386.86352721,351.86352723,3147647.13647277,2.922176,0.00023053,0.030174553,0.013408767,0.000115279,1.5136341,1.49047,1.87122,9.272452e-05,0.030174553,2.797921e-06,280.86353000000054,0.030403066,94.64215,16.758984,96.11451503285026,8951.890526587107,96.48315915225828,incredibly,easy,405835,768452.0
COM~much_longer,COMPLEMENT,much_longer,11056,10719.89015,410.64567,0.7059049,0.030172769,0.00011096359,0.99237055,0.00013796487,80136344,11141,83284343,11056.0,80125288.0,85.0,3147914.0,80136344,3147999,11141,83273202,80125624.10984604,421.109846049,3147577.890153952,3.1965554,0.000275891,0.030172767,0.013407695,0.000137965,1.5854579,1.5642873,1.9122711,0.00011096359,0.030172769,3.3480787e-06,336.10985000000073,0.030400673,103.5369,18.3333,105.14751542475932,8951.890526587107,105.55093557141026,much,longer,1986728,31615.0
COM~hugely_important,COMPLEMENT,hugely_important,7672,7438.78205,284.89482,0.7046585,0.030169396,7.699477e-05,0.9923684,9.573684e-05,80136344,7731,83284343,7672.0,80128672.0,59.0,3147940.0,80136344,3147999,7731,83276612,80128905.21795349,292.217953487,3147706.782046512,2.6626108,0.000191455,0.030169396,0.01340676,9.5737e-05,1.4312805,1.4058696,1.8235508,7.699477e-05,0.030169396,2.3228858e-06,233.2179500000002,0.030398585,86.248375,15.271475,87.58995376183276,8951.890526587107,87.92610533851708,hugely,important,79353,2199447.0
COM~more_difficult,COMPLEMENT,more_difficult,218516,211891.26741,8069.31501,0.7043196,0.030162776,0.002187095,0.99228483,0.0027268026,80136344,220215,83284343,218516.0,79917828.0,1699.0,3146300.0,80136344,3147999,220215,83064128,79924452.73258662,8323.732586628,3139675.267413372,14.171856,0.00543866,0.030162776,0.013370183,0.002726803,2.1652744,2.16054,2.2383573,0.002187095,0.030162776,6.596885e-05,6624.73259,0.030316923,460.3165,81.39246,467.4569498895059,8951.890526587107,469.2707107842977,more,difficult,9320997,832988.0
COM~also_true,COMPLEMENT,also_true,24745,23993.46386,916.76988,0.7056404,0.030147627,0.00024811277,0.9923404,0.00030878623,80136344,24936,83284343,24745.0,80111599.0,191.0,3147808.0,80136344,3147999,24936,83259407,80112350.53613868,942.536138683,3147056.463861316,4.7775598,0.00061738,0.030147627,0.013394508,0.000308786,1.8353082,1.8211852,2.053326,0.00024811277,0.030147627,7.4800114e-06,751.5361400000002,0.030371232,154.89824,27.41416,157.30543537970962,8951.890526587107,157.91136754521506,also,true,1108517,347119.0
COM~much_shorter,COMPLEMENT,much_shorter,11639,11285.66481,430.6473,0.7035415,0.030129164,0.00011665038,0.99232674,0.00014523997,80136344,11729,83284343,11639.0,80124705.0,90.0,3147909.0,80136344,3147999,11729,83272614,80125058.33519292,443.335192919,3147555.664807081,3.2751338,0.000290437,0.030129164,0.013388521,0.00014524,1.5987484,1.5781738,1.9163605,0.00011665038,0.030129164,3.5145783e-06,353.3351899999998,0.030357866,106.23401,18.797213,107.88419717456306,8951.890526587107,108.30050784737807,much,shorter,1986728,26533.0
COM~more_involved,COMPLEMENT,more_involved,27365,26534.63879,1011.38131,0.7041687,0.030120617,0.00027413614,0.99231243,0.0003414805,80136344,27577,83284343,27365.0,80108979.0,212.0,3147787.0,80136344,3147999,27577,83256766,80109809.36120856,1042.361208553,3146956.638791447,5.0196023,0.000682726,0.030120617,0.013382272,0.000341481,1.8560342,1.8426288,2.0629745,0.00027413614,0.030120617,8.25715e-06,830.3612099999991,0.030343914,162.89456,28.815989,165.42369842317032,8951.890526587107,166.06324096560323,more,involved,9320997,83985.0
COM~very_afraid,COMPLEMENT,very_afraid,4367,4234.65008,160.83381,0.6966379,0.030074282,4.369411e-05,0.99227446,5.4494623e-05,80136344,4401,83284343,4367.0,80131977.0,34.0,3147965.0,80136344,3147999,4401,83279942,80132109.34991765,166.349917643,3147832.650082357,2.0027747,0.000108983,0.030074282,0.013365662,5.4495e-05,1.1210365,1.0875609,1.637803,4.369411e-05,0.030074282,1.3140691e-06,132.34991999999966,0.03030683,65.07419,11.504344,66.08328079022712,8951.890526587107,66.34003316248794,very,afraid,9913432,135688.0
COM~more_restrictive,COMPLEMENT,more_restrictive,7571,7341.59967,278.66869,0.69890296,0.030068329,7.573442e-05,0.9922674,9.447648e-05,80136344,7630,83284343,7571.0,80128773.0,59.0,3147940.0,80136344,3147999,7630,83276713,80129002.40033439,288.400334382,3147710.599665618,2.6364372,0.000188935,0.030068329,0.013362547,9.4476e-05,1.4121147,1.3867025,1.804405,7.573442e-05,0.030068329,2.2772074e-06,229.4003300000004,0.030299872,85.683136,15.1459675,87.01149349367589,8951.890526587107,87.34987120768983,more,restrictive,9320997,26825.0
COM~incredibly_useful,COMPLEMENT,incredibly_useful,4619,4479.04934,169.99449,0.6965273,0.03006627,4.620343e-05,0.99226636,5.7639267e-05,80136344,4655,83284343,4619.0,80131725.0,36.0,3147963.0,80136344,3147999,4655,83279688,80131864.95066272,175.950662719,3147823.04933728,2.0592115,0.000115272,0.03006627,0.013362116,5.7639e-05,1.1537114,1.1211789,1.65592,4.620343e-05,0.03006627,1.3891647e-06,139.95066000000043,0.03029891,66.9257,11.830074,67.96322535018479,8951.890526587107,68.22756041366274,incredibly,useful,405835,253197.0
COM~more_human,COMPLEMENT,more_human,11984,11621.47323,439.18372,0.6974452,0.030019818,0.00011968489,0.99221724,0.00014954513,80136344,12078,83284343,11984.0,80124360.0,94.0,3147905.0,80136344,3147999,12078,83272265,80124722.52676785,456.526767846,3147542.473232154,3.31161,0.000299045,0.030019818,0.013340614,0.000149545,1.594163,1.5740297,1.9049609,0.00011968489,0.030019818,3.5929186e-06,362.5267700000004,0.0302509,107.80294,19.040136,109.47145746723207,8951.890526587107,109.89995450408522,more,human,9320997,72313.0
COM~more_precise,COMPLEMENT,more_precise,22550,21867.9601,826.08614,0.6982607,0.030018307,0.00022516922,0.9922119,0.00028139542,80136344,22727,83284343,22550.0,80113794.0,177.0,3147822.0,80136344,3147999,22727,83261616,80114476.03989509,859.039895086,3147139.960104914,4.5418887,0.000562631,0.030018307,0.013338273,0.000281395,1.7912166,1.7765448,2.0177076,0.00022516922,0.030018307,6.7591986e-06,682.0398999999998,0.030245671,147.87819,26.115894,150.16657417681208,8951.890526587107,150.75476775213446,more,precise,9320997,47855.0
COM~very_rewarding,COMPLEMENT,very_rewarding,11965,11603.1914,438.0165,0.69675606,0.030007547,0.0001194478,0.99220496,0.00014930803,80136344,12059,83284343,11965.0,80124379.0,94.0,3147905.0,80136344,3147999,12059,83272284,80124740.80860187,455.808601876,3147543.191398124,3.3076727,0.000298571,0.030007547,0.013335247,0.000149308,1.5918692,1.571736,1.9026691,0.0001194478,0.030007547,3.5843354e-06,361.8086000000003,0.030238913,107.71811,19.021267,109.38464243210744,8951.890526587107,109.81347822558031,very,rewarding,9913432,66861.0
COM~more_affordable,COMPLEMENT,more_affordable,54816,53159.72455,2003.15577,0.6973679,0.029998822,0.00054680416,0.9921807,0.0006840342,80136344,55248,83284343,54816.0,80081528.0,432.0,3147567.0,80136344,3147999,55248,83229095,80083184.27544875,2088.275448748,3145910.724551252,7.0742254,0.001367126,0.029998822,0.013324619,0.000684034,1.9769068,1.9675157,2.1218789,0.00054680416,0.029998822,1.6403481e-05,1656.275450000001,0.030215183,230.56393,40.697365,234.12817002659034,8951.890526587107,235.04893107606338,more,affordable,9320997,126073.0
COM~more_patient,COMPLEMENT,more_patient,6863,6655.54979,250.97054,0.694384,0.029993847,6.848779e-05,0.99219316,8.564154e-05,80136344,6917,83284343,6863.0,80129481.0,54.0,3147945.0,80136344,3147999,6917,83277426,80129688.45021139,261.450211392,3147737.549788608,2.5041301,0.000171268,0.029993847,0.013330062,8.5642e-05,1.3564684,1.3299048,1.766534,6.848779e-05,0.029993847,2.0542122e-06,207.45020999999997,0.030227337,81.58155,14.4031315,82.84322543213779,8951.890526587107,83.16850365372699,more,patient,9320997,28111.0
