key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total,first_char
COM~more_conventional,COMPLEMENT,more_conventional,11247,10775.59686,835.146416,1.3983662,0.04184575,0.00015515376,0.9982249,0.0001614493,69662736,11267,72839589,11247.0,69651489.0,20.0,3176833.0,69662740.0,3176853.0,11267.0,72828322.0,69651960.40314001,491.403140001,3176361.596859998,4.445024,0.000322846,0.01859536,0.00015515376,0.04184575,0.04184575,0.021000452,471.40314000000035,0.041913677,3.1205359,3.063084,3.1463528,3.2090952,3.8251867,3.3227015,106.05187409942363,8346.420550152023,106.14612569472331,more,conventional,8757314.0,19866.0,m
COM~very_narrow,COMPLEMENT,very_narrow,11231,10760.29469,833.776083,1.3977479,0.041843217,0.00015492408,0.99822235,0.00016121962,69662736,11251,72839589,11231.0,69651505.0,20.0,3176833.0,69662740.0,3176853.0,11251.0,72828338.0,69651975.70531003,490.705310034,3176362.294689966,4.4416046,0.000322387,0.018594261,0.00015492408,0.041843217,0.041843217,0.02099907,470.7053099999994,0.041911256,3.1184785,3.0610263,3.1442955,3.2070382,3.8231316,3.3206446,105.9764124699454,8346.420550152023,106.07073111843813,very,narrow,9254924.0,38680.0,v
COM~more_agile,COMPLEMENT,more_agile,6746,6463.25407,500.88188,1.3912055,0.041842584,9.306068e-05,0.9982243,9.6838e-05,69662736,6758,72839589,6746.0,69655990.0,12.0,3176841.0,69662740.0,3176853.0,6758.0,72832831.0,69656272.74593239,294.74593238,3176558.25406762,3.4424942,0.000193657,0.018595109,9.306068e-05,0.041842584,0.041842584,0.02096782,282.74593000000004,0.041913122,2.7571938,2.6902068,2.7873607,2.860846,3.5960827,2.9945326,82.13403679352427,8346.420550152023,82.20705565825844,more,agile,8757314.0,12502.0,m
COM~more_resilient,COMPLEMENT,more_resilient,12874,12334.50543,955.288193,1.3977363,0.04183842,0.00017756483,0.9982166,0.0001848047,69662736,12897,72839589,12874.0,69649862.0,23.0,3176830.0,69662740.0,3176853.0,12897.0,72826692.0,69650401.4945679,562.494567906,3176290.505432094,4.754779,0.000369541,0.018591763,0.00017756483,0.04183842,0.04183842,0.021007992,539.4945700000007,0.041905746,3.2029352,3.1480267,3.227595,3.2874894,3.8728304,3.3958077,113.46365056704283,8346.420550152023,113.5649593844862,more,resilient,8757314.0,25192.0,m
COM~very_confused,COMPLEMENT,very_confused,4483,4295.12785,332.687994,1.3812218,0.041835614,6.18347e-05,0.99821866,6.435291e-05,69662736,4491,72839589,4483.0,69658253.0,8.0,3176845.0,69662740.0,3176853.0,4491.0,72835098.0,69658440.8721489,195.872148908,3176657.127851092,2.8059378,0.000128698,0.018592643,6.18347e-05,0.041835614,0.041835614,0.020948723,187.87215000000015,0.041907683,2.4217389,2.3471437,2.4553928,2.5375319,3.3727133,2.6875541,66.9552089086428,8346.420550152023,67.01492371106603,very,confused,9254924.0,40822.0,v
COM~most_evident,COMPLEMENT,most_evident,4482,4294.17147,332.602367,1.3811249,0.041835215,6.182034e-05,0.99821824,6.433856e-05,69662736,4490,72839589,4482.0,69658254.0,8.0,3176845.0,69662740.0,3176853.0,4490.0,72835099.0,69658441.82853453,195.828534535,3176657.171465465,2.8055992,0.000128669,0.01859247,6.182034e-05,0.041835215,0.041835215,0.020948518,187.82852999999977,0.041907303,2.421416,2.3468206,2.4550698,2.537209,3.3723912,2.6872313,66.94774081326419,8346.420550152023,67.00746227100382,most,evident,7156931.0,51729.0,m
COM~still_hot,COMPLEMENT,still_hot,4472,4284.60761,331.746138,1.3801548,0.041831233,6.1676794e-05,0.9982143,6.419501e-05,69662736,4480,72839589,4472.0,69658264.0,8.0,3176845.0,69662740.0,3176853.0,4480.0,72835109.0,69658451.3923908,195.392390806,3176657.607609194,2.8022125,0.000128382,0.01859074,6.1676794e-05,0.041831233,0.041831233,0.020946454,187.39238999999998,0.041903485,2.4181828,2.3435867,2.4518368,2.5339768,3.3691645,2.6840005,66.87301398920195,8346.420550152023,66.93280212272605,still,hot,774186.0,148313.0,s
COM~most_sensitive,COMPLEMENT,most_sensitive,12820,12282.86061,950.664378,1.3959105,0.04183089,0.00017678965,0.9982091,0.00018402952,69662736,12843,72839589,12820.0,69649916.0,23.0,3176830.0,69662740.0,3176853.0,12843.0,72826746.0,69650453.13939176,560.139391767,3176292.860608233,4.7439814,0.000367991,0.018588502,0.00017678965,0.04183089,0.04183089,0.02100384,537.1393900000003,0.04189855,3.1968615,3.1419525,3.2215216,3.2814167,3.8667622,3.389736,113.22543883774529,8346.420550152023,113.32696060514462,most,sensitive,7156931.0,129867.0,m
COM~most_awesome,COMPLEMENT,most_awesome,5586,5351.93397,414.343808,1.3849807,0.041830596,7.7038574e-05,0.998213,8.018634e-05,69662736,5596,72839589,5586.0,69657150.0,10.0,3176843.0,69662740.0,3176853.0,5596.0,72833993.0,69657384.06603101,244.066031015,3176608.933968985,3.131756,0.00016036,0.018590186,7.7038574e-05,0.041830596,0.041830596,0.020953817,234.06602999999996,0.041902263,2.6039662,2.533544,2.6357057,2.7130888,3.4928727,2.854115,74.73954776421918,8346.420550152023,74.80641683706017,most,awesome,7156931.0,85753.0,m
COM~no_bigger,COMPLEMENT,no_bigger,3911,3747.11889,290.105371,1.3763021,0.041829996,5.3938486e-05,0.99821335,5.6141926e-05,69662736,3918,72839589,3911.0,69658825.0,7.0,3176846.0,69662740.0,3176853.0,3918.0,72835671.0,69658988.88111322,170.881113209,3176682.118886791,2.620505,0.000112278,0.018590344,5.3938486e-05,0.041829996,0.041829996,0.020941967,163.8811099999998,0.04190261,2.30009,2.2230268,2.334878,2.41984,3.28846,2.5752232,62.53798845501828,8346.420550152023,62.5939294181153,no,bigger,224957.0,115940.0,n
COM~heavily_armed,COMPLEMENT,heavily_armed,7804,7477.02283,578.687318,1.3900205,0.041828122,0.00010761858,0.99820924,0.00011202546,69662736,7818,72839589,7804.0,69654932.0,14.0,3176839.0,69662740.0,3176853.0,7818.0,72831771.0,69655258.97716771,340.977167705,3176512.022832296,3.7013385,0.000224026,0.018588554,0.00010761858,0.041828122,0.041828122,0.020967871,326.9771700000001,0.041898664,2.8607147,2.7966275,2.8895564,2.9597628,3.6580765,3.0872974,88.34025130143111,8346.420550152023,88.41945487278238,heavily,armed,43323.0,15747.0,h
COM~now_worth,COMPLEMENT,now_worth,5018,4807.75055,372.103036,1.3818771,0.041826926,6.919978e-05,0.99820966,7.203277e-05,69662736,5027,72839589,5018.0,69657718.0,9.0,3176844.0,69662740.0,3176853.0,5027.0,72834562.0,69657928.24945281,219.249452808,3176633.750547192,2.9680386,0.000144055,0.018588731,6.919978e-05,0.041826926,0.041826926,0.020948064,210.24945000000025,0.041899055,2.5144975,2.442098,2.5471435,2.6267774,3.4326296,2.7720554,70.83784299369935,8346.420550152023,70.90133990271269,now,worth,435006.0,213248.0,n
COM~quite_limited,COMPLEMENT,quite_limited,2223,2129.87079,164.757304,1.3528346,0.041819513,3.0651783e-05,0.9982039,3.191089e-05,69662736,2227,72839589,2223.0,69660513.0,4.0,3176849.0,69662740.0,3176853.0,2227.0,72837362.0,69660606.12920855,97.129208554,3176755.870791446,1.9752232,6.382e-05,0.018586205,3.0651783e-05,0.041819513,0.041819513,0.020925082,93.12921000000006,0.041893482,1.7559457,1.6690005,1.7952895,1.8916328,2.899606,2.0687938,47.148700936505136,8346.420550152023,47.19110085598767,quite,limited,995239.0,68438.0,q
COM~more_urban,COMPLEMENT,more_urban,3319,3179.98221,245.811479,1.3671758,0.04181177,4.5755176e-05,0.99819547,4.7643836e-05,69662736,3325,72839589,3319.0,69659417.0,6.0,3176847.0,69662740.0,3176853.0,3325.0,72836264.0,69659556.01779005,145.017790051,3176707.982209949,2.4130523,9.5283e-05,0.018582562,4.5755176e-05,0.04181177,0.04181177,0.020928763,139.01778999999988,0.041885443,2.1450093,2.0651362,2.18109,2.269275,3.1765888,2.4307978,57.61076288333631,8346.420550152023,57.66281297335398,more,urban,8757314.0,9029.0,m
COM~probably_good,COMPLEMENT,probably_good,2211,2118.39416,163.730277,1.3504844,0.041809775,3.0479525e-05,0.99819416,3.1738633e-05,69662736,2215,72839589,2211.0,69660525.0,4.0,3176849.0,69662740.0,3176853.0,2215.0,72837374.0,69660617.60583608,96.605836079,3176756.394163921,1.9694456,6.3475e-05,0.018581972,3.0479525e-05,0.041809775,0.041809775,0.020920128,92.60584000000017,0.041884143,1.7480912,1.6611427,1.7874365,1.883783,2.8917801,2.0609496,47.02127178203499,8346.420550152023,47.06378650300037,probably,good,126081.0,1681795.0,p
COM~just_fine,COMPLEMENT,just_fine,57531,55123.19839,4249.971511,1.3918971,0.04180836,0.0007924841,0.9981609,0.0008258504,69662736,57637,72839589,57531.0,69605205.0,106.0,3176747.0,69662740.0,3176853.0,57637.0,72781952.0,69607612.80161358,2513.801613584,3174339.198386416,10.038521,0.001650335,0.018567514,0.0007924841,0.04180836,0.04180836,0.021300422,2407.8016100000023,0.041852247,3.8831348,3.8521178,3.896996,3.930486,4.244923,3.9904206,239.85620692406525,8346.420550152023,240.07707095847366,just,fine,603929.0,137590.0,j
COM~most_excellent,COMPLEMENT,most_excellent,6610,6333.18562,489.239547,1.3823606,0.04180603,9.110841e-05,0.99818784,9.4885734e-05,69662736,6622,72839589,6610.0,69656126.0,12.0,3176841.0,69662740.0,3176853.0,6622.0,72832967.0,69656402.81437767,288.814377659,3176564.18562234,3.404771,0.000189753,0.018579243,9.110841e-05,0.04180603,0.04180603,0.02094857,276.8143799999998,0.041878123,2.7277381,2.6607466,2.7579072,2.8313973,3.5666711,2.9650922,81.30190649671138,8346.420550152023,81.37567204023571,most,excellent,7156931.0,39162.0,m
COM~fairly_confident,COMPLEMENT,fairly_confident,2753,2637.71156,203.743857,1.3585355,0.041803047,3.794509e-05,0.99818707,3.9518975e-05,69662736,2758,72839589,2753.0,69659983.0,5.0,3176848.0,69662740.0,3176853.0,2758.0,72836831.0,69660098.28844059,120.28844059,3176732.71155941,2.197266,7.9035e-05,0.01857891,3.794509e-05,0.041803047,0.041803047,0.020920496,115.28843999999981,0.041877385,1.9648789,1.8817602,2.0024557,2.0943763,3.0472848,2.2630427,52.46903848937962,8346.420550152023,52.51666402200353,fairly,confident,372340.0,125136.0,f
COM~certainly_better,COMPLEMENT,certainly_better,2751,2635.79879,203.572735,1.35822,0.041801732,3.7916383e-05,0.99818575,3.9490267e-05,69662736,2756,72839589,2751.0,69659985.0,5.0,3176848.0,69662740.0,3176853.0,2756.0,72836833.0,69660100.20121184,120.201211844,3176732.798788156,2.1964016,7.8977e-05,0.018578336,3.7916383e-05,0.041801732,0.041801732,0.020919824,115.20121000000017,0.041876122,1.9638253,1.8807062,2.0014024,2.0933232,3.0462344,2.2619903,52.44997616777342,8346.420550152023,52.49761899362675,certainly,better,94290.0,625733.0,c
COM~less_frequent,COMPLEMENT,less_frequent,6588,6312.14514,487.357173,1.3809127,0.041799977,9.079261e-05,0.9981818,9.456993e-05,69662736,6600,72839589,6588.0,69656148.0,12.0,3176841.0,69662740.0,3176853.0,6600.0,72832989.0,69656423.85486145,287.854861455,3176565.145138546,3.3986297,0.000189122,0.018576615,9.079261e-05,0.041799977,0.041799977,0.020945385,275.8548600000004,0.041872323,2.7229164,2.6559238,2.7530856,2.8265767,3.5618565,2.9602728,81.1664955508121,8346.420550152023,81.24038404635961,less,frequent,1170138.0,59266.0,l
COM~highly_attractive,COMPLEMENT,highly_attractive,2198,2105.96115,162.61793,1.3479238,0.041799106,3.0292911e-05,0.9981835,3.155202e-05,69662736,2202,72839589,2198.0,69660538.0,4.0,3176849.0,69662740.0,3176853.0,2202.0,72837387.0,69660630.03884923,96.038849231,3176756.961150769,1.9631674,6.3102e-05,0.018577334,3.0292911e-05,0.041799106,0.041799106,0.0209147,92.03884999999991,0.04187391,1.7395337,1.6525816,1.7788805,1.8752307,2.883254,2.0524032,46.88283267892417,8346.420550152023,46.92547282660026,highly,attractive,736102.0,148553.0,h
COM~very_senior,COMPLEMENT,very_senior,2196,2104.04838,162.446825,1.3475285,0.041797455,3.0264202e-05,0.9981818,3.152331e-05,69662736,2200,72839589,2196.0,69660540.0,4.0,3176849.0,69662740.0,3176853.0,2200.0,72837389.0,69660631.95162049,95.951620485,3176757.048379516,1.9621998,6.3045e-05,0.018576615,3.0264202e-05,0.041797455,0.041797455,0.02091386,91.95161999999982,0.041872323,1.7382126,1.65126,1.7775596,1.8739104,2.881938,2.0510838,46.861498055439924,8346.420550152023,46.9041575982343,very,senior,9254924.0,24854.0,v
COM~most_profound,COMPLEMENT,most_profound,9278,8889.6044,685.732259,1.3834919,0.041790765,0.00012783334,0.99817103,0.00013318456,69662736,9295,72839589,9278.0,69653458.0,17.0,3176836.0,69662740.0,3176853.0,9295.0,72830294.0,69653846.39559655,405.395596548,3176447.604403452,4.032247,0.000266334,0.018571934,0.00012783334,0.041790765,0.041790765,0.020959299,388.39559999999983,0.041861996,2.968215,2.9077551,2.9954016,3.0615206,3.7144914,3.1814141,96.32237538599222,8346.420550152023,96.41058033224361,most,profound,7156931.0,32408.0,m
COM~nearly_empty,COMPLEMENT,nearly_empty,3824,3663.91334,282.660259,1.3665329,0.04178937,5.268961e-05,0.9981728,5.4893047e-05,69662736,3831,72839589,3824.0,69658912.0,7.0,3176846.0,69662740.0,3176853.0,3831.0,72835758.0,69659072.08666277,167.086662762,3176685.913337238,2.5887864,0.00010978,0.018572692,5.268961e-05,0.04178937,0.04178937,0.020921031,160.08665999999994,0.041863665,2.267513,2.1904414,2.3023045,2.387275,3.2559578,2.5426724,61.83849933496123,8346.420550152023,61.89507250177513,nearly,empty,179219.0,43542.0,n
COM~most_surprising,COMPLEMENT,most_surprising,13070,12522.9134,965.696196,1.386201,0.041788984,0.0001800636,0.9981671,0.00018761824,69662736,13094,72839589,13070.0,69649666.0,24.0,3176829.0,69662740.0,3176853.0,13094.0,72826495.0,69650213.08659938,571.086599377,3176281.913400624,4.7854004,0.000375166,0.01857021,0.0001800636,0.041788984,0.041788984,0.020984525,547.0866000000005,0.041858193,3.1895711,3.1354256,3.213884,3.2729256,3.8491104,3.3796625,114.3241006962224,8346.420550152023,114.42901729893515,most,surprising,7156931.0,70540.0,m
COM~more_immediate,COMPLEMENT,more_immediate,10897,10440.86189,805.18932,1.3846349,0.04178863,0.00015012956,0.998168,0.00015642509,69662736,10917,72839589,10897.0,69651839.0,20.0,3176833.0,69662740.0,3176853.0,10917.0,72828672.0,69652295.13810948,476.13810947,3176376.86189053,4.369612,0.000312801,0.0185706,0.00015012956,0.04178863,0.04178863,0.02096938,456.13810999999987,0.041859053,3.0748467,3.0173898,3.1006658,3.163413,3.7795444,3.2770278,104.38869670610895,8346.420550152023,104.48444860360799,more,immediate,8757314.0,24998.0,m
COM~pretty_close,COMPLEMENT,pretty_close,17378,16650.67377,1283.476031,1.3872296,0.041786335,0.0002393862,0.998162,0.00024945906,69662736,17410,72839589,17378.0,69645358.0,32.0,3176821.0,69662740.0,3176853.0,17410.0,72822179.0,69646085.32623301,759.326233019,3176093.673766982,5.517335,0.000498793,0.018567981,0.0002393862,0.041786335,0.041786335,0.021012861,727.3262299999988,0.041853275,3.3532932,3.3042107,3.3753088,3.4287086,3.9451215,3.5250204,131.8256424221024,8346.420550152023,131.94695904036593,pretty,close,1513571.0,411329.0,p
COM~quite_proud,COMPLEMENT,quite_proud,3270,3133.11931,241.619386,1.360717,0.041784752,4.5051787e-05,0.99816847,4.6940448e-05,69662736,3276,72839589,3270.0,69659466.0,6.0,3176847.0,69662740.0,3176853.0,3276.0,72836313.0,69659602.88068578,142.880685777,3176710.119314224,2.3936923,9.3876e-05,0.01857082,4.5051787e-05,0.041784752,0.041784752,0.020914901,136.88068999999996,0.041859537,2.1234598,2.0435805,2.1595435,2.2477345,3.1550958,2.4092681,57.18391382198319,8346.420550152023,57.23635208501674,quite,proud,995239.0,207536.0,q
COM~very_sorry,COMPLEMENT,very_sorry,13021,12476.0505,961.505335,1.3845695,0.04178207,0.00017936021,0.99816024,0.00018691485,69662736,13045,72839589,13021.0,69649715.0,24.0,3176829.0,69662740.0,3176853.0,13045.0,72826544.0,69650259.9494951,568.949495102,3176284.050504898,4.7756677,0.00037376,0.018567216,0.00017936021,0.04178207,0.04178207,0.020980716,544.9495000000006,0.041851588,3.1841435,3.1299977,3.208457,3.267499,3.8436878,3.3742368,114.10959644131601,8346.420550152023,114.21471008587291,very,sorry,9254924.0,62573.0,v
COM~extremely_short,COMPLEMENT,extremely_short,3260,3123.55546,240.764185,1.359387,0.04177914,4.4908236e-05,0.99816287,4.67969e-05,69662736,3266,72839589,3260.0,69659476.0,6.0,3176847.0,69662740.0,3176853.0,3266.0,72836323.0,69659612.44454205,142.444542047,3176710.555457953,2.3897219,9.3589e-05,0.01856838,4.4908236e-05,0.04177914,0.04177914,0.020912023,136.44453999999996,0.041854154,2.1190221,2.0391414,2.1551063,2.2432988,3.15067,2.4048347,57.09640969448079,8346.420550152023,57.148928248918196,extremely,short,917735.0,203084.0,e
NEG~currently_available,NEGATED,currently_available,3361,1716.28702,1302.025252,0.3115583,0.041776113,0.00054184714,0.08532406,0.0010590296,3173660,39391,72839589,3361.0,3170299.0,36030.0,69629899.0,3173660.0,69665929.0,39391.0,72800198.0,3171943.712981138,37674.712981137,69628254.28701887,28.369774,0.002092093,0.29187858,0.00054184714,0.041776113,0.041776113,0.02115898,1644.71298,0.48935226,0.88170534,0.8745804,0.8848686,0.8924587,0.9602702,0.9058592,57.97413216254298,1781.4769153710638,198.47166044551548,currently,available,120441.0,666909.0,c
COM~most_mainstream,COMPLEMENT,most_mainstream,2170,2079.18235,160.223061,1.3423569,0.041775692,2.9890974e-05,0.99816006,3.1150084e-05,69662736,2174,72839589,2170.0,69660566.0,4.0,3176849.0,69662740.0,3176853.0,2174.0,72837415.0,69660656.81764679,94.817646788,3176758.182353212,1.949577,6.2298e-05,0.018567152,2.9890974e-05,0.041775692,0.041775692,0.020902792,90.81764999999996,0.04185145,1.7209277,1.6339679,1.760278,1.856636,2.8647172,2.0338218,46.58325879540846,8346.420550152023,46.62617290749907,most,mainstream,7156931.0,17792.0,m
COM~more_akin,COMPLEMENT,more_akin,8119,7779.24069,599.282531,1.3782429,0.04177493,0.00011182559,0.9981559,0.00011654725,69662736,8134,72839589,8119.0,69654617.0,15.0,3176838.0,69662740.0,3176853.0,8134.0,72831455.0,69654956.75930956,354.759309556,3176498.240690444,3.7706835,0.000233067,0.018565333,0.00011182559,0.04177493,0.04177493,0.020943375,339.75931000000037,0.041847434,2.8682194,2.8054209,2.8964727,2.9652247,3.6473033,3.0900362,90.10549372818508,8346.420550152023,90.18869108707588,more,akin,8757314.0,13130.0,m
COM~most_provocative,COMPLEMENT,most_provocative,2168,2077.26958,160.052049,1.3419565,0.041773997,2.9862265e-05,0.9981584,3.1121373e-05,69662736,2172,72839589,2168.0,69660568.0,4.0,3176849.0,69662740.0,3176853.0,2172.0,72837417.0,69660658.73041804,94.730418042,3176758.269581958,1.9486026,6.2241e-05,0.018566417,2.9862265e-05,0.041773997,0.041773997,0.02090193,90.73041999999987,0.041849826,1.7195895,1.6326292,1.75894,1.8552986,2.863384,2.0324852,46.561786907291264,8346.420550152023,46.604720790924176,most,provocative,7156931.0,13333.0,m
COM~far_superior,COMPLEMENT,far_superior,11344,10869.32265,837.084377,1.3814114,0.04177311,0.00015623141,0.9981522,0.00016284172,69662736,11365,72839589,11344.0,69651392.0,21.0,3176832.0,69662740.0,3176853.0,11365.0,72828224.0,69651866.67734855,495.67734855,3176357.32265145,4.4567204,0.00032563,0.018563736,0.00015623141,0.04177311,0.04177311,0.020964673,474.67734999999993,0.041843913,3.0940335,3.037468,3.119447,3.1811953,3.7864983,3.2929533,106.50821564555478,8346.420550152023,106.60675400742676,far,superior,406174.0,37168.0,f
COM~most_aggressive,COMPLEMENT,most_aggressive,10706,10258.19224,788.85858,1.3769543,0.041755892,0.00014738776,0.9981354,0.00015368332,69662736,10726,72839589,10706.0,69652030.0,20.0,3176833.0,69662740.0,3176853.0,10726.0,72828863.0,69652477.80776423,467.807764237,3176385.192235764,4.3279076,0.000307319,0.018556407,0.00014738776,0.041755892,0.041755892,0.02095164,447.8077599999997,0.04182774,3.0492892,2.9918294,3.0751095,3.1378598,3.7540138,3.2514796,103.46980235798269,8346.420550152023,103.56640381899915,most,aggressive,7156931.0,116513.0,m
COM~quite_complicated,COMPLEMENT,quite_complicated,2683,2570.76457,197.757779,1.3473517,0.041755795,3.694025e-05,0.99813986,3.8514136e-05,69662736,2688,72839589,2683.0,69660053.0,5.0,3176848.0,69662740.0,3176853.0,2688.0,72836901.0,69660165.23543449,117.235434483,3176735.764565516,2.166804,7.7025e-05,0.018558368,3.694025e-05,0.041755795,0.041755795,0.020896368,112.23543000000018,0.041832063,1.9275366,1.844405,1.965119,2.0570529,3.010058,2.2257411,51.79768334587948,8346.420550152023,51.84592558726288,quite,complicated,995239.0,159822.0,q
COM~yet_unknown,COMPLEMENT,yet_unknown,2145,2055.27271,158.085907,1.3373255,0.041754276,2.9532102e-05,0.99813867,3.0791212e-05,69662736,2149,72839589,2145.0,69660591.0,4.0,3176849.0,69662740.0,3176853.0,2149.0,72837440.0,69660680.72728747,93.727287465,3176759.272712536,1.9373626,6.1581e-05,0.01855784,2.9532102e-05,0.041754276,0.041754276,0.020891903,89.72728999999981,0.041830905,1.7041101,1.6171432,1.7434634,1.8398287,2.8479629,2.0170267,46.314144707637645,8346.420550152023,46.357307945997036,yet,unknown,95763.0,63917.0,y
COM~perfectly_acceptable,COMPLEMENT,perfectly_acceptable,5891,5644.58797,434.086632,1.36856,0.04175398,8.1102036e-05,0.9981362,8.456458e-05,69662736,5902,72839589,5891.0,69656845.0,11.0,3176842.0,69662740.0,3176853.0,5902.0,72833687.0,69657091.41202913,257.412029137,3176595.587970863,3.210461,0.000169115,0.018556777,8.1102036e-05,0.04175398,0.04175398,0.020917542,246.4120300000004,0.041828558,2.6192482,2.5506096,2.6501708,2.7255273,3.4820118,2.8627312,76.75285010994706,8346.420550152023,76.82447526667526,perfectly,acceptable,173321.0,46448.0,p
COM~so_sorry,COMPLEMENT,so_sorry,25542,24473.9082,1880.456032,1.380671,0.04175331,0.00035154296,0.99812424,0.00036665227,69662736,25590,72839589,25542.0,69637194.0,48.0,3176805.0,69662740.0,3176853.0,25590.0,72813999.0,69638262.09180373,1116.091803731,3175736.90819627,6.683149,0.000733035,0.018551573,0.00035154296,0.04175331,0.04175331,0.021052426,1068.0917999999983,0.041817077,3.532136,3.4897616,3.551116,3.5970838,4.036551,3.6797438,159.81864722240644,8346.420550152023,159.968746947646,so,sorry,5206528.0,62573.0,s
COM~highly_sophisticated,COMPLEMENT,highly_sophisticated,4810,4608.82234,354.311995,1.363492,0.04174953,6.6213965e-05,0.9981324,6.904696e-05,69662736,4819,72839589,4810.0,69657926.0,9.0,3176844.0,69662740.0,3176853.0,4819.0,72834770.0,69658127.17766324,210.177663235,3176642.822336766,2.9007294,0.000138084,0.018555108,6.6213965e-05,0.04174953,0.04174953,0.020907871,201.1776600000003,0.041824877,2.4532297,2.3808172,2.4858813,2.5655282,3.3714783,2.710828,69.35416353759881,8346.420550152023,69.41901756723442,highly,sophisticated,736102.0,89707.0,h
COM~pretty_stupid,COMPLEMENT,pretty_stupid,2138,2048.57801,157.487698,1.3359061,0.04174819,2.943162e-05,0.9981326,3.0690728e-05,69662736,2142,72839589,2138.0,69660598.0,4.0,3176849.0,69662740.0,3176853.0,2142.0,72837447.0,69660687.42198685,93.421986854,3176759.578013146,1.9339287,6.138e-05,0.018555194,2.943162e-05,0.04174819,0.04174819,0.02088881,89.42198999999982,0.041825067,1.6993659,1.6123968,1.73872,1.8350874,2.8432364,2.0122888,46.238512086787566,8346.420550152023,46.281745861624536,pretty,stupid,1513571.0,50722.0,p
COM~very_troubling,COMPLEMENT,very_troubling,3204,3069.99786,235.977165,1.3518628,0.041747052,4.4104363e-05,0.99813086,4.5993027e-05,69662736,3210,72839589,3204.0,69659532.0,6.0,3176847.0,69662740.0,3176853.0,3210.0,72836379.0,69659666.00213717,140.002137162,3176712.997862838,2.3673663,9.1982e-05,0.018554434,4.4104363e-05,0.041747052,0.041747052,0.02089558,134.00214000000005,0.04182339,2.0939157,2.0140276,2.130003,2.2182033,3.1256306,2.379752,56.60388679233962,8346.420550152023,56.65686189686118,very,troubling,9254924.0,30979.0,v
COM~extremely_important,COMPLEMENT,extremely_important,48950,46904.02031,3598.114329,1.3782347,0.041746184,0.000673397,0.9981037,0.00070267124,69662736,49043,72839589,48950.0,69613786.0,93.0,3176760.0,69662740.0,3176853.0,49043.0,72790546.0,69615831.97969247,2138.979692472,3174714.020307528,9.247514,0.001404354,0.018542627,0.000673397,0.041746184,0.041746184,0.021209791,2045.9796900000001,0.041797336,3.7925255,3.759802,3.8071542,3.8425105,4.17534,3.9058297,221.24646889837587,8346.420550152023,221.45654201219705,extremely,important,917735.0,2016665.0,e
COM~less_costly,COMPLEMENT,less_costly,10627,10182.63777,782.107683,1.3737375,0.041742012,0.00014625373,0.99812156,0.00015254928,69662736,10647,72839589,10627.0,69652109.0,20.0,3176833.0,69662740.0,3176853.0,10647.0,72828942.0,69652553.36222878,464.362228774,3176388.637771226,4.310541,0.000305052,0.018550387,0.00014625373,0.041742012,0.041742012,0.020944132,444.36223000000064,0.041814458,3.0385847,2.9811237,3.0644054,3.127157,3.7433205,3.240779,103.08734160894828,8346.420550152023,103.18430113151904,less,costly,1170138.0,62732.0,l
COM~sometimes_hard,COMPLEMENT,sometimes_hard,4789,4588.73824,352.517608,1.3615918,0.04174134,6.5912514e-05,0.99812424,6.87455e-05,69662736,4798,72839589,4789.0,69657947.0,9.0,3176844.0,69662740.0,3176853.0,4798.0,72834791.0,69658147.2617614,209.261761403,3176643.738238598,2.8938472,0.000137482,0.018551553,6.5912514e-05,0.04174134,0.04174134,0.020903626,200.26176000000032,0.04181703,2.4468968,2.374483,2.479549,2.5591974,3.365158,2.7044995,69.20260110718382,8346.420550152023,69.26759704219572,sometimes,hard,142099.0,348463.0,s
COM~truly_beautiful,COMPLEMENT,truly_beautiful,4244,4066.55169,312.246551,1.3574296,0.04173534,5.8403883e-05,0.9981185,6.09221e-05,69662736,4252,72839589,4244.0,69658492.0,8.0,3176845.0,69662740.0,3176853.0,4252.0,72835337.0,69658669.44831377,185.448313773,3176667.551686226,2.7238562,0.000121837,0.01854908,5.8403883e-05,0.04173534,0.04173534,0.020896873,177.44831000000022,0.04181157,2.342427,2.2678134,2.3760886,2.4582462,3.2935674,2.6083,65.14598989960932,8346.420550152023,65.20736154760442,truly,beautiful,390766.0,294191.0,t
