key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~yet_clear,NEGATED,yet_clear,10406,456.44808,64409.82655,3.5119984,0.9498838,0.0032778378,0.9933181,0.0032788424,3173681,10476,72839571,10406.0,3163275.0,70.0,69665820.0,3173681.0,69665890.0,10476.0,72829095.0,3173224.551922402,10019.551922402,69655870.4480776,97.535255,0.00653611,1.3578924,0.0032778378,0.9498838,0.9498838,0.47658083,9949.55192,0.95613605,10.766775,10.729948,10.78325,10.823098,11.200315,10.9191,102.00980345045274,1781.4828093473145,102.35233265539189,yet,clear,95763,349214.0
NEG~yet_ready,NEGATED,yet_ready,7501,331.09478,45984.96863,3.2241957,0.9436312,0.0023620948,0.9871036,0.0023635016,3173681,7599,72839571,7501.0,3166180.0,98.0,69665792.0,3173681.0,69665890.0,7599.0,72831972.0,3173349.905217482,7267.905217481,69658622.09478252,82.785416,0.004715712,1.3551668,0.0023620948,0.9436312,0.9436312,0.47299662,7169.90522,0.9558599,9.934912,9.902572,9.949366,9.984287,10.312332,10.068211,86.6083136886985,1781.4828093473145,87.17224328879004,yet,ready,95763,141590.0
NEG~even_sure,NEGATED,even_sure,14459,641.9727,87963.7474,3.06347,0.9379546,0.004551961,0.9813357,0.0045559085,3173681,14734,72839571,14459.0,3159222.0,275.0,69665615.0,3173681.0,69665890.0,14734.0,72824837.0,3173039.027302852,14092.027302852,69651797.97269715,114.90674,0.00906971,1.3526217,0.004551961,0.9379546,0.9379546,0.47125328,13817.0273,0.9556005,9.690514,9.669653,9.699816,9.722243,9.929438,9.775846,120.24558203942463,1781.4828093473145,121.38368918433811,even,sure,1044089,262825.0
NEG~too_shabby,NEGATED,too_shabby,5392,239.6396,32745.78022,3.0385551,0.93686354,0.0016974233,0.9803636,0.0016989735,3173681,5500,72839571,5392.0,3168289.0,108.0,69665782.0,3173681.0,69665890.0,5500.0,72834071.0,3173441.360402178,5260.360402178,69660629.63959782,70.16674,0.003392069,1.3521913,0.0016974233,0.93686354,0.93686354,0.46928048,5152.3604,0.95555645,9.349331,9.318082,9.363292,9.397014,9.712996,9.477984,73.43023900274328,1781.4828093473145,74.16198487095663,too,shabby,3021077,7107.0
NEG~entirely_sure,NEGATED,entirely_sure,12931,583.45706,77120.99106,2.7916465,0.9222473,0.0040678456,0.9656486,0.0040744487,3173681,13391,72839571,12931.0,3160750.0,460.0,69665430.0,3173681.0,69665890.0,13391.0,72826180.0,3173097.542935556,12807.542935556,69653082.45706445,108.583664,0.008114658,1.3456233,0.0040678456,0.9222473,0.9222473,0.46315756,12347.54294,0.9548792,8.888991,8.87228,8.896438,8.914372,9.079027,8.9571495,113.71455491712571,1781.4828093473145,115.71948841919411,entirely,sure,271851,262825.0
NEG~exactly_sure,NEGATED,exactly_sure,8794,398.97814,52110.39571,2.7263663,0.9169026,0.0027657044,0.9603582,0.002770915,3173681,9157,72839571,8794.0,3164887.0,363.0,69665527.0,3173681.0,69665890.0,9157.0,72830414.0,3173282.021855044,8758.021855044,69657131.97814496,89.52176,0.005525886,1.3432374,0.0027657044,0.9169026,0.9169026,0.45983416,8395.02186,0.9546306,8.62717,8.608483,8.635498,8.655564,8.840176,8.703457,93.77632963600144,1781.4828093473145,95.69221493935649,exactly,sure,58643,262825.0
NEG~that_hard,NEGATED,that_hard,9948,452.26528,58817.09915,2.7045891,0.9149411,0.0031283295,0.9583815,0.0031345305,3173681,10380,72839571,9948.0,3163733.0,432.0,69665458.0,3173681.0,69665890.0,10380.0,72829191.0,3173228.734722656,9927.734722655,69655962.26527734,95.2052,0.006248624,1.3423425,0.0031283295,0.9149411,0.9149411,0.45903468,9495.73472,0.9545371,8.587857,8.570574,8.595559,8.61411,8.784475,8.658361,99.73966111833346,1781.4828093473145,101.88228501560023,that,hard,208262,348463.0
NEG~too_sure,NEGATED,too_sure,8061,370.83138,47054.08394,2.5952797,0.903662,0.0025334933,0.9471272,0.0025399528,3173681,8511,72839571,8061.0,3165620.0,450.0,69665440.0,3173681.0,69665890.0,8511.0,72831060.0,3173310.168615078,8140.168615079,69657749.83138493,85.65277,0.005066319,1.3372124,0.0025334933,0.903662,0.903662,0.45309776,7690.16862,0.95399684,8.230575,8.21348,8.238191,8.256535,8.424852,8.300279,89.78307190111062,1781.4828093473145,92.25508116087698,too,sure,3021077,262825.0
NEG~entirely_clear,NEGATED,entirely_clear,7466,346.69314,43161.61253,2.5240703,0.8948202,0.0023454255,0.93829334,0.0023524733,3173681,7957,72839571,7466.0,3166215.0,491.0,69665399.0,3173681.0,69665890.0,7957.0,72831614.0,3173334.306858205,7610.306858205,69658279.69314179,82.39365,0.00469318,1.3331428,0.0023454255,0.8948202,0.8948202,0.44858283,7119.30686,0.95356375,8.008192,7.9916706,8.015552,8.033275,8.195714,8.075522,86.4060183089118,1781.4828093473145,89.20201791439474,entirely,clear,271851,349214.0
NEG~immediately_clear,NEGATED,immediately_clear,24416,1134.49743,141186.35263,2.5222995,0.8944553,0.0076699923,0.9377064,0.007693275,3173681,26038,72839571,24416.0,3149265.0,1622.0,69664268.0,3173681.0,69665890.0,26038.0,72813533.0,3172546.502573072,24903.502573073,69640986.49742693,148.9957,0.01526134,1.332871,0.0076699923,0.8944553,0.8944553,0.45106265,23281.50257,0.95353466,8.158966,8.149552,8.163155,8.173231,8.26485,8.197187,156.25619987699687,1781.4828093473145,161.36294494090023,immediately,clear,96973,349214.0
