hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_19980520_1875_8:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student .",apw_eng_19980520_1875_8,14,apw_eng_199805,-LBQ-  We do n't like him .,"Some students also demanded that Suharto be punished for his rule and the wealth that he , his family and his allies accrued .",apw_eng_19980520_1875_8:14_discard,discard
apw_eng_19980520_1871_8:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student .",apw_eng_19980520_1871_8,14,apw_eng_199805,-LBQ-  We do n't like him .,"Some students also demanded that Suharto be punished for his rule and the wealth that he , his family and his allies accrued .",apw_eng_19980520_1871_8:14_discard,discard
apw_eng_19980520_1861_25:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student .",apw_eng_19980520_1861_25,14,apw_eng_199805,-LBQ-  We do n't like him .,"Suharto 's government has been the biggest victim of a financial crisis that began to sweep across East Asia last year , forcing Indonesia , South Korea and Thailand to accept large IMF-backed bailouts and painful economic reforms .",apw_eng_19980520_1861_25:14_discard,discard
apw_eng_19980520_1858_25:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student .",apw_eng_19980520_1858_25,14,apw_eng_199805,-LBQ-  We do n't like him .,"Suharto 's government has been the biggest victim of a financial crisis that began to sweep across East Asia last year , forcing Indonesia , South Korea and Thailand to accept large IMF-backed bailouts and painful economic reforms .",apw_eng_19980520_1858_25:14_discard,discard
apw_eng_20021031_0252_10:11,unknown-polarity,really_upset,really,upset,"Other universities will not order from them , everybody is really upset .  -RDQ-",apw_eng_20021031_0252_10,11,apw_eng_200210,-LBQ-  We will not order from them . ...,"In July , Baker 's wife , Mona Baker , fired Miriam Schlesinger , a Bar-Ilan lecturer in translation studies , and Tel Aviv University professor Gideon Toury from the boards of two translation journals St. Jerome publishes .",apw_eng_20021031_0252_10:11_discard,discard
apw_eng_20100924_0291_4:4,unknown-polarity,very_excited,very,excited,"-LBQ-  Everybody is very excited , wants to get there , you know , get in with the action and get going really ,  -RDQ-  Caroline Searle , spokeswoman for the English team , said as the athletes left the airport .",apw_eng_20100924_0291_4,4,apw_eng_201009,"And the first foreign athletes -- the English hockey and lawn bowling teams -- arrived in New Delhi , though they planned to stay in hotels for a few days before moving to the village .","The games were intended to be a source of international pride for India , but corruption scandals , huge delays in getting facilities ready and the filthy conditions at the games village have turned the event into an embarrassment for the emerging Asian power .",apw_eng_20100924_0291_4:4_discard,discard
apw_eng_20100901_0786_5:7,unknown-polarity,very_clear,very,clear,-LBQ-  I want everybody to be very clear .,apw_eng_20100901_0786_5,7,apw_eng_201009,"-LBQ-  There are going to be extremists and rejectionists who , rather than seeking peace , are going to be seeking destruction ,  -RDQ-  Obama said .",The United States is going to be unwavering in its support of Israel 's security .,apw_eng_20100901_0786_5:7_discard,discard
apw_eng_20100901_0753_5:7,unknown-polarity,very_clear,very,clear,-LBQ-  I want everybody to be very clear .,apw_eng_20100901_0753_5,7,apw_eng_201009,"-LBQ-  There are going to be extremists and rejectionists who , rather than seeking peace , are going to be seeking destruction ,  -RDQ-  Obama said .",The United States is going to be unwavering in its support of Israel 's security .,apw_eng_20100901_0753_5:7_discard,discard
apw_eng_20070528_0041_47:4,unknown-polarity,so_afraid,so,afraid,"-LBQ-  Everybody 's so afraid he 's going to make a mistake ,  -RDQ-  said the $ 25,000-a-year -LRB- euro18,600-a-year -RRB- guard , who spent most of his working life as a security guard or correctional officer .",apw_eng_20070528_0041_47,4,apw_eng_200705,"That was the end of his useful hands-on training , Bullock said .",-LBQ-  There 's no security at all .  -RDQ-,apw_eng_20070528_0041_47:4_discard,discard
apw_eng_20070510_1666_9:18,unknown-polarity,very_concerned,very,concerned,"-LBQ-  I think everybody around the world , in Europe , in the United States , is very concerned about the internal course that Russia has taken in recent years ,  -RDQ-  Rice said .",apw_eng_20070510_1666_9,18,apw_eng_200705,"-LBQ-  It 's even more difficult when one looks at what is happening domestically in Russia where I think it 's fair to say that there has been a turning back of some of the reforms that led to the decentralization of power out of the Kremlin ,  -RDQ-  she said .",She said  -LBQ-  the concentration of power in the Kremlin has been troubling  -RDQ-  especially since Russia is due to hold presidential and parliamentary elections next year .,apw_eng_20070510_1666_9:18_discard,discard
apw_eng_20070510_1433_9:18,unknown-polarity,very_concerned,very,concerned,"-LBQ-  I think everybody around the world , in Europe , in the United States , is very concerned about the internal course that Russia has taken in recent years ,  -RDQ-  Rice said .",apw_eng_20070510_1433_9,18,apw_eng_200705,"-LBQ-  It 's even more difficult when one looks at what is happening domestically in Russia where I think it 's fair to say that there has been a turning back of some of the reforms that led to the decentralization of power out of the Kremlin ,  -RDQ-  she said .",She said  -LBQ-  the concentration of power in the Kremlin has been troubling  -RDQ-  especially since Russia is due to hold presidential and parliamentary elections next year .,apw_eng_20070510_1433_9:18_discard,discard
apw_eng_20071028_0105_19:7,unknown-polarity,really_tall,really,tall,"I came here , everybody was really tall and I was wondering if they were going to jump over my head .  -RDQ-",apw_eng_20071028_0105_19,7,apw_eng_200710,-LBQ-  Junior worlds is a really big competition for me .,Zhang 's jumping was reminiscent of an equally young Tara Lipinski a decade ago .,apw_eng_20071028_0105_19:7_discard,discard
apw_eng_20071028_0083_10:7,unknown-polarity,really_tall,really,tall,"I came here , everybody was really tall and I was wondering if they were going to jump over my head .  -RDQ-",apw_eng_20071028_0083_10,7,apw_eng_200710,-LBQ-  Junior worlds is a really big competition for me .,Zhang 's jumping was reminiscent of an equally young Tara Lipinski a decade ago .,apw_eng_20071028_0083_10:7_discard,discard
apw_eng_20071002_1170_42:4,unknown-polarity,extremely_competitive,extremely,competitive,"-LBQ-  Everybody 's extremely competitive ,  -RDQ-  he said .",apw_eng_20071002_1170_42,4,apw_eng_200710,Salas said he is tempering his optimism about how TerraMax will do .,"-LBQ-  We 're so much further , the entire industry , than it was just two or three years ago .",apw_eng_20071002_1170_42:4_discard,discard
apw_eng_20061129_0760_10:6,unknown-polarity,very_conscious,very,conscious,"-LBQ-  Even though everybody was very conscious of the story coming from London -LRB- about Litvinenko -RRB- ... we always believed it to be entirely separate from what was going on in London ,  -RDQ-  Keane said .",apw_eng_20061129_0760_10,6,apw_eng_200611,"Colm Keane , spokesman for National University of Ireland at Maynooth , where the conference was held , said that medics initially suspected Gaidar 's diabetes or some sort of ailment in his illness last week .","A spokesman for the Irish Department of Foreign Affairs , speaking on customary condition of anonymity , said  -LBQ-  we have received no evidence of anything untoward about this .",apw_eng_20061129_0760_10:6_discard,discard
apw_eng_20061117_1521_17:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic .,apw_eng_20061117_1521_17,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were beside themselves with excitement .",...,apw_eng_20061117_1521_17:4_discard,discard
apw_eng_20061117_1057_13:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic .,apw_eng_20061117_1057_13,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were besides themselves with excitement .",...,apw_eng_20061117_1057_13:4_discard,discard
apw_eng_20061117_0936_12:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic .,apw_eng_20061117_0936_12,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were besides themselves with excitement .",...,apw_eng_20061117_0936_12:4_discard,discard
apw_eng_20061117_0827_8:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic ...,apw_eng_20061117_0827_8,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were besides themselves with excitement .","it 's not an everyday thing to have a Hollywood star as a guest ,  -RDQ-  Sabbatini said .",apw_eng_20061117_0827_8:4_discard,discard
apw_eng_19980717_1023_41:16,unknown-polarity,still_fresh,still,fresh,"-LBQ-  Last year everybody felt the Pyrenees n their legs , this year everybody 's still fresh .",apw_eng_19980717_1023_41,16,apw_eng_199807,"Last year , it was a mountain race , this time there are constant curves and hills ,  -RDQ-  Ullrich said .",It will be a lot closer .  -RDQ-,apw_eng_19980717_1023_41:16_discard,discard
apw_eng_19980717_0899_28:16,unknown-polarity,still_fresh,still,fresh,"-LBQ-  Last year everybody felt the Pyrenees n their legs , this year everybody 's still fresh .",apw_eng_19980717_0899_28,16,apw_eng_199807,"Last year , it was a mountain race , this time there are constant curves and hills ,  -RDQ-  Ullrich said .",It will be a lot closer .  -RDQ-,apw_eng_19980717_0899_28:16_discard,discard
apw_eng_20010828_0035_8:11,unknown-polarity,pretty_tired,pretty,tired,"Pottharst said that after the tour ,  -LBQ-  everybody is pretty tired , but I know the best will come out at the Goodwill Games .  -RDQ-",apw_eng_20010828_0035_8,11,apw_eng_200108,She and Bede also won the world championship in early August and the title at the last Goodwill Games in 1998 .,"With the spectator seats set very close to the court , which is open to the outside on three sides , the players are expecting plenty of excitement , and just a bit of wind and glare .",apw_eng_20010828_0035_8:11_discard,discard
apw_eng_20010816_0979_8:3,unknown-polarity,just_worried,just,worried,Everybody was just worried and panicked .  -RDQ-,apw_eng_20010816_0979_8,3,apw_eng_200108,"-LBQ-  We went to go down the stairs , then we saw all the smoke , so we all decided to go down the fire escape .",Fire officials described occupants as hanging from the windows and screaming for help as firefighters arrived .,apw_eng_20010816_0979_8:3_discard,discard
apw_eng_20010816_0970_8:3,unknown-polarity,just_worried,just,worried,Everybody was just worried and panicked .  -RDQ-,apw_eng_20010816_0970_8,3,apw_eng_200108,"-LBQ-  We went to go down the stairs , then we saw all the smoke , so we all decided to go down the fire escape .",Fire officials described occupants as hanging from the windows and screaming for help as firefighters arrived .,apw_eng_20010816_0970_8:3_discard,discard
apw_eng_20010816_0684_9:3,unknown-polarity,just_worried,just,worried,Everybody was just worried and panicked .  -RDQ-,apw_eng_20010816_0684_9,3,apw_eng_200108,"-LBQ-  We went to go down the stairs , then we saw all the smoke , so we all decided to go down the fire escape .",Fire officials described occupants as hanging from the windows and screaming for help as firefighters arrived .,apw_eng_20010816_0684_9:3_discard,discard
apw_eng_20010816_0599_9:3,unknown-polarity,just_worried,just,worried,Everybody was just worried and panicked .  -RDQ-,apw_eng_20010816_0599_9,3,apw_eng_200108,"-LBQ-  We went to go down the stairs , then we saw all the smoke , so we all decided to go down the fire escape .",Fire officials described occupants as hanging from the windows and screaming for help as firefighters arrived .,apw_eng_20010816_0599_9:3_discard,discard
apw_eng_20010816_0504_8:3,unknown-polarity,just_worried,just,worried,Everybody was just worried and panicked .  -RDQ-,apw_eng_20010816_0504_8,3,apw_eng_200108,"-LBQ-  We went to go down the stairs , then we saw all the smoke , so we all decided to go down the fire escape .",Fire officials described occupants as hanging from the windows and screaming for help as firefighters arrived .,apw_eng_20010816_0504_8:3_discard,discard
apw_eng_20010123_0481_2:13,unknown-polarity,reportedly_safe,reportedly,safe,"The man was overpowered by crew members , and everybody aboard was reportedly safe .",apw_eng_20010123_0481_2,13,apw_eng_200101,"A man claiming to be a supporter of Saddam Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 others Tuesday and diverted it to nearby Djibouti , authorities said .","Visocan said the embassy had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0481_2:13_discard,discard
apw_eng_20010123_0462_2:13,unknown-polarity,reportedly_safe,reportedly,safe,"The man was overpowered by crew members , and everybody aboard was reportedly safe .",apw_eng_20010123_0462_2,13,apw_eng_200101,"A man claiming to be a supporter of Saddam Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers Tuesday and diverted it to nearby Djibouti , authorities said .","Visocan said the embassy had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0462_2:13_discard,discard
apw_eng_20010123_0445_20:11,unknown-polarity,reportedly_safe,reportedly,safe,The man was overpowered by crew and everybody aboard was reportedly safe .,apw_eng_20010123_0445_20,11,apw_eng_200101,"Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers today and diverted it to nearby Djibouti , authorities said .","Ambassador Barbara Bodine and the other passengers safely left the plane using its inflatable emergency exit chute after the hijacker was subdued , a U.S. Embassy spokeswoman said .",apw_eng_20010123_0445_20:11_discard,discard
apw_eng_20010123_0439_2:13,unknown-polarity,reportedly_safe,reportedly,safe,"The man was overpowered by crew members , and everybody aboard was reportedly safe .",apw_eng_20010123_0439_2,13,apw_eng_200101,"A man claiming to be a supporter of Saddam Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers Tuesday and diverted it to nearby Djibouti , authorities said .","Visocan said the embassy had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0439_2:13_discard,discard
apw_eng_20010123_0407_9:11,unknown-polarity,reportedly_safe,reportedly,safe,The man was overpowered by crew and everybody aboard was reportedly safe .,apw_eng_20010123_0407_9,11,apw_eng_200101,"Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers today and diverted it to nearby Djibouti , authorities said .","Ambassador Barbara Bodine and the other passengers safely left the plane using its inflatable emergency exit chute after the hijacker was subdued , a U.S. Embassy spokeswoman said , adding that she had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0407_9:11_discard,discard
apw_eng_20010123_0406_9:11,unknown-polarity,reportedly_safe,reportedly,safe,The man was overpowered by crew and everybody aboard was reportedly safe .,apw_eng_20010123_0406_9,11,apw_eng_200101,"Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers today and diverted it to nearby Djibouti , authorities said .","Ambassador Barbara Bodine and the other passengers safely left the plane using its inflatable emergency exit chute after the hijacker was subdued , a U.S. Embassy spokeswoman said , adding that she had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0406_9:11_discard,discard
apw_eng_20010123_0390_2:11,unknown-polarity,reportedly_safe,reportedly,safe,The man was overpowered by crew and everybody aboard was reportedly safe .,apw_eng_20010123_0390_2,11,apw_eng_200101,"A man claiming to be a supporter of Saddam Hussein hijacked a Yemeni plane carrying the U.S. ambassador and 90 other passengers Tuesday and diverted it to nearby Djibouti , authorities said .","Visocan said the embassy had no immediate information on the fate of the hijacker , his motives or demands .",apw_eng_20010123_0390_2:11_discard,discard
apw_eng_19990414_1294_20:23,unknown-polarity,really_difficult,really,difficult,"-LBQ-  Everybody I 've talked to says , ` You 've got to play next year ' and that part 's been really difficult .",apw_eng_19990414_1294_20,23,apw_eng_199904,She wants me to be part of that .  -RDQ-,The response has been overwhelming .  -RDQ-,apw_eng_19990414_1294_20:23_discard,discard
apw_eng_20090220_0420_14:4,unknown-polarity,really_excited,really,excited,"-LBQ-  Everybody is really excited about it ,  -RDQ-  said Finn , who added that the actors would be staying in a five-star hotel .",apw_eng_20090220_0420_14,4,apw_eng_200902,"Securing visas and passports in India can be a torturous process , especially for impoverished Indians who often do n't have the necessary identification forms and documents .",-LBQ-  It 's nice the whole gang will be together .  -RDQ-,apw_eng_20090220_0420_14:4_discard,discard
apw_eng_20090212_0318_10:8,unknown-polarity,absolutely_wonderful,absolutely,wonderful,-RDQ-  -LRB- But -RRB- everybody has been absolutely wonderful .  -RDQ-,apw_eng_20090212_0318_10,8,apw_eng_200902,"-LBQ-  It 's insane ,  -RDQ-  Raymond said with a laugh .",Sam was found moving gingerly on scorched paws by a fire patrol Sunday .,apw_eng_20090212_0318_10:8_discard,discard
apw_eng_20090212_0265_10:8,unknown-polarity,absolutely_wonderful,absolutely,wonderful,-RDQ-  -LRB- But -RRB- everybody has been absolutely wonderful .  -RDQ-,apw_eng_20090212_0265_10,8,apw_eng_200902,"-LBQ-  It 's insane ,  -RDQ-  Raymond said with a laugh .",Sam was found moving gingerly on scorched paws by a fire patrol Sunday .,apw_eng_20090212_0265_10:8_discard,discard
apw_eng_20090210_0206_4:34,unknown-polarity,very_excited,very,excited,"Ging said he was  -LBQ-  extremely frustrated  -RDQ-  at Israel 's refusal to allow paper into Gaza ,  -LBQ-  not least because we have a new human rights curriculum which everybody here is very excited to teach the children .  -RDQ-",apw_eng_20090210_0206_4,34,apw_eng_200902,"He said 60 percent of the textbooks needed in Gaza have not been printed , so children do n't have the material they need to study .","The human rights courses are modeled on those developed by the U.N. High Commissioner for Human Rights , with input from the human rights community in Gaza , he said .",apw_eng_20090210_0206_4:34_discard,discard
apw_eng_19970831_0399_16:5,unknown-polarity,very_supportive,very,supportive,Everybody else has been very supportive of our decision and everybody is very upset .  -RDQ-,apw_eng_19970831_0399_16,5,apw_eng_199708,-LBQ-  We 've decided to call it off because of a mark of respect and so far we 've only had one complaint .,A motor racing festival at Silverstone in central England was also postponed and officials at the Hamilton Park horse racing course held a minute 's silence before beginning the day 's racing .,apw_eng_19970831_0399_16:5_discard,discard
apw_eng_19990812_1083_48:8,unknown-polarity,as_passionate,as,passionate,"I ca n't expect everybody to be as passionate as I am , especially about the history .  -RDQ-",apw_eng_19990812_1083_48,8,apw_eng_199908,"-LBQ-  Obviously , there was quite a bit of frustration .",,apw_eng_19990812_1083_48:8_discard,discard
apw_eng_20101220_0260_3:13,unknown-polarity,very_proud,very,proud,"-LBQ-  We have a local boy who 's president and everybody 's very proud of that ,  -RDQ-  said Chuck Prentiss , chairman of the Kailua Neighborhood Board , a panel that advises Honolulu city officials on community concerns .",apw_eng_20101220_0260_3,13,apw_eng_201012,"-LBQ-  I 'm very excited ,  -RDQ-  said Virginia Carnohan , owner of The Cottage gift shop about 2 1\/2 miles -LRB- 6 kilometers -RRB- from the trio of multimillion-dollar beachfront homes where the Obama family and friends will spend Christmas and New Year 's .","First Lady Michelle Obama and daughters Malia and Sasha arrived Saturday evening on Oahu -- the island that contains the state 's largest city , where Obama was born and mostly raised .",apw_eng_20101220_0260_3:13_discard,discard
apw_eng_20070215_1237_2:7,unknown-polarity,so_good,so,good,"-LBQ-  Hello everybody , it 's so good to see you ,  -RDQ-  Hilton , wearing a black and white dress , cooed as the crowd went crazy .",apw_eng_20070215_1237_2,7,apw_eng_200702,"Hundreds of shrieking , frenzied fans welcomed hotel heiress and party girl Paris Hilton on Thursday as she made an appearance at a mall in the Austrian capital Thursday to sign autographs .",-LBQ-  Happy late Valentine 's Day !  -RDQ-,apw_eng_20070215_1237_2:7_discard,discard
apw_eng_20070215_1178_2:7,unknown-polarity,so_good,so,good,"-LBQ-  Hello everybody , it 's so good to see you ,  -RDQ-  Hilton , wearing a black and white dress , cooed as the crowd went crazy .",apw_eng_20070215_1178_2,7,apw_eng_200702,"Hundreds of shrieking , frenzied fans welcomed hotel heiress and party girl Paris Hilton on Thursday as she made an appearance at a mall in the Austrian capital Thursday to sign autographs .",-LBQ-  Happy late Valentine 's Day !  -RDQ-,apw_eng_20070215_1178_2:7_discard,discard
apw_eng_19961228_0756_17:19,unknown-polarity,so_divisive,so,divisive,"-LBQ-  To me it 's very unfortunate , because we 're living in a time when everybody is so divisive ,  -RDQ-  he said .",apw_eng_19961228_0756_17,19,apw_eng_199612,"-LBQ-  I 'm getting some criticism for being a white person making a movie that has civil rights as a backdrop , and in which there 's a white person who 's the focus of the film ,  -RDQ-  said Reiner .","Bad reviews do n't bother him ; ill-founded attacks do , he said .",apw_eng_19961228_0756_17:19_discard,discard
apw_eng_20100625_0153_20:18,unknown-polarity,completely_comfortable,completely,comfortable,"-LBQ-  We showed them last year 's budget , this year 's budget , and everybody is completely comfortable with what 's going on ,  -RDQ-  Bettman said .",apw_eng_20100625_0153_20,18,apw_eng_201006,"Bettman and Daly have been monitoring talks between the city government of Glendale , Ariz. , and various potential ownership groups working on a mutually agreeable lease for Jobing.com Arena .","-LBQ-  We 've been leaving it to Glendale to figure out who they can make a deal with , but I 'm hopeful in the course of the summer , things will get resolved .  -RDQ-",apw_eng_20100625_0153_20:18_discard,discard
apw_eng_20100604_0002_40:7,unknown-polarity,pretty_frustrated,pretty,frustrated,"-LBQ-  I think everybody here is pretty frustrated that the oil has not been shut off , and that 's got to happen first ,  -RDQ-  she said .",apw_eng_20100604_0002_40,7,apw_eng_201006,"Laura Lee , a spokeswoman for the Pensacola Bay Area Convention and Visitors Bureau , said tourist officials were confident local leaders have done all they can to minimize the effects of the oil .","Karen Bjorndal , director of the Archie Carr Center for Sea Turtle Research at the University of Florida , said she would protect marshes and inlets first because they harbor a richer diversity of life than the beaches .",apw_eng_20100604_0002_40:7_discard,discard
apw_eng_20000818_0153_29:6,unknown-polarity,pretty_happy,pretty,happy,"-RDQ-  I think everybody is pretty happy throwing the green lobster in the pot and having it come up orange ,  -RDQ-  said Volk .",apw_eng_20000818_0153_29,6,apw_eng_200008,"And in the end , there 's just one color that matters to lobster lovers .",,apw_eng_20000818_0153_29:6_discard,discard
apw_eng_20030401_0836_9:4,unknown-polarity,really_worried,really,worried,"-LBQ-  Everybody was really worried ... but we all remained hopeful and knew she would be home ,  -RDQ-  McFee said .",apw_eng_20030401_0836_9,4,apw_eng_200304,"-LBQ-  They said it was going to be the biggest party this road had ever seen ,  -RDQ-  Lynch 's cousin Sherri McFee said as fire and police sirens blared in the background .",Brig. Gen. Vincent Brooks at Central Command headquarters in Qatar announced Wednesday that a U.S. POW had been rescued Tuesday but refused to provide any further details .,apw_eng_20030401_0836_9:4_discard,discard
apw_eng_20010720_1188_5:15,unknown-polarity,very_excited,very,excited,"-LBQ-  The conference is now in its final phase , where naturally everybody is very excited and trying to fight until the last minute for their own position .",apw_eng_20010720_1188_5,15,apw_eng_200107,"But Belgian Ambassador Jean Lint , whose country holds the EU presidency , predicted a positive outcome .","But some of the difficult issues are beginning to find a solution ,  -RDQ-  he said in an interview .",apw_eng_20010720_1188_5:15_discard,discard
apw_eng_20010709_0953_11:4,unknown-polarity,so_quick,so,quick,"-LBQ-  Everybody 's so quick to jump the gun and label a guy great ,  -RDQ-  Hopkins said .",apw_eng_20010709_0953_11,4,apw_eng_200107,Trinidad is considered by more than a few people in boxing to be the best pound-for-pound fighter in the world .,"-LBQ-  You become great because you beat one guy ? Longevity , quality opponents and a lot of title defenses is greatness to me .  -RDQ-",apw_eng_20010709_0953_11:4_discard,discard
apw_eng_20070829_0107_56:18,unknown-polarity,really_interested,really,interested,"-LBQ-  I made a big breakthrough this year ,  -RDQ-  Djokovic said ,  -LBQ-  so everybody 's really interested .  -RDQ-",apw_eng_20070829_0107_56,18,apw_eng_200708,"The 20-year-old Serb never has been beyond the third round at the U.S. Open , but he drew a supportive crowd for his 6-2 , 6-1 , 6-3 victory over Robin Haase of the Netherlands -- and was appreciative .",,apw_eng_20070829_0107_56:18_discard,discard
apw_eng_20070812_0295_18:4,unknown-polarity,pretty_angry,pretty,angry,"-LBQ-  Everybody 's pretty angry with customs at the moment because they 're not informing anyone of anything ,  -RDQ-  Cognac said .",apw_eng_20070812_0295_18,4,apw_eng_200708,"Passengers on his plane were in the aisles , holding their carry-on luggage , and ready to disembark when the flight crew asked them to return to their seats , Cognac said .",-LBQ-  It 's becoming a logistical issue with diapers .  -RDQ-,apw_eng_20070812_0295_18:4_discard,discard
