hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19991124_0362_18:14,neg-mit,particularly_surprising,particularly,surprising,"To Jones , a deeply religious man , few of these things were particularly surprising and none were coincidences .",nyt_eng_19991124_0362_18,14,nyt_eng_199911,"And that Lawrence 's mother , still working as a nurse , lived only 5 miles from where Jones himself had been born and raised , in segregation-era Norfolk .","-LBQ-  I truly believe that God led me to Raymond ,  -RDQ-  he says .",nyt_eng_19991124_0362_18:14_discard,discard
nyt_eng_19991108_0285_38:21,neg-mit,too_toxic,too,toxic,"Although most medications taken in normal doses by a nursing mother are safe for infants , a few are definitely too toxic for a baby .",nyt_eng_19991108_0285_38,21,nyt_eng_199911,"The latest report , based on 524 pregnancies , half of which involved the use of an SSRI , found no increase in major malformations , miscarriage , stillbirth or premature birth associated with the either the SSRI 's or tricyclic antidepressant drugs taken in recommended doses during pregnancy .",These include chemotherapy drugs to treat cancer ; lithium to treat bipolar disorder and drugs like cyclosporine that suppress the immune system .,nyt_eng_19991108_0285_38:21_discard,discard
nyt_eng_19970717_0259_2:4,neg-mit,as_eloquent,as,eloquent,But few were as eloquent as Versace 's own Italian fashion peers and rivals .,nyt_eng_19970717_0259_2,4,nyt_eng_199707,"Upon the news of Gianni Versace 's death , his friends and colleagues _ from royalty to rock stars _ reflected both on the singular vision of glamour and sexiness that permeated his fashion and on his personal warmth and generosity .",-LBQ-  The news of Gianni Versace 's death has left me in a state of shock .,nyt_eng_19970717_0259_2:4_discard,discard
nyt_eng_19970716_0516_2:4,neg-mit,as_eloquent,as,eloquent,But few were as eloquent as Versace 's own Italian fashion peers and rivals .,nyt_eng_19970716_0516_2,4,nyt_eng_199707,"Upon the news of Gianni Versace 's death , his friends and colleagues _ from royalty to rock stars _ reflected both on the singular vision of glamour and sexiness that permeated his fashion and on his personal warmth and generosity .",-LBQ-  The news of Gianni Versace 's death has left me in a state of shock .,nyt_eng_19970716_0516_2:4_discard,discard
nyt_eng_19970716_0515_2:4,neg-mit,as_eloquent,as,eloquent,But few were as eloquent as Versace 's own Italian fashion peers and rivals .,nyt_eng_19970716_0515_2,4,nyt_eng_199707,"Upon the news of Gianni Versace 's death , his friends and colleagues _ from royalty to rock stars _ reflected both on the singular vision of glamour and sexiness that permeated his fashion and on his personal warmth and generosity .",-LBQ-  The news of Gianni Versace 's death has left me in a state of shock .,nyt_eng_19970716_0515_2:4_discard,discard
nyt_eng_19950619_0103_23:8,neg-mit,very_informative,very,informative,A few of the videos are n't very informative and could have been left out to provide longer segments for others .,nyt_eng_19950619_0103_23,8,nyt_eng_199506,"Patrick speaks rapidly on the videos , and has the distracting habit of looking frequently off camera to his right .",Novices who ever hope to understand the craps table would do well to buy Patrick 's book on it as well .,nyt_eng_19950619_0103_23:8_discard,discard
nyt_eng_19960423_0655_18:4,neg-mit,still_available,still,available,"A few are still available , for $ 1,000 each .",nyt_eng_19960423_0655_18,4,nyt_eng_199604,"Last year , Ciolek produced only 104 bottles .","The rarity , he said , justifies the price .",nyt_eng_19960423_0655_18:4_discard,discard
nyt_eng_19960423_0425_18:4,neg-mit,still_available,still,available,"A few are still available , for $ 1,000 each .",nyt_eng_19960423_0425_18,4,nyt_eng_199604,"Last year , Ciolek produced only 104 bottles .","The rarity , he said , justifies the price .",nyt_eng_19960423_0425_18:4_discard,discard
nyt_eng_19960422_0360_14:16,neg-mit,pretty_entertaining,pretty,entertaining,A few _ notably  -LBQ-  The Mother of All Windows 95 Books  -RDQ-  _ are pretty entertaining just to read .,nyt_eng_19960422_0360_14,16,nyt_eng_199604,That 's when these books pay for themselves .,"Nearly all of it is in understandable English , although some parts may require slow reading .",nyt_eng_19960422_0360_14:16_discard,discard
nyt_eng_19960417_0145_14:16,neg-mit,pretty_entertaining,pretty,entertaining,A few _ notably  -LBQ-  The Mother of All Windows 95 Books  -RDQ-  _ are pretty entertaining just to read .,nyt_eng_19960417_0145_14,16,nyt_eng_199604,That 's when these books pay for themselves .,"Nearly all of it is in understandable English , although some parts may require some slow reading .",nyt_eng_19960417_0145_14:16_discard,discard
nyt_eng_19960416_0281_14:16,neg-mit,pretty_entertaining,pretty,entertaining,A few _ notably  -LBQ-  The Mother of All Windows 95 Books  -RDQ-  _ are pretty entertaining just to read .,nyt_eng_19960416_0281_14,16,nyt_eng_199604,That 's when these books pay for themselves .,"Nearly all of it is in understandable English , although some parts may require some slow reading .",nyt_eng_19960416_0281_14:16_discard,discard
nyt_eng_19960416_0270_14:16,neg-mit,pretty_entertaining,pretty,entertaining,A few _ notably  -LBQ-  The Mother of All Windows 95 Books  -RDQ-  _ are pretty entertaining just to read .,nyt_eng_19960416_0270_14,16,nyt_eng_199604,That 's when these books pay for themselves .,"Nearly all of it is in understandable English , although some parts may require some slow reading .",nyt_eng_19960416_0270_14:16_discard,discard
nyt_eng_19960410_0650_10:22,neg-mit,as_good,as,good,"A few of its opera recordings , particularly Rossini 's  -LBQ-  Barber of Seville  -RDQ-  and  -LBQ-  Tancredi ,  -RDQ-  are as good as any .",nyt_eng_19960410_0650_10,22,nyt_eng_199604,"Unlike some budget labels , Naxos offers performances that are rarely less than competent and sometimes much more .",Even the symphonies of Mahler do not require a famous name and eminent orchestra .,nyt_eng_19960410_0650_10:22_discard,discard
nyt_eng_19961124_0206_26:18,neg-mit,genuinely_original,genuinely,original,"Read-to-me picture books are as abundant as ever this season , but surprisingly few of them are genuinely original .",nyt_eng_19961124_0206_26,18,nyt_eng_199611,This inviting book is a useful reminder that there 's much more to Baum 's weirdly fascinating story than  -LBQ-  Over the Rainbow .  -RDQ-,One of the best is  -LBQ-  Saving Sweetness  -RDQ-  -LRB- Putnam .,nyt_eng_19961124_0206_26:18_discard,discard
nyt_eng_19960527_0090_20:12,neg-mit,usually_worth,usually,worth,"When publishers fling new names at us , a few are usually worth remembering .",nyt_eng_19960527_0090_20,12,nyt_eng_199605,There 's a sunny side to all this .,"In June , two first-rate new storytellers will deliver potential best sellers .",nyt_eng_19960527_0090_20:12_discard,discard
nyt_eng_19960526_0168_20:12,neg-mit,usually_worth,usually,worth,"When publishers fling new names at us , a few are usually worth remembering .",nyt_eng_19960526_0168_20,12,nyt_eng_199605,There 's a sunny side to all this .,"In June , two first-rate new storytellers will deliver potential best sellers .",nyt_eng_19960526_0168_20:12_discard,discard
nyt_eng_19960525_0325_20:12,neg-mit,usually_worth,usually,worth,"When publishers fling new names at us , a few are usually worth remembering .",nyt_eng_19960525_0325_20,12,nyt_eng_199605,There 's a sunny side to all this .,"In June , two first-rate new storytellers will deliver potential best sellers .",nyt_eng_19960525_0325_20:12_discard,discard
nyt_eng_19950203_0378_68:20,neg-mit,as_old,as,old,"While community activists cite dozens of residents like the Galczynskis who make a difference , they say few are as old and as active .",nyt_eng_19950203_0378_68,20,nyt_eng_199502,"BOSTON-COMMUNITY-BOS-CLR , 2-3 -- At a time when social service workers say some of the city 's elderly are so frightened of crime they hesitate to befriend people , Stanley Galczynski and his wife Marianna , 71 , stand out as an inspiration to others to become more involved .","Galczynski , a Polish immigrant who suffered through a five-year ordeal in the Nazi 's Buchenwald concentration camp , has lived on Bloomfield Street for 22 years with his wife .",nyt_eng_19950203_0378_68:20_discard,discard
nyt_eng_19950203_0152_11:20,neg-mit,as_old,as,old,"While community activists cite dozens of residents like the Galczynskis who make a difference , they say few are as old and as active .",nyt_eng_19950203_0152_11,20,nyt_eng_199502,"At a time when social service workers say some of the city 's elderly are so frightened of crime they hesitate to befriend people , Galczynski and his wife Marianna , 71 , stand out as an inspiration to others to become more involved .","-LBQ-  A lot of elderly people do n't feel as safe as they used to ,  -RDQ-  says Deahdra Butler-Henderson , director of Citizens for Safety , an anti-crime group .",nyt_eng_19950203_0152_11:20_discard,discard
nyt_eng_19950515_0481_11:8,neg-mit,particularly_onerous,particularly,onerous,For few of the added costs are particularly onerous or demonstrably unfair in themselves .,nyt_eng_19950515_0481_11,8,nyt_eng_199505,But the journey of Jeep Cherokee No. . SL542455 illustrates the magnitude of the problem and the unlikelihood of a quick fix .,"And even if Tokyo agreed to meet the U.S. demands , perhaps making it easier for Detroit to sell more vehicles in Japan , it is still unlikely that the huge increase in the sticker price of imported U.S . cars would decrease by much .",nyt_eng_19950515_0481_11:8_discard,discard
