hit_id,colloc,sent_text,relay_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,relay_lemma,neg_lemma,adv_lemma,adj_lemma,relay_index,neg_index,adv_index,adj_index,dep_relay_source,dep_relay_target,dep_relay_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100211_0088_58:12-14-15,as_worried,"Hu Yong , a Beijing-based media expert , said the government was no longer as worried as it once was about the economic impact of electronic communication controls .",longer,no,as,worried,government was no longer as worried as it,nyt_eng_20100211_0088_58,"The damage to tourism and business , not to mention the disruption to everyday life , was significant .","Hu Yong , a Beijing-based media expert , said the government was no longer as worried as it once was about the economic impact of electronic communication controls .","Hu Yong , a beijing-based media expert , say the government be no longer as worried as it once be about the economic impact of electronic communication control .","-LBQ-  That is more secondary to their concerns about political and social stability ,  -RDQ-  he said .",longer,no,as,worried,13,12,14,15,"{'lemma': 'worried', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'longer', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worried'}",advmod,"{'lemma': 'longer', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worried'}","{'lemma': 'no', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'worried', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worried'}",advmod,nyt_eng_201002,12-14-15,nonimmediateNeg
nyt_eng_20100210_0002_6:0-19-20,as_stunning,"No matter what happens in the next few weeks at the Winter Games , can any event ever be as stunning as the long program in Salt Lake City skated by the girl in fourth place ?",matter,no,as,stunning,"no matter what happens in the next few weeks at the Winter Games , can any event ever be as stunning as the",nyt_eng_20100210_0002_6,"As a recent Yale graduate , she sometimes has to confront what she accomplished that night in 2002 .","no matter what happens in the next few weeks at the Winter Games , can any event ever be as stunning as the long program in Salt Lake City skated by the girl in fourth place ?","no matter what happen in the next few week at the Winter Games , can any event ever be as stunning as the long program in Salt Lake City skate by the girl in fourth place ?",That 's a lot to live up to .,matter,no,as,stunning,1,0,19,20,"{'lemma': 'stunning', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '?'}","{'lemma': 'matter', 'ix': 1, 'xpos': 'VB', 'deprel': 'dep', 'head': 'stunning'}",dep,"{'lemma': 'matter', 'ix': 1, 'xpos': 'VB', 'deprel': 'dep', 'head': 'stunning'}","{'lemma': 'no', 'ix': 0, 'xpos': 'UH', 'deprel': 'dep', 'head': 'matter'}",dep,"{'lemma': 'stunning', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '?'}","{'lemma': 'as', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'stunning'}",advmod,nyt_eng_201002,0-19-20,nonimmediateNeg
nyt_eng_20100208_0192_24:0-3-4,too_small,No victory was too small .,victory,no,too,small,no victory was too small .,nyt_eng_20100208_0192_24,The franchise was humbled after finishing 3-13 in 1997 and 1998 .,no victory was too small .,no victory be too small .,There was no such thing as an unimportant victory .,victory,no,too,small,1,0,3,4,"{'lemma': 'small', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'victory', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'small'}",nsubj,"{'lemma': 'victory', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'small'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'victory'}",det,"{'lemma': 'small', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'small'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100208_0148_10:7-14-15,entirely_happy,"And , indeed , Biden 's first few months on the job were not entirely happy .",months,few,entirely,happy,'s first few months on the job were not entirely happy .,nyt_eng_20100208_0148_10,But he did n't want it .,"and , indeed , Biden 's first few months on the job were not entirely happy .","and , indeed , Biden 's first few month on the job be not entirely happy .","He went off on one of his gaffe sprees , angering White House aides .",months,few,entirely,happy,8,7,14,15,"{'lemma': 'happy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'month', 'ix': 8, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'happy'}",nsubj,"{'lemma': 'month', 'ix': 8, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'happy'}","{'lemma': 'few', 'ix': 7, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'month'}",amod,"{'lemma': 'happy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'entirely', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happy'}",advmod,nyt_eng_201002,7-14-15,nonimmediateNeg
nyt_eng_20100208_0109_17:1-4-5,more_happy,"-LBQ-  No one is more happy than me that I can keep a job ,  -RDQ-  she said .",one,No,more,happy,`` No one is more happy than me,nyt_eng_20100208_0109_17,Her father and grandfather worked at GM their entire careers .,"`` No one is more happy than me that I can keep a job , '' she said .","`` no one be more happy than I that I can keep a job , '' she say .",-LBQ-  I love working at GM .  -RDQ-,one,No,more,happy,2,1,4,5,"{'lemma': 'happy', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'one', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'happy'}",nsubj,"{'lemma': 'one', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'happy'}","{'lemma': 'no', 'ix': 1, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'happy', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'happy'}",advmod,nyt_eng_201002,1-4-5,nonimmediateNeg
nyt_eng_20100208_0034_3:8-14-15,excruciatingly_discreet,"No flashy banners tout exhibitions , and the few signs that do exist are excruciatingly discreet .",signs,few,excruciatingly,discreet,and the few signs that do exist are excruciatingly discreet .,nyt_eng_20100208_0034_3,"Its Renzo Piano-designed main building , a masterpiece of understatement , features gray cypress siding that matches the warm gray on the nearby Menil-owned bungalows that serve as residences as well as offices for the museum and other arts organizations .","no flashy banners tout exhibitions , and the few signs that do exist are excruciatingly discreet .","no flashy banner tout exhibition , and the few sign that do exist be excruciatingly discreet .",But drop by the museum later this week and you 'll see something out of character for the famously low-key institution -- a boy perched on the roof playing a tin drum .,signs,few,excruciatingly,discreet,9,8,14,15,"{'lemma': 'discreet', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'tout'}","{'lemma': 'sign', 'ix': 9, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'discreet'}",nsubj,"{'lemma': 'sign', 'ix': 9, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'discreet'}","{'lemma': 'few', 'ix': 8, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'sign'}",amod,"{'lemma': 'discreet', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'tout'}","{'lemma': 'excruciatingly', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'discreet'}",advmod,nyt_eng_201002,8-14-15,nonimmediateNeg
nyt_eng_20100207_0111_29:0-6-7,so_fortunate,Few business owners here have been so fortunate .,owners,few,so,fortunate,few business owners here have been so fortunate .,nyt_eng_20100207_0111_29,"Near a street called Miracles , they moved merchandise into a waiting truck , then sealed the store with a concrete wall .",few business owners here have been so fortunate .,few business owner here have be so fortunate .,"Most are like John Junior Owens and his two brothers , who sit curbside on old wooden chairs a few yards from their family 's store .",owners,few,so,fortunate,2,0,6,7,"{'lemma': 'fortunate', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'owner', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'fortunate'}",nsubj,"{'lemma': 'owner', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'fortunate'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'owner'}",amod,"{'lemma': 'fortunate', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'fortunate'}",advmod,nyt_eng_201002,0-6-7,nonimmediateNeg
nyt_eng_20100207_0059_29:0-6-7,so_fortunate,Few business owners here have been so fortunate .,owners,few,so,fortunate,few business owners here have been so fortunate .,nyt_eng_20100207_0059_29,"Near a street called Miracles , they moved merchandise into a waiting truck , then sealed the store with a concrete wall .",few business owners here have been so fortunate .,few business owner here have be so fortunate .,"Most are like John Junior Owens and his two brothers , who sit curbside on old wooden chairs a few yards from their family 's store .",owners,few,so,fortunate,2,0,6,7,"{'lemma': 'fortunate', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'owner', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'fortunate'}",nsubj,"{'lemma': 'owner', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'fortunate'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'owner'}",amod,"{'lemma': 'fortunate', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'fortunate'}",advmod,nyt_eng_201002,0-6-7,nonimmediateNeg
nyt_eng_20100207_0017_34:5-16-17,as_high,"He said that while a few watch their health ,  -LBQ-  their numbers are not nearly as high as in Europe , and their numbers are not growing .  -RDQ-",watch,few,as,high,"while a few watch their health , `` their numbers are not nearly as high as in",nyt_eng_20100207_0017_34,"-LBQ-  There is mass interest in beer ,  -RDQ-  said Kirill Vishnepolsky , the editor in chief of the Russian edition of Men 's Health Magazine .","he said that while a few watch their health , `` their numbers are not nearly as high as in Europe , and their numbers are not growing . ''","he say that while a few watch they health , `` they number be not nearly as high as in Europe , and they number are not grow . ''","Whatever the obstacles , Reznik has big hopes for his fitness regimen .",watch,few,as,high,6,5,16,17,"{'lemma': 'high', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'watch', 'ix': 6, 'xpos': 'VBP', 'deprel': 'advcl', 'head': 'high'}",advcl,"{'lemma': 'watch', 'ix': 6, 'xpos': 'VBP', 'deprel': 'advcl', 'head': 'high'}","{'lemma': 'few', 'ix': 5, 'xpos': 'JJ', 'deprel': 'nsubj', 'head': 'watch'}",nsubj,"{'lemma': 'high', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201002,5-16-17,nonimmediateNeg
nyt_eng_20100206_0140_2:1-6-7,as_intense,"With no one will that be as intense and as important as with GM Brian Lawton , who not only heads hockey operations but has a contract that expires at the end of the season and is connected at the hip to outgoing co-owner Oren Koules as they run the organization day-to-day .",one,no,as,intense,with no one will that be as intense and as,nyt_eng_20100206_0140_2,"With Jeff Vinik to be the Lightning 's fifth owner , the process of impressing the boss can begin .","with no one will that be as intense and as important as with GM Brian Lawton , who not only heads hockey operations but has a contract that expires at the end of the season and is connected at the hip to outgoing co-owner Oren Koules as they run the organization day-to-day .","with no one will that be as intense and as important as with GM Brian Lawton , who not only head hockey operation but have a contract that expire at the end of the season and is connect at the hip to outgoing co-owner Oren Koules as they run the organization day-to-day .",Lawton does not hide from the reality .,one,no,as,intense,2,1,6,7,"{'lemma': 'intense', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 2, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'intense'}",nsubj,"{'lemma': 'one', 'ix': 2, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'intense'}","{'lemma': 'no', 'ix': 1, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'intense', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'intense'}",advmod,nyt_eng_201002,1-6-7,nonimmediateNeg
nyt_eng_20100206_0132_27:0-3-4,more_valuable,No player is more valuable to his team than Manning .,player,no,more,valuable,no player is more valuable to his,nyt_eng_20100206_0132_27,"Each year , he has a great knack for doing what it takes .  -RDQ-",no player is more valuable to his team than Manning .,no player be more valuable to he team than Manning .,"For all 12 pro seasons , Manning has benefited from playing in the same system under offensive coordinator Tom Moore .",player,no,more,valuable,1,0,3,4,"{'lemma': 'valuable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'player', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'valuable'}",nsubj,"{'lemma': 'player', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'valuable'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'player'}",det,"{'lemma': 'valuable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'valuable'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100206_0097_37:23-27-28,as_difficult,"Receiver Hank Baskett spent his first four seasons with Philadelphia , and when he arrived in Indianapolis this season , he knew that few offenses would be as difficult to learn .",offenses,few,as,difficult,knew that few offenses would be as difficult to learn,nyt_eng_20100206_0097_37,Collie caught four of his seven touchdown passes after the two-minute warning .,"Receiver Hank Baskett spent his first four seasons with Philadelphia , and when he arrived in Indianapolis this season , he knew that few offenses would be as difficult to learn .","Receiver Hank Baskett spend he first four season with Philadelphia , and when he arrive in Indianapolis this season , he know that few offens would be as difficult to learn .","Early on , he struggled with reading Manning , who develops telepathy , even with young receivers who feel as if the offense is a foreign language .",offenses,few,as,difficult,24,23,27,28,"{'lemma': 'difficult', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'offens', 'ix': 24, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'difficult'}",nsubj,"{'lemma': 'offens', 'ix': 24, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'difficult'}","{'lemma': 'few', 'ix': 23, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'offens'}",amod,"{'lemma': 'difficult', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'as', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'difficult'}",advmod,nyt_eng_201002,23-27-28,nonimmediateNeg
nyt_eng_20100206_0010_24:0-4-5,more_versatile,"No defender has been more versatile and fierce than Karl Mecklenburg , and he has been bypassed .",defender,no,more,versatile,no defender has been more versatile and fierce,nyt_eng_20100206_0010_24,"Before there was Champ Bailey , there was Louis Wright , one of the best corners ever to play the game .","no defender has been more versatile and fierce than Karl Mecklenburg , and he has been bypassed .","no defender has be more versatile and fierce than Karl Mecklenburg , and he has been bypass .","Terrell Davis was a brilliant flame -- a 2,000-yard rushing season and an MVP award in the Super Bowl -- but a knee injury shortened his career and ended his Hall of Fame hopes .",defender,no,more,versatile,1,0,4,5,"{'lemma': 'versatile', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'defender', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'versatile'}",nsubj,"{'lemma': 'defender', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'versatile'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'defender'}",det,"{'lemma': 'versatile', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'versatile'}",advmod,nyt_eng_201002,0-4-5,nonimmediateNeg
nyt_eng_20100205_0180_15:3-6-7,very_disappointing,-LBQ-  The next few weeks was very disappointing .,weeks,few,very,disappointing,The next few weeks was very disappointing .,nyt_eng_20100205_0180_15,"-LBQ-  Last year seemed to start off okay , then took a sudden turn downhill ,  -RDQ-  he said .",`` The next few weeks was very disappointing .,`` the next few week be very disappointing .,Our whole season was up and down like that .  -RDQ-,weeks,few,very,disappointing,4,3,6,7,"{'lemma': 'disappointing', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'week', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'disappointing'}",nsubj,"{'lemma': 'week', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'disappointing'}","{'lemma': 'few', 'ix': 3, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'week'}",amod,"{'lemma': 'disappointing', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'very', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'disappointing'}",advmod,nyt_eng_201002,3-6-7,nonimmediateNeg
nyt_eng_20100205_0164_23:0-3-4,as_severe,"Few injuries are as severe as the shoulder injury Brees suffered , and few scenarios as bizarre as the quarterback situation in San Diego , where Brees came from .",injuries,few,as,severe,few injuries are as severe as the,nyt_eng_20100205_0164_23,Thus began the rebirth of Brees ' career .,"few injuries are as severe as the shoulder injury Brees suffered , and few scenarios as bizarre as the quarterback situation in San Diego , where Brees came from .","few injury be as severe as the shoulder injury bree suffer , and few scenario as bizarre as the quarterback situation in San Diego , where Brees come from .",But Brees has shown for years that he 's no ordinary player .,injuries,few,as,severe,1,0,3,4,"{'lemma': 'severe', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'injury', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'severe'}",nsubj,"{'lemma': 'injury', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'severe'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'injury'}",amod,"{'lemma': 'severe', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'severe'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100205_0164_23:13-15-16,as_bizarre,"Few injuries are as severe as the shoulder injury Brees suffered , and few scenarios as bizarre as the quarterback situation in San Diego , where Brees came from .",scenarios,few,as,bizarre,", and few scenarios as bizarre as the",nyt_eng_20100205_0164_23,Thus began the rebirth of Brees ' career .,"few injuries are as severe as the shoulder injury Brees suffered , and few scenarios as bizarre as the quarterback situation in San Diego , where Brees came from .","few injury be as severe as the shoulder injury bree suffer , and few scenario as bizarre as the quarterback situation in San Diego , where Brees come from .",But Brees has shown for years that he 's no ordinary player .,scenarios,few,as,bizarre,14,13,15,16,"{'lemma': 'bizarre', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'severe'}","{'lemma': 'scenario', 'ix': 14, 'xpos': 'NNS', 'deprel': 'dep', 'head': 'bizarre'}",dep,"{'lemma': 'scenario', 'ix': 14, 'xpos': 'NNS', 'deprel': 'dep', 'head': 'bizarre'}","{'lemma': 'few', 'ix': 13, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'scenario'}",amod,"{'lemma': 'bizarre', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'severe'}","{'lemma': 'as', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bizarre'}",advmod,nyt_eng_201002,13-15-16,nonimmediateNeg
nyt_eng_20100205_0103_37:1-10-11,as_good,But no team in the NFL this year has been as good at making the game-changing defensive play .,team,no,as,good,but no team in the NFL this year has been as good at making,nyt_eng_20100205_0103_37,"4 -RRB- Turnover machine  -COL-  On the stat sheet alone , the New Orleans defense can seem pedestrian , with plenty of yards and points allowed .",but no team in the NFL this year has been as good at making the game-changing defensive play .,but no team in the NFL this year has be as good at make the game-changing defensive play .,The Saints have picked off 29 passes -- including three in the playoffs -- and recovered 13 fumbles .,team,no,as,good,2,1,10,11,"{'lemma': 'good', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'team', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}",nsubj,"{'lemma': 'team', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}","{'lemma': 'no', 'ix': 1, 'xpos': 'DT', 'deprel': 'det', 'head': 'team'}",det,"{'lemma': 'good', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,1-10-11,nonimmediateNeg
nyt_eng_20100205_0100_3:3-6-7,as_eager,"But Ukraine may no longer be as eager to embrace Prime Minister Yulia V. Tymoshenko as it was during the 2004 Orange Revolution , when she led a pro-Western , anti-Kremlin movement .",longer,no,as,eager,Ukraine may no longer be as eager to embrace,nyt_eng_20100205_0100_3,Just her name -- Yulia ! -- has become shorthand for her stardom .,"but Ukraine may no longer be as eager to embrace Prime Minister Yulia V. Tymoshenko as it was during the 2004 Orange Revolution , when she led a pro-Western , anti-Kremlin movement .","but Ukraine may no longer be as eager to embrace Prime Minister Yulia V. Tymoshenko as it be during the 2004 Orange Revolution , when she lead a pro-western , anti-kremlin movement .","-LRB- And along the way , hit upon using a blond peasant braid as a nationalist statement . -RRB-",longer,no,as,eager,4,3,6,7,"{'lemma': 'eager', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'longer', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'eager'}",advmod,"{'lemma': 'longer', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'eager'}","{'lemma': 'no', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'eager', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'eager'}",advmod,nyt_eng_201002,3-6-7,nonimmediateNeg
nyt_eng_20100204_0181_40:0-3-4,more_identifiable,No family is more identifiable with sports and success than the Mannings .,family,no,more,identifiable,no family is more identifiable with sports,nyt_eng_20100204_0181_40,"He 's been the leader of that team on and off the field , and , certainly , New Orleans appreciates it .  -RDQ-",no family is more identifiable with sports and success than the Mannings .,no family be more identifiable with sport and success than the Mannings .,"-LBQ-  We certainly understand that we may not be the team that everybody 's cheering for in this game ,  -RDQ-  Peyton Manning said this week .",family,no,more,identifiable,1,0,3,4,"{'lemma': 'identifiable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'family', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'identifiable'}",nsubj,"{'lemma': 'family', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'identifiable'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'family'}",det,"{'lemma': 'identifiable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'identifiable'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100204_0164_5:2-7-8,more_emotional,"Indeed , no issue between them is more emotional or more intractable .",issue,no,more,emotional,"indeed , no issue between them is more emotional or more",nyt_eng_20100204_0164_5,"The most vociferous are Vietnam and its traditional rival , China .","indeed , no issue between them is more emotional or more intractable .","indeed , no issue between they be more emotional or more intractable .","Tensions crept up another notch last month , after China announced plans to develop tourism in the Paracels , which the Chinese military has controlled since 1974 .",issue,no,more,emotional,3,2,7,8,"{'lemma': 'emotional', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'issue', 'ix': 3, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'emotional'}",nsubj,"{'lemma': 'issue', 'ix': 3, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'emotional'}","{'lemma': 'no', 'ix': 2, 'xpos': 'DT', 'deprel': 'det', 'head': 'issue'}",det,"{'lemma': 'emotional', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'emotional'}",advmod,nyt_eng_201002,2-7-8,nonimmediateNeg
nyt_eng_20100204_0136_41:0-3-4,more_identifiable,No family is more identifiable with sports and success than the Mannings .,family,no,more,identifiable,no family is more identifiable with sports,nyt_eng_20100204_0136_41,"He 's been the leader of that team on and off the field , and , certainly , New Orleans appreciates it .  -RDQ-",no family is more identifiable with sports and success than the Mannings .,no family be more identifiable with sport and success than the Mannings .,"-LBQ-  We certainly understand that we may not be the team that everybody 's cheering for in this game ,  -RDQ-  Peyton Manning said this week .",family,no,more,identifiable,1,0,3,4,"{'lemma': 'identifiable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'family', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'identifiable'}",nsubj,"{'lemma': 'family', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'identifiable'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'family'}",det,"{'lemma': 'identifiable', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'identifiable'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100204_0048_40:2-10-11,more_emotional,"Indeed , no issue between the two Communist nations is more emotional or more intractable .",issue,no,more,emotional,"indeed , no issue between the two Communist nations is more emotional or more",nyt_eng_20100204_0048_40,"The most vociferous are Vietnam and its traditional rival , China .","indeed , no issue between the two Communist nations is more emotional or more intractable .","indeed , no issue between the two communist nation be more emotional or more intractable .",By Edward Wong .,issue,no,more,emotional,3,2,10,11,"{'lemma': 'emotional', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'issue', 'ix': 3, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'emotional'}",nsubj,"{'lemma': 'issue', 'ix': 3, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'emotional'}","{'lemma': 'no', 'ix': 2, 'xpos': 'DT', 'deprel': 'det', 'head': 'issue'}",det,"{'lemma': 'emotional', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 10, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'emotional'}",advmod,nyt_eng_201002,2-10-11,nonimmediateNeg
