hit_id,colloc,sent_text,relay_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,relay_lemma,neg_lemma,adv_lemma,adj_lemma,relay_index,neg_index,adv_index,adj_index,dep_relay_source,dep_relay_target,dep_relay_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100219_0096_45:28-33-34,more_normal,"In this once sleepy college music town , where waves of expansion borne on semiconductor seas have made the unofficial city motto  -LBQ-  Keep Austin Weird ,  -RDQ-  no one could have seemed more normal than A. Joseph Stack III , the 53-year-old amateur pilot who crashed his small airplane into an IRS office building on Thursday .",one,no,more,normal,", '' no one could have seemed more normal than A.",nyt_eng_20100219_0096_45,"from California , graying , bespectacled and open-faced , working in the computing industry , quietly nursing strong feelings about the government and moonlighting with a rock band .","in this once sleepy college music town , where waves of expansion borne on semiconductor seas have made the unofficial city motto `` Keep Austin Weird , '' no one could have seemed more normal than A. Joseph Stack III , the 53-year-old amateur pilot who crashed his small airplane into an IRS office building on Thursday .","in this once sleepy college music town , where wave of expansion bear on semiconductor sea have make the unofficial city motto `` keep Austin Weird , '' no one could have seem more normal than A. Joseph Stack III , the 53-year-old amateur pilot who crash he small airplane into a IRS office building on Thursday .",By Michael Brick .,one,no,more,normal,29,28,33,34,"{'lemma': 'normal', 'ix': 34, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 29, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'normal'}",nsubj,"{'lemma': 'one', 'ix': 29, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'normal'}","{'lemma': 'no', 'ix': 28, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'normal', 'ix': 34, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 33, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'normal'}",advmod,nyt_eng_201002,28-33-34,nonimmediateNeg
nyt_eng_20100218_0037_22:47-49-50,physically_dependent,"-LBQ-  In the uncontrolled environments in which ibogaine is typically used , clinics or nonmedical settings ,  -RDQ-  Dr. Alper said ,  -LBQ-  the observations indicate that there is a resolution of withdrawal , meaning the addict is detoxified and no longer has withdrawal symptoms and is no longer physically dependent .  -RDQ-",longer,no,physically,dependent,and is no longer physically dependent . '',nyt_eng_20100218_0037_22,Ibogaine remains banned by the federal government .,"`` In the uncontrolled environments in which ibogaine is typically used , clinics or nonmedical settings , '' Dr. Alper said , `` the observations indicate that there is a resolution of withdrawal , meaning the addict is detoxified and no longer has withdrawal symptoms and is no longer physically dependent . ''","`` in the uncontrolled environment in which ibogaine is typically use , clinic or nonmedical setting , '' Dr. Alper say , `` the observation indicate that there be a resolution of withdrawal , mean the addict be detoxified and no longer have withdrawal symptom and be no longer physically dependent . ''","Scientifically controlled testing is needed , he said .",longer,no,physically,dependent,48,47,49,50,"{'lemma': 'dependent', 'ix': 50, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'longer', 'ix': 48, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dependent'}",advmod,"{'lemma': 'longer', 'ix': 48, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dependent'}","{'lemma': 'no', 'ix': 47, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'dependent', 'ix': 50, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'physically', 'ix': 49, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dependent'}",advmod,nyt_eng_201002,47-49-50,nonimmediateNeg
nyt_eng_20100217_0174_2:0-5-6,too_surprised,No one should have been too surprised  -COL-  Absolutely nothing on any other channel has beaten an edition of  -LBQ-  Idol  -RDQ-  in almost six years .,one,no,too,surprised,no one should have been too surprised : Absolutely,nyt_eng_20100217_0174_2,The power of  -LBQ-  American Idol  -RDQ-  as a television attraction was reaffirmed Tuesday night when the singing competition on Fox convincingly beat the snow-and-ice competition on NBC .,no one should have been too surprised : Absolutely nothing on any other channel has beaten an edition of `` Idol '' in almost six years .,no one should have be too surprised : absolutely nothing on any other channel has beat a edition of `` Idol '' in almost six year .,-LRB- The last show to beat  -LBQ-  Idol  -RDQ-  would be the subject of an exceptional bar bet -- an episode of  -LBQ-  Fear Factor  -RDQ-  on NBC in May 2004 . -RRB-,one,no,too,surprised,1,0,5,6,"{'lemma': 'surprised', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'surprised'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'surprised'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'surprised', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'surprised'}",advmod,nyt_eng_201002,0-5-6,nonimmediateNeg
nyt_eng_20100217_0173_30:1-23-24,too_dirty,"A few loads from helicopters , part of a last-ditch haul to cover the snowboarding and freestyle-skiing sites at Cypress , were mostly too dirty to use for the pipe , Petrie said .",loads,few,too,dirty,"a few loads from helicopters , part of a last-ditch haul to cover the snowboarding and freestyle-skiing sites at Cypress , were mostly too dirty to use",nyt_eng_20100217_0173_30,Temperatures in January were too warm to make more snow .,"a few loads from helicopters , part of a last-ditch haul to cover the snowboarding and freestyle-skiing sites at Cypress , were mostly too dirty to use for the pipe , Petrie said .","a few load from helicopter , part of a last-ditch haul to cover the snowboarding and freestyle-skiing site at Cypress , be mostly too dirty to use for the pipe , Petrie say .",They were used near the start .,loads,few,too,dirty,2,1,23,24,"{'lemma': 'dirty', 'ix': 24, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'load', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'dirty'}",nsubj,"{'lemma': 'load', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'dirty'}","{'lemma': 'few', 'ix': 1, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'load'}",amod,"{'lemma': 'dirty', 'ix': 24, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'too', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dirty'}",advmod,nyt_eng_201002,1-23-24,nonimmediateNeg
nyt_eng_20100216_0131_22:0-3-4,quite_sure,No one seems quite sure whether other reactors can be found to produce the medical isotope .,one,no,quite,sure,no one seems quite sure whether other,nyt_eng_20100216_0131_22,"But a recent test went well , he said .",no one seems quite sure whether other reactors can be found to produce the medical isotope .,no one seem quite sure whether other reactor can be find to produce the medical isotope .,"Tammy P. Taylor , a senior policy analyst at the White House Office of Science and Technology Policy , said that while two-thirds of the world 's supply came from Petten and Chalk River ,  -LBQ-  historically , that 's more at contractual limits than production and safety limits .  -RDQ-",one,no,quite,sure,1,0,3,4,"{'lemma': 'sure', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'sure'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'sure'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'sure', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'quite', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100216_0121_3:1-7-8,more_polarized,"Yet rarely has the political system seemed more polarized and less able to solve big problems that involve trust , tough choices and little or no short-term gain .",has,rarely,more,polarized,yet rarely has the political system seemed more polarized and less,nyt_eng_20100216_0121_3,"After decades of warnings that budgetary profligacy , escalating health care costs and an aging population would lead to a day of fiscal reckoning , economists and the nation 's foreign creditors say that moment is approaching faster than expected , hastened by a deep recession that cost trillions of dollars in foregone tax revenues and higher spending for safety-net programs .","yet rarely has the political system seemed more polarized and less able to solve big problems that involve trust , tough choices and little or no short-term gain .","yet rarely have the political system seem more polarized and less able to solve big problem that involve trust , tough choice and little or no short-term gain .","The main urgency for both parties seems to be about pinning blame on the other , before November 's elections , for budget deficits now averaging $ 1 trillion a year , the largest since World War II relative to the size of the economy .",has,rarely,more,polarized,2,1,7,8,"{'lemma': 'polarized', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'have', 'ix': 2, 'xpos': 'VBZ', 'deprel': 'csubj', 'head': 'polarized'}",csubj,"{'lemma': 'have', 'ix': 2, 'xpos': 'VBZ', 'deprel': 'csubj', 'head': 'polarized'}","{'lemma': 'rarely', 'ix': 1, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'have'}",advmod,"{'lemma': 'polarized', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'polarized'}",advmod,nyt_eng_201002,1-7-8,nonimmediateNeg
nyt_eng_20100216_0115_3:1-7-8,more_polarized,"Yet rarely has the political system seemed more polarized and less able to solve big problems that involve trust , tough choices and little or no short-term gain .",has,rarely,more,polarized,yet rarely has the political system seemed more polarized and less,nyt_eng_20100216_0115_3,"After decades of warnings that budgetary profligacy , escalating health care costs and an aging population would lead to a day of fiscal reckoning , economists and the nation 's foreign creditors say that moment is approaching faster than expected , hastened by a deep recession that cost trillions of dollars in foregone tax revenues and higher spending for safety-net programs .","yet rarely has the political system seemed more polarized and less able to solve big problems that involve trust , tough choices and little or no short-term gain .","yet rarely have the political system seem more polarized and less able to solve big problem that involve trust , tough choice and little or no short-term gain .","The main urgency for both parties seems to be about pinning blame on the other , before November 's elections , for budget deficits now averaging $ 1 trillion a year , the largest since World War II relative to the size of the economy .",has,rarely,more,polarized,2,1,7,8,"{'lemma': 'polarized', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'have', 'ix': 2, 'xpos': 'VBZ', 'deprel': 'csubj', 'head': 'polarized'}",csubj,"{'lemma': 'have', 'ix': 2, 'xpos': 'VBZ', 'deprel': 'csubj', 'head': 'polarized'}","{'lemma': 'rarely', 'ix': 1, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'have'}",advmod,"{'lemma': 'polarized', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'polarized'}",advmod,nyt_eng_201002,1-7-8,nonimmediateNeg
nyt_eng_20100216_0073_22:0-3-4,quite_sure,No one seems quite sure whether other reactors can be found to produce the medical isotope .,one,no,quite,sure,no one seems quite sure whether other,nyt_eng_20100216_0073_22,"But a recent test went well , he said .",no one seems quite sure whether other reactors can be found to produce the medical isotope .,no one seem quite sure whether other reactor can be find to produce the medical isotope .,"Tammy P. Taylor , a senior policy analyst at the White House Office of Science and Technology Policy , said that while two-thirds of the world 's supply came from Petten and Chalk River ,  -LBQ-  historically , that 's more at contractual limits than production and safety limits .  -RDQ-",one,no,quite,sure,1,0,3,4,"{'lemma': 'sure', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'sure'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'sure'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'sure', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'quite', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,0-3-4,nonimmediateNeg
nyt_eng_20100215_0071_5:28-32-33,more_frightening,"Despite popular opposition to helping Greece , analysts expect big countries like France and Germany to reach some kind of deal , because the prospect of economic chaos without an agreement is more frightening than even the wrath of voters .",prospect,without,more,frightening,because the prospect of economic chaos without an agreement is more frightening than even,nyt_eng_20100215_0071_5,"Solidarity , at least in the eyes of most voters , still stops at the border .","despite popular opposition to helping Greece , analysts expect big countries like France and Germany to reach some kind of deal , because the prospect of economic chaos without an agreement is more frightening than even the wrath of voters .","despite popular opposition to help Greece , analyst expect big country like France and Germany to reach some kind of deal , because the prospect of economic chaos without a agreement be more frightening than even the wrath of voter .","-LBQ-  Just like Obama is not going to let a systemic bank fail , Europe is not going to kick the wayward out of the system ,  -RDQ-  said Josef Joffe , the publisher of the weekly newspaper Die Zeit .",prospect,without,more,frightening,24,28,32,33,"{'lemma': 'frightening', 'ix': 33, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'reach'}","{'lemma': 'prospect', 'ix': 24, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'frightening'}",nsubj,"{'lemma': 'prospect', 'ix': 24, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'frightening'}","{'lemma': 'without', 'ix': 28, 'xpos': 'IN', 'deprel': 'prep', 'head': 'prospect'}",prep,"{'lemma': 'frightening', 'ix': 33, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'reach'}","{'lemma': 'more', 'ix': 32, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'frightening'}",advmod,nyt_eng_201002,28-32-33,nonimmediateNeg
nyt_eng_20100215_0056_5:28-32-33,more_frightening,"Despite popular opposition to helping Greece , analysts expect big countries like France and Germany to reach some kind of deal , since the prospect of economic chaos without an agreement is more frightening than even the wrath of voters .",prospect,without,more,frightening,since the prospect of economic chaos without an agreement is more frightening than even,nyt_eng_20100215_0056_5,"Solidarity , at least in the eyes of most voters , still stops at the border .","despite popular opposition to helping Greece , analysts expect big countries like France and Germany to reach some kind of deal , since the prospect of economic chaos without an agreement is more frightening than even the wrath of voters .","despite popular opposition to help Greece , analyst expect big country like France and Germany to reach some kind of deal , since the prospect of economic chaos without a agreement be more frightening than even the wrath of voter .","-LBQ-  Just like Obama is not going to let a systemic bank fail , Europe is not going to kick the wayward out of the system ,  -RDQ-  said Josef Joffe , the publisher of the weekly newspaper Die Zeit .",prospect,without,more,frightening,24,28,32,33,"{'lemma': 'frightening', 'ix': 33, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'reach'}","{'lemma': 'prospect', 'ix': 24, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'frightening'}",nsubj,"{'lemma': 'prospect', 'ix': 24, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'frightening'}","{'lemma': 'without', 'ix': 28, 'xpos': 'IN', 'deprel': 'prep', 'head': 'prospect'}",prep,"{'lemma': 'frightening', 'ix': 33, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'reach'}","{'lemma': 'more', 'ix': 32, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'frightening'}",advmod,nyt_eng_201002,28-32-33,nonimmediateNeg
nyt_eng_20100214_0110_6:6-8-9,so_certain,"A year later , he is no longer so certain .",longer,no,so,certain,he is no longer so certain .,nyt_eng_20100214_0110_6,"Holder fought off the proposal , signaling that his job was about the law , not political messaging .","a year later , he is no longer so certain .","a year later , he be no longer so certain .","His most important plan -- to try Khalid Shaikh Mohammed , the self-described architect of the Sept. 11 attacks , in federal court in Manhattan -- collapsed before it even began , after support from the public and local officials withered .",longer,no,so,certain,7,6,8,9,"{'lemma': 'certain', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'longer', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'certain'}",advmod,"{'lemma': 'longer', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'certain'}","{'lemma': 'no', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'certain', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'certain'}",advmod,nyt_eng_201002,6-8-9,nonimmediateNeg
nyt_eng_20100214_0057_3:0-14-15,more_commitment-minded,"No singer in R&B , or in any other genre , probably , is more commitment-minded than Jaheim .",singer,no,more,commitment-minded,"no singer in R&B , or in any other genre , probably , is more commitment-minded than Jaheim",nyt_eng_20100214_0057_3,Jaheim,"no singer in R&B , or in any other genre , probably , is more commitment-minded than Jaheim .","no singer in R&B , or in any other genre , probably , be more commitment-minded than Jaheim .","-LBQ-  Let 's go and get your license changed\/Change your last name to my last name ,  -RDQ-  Jaheim coos on  -LBQ-  Whoa ,  -RDQ-  from his comforting fifth studio album ,  -LBQ-  Another Round .  -RDQ-",singer,no,more,commitment-minded,1,0,14,15,"{'lemma': 'commitment-minded', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'singer', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'commitment-minded'}",nsubj,"{'lemma': 'singer', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'commitment-minded'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'singer'}",det,"{'lemma': 'commitment-minded', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 14, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'commitment-minded'}",advmod,nyt_eng_201002,0-14-15,nonimmediateNeg
nyt_eng_20100214_0045_42:5-8-9,more_disappointed,"Aside from Ohno himself , no one was more disappointed that he had not made the finals than Ahn , the South Korean gold medalist , whom Ohno had beaten out for the gold via a highly controversial disqualification four years earlier .",one,no,more,disappointed,"himself , no one was more disappointed that he",nyt_eng_20100214_0045_42,"He fell while attempting to pass Li Ye in the semifinals , and that was that .","aside from Ohno himself , no one was more disappointed that he had not made the finals than Ahn , the South Korean gold medalist , whom Ohno had beaten out for the gold via a highly controversial disqualification four years earlier .","aside from ohno himself , no one be more disappointed that he had not make the final than Ahn , the south korean gold medalist , whom Ohno had beat out for the gold via a highly controversial disqualification four year earlier .","-LBQ-  I thought I would compete with Ohno in the final , so I 'm sorry for not having faced him ,  -RDQ-  he said .",one,no,more,disappointed,6,5,8,9,"{'lemma': 'disappointed', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 6, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'disappointed'}",nsubj,"{'lemma': 'one', 'ix': 6, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'disappointed'}","{'lemma': 'no', 'ix': 5, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'disappointed', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 8, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'disappointed'}",advmod,nyt_eng_201002,5-8-9,nonimmediateNeg
nyt_eng_20100214_0011_35:1-14-15,deeply_uneasy,"Yet few designers -- and few men , for that matter -- are as deeply uneasy about their bodies as was McQueen .",designers,few,deeply,uneasy,"yet few designers -- and few men , for that matter -- are as deeply uneasy about their",nyt_eng_20100214_0011_35,"Not every male designer , as some people imagine , carries around inside him some imaginary woman , his idealized opposite .","yet few designers -- and few men , for that matter -- are as deeply uneasy about their bodies as was McQueen .","yet few designer -- and few man , for that matter -- be as deeply uneasy about they body as was McQueen .","His well-publicized struggles with his weight , his experiments with fad diets and liposuction treatments , suggest that one of McQueen 's real gifts was a comprehension of an experience recognizable to most women , the feeling of being the object of someone 's unforgiving gaze .",designers,few,deeply,uneasy,2,1,14,15,"{'lemma': 'uneasy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'designer', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'uneasy'}",nsubj,"{'lemma': 'designer', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'uneasy'}","{'lemma': 'few', 'ix': 1, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'designer'}",amod,"{'lemma': 'uneasy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'deeply', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'uneasy'}",advmod,nyt_eng_201002,1-14-15,nonimmediateNeg
nyt_eng_20100214_0011_35:5-14-15,deeply_uneasy,"Yet few designers -- and few men , for that matter -- are as deeply uneasy about their bodies as was McQueen .",men,few,deeply,uneasy,"-- and few men , for that matter -- are as deeply uneasy about their",nyt_eng_20100214_0011_35,"Not every male designer , as some people imagine , carries around inside him some imaginary woman , his idealized opposite .","yet few designers -- and few men , for that matter -- are as deeply uneasy about their bodies as was McQueen .","yet few designer -- and few man , for that matter -- be as deeply uneasy about they body as was McQueen .","His well-publicized struggles with his weight , his experiments with fad diets and liposuction treatments , suggest that one of McQueen 's real gifts was a comprehension of an experience recognizable to most women , the feeling of being the object of someone 's unforgiving gaze .",men,few,deeply,uneasy,6,5,14,15,"{'lemma': 'uneasy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'man', 'ix': 6, 'xpos': 'NNS', 'deprel': 'dep', 'head': 'uneasy'}",dep,"{'lemma': 'man', 'ix': 6, 'xpos': 'NNS', 'deprel': 'dep', 'head': 'uneasy'}","{'lemma': 'few', 'ix': 5, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'man'}",amod,"{'lemma': 'uneasy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'deeply', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'uneasy'}",advmod,nyt_eng_201002,5-14-15,nonimmediateNeg
nyt_eng_20100213_0047_51:1-6-7,much_faster,A few highly experienced doctors are much faster .,doctors,few,much,faster,a few highly experienced doctors are much faster .,nyt_eng_20100213_0047_51,"And the robot is slow ; it typically takes three and a half hours for a prostate operation , according to Intuitive , twice as long as traditional surgery .",a few highly experienced doctors are much faster .,a few highly experience doctor be much faster .,"Dr. Vipul Patel , for example , at Florida Hospital in Celebration , Fla. , has done more than 3,500 robot-assisted prostate surgeries .",doctors,few,much,faster,4,1,6,7,"{'lemma': 'faster', 'ix': 7, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'doctor', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'faster'}",nsubj,"{'lemma': 'doctor', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'faster'}","{'lemma': 'few', 'ix': 1, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'doctor'}",amod,"{'lemma': 'faster', 'ix': 7, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'much', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'faster'}",advmod,nyt_eng_201002,1-6-7,nonimmediateNeg
nyt_eng_20100212_0186_1:11-25-26,less_political,"Patrick Kennedy 's decision not to seek reelection , leaving Congress without a Kennedy for the first time in more than six decades , was less political than personal , he told the Globe yesterday .",leaving,without,less,political,"reelection , leaving Congress without a Kennedy for the first time in more than six decades , was less political than personal",nyt_eng_20100212_0186_1,,"Patrick Kennedy 's decision not to seek reelection , leaving Congress without a Kennedy for the first time in more than six decades , was less political than personal , he told the Globe yesterday .","Patrick Kennedy 's decision not to seek reelection , leave Congress without a Kennedy for the first time in more than six decade , be less political than personal , he tell the Globe yesterday .","-LBQ-  People who know me or know my political history know that I 've faced a lot more difficult political obstacles than anything I 'm facing now ,  -RDQ-  he said outside a television station in Providence .",leaving,without,less,political,9,11,25,26,"{'lemma': 'political', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'tell'}","{'lemma': 'leave', 'ix': 9, 'xpos': 'VBG', 'deprel': 'partmod', 'head': 'political'}",partmod,"{'lemma': 'leave', 'ix': 9, 'xpos': 'VBG', 'deprel': 'partmod', 'head': 'political'}","{'lemma': 'without', 'ix': 11, 'xpos': 'IN', 'deprel': 'prep', 'head': 'leave'}",prep,"{'lemma': 'political', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'tell'}","{'lemma': 'less', 'ix': 25, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'political'}",advmod,nyt_eng_201002,11-25-26,nonimmediateNeg
nyt_eng_20100212_0089_47:0-4-5,more_ripe,No Olympic event is more ripe for spectaculary crashes .,event,no,more,ripe,no Olympic event is more ripe for spectaculary,nyt_eng_20100212_0089_47,"OLY-DOWNHILL-ART -LRB- Whistler -RRB- - Setting up the men 's downhill , scheduled to be held here Saturday .",no Olympic event is more ripe for spectaculary crashes .,no Olympic event be more ripe for spectaculary crash .,With ginormous graphic .,event,no,more,ripe,2,0,4,5,"{'lemma': 'ripe', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'event', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ripe'}",nsubj,"{'lemma': 'event', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ripe'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'event'}",det,"{'lemma': 'ripe', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'ripe'}",advmod,nyt_eng_201002,0-4-5,nonimmediateNeg
nyt_eng_20100211_0169_20:19-22-23,quite_sure,"And while there may be interminable delays at Whistler , the alpine events will be held , even if no one is quite sure when .",one,no,quite,sure,even if no one is quite sure when .,nyt_eng_20100211_0169_20,Saturday 's mogul skiers will not be bumping off flower beds .,"and while there may be interminable delays at Whistler , the alpine events will be held , even if no one is quite sure when .","and while there may be interminable delay at Whistler , the alpine event will be hold , even if no one be quite sure when .","The Vancouver events , meanwhile , are all indoors , and athletes here are oblivious to weather .",one,no,quite,sure,20,19,22,23,"{'lemma': 'sure', 'ix': 23, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'hold'}","{'lemma': 'one', 'ix': 20, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'sure'}",nsubj,"{'lemma': 'one', 'ix': 20, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'sure'}","{'lemma': 'no', 'ix': 19, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'sure', 'ix': 23, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'hold'}","{'lemma': 'quite', 'ix': 22, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,19-22-23,nonimmediateNeg
