hit_id,status,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19960526_0030_45:8,discard,very_professional,very,professional,"-LBQ-  Not one start since 1990 was very professional , from what the tape showed ,  -RDQ-  said Davey Hamilton , 33 , a Super Modified champion driving for A.J. Foyt .",nyt_eng_19960526_0030_45,8
nyt_eng_19960526_0030_45:8,keep,very_professional,very,professional,"-LBQ-  Not one start since 1990 was very professional , from what the tape showed ,  -RDQ-  said Davey Hamilton , 33 , a Super Modified champion driving for A.J. Foyt .",nyt_eng_19960526_0030_45,8
