key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] ever~closer,281,0.07456518,5.0818543,0.0762344,1611.942033,ever,closer,10870,3686,6347362,6.3123578,274.6876422,0.9775361,1.6940376,16.386492,1.6485147,0.025313603,0.025850967,0.07456518,0.04993939,direct
[_direct_] ever~mindful,53,0.06589766,4.1481223,0.06760204,290.039778,ever,mindful,10870,784,6347362,1.3426176,51.6573824,0.9746676,1.6318114,7.0956874,1.5963235,0.0047604414,0.0048758048,0.06589766,0.03532905,direct
[_direct_] ever~present,326,0.03353399,3.9510384,0.035197582,1370.208908,ever,present,10870,9262,6347362,15.861383,310.138617,0.95134544,1.3409258,17.176989,1.3128766,0.028580556,0.0299908,0.03353399,0.031057274,direct
[_mirror_] ever~perfect,206,0.15022954,3.91386,0.1580967,867.675544,ever,perfect,4786,1303,583470,10.6880521774292,195.31195068359375,0.94811624,1.3752204,13.608028,1.2849686,0.041146524,0.043042205,0.15022954,0.09568803,mirror
[_direct_] ever~greater,187,0.02522544,3.3957458,0.026910346,687.301083,ever,greater,10870,6949,6347362,11.9003186,175.0996814,0.9363619,1.2155657,12.804557,1.196283,0.01613616,0.017203312,0.02522544,0.0206808,direct
[_direct_] ever~deeper,62,0.033364642,3.2724948,0.035067875,258.764804,ever,deeper,10870,1768,6347362,3.0277397,58.9722603,0.9511655,1.3317403,7.4894843,1.3112731,0.005434538,0.005703772,0.033364642,0.01939959,direct
[_mirror_] ever~certain,143,0.10409396,3.2296836,0.112068966,500.859403,ever,certain,4786,1276,583470,10.466581344604492,132.53341674804688,0.9268071,1.1971756,11.083001,1.1355312,0.027920922,0.029878814,0.10409396,0.06600744,mirror
[_mirror_] ever~enough,147,0.10289091,3.2227654,0.11085973,511.825594,ever,enough,4786,1326,583470,10.876713752746582,136.123291015625,0.92600876,1.192179,11.22726,1.1308197,0.028677203,0.030714585,0.10289091,0.06578406,mirror
[_direct_] ever~perfect,225,0.015852451,2.8240001,0.017532922,647.76908,ever,perfect,10870,12833,6347362,21.9768008,203.0231992,0.90232533,1.026301,13.53488,1.010218,0.018709427,0.020699171,0.018709427,0.01728094,direct
[_direct_] ever~larger,139,0.016957598,2.7502556,0.018650208,414.990276,ever,larger,10870,7453,6347362,12.7634299,126.2365701,0.9081768,1.0510765,10.707246,1.0370474,0.011633222,0.012787488,0.016957598,0.014295409,direct
