hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_20_067.8393_x1079898_05:23-24,necessarily_illegal,illegal,(+)_necessarily_illegal,necessarily,executive action in the domestic sphere is necessarily illegal .,"At the same time , the President 's critics have erred by assuming that aggressive executive action in the domestic sphere is necessarily illegal ."
