             l1  l2                      f        E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1       f2         N  
           most  electrifying         1131     189.66              4841                 7474              26368  106038       4563          249        78814                 197              120331                 249               80169           5007            2728.58               2728.58                1.07    0.000       27.99         0.451         0.000                0.542                0.000                0.451                0.000          941.34  7568812     2087  83284343  
            not  admissible            907      95.65              4598                 7043              19167   91415       4851          250        72954                 263              110872                 250               73791           5578            2924.93               2924.93                1.26    0.000       26.94         0.450         0.000                0.503                0.000                0.450                0.000          811.35  4415785     1804  83284343  
           much  kinder                752      37.93              4071                 6142              10623   62493       5135          251        61105                 331               91372                 251               61459           6170            3459.77               3459.77                1.57    0.001       26.04         0.449         0.000                0.473                0.000                0.449                0.000          714.07  1986728     1590  83284343  
           much  prettier             1485      74.98              2352                 3411              10640   35475       2936          252        47744                 332               68437                 252               48148           3609            6828.73               6828.73                1.56    0.001       36.59         0.449         0.001                0.472                0.001                0.449                0.001         1410.02  1986728     3143  83284343  
           more  temperate            1493     298.15              4332                 6598              29530  102951       3902          253        77952                 169              118319                 253               79692           4129            3163.39               3163.39                1.01    0.000       30.92         0.449         0.000                0.560                0.000                0.449                0.000         1194.85  9320997     2664  83284343  
           very  worst                4931    1035.45              1723                 2429              30453   50465       1431          254        57250                 162               81817                 254               59686           1472           10043.36              10043.36                0.99    0.001       55.48         0.448         0.000                0.567                0.000                0.448                0.000         3895.55  9913432     8699  83284343  
           most  major               15171    2568.15               513                  665              26712   12810        459          255        30919                 205               39787                 255               32455            503           36262.39              36262.39                1.07    0.004      102.32         0.446         0.002                0.537                0.002                0.446                0.002        12602.85  7568812    28259  83284343  
           more  conventional        12706    2552.17               708                  932              29800   19626        599          256        38003                 171               50074                 256               40126            631           26747.46              26747.46                1.00    0.003       90.08         0.445         0.001                0.557                0.001                0.445                0.001        10153.83  9320997    22804  83284343  
     previously  unbeaten             1251       2.47              1304                 1785                420     897       3114          257         5699                 393                6580                 257                5704           3969           13769.82              13769.82                2.97    0.033       35.30         0.445         0.017                0.446                0.017                0.445                0.017         1248.53    73337     2805  83284343  
           even  nastier               463      13.60              5007                 7744               6700   58489       7195          258        59083                 367               88240                 258               59265           8791            2610.54               2610.54                1.79    0.001       20.89         0.445         0.000                0.458                0.000                0.445                0.000          449.40  1120205     1011  83284343  
           most  memorable           44678    7590.77               178                  209              26794    3576        145          259        15696                 207               18287                 259               16710            167          106514.43             106514.43                1.06    0.012      175.46         0.444         0.005                0.535                0.006                0.444                0.005        37087.23  7568812    83526  83284343  
           much  fairer                536      27.34              5284                 8195              10851   78477       6655          260        67653                 339              102581                 260               67995           7978            2450.42               2450.42                1.56    0.001       21.97         0.444         0.000                0.468                0.000                0.444                0.000          508.66  1986728     1146  83284343  
           much  milder               1241      63.43              2791                 4055              10888   41737       3412          261        51170                 341               74224                 261               51553           4175            5667.01               5667.01                1.55    0.001       33.43         0.443         0.001                0.467                0.001                0.443                0.001         1177.57  1986728     2659  83284343  
           more  sedate               1873     378.17              3731                 5569              30077   92431       3218          262        74211                 178              111523                 262               76102           3437            3917.12               3917.12                0.99    0.000       34.54         0.442         0.000                0.554                0.000                0.442                0.000         1494.83  9320997     3379  83284343  
     previously  unseen               3227       6.44               524                  679                414     269       1377          263         2071                 409                2263                 263                2070           1763           35518.78              35518.78                2.97    0.080       56.69         0.440         0.044                0.441                0.044                0.440                0.044         3220.56    73337     7312  83284343  
           more  efficient          140172   28498.40                50                   57              30114    1071         34          264         7202                 182                7577                 264                8086             32          292237.10             292237.10                0.99    0.029      298.28         0.440         0.013                0.550                0.015                0.439                0.012       111673.60  9320997   254637  83284343  
           much  healthier            6442     333.47               641                  846              11091    7466        818          265        22610                 359               28876                 265               22939           1003           29221.74              29221.74                1.55    0.006       76.11         0.437         0.003                0.461                0.003                0.437                0.003         6108.53  1986728    13979  83284343  
     reasonably  practicable          1083       1.89              1469                 2036                373     900       3512          266         5694                 425                6578                 266                5698           4474           12176.34              12176.34                3.02    0.033       32.85         0.436         0.017                0.437                0.017                0.436                0.017         1081.11    63479     2477  83284343  
           more  balanced             8812    1799.53              1024                 1370              30595   28326        851          267        44831                 186               60974                 267               46993            890           18185.86              18185.86                0.98    0.002       74.70         0.436         0.001                0.548                0.001                0.436                0.001         7012.47  9320997    16079  83284343  
       directly  proportional         2905       4.22               552                  720                308     191       1498          268         1586                 430                1712                 268                1586           1935           33821.78              33821.78                3.11    0.098       53.82         0.436         0.055                0.436                0.055                0.436                0.055         2900.78    52841     6659  83284343  
           more  healthful            1644     336.20              4120                 6233              30688   98543       3617          269        76468                 187              115336                 269               78257           3826            3386.20               3386.20                0.98    0.000       32.25         0.435         0.000                0.547                0.000                0.435                0.000         1307.80  9320997     3004  83284343  
           most  illustrious          1938     334.80              3346                 4958              27576   81025       2963          270        69841                 220              104240                 270               71318           3219            4531.50               4531.50                1.05    0.001       36.42         0.435         0.000                0.526                0.000                0.435                0.000         1603.20  7568812     3684  83284343  
   increasingly  globalized            582       6.21              3408                 5051               2519   17813       5875          271        34564                 417               47558                 271               34602           7259            4433.68               4433.68                2.22    0.003       23.87         0.435         0.001                0.440                0.001                0.435                0.001          575.79   390543     1324  83284343  
            not  taxable               840      91.30              4959                 7664              20058   95015       5222          272        74352                 295              113135                 272               75192           5937            2644.34               2644.34                1.23    0.000       25.83         0.435         0.000                0.488                0.000                0.435                0.000          748.70  4415785     1722  83284343  
     previously  unreported            996       2.02              1610                 2251                441    1255       3791          273         7157                 438                8408                 273                7158           4799           10891.44              10891.44                2.95    0.026       31.50         0.434         0.014                0.435                0.014                0.434                0.014          993.98    73337     2292  83284343  
       sexually  explicit            13106      20.18               117                  135                255      21        370          274          276                 440                 283                 274                 276            484          153677.95             153677.95                3.18    0.305      114.31         0.434         0.235                0.434                0.235                0.433                0.235        13085.82    55653    30195  83284343  
           more  muted                2259     464.01              3299                 4875              30893   83596       2788          275        71045                 191              105892                 275               72961           2919            4628.55               4628.55                0.98    0.000       37.77         0.433         0.000                0.545                0.000                0.433                0.000         1794.99  9320997     4146  83284343  
          fully  automatic            5178      32.56               410                  523               1440     611        923          276         4201                 432                4788                 276                4219           1180           44971.88              44971.88                2.46    0.043       71.51         0.433         0.023                0.435                0.023                0.433                0.023         5145.44   228060    11892  83284343  
          still  unsure               5995     135.07               504                  652               5273    2792        830          277        12630                 405               15395                 277               12737           1052           36842.47              36842.47                1.90    0.014       75.68         0.432         0.007                0.442                0.007                0.432                0.007         5859.93   830082    13552  83284343  
           most  vociferous           1296     225.38              4503                 6885              27878   99923       4163          278        76719                 227              116211                 278               78129           4528            3009.03               3009.03                1.04    0.000       29.74         0.432         0.000                0.523                0.000                0.432                0.000         1070.62  7568812     2480  83284343  
           more  contemplative        1133     233.35              5531                 8592              31025  114936       4918          279        82452                 193              126495                 279               84155           5191            2313.91               2313.91                0.98    0.000       26.73         0.431         0.000                0.543                0.000                0.431                0.000          899.65  9320997     2085  83284343  
    potentially  life-threatening     3429      19.57               612                  808               1313     927       1306          280         5870                 445                6752                 280                5887           1685           30410.06              30410.06                2.50    0.032       58.22         0.430         0.017                0.433                0.017                0.430                0.017         3409.43   205787     7922  83284343  
           very  select               1261     273.30              5251                 8146              32090  113065       4616          281        81811                 184              125090                 281               83644           4815            2469.55               2469.55                0.96    0.000       27.81         0.430         0.000                0.549                0.000                0.430                0.000          987.70  9913432     2296  83284343  
           just  peachy                452       8.04              4533                 6935               4258   37798       7198          282        48748                 424               70719                 282               48814           8874            2983.40               2983.40                2.00    0.001       20.88         0.430         0.001                0.438                0.001                0.430                0.001          443.96   648023     1033  83284343  
         easily  navigable             783       2.62              2121                 3041                746    3167       4592          283        13618                 453               16800                 283               13614           5747            7766.60               7766.60                2.72    0.013       27.89         0.429         0.007                0.431                0.007                0.429                0.006          780.38   120226     1817  83284343  
           much  finer                 999      52.65              3369                 4998              11450   50072       4111          284        55401                 382               81536                 284               55807           4988            4483.14               4483.14                1.53    0.001       29.94         0.429         0.000                0.453                0.001                0.429                0.000          946.35  1986728     2207  83284343  
         easily  replaceable           953       3.21              1802                 2558                752    2490       3929          285        11638                 465               14187                 285               11639           4974            9440.18               9440.18                2.72    0.016       30.77         0.427         0.008                0.429                0.008                0.427                0.008          949.79   120226     2224  83284343  
          still  extant                740      16.88              3348                 4966               5444   30013       4963          286        44148                 427               62872                 286               44247           6112            4519.04               4519.04                1.89    0.002       26.58         0.427         0.001                0.437                0.001                0.427                0.001          723.12   830082     1694  83284343  
         always  greener              1453      25.88              1784                 2531               4301   11142       2836          287        27629                 454               36731                 287               27701           3577            9574.29               9574.29                1.99    0.005       37.44         0.423         0.002                0.431                0.002                0.423                0.002         1427.12   639234     3372  83284343  
           even  moreso                500      15.41              4812                 7419               7240   55113       6793          288        57579                 429               85519                 288               57728           8295            2756.41               2756.41                1.75    0.001       21.67         0.423         0.000                0.436                0.000                0.423                0.000          484.59  1120205     1146  83284343  
         highly  radioactive          2193      46.62              1312                 1798               5097    8595       1959          289        24126                 447               31427                 289               24223           2504           13687.28              13687.28                1.92    0.006       45.83         0.423         0.003                0.432                0.003                0.423                0.003         2146.38   764843     5077  83284343  
     relatively  unscathed            2489      42.61              1104                 1506               4136    5693       1739          290        19207                 459               24574                 290               19283           2234           16595.85              16595.85                2.01    0.008       49.04         0.422         0.004                0.429                0.004                0.422                0.004         2446.39   612110     5797  83284343  
           most  pressing             2646     469.66              2646                 3841              28747   66149       2257          291        64056                 244               94103                 291               65743           2470            6011.28               6011.28                1.02    0.001       42.31         0.421         0.000                0.512                0.000                0.421                0.000         2176.34  7568812     5168  83284343  
           more  dovish                894     187.80              6791                10709              32003  124425       5963          292        86103                 211              133184                 293               87606           6223            1782.89               1782.89                0.96    0.000       23.62         0.421         0.000                0.533                0.000                0.421                0.000          706.20  9320997     1678  83284343  
           more  upcoming              512     107.55              9962                16228              32005  143474       9030          293        93234                 210              147582                 292               94421           9484            1021.06               1021.06                0.96    0.000       17.87         0.421         0.000                0.533                0.000                0.421                0.000          404.45  9320997      961  83284343  
           less  obtrusive             724      25.07              3809                 5687               8083   44683       5168          294        52493                 431               76889                 294               52712           6274            3826.03               3826.03                1.70    0.001       25.98         0.421         0.001                0.436                0.001                0.421                0.001          698.93  1256870     1661  83284343  
           more  federal              2978     626.07              2673                 3883              32036   70395       2182          295        66074                 212               97170                 295               68271           2316            5933.76               5933.76                0.96    0.001       43.10         0.420         0.000                0.532                0.000                0.420                0.000         2351.93  9320997     5594  83284343  
    politically  incorrect            8796      33.01               213                  257                793     145        557          296         1275                 490                1358                 296                1274            708           85677.04              85677.04                2.69    0.115       93.43         0.420         0.067                0.422                0.067                0.420                0.066         8762.99   131810    20859  83284343  
             so  glad                53502    7548.72               129                  148              24615    2020        105          297        10856                 294               12259                 298               11508            118          142810.39             142810.39                1.11    0.018      198.67         0.420         0.009                0.488                0.009                0.419                0.008        45953.28  5735964   109605  83284343  
           most  renowned             1693     301.54              3802                 5678              28891   87436       3348          298        72209                 246              108275                 297               73777           3659            3831.99               3831.99                1.02    0.000       33.82         0.419         0.000                0.510                0.000                0.419                0.000         1391.46  7568812     3318  83284343  
           much  shorter             11729     632.94               355                  449              11800    3585        457          299        15032                 407               18281                 300               15301            572           51986.83              51986.83                1.51    0.012      102.46         0.418         0.006                0.442                0.006                0.418                0.006        11096.06  1986728    26533  83284343  
           much  friendlier            940      50.72              3571                 5321              11851   52530       4327          300        56710                 406               83590                 299               57083           5234            4162.19               4162.19                1.51    0.001       29.01         0.418         0.000                0.442                0.000                0.418                0.000          889.28  1986728     2126  83284343  
         highly  contagious           6107     131.73               492                  637               5192    2461        807          301        11668                 476               14104                 301               11742           1031           37919.57              37919.57                1.91    0.016       76.46         0.417         0.008                0.426                0.008                0.417                0.008         5975.27   764843    14344  83284343  
           much  denser                690      37.38              4456                 6804              11915   66452       5532          302        62850                 415               94320                 302               63244           6613            3047.98               3047.98                1.51    0.001       24.84         0.416         0.000                0.440                0.000                0.416                0.000          652.62  1986728     1567  83284343  
           even  worse               91513    2871.88                26                   27               6932     110         36          303         1024                 462                1057                 304                1035             43          507610.76             507610.76                1.78    0.137      293.02         0.416         0.080                0.429                0.082                0.415                0.079        88641.12  1120205   213517  83284343  
           most  accomplished         1113     199.66              5197                 8063              29210  106746       4722          304        79272                 255              120895                 303               80670           5127            2499.82               2499.82                1.01    0.000       27.38         0.416         0.000                0.507                0.000                0.416                0.000          913.34  7568812     2197  83284343  
           just  fine                67004    1236.00                31                   32               4069      79         48          305          789                 489                 816                 308                 797             69          442854.61             442854.61                2.02    0.166      254.08         0.415         0.102                0.422                0.103                0.414                0.101        65768.00   648023   158852  83284343  
           more  agile                7231    1536.63              1274                 1740              32588   34231       1040          306        48797                 217               67282                 305               50997           1071           14223.54              14223.54                0.95    0.002       66.96         0.415         0.001                0.527                0.001                0.415                0.001         5694.37  9320997    13730  83284343  
           more  stringent           15047    3198.95               631                  830              32592   16330        525          307        35157                 219               45400                 306               37283            537           29591.22              29591.22                0.95    0.003       96.59         0.415         0.001                0.526                0.002                0.415                0.001        11848.05  9320997    28583  83284343  
  predominantly  shiite               1932       2.77               830                 1092                320     326       2114          308         2372                 513                2585                 307                2372           2746           22461.35              22461.35                3.09    0.071       43.89         0.414         0.039                0.415                0.039                0.414                0.039         1929.23    49511     4656  83284343  
           more  mature              24652    5246.93               379                  486              32633    9408        307          309        26947                 221               33225                 309               28795            318           48430.78              48430.78                0.95    0.005      123.59         0.414         0.002                0.526                0.003                0.414                0.002        19405.07  9320997    46882  83284343  
       mentally  handicapped          1852       4.34               950                 1268                521     603       2196          310         4155                 514                4740                 310                4157           2842           19678.77              19678.77                2.87    0.043       42.93         0.414         0.023                0.415                0.023                0.414                0.023         1847.66    80995     4464  83284343  
           more  personalized          472     100.50             10647                17426              32718  146087       9663          311        94222                 222              149735                 311               95378          10106             925.96                925.96                0.94    0.000       17.10         0.414         0.000                0.526                0.000                0.414                0.000          371.50  9320997      898  83284343  
            not  refundable           2149     244.32              2465                 3571              21360   51358       2394          312        56843                 343               82590                 312               57780           2777            6525.16               6525.16                1.19    0.001       41.09         0.413         0.000                0.466                0.000                0.413                0.000         1904.68  4415785     4608  83284343  
           more  systematic           2663     567.98              2992                 4384              32798   75783       2456          313        68332                 224              100771                 313               70307           2561            5213.96               5213.96                0.94    0.001       40.60         0.413         0.000                0.525                0.000                0.413                0.000         2095.02  9320997     5075  83284343  
            not  immune               9502    1082.57               654                  861              21396   11835        647          314        29345                 345               38036                 314               30222            742           28815.14              28815.14                1.19    0.004       86.37         0.412         0.002                0.465                0.002                0.412                0.002         8419.43  4415785    20418  83284343  
          fully  customisable          839       5.55              2263                 3266               1586    6437       4386          315        20498                 518               26467                 315               20511           5468            7160.83               7160.83                2.41    0.007       28.77         0.411         0.004                0.414                0.004                0.411                0.004          833.45   228060     2027  83284343  
         highly  collectable           434       9.51              4920                 7593               5380   45261       7471          316        52639                 500               77415                 316               52759           9158            2673.73               2673.73                1.89    0.001       20.38         0.410         0.001                0.419                0.001                0.410                0.001          424.49   764843     1036  83284343  
           most  basic               52477    9548.31               162                  190              29693    2914        129          317        14064                 268               15940                 317               15106            131          116340.66             116340.66                1.00    0.014      187.40         0.409         0.006                0.499                0.007                0.409                0.006        42928.69  7568812   105066  83284343  
           most  infamous             7635    1390.18              1089                 1480              29851   26612        924          318        43551                 270               59031                 318               45240            987           16880.49              16880.49                1.00    0.002       71.47         0.408         0.001                0.499                0.001                0.408                0.001         6244.82  7568812    15297  83284343  
           more  tolerable            2971     640.95              2764                 4010              33347   70512       2217          319        66262                 234               97249                 319               68451           2334            5736.57               5736.57                0.93    0.001       42.75         0.407         0.000                0.519                0.000                0.407                0.000         2330.05  9320997     5727  83284343  
          dimly  lit                  1192       0.08               853                 1129                  9       9       3223          320           81                 544                  83                 320                  81           4136           21816.61              21816.61                4.71    0.455       34.52         0.407         0.516                0.407                0.516                0.407                0.516         1191.92     2310     2930  83284343  
          fully  programmable          567       3.80              3184                 4681               1632   10097       5949          321        26093                 538               34593                 321               26098           7388            4821.62               4821.62                2.40    0.005       23.65         0.406         0.002                0.409                0.002                0.406                0.002          563.20   228060     1386  83284343  
        largely  unregulated          2101      10.24               974                 1302               1157    1363       1978          322         7676                 540                9042                 322                7677           2566           19215.25              19215.25                2.54    0.025       45.61         0.406         0.013                0.408                0.013                0.406                0.013         2090.76   165556     5149  83284343  
  predominantly  hindu                1043       1.52              1476                 2050                333     689       3622          323         4559                 545                5191                 323                4558           4625           12052.45              12052.45                3.07    0.040       32.25         0.406         0.021                0.407                0.021                0.406                0.021         1041.48    49511     2565  83284343  
            not  gonna                1433     165.69              3491                 5186              21907   69644       3401          324        64856                 365               96687                 324               65778           3924            4291.71               4291.71                1.18    0.001       33.48         0.406         0.000                0.459                0.000                0.406                0.000         1267.31  4415785     3125  83284343  
           most  sacred               7805    1429.89              1076                 1455              30104   26020        911          325        43166                 276               58255                 325               44863            969           17142.12              17142.12                0.99    0.002       72.16         0.405         0.001                0.496                0.001                0.405                0.001         6375.11  7568812    15734  83284343  
           most  reputable            5220     957.41              1537                 2145              30153   38215       1282          326        50800                 280               71083                 326               52466           1367           11449.15              11449.15                0.99    0.001       59.00         0.405         0.001                0.495                0.001                0.405                0.001         4262.59  7568812    10535  83284343  
           much  harder              42361    2363.27                85                   98              12249     667        116          327         4648                 468                5121                 329                4782            154          184817.96             184817.96                1.49    0.041      194.34         0.404         0.021                0.428                0.021                0.404                0.020        39997.73  1986728    99069  83284343  
           even  deadlier              573      18.47              4409                 6724               7778   49391       6127          328        54832                 505               80911                 327               55018           7463            3094.09               3094.09                1.72    0.001       23.17         0.404         0.001                0.417                0.001                0.404                0.000          554.53  1120205     1373  83284343  
           more  nimble               3505     760.59              2386                 3463              33612   62770       1914          329        63154                 237               91553                 328               65321           2029            6719.45               6719.45                0.93    0.001       46.36         0.404         0.000                0.516                0.000                0.404                0.000         2744.41  9320997     6796  83284343  
           much  narrower             1917     106.99              2002                 2865              12452   27803       2362          330        43020                 469               60382                 330               43411           2894            8325.94               8325.94                1.49    0.002       41.34         0.404         0.001                0.427                0.001                0.404                0.001         1810.01  1986728     4485  83284343  
            not  exhaustive           2663     309.43              2073                 2976              22048   43004       1979          331        52545                 373               75278                 331               53558           2315            7944.11               7944.11                1.18    0.001       45.61         0.403         0.001                0.456                0.001                0.403                0.001         2353.57  4415785     5836  83284343  
           most  discerning           3842     706.68              1989                 2849              30276   49701       1658          332        56835                 283               81187                 332               58585           1804            8400.29               8400.29                0.99    0.001       50.58         0.403         0.000                0.494                0.001                0.403                0.000         3135.32  7568812     7776  83284343  
           much  slower               9395     525.00               456                  584              12439    4699        579          333        17579                 471               21826                 333               17839            701           40807.50              40807.50                1.49    0.009       91.51         0.403         0.005                0.427                0.005                0.403                0.004         8870.00  1986728    22008  83284343  
           more  permanent           11883    2585.41               826                 1082              33708   21054        665          334        39637                 239               51917                 335               41688            671           22715.08              22715.08                0.93    0.003       85.29         0.403         0.001                0.514                0.001                0.402                0.001         9297.59  9320997    23101  83284343  
           most  liveable              938     172.76              6066                 9520              30339  114138       5487          335        82102                 287              125906                 334               83429           5831            2047.64               2047.64                0.99    0.000       24.99         0.403         0.000                0.493                0.000                0.403                0.000          765.24  7568812     1901  83284343  
           most  common             272787   50519.09                17                   17              29894     352         14          336         2880                 290                2803                 341                3184             15          599209.26             599209.26                1.00    0.067      425.56         0.403         0.032                0.491                0.036                0.400                0.029       222267.91  7568812   555893  83284343  
           much  deeper              17960    1006.07               237                  289              12441    2114        290          337        10715                 475               12630                 337               10923            362           77971.05              77971.05                1.49    0.018      126.51         0.402         0.009                0.426                0.009                0.402                0.009        16953.93  1986728    42175  83284343  
           much  lighter              6719     376.36               644                  849              12500    7096        791          338        22087                 474               28080                 336               22408            978           29135.94              29135.94                1.48    0.007       77.38         0.402         0.003                0.426                0.003                0.402                0.003         6342.64  1986728    15777  83284343  
           more  attuned              2003     437.49              3817                 5703              33918   89317       3152          339        73422                 242              109515                 338               75348           3281            3809.23               3809.23                0.92    0.000       34.98         0.401         0.000                0.512                0.000                0.400                0.000         1565.51  9320997     3909  83284343  
           more  self-reliant          888     194.07              7053                11149              33942  124717       6078          340        86358                 243              133352                 339               87858           6300            1687.49               1687.49                0.92    0.000       23.29         0.400         0.000                0.512                0.000                0.400                0.000          693.93  9320997     1734  83284343  
