             l1  l2                      f        E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1       f2         N  
           much  quicker             10123     419.18               353                  447               7358    4278        526          116        16505                 153               20513                 116               16754            651           52091.30              52091.30                1.75    0.010       96.45         0.552         0.005                0.576                0.005                0.552                0.005         9703.82  1986728    17572  83284343  
           most  discriminating        812     114.96              5505                 8549              19277  120136       5663          117        83552                  99              130122                 117               84835           6287            2330.74               2330.74                1.25    0.000       24.46         0.551         0.000                0.642                0.000                0.551                0.000          697.04  7568812     1265  83284343  
           long  lasting             13366      21.44               115                  133                226      26        354          118          388                 181                 395                 118                 388            474          157180.73             157180.73                3.23    0.273      115.43         0.550         0.182                0.551                0.182                0.550                0.181        13344.56    73562    24273  83284343  
           more  conciliatory         3171     537.76              2046                 2930              21611   67408       1891          119        63925                  87               95037                 119               66080           2097            8116.89               8116.89                1.19    0.001       46.76         0.548         0.000                0.660                0.000                0.548                0.000         2633.24  9320997     4805  83284343  
           more  palatable            9366    1591.13               790                 1034              21695   26702        732          120        42898                  89               59143                 120               45050            800           23931.80              23931.80                1.19    0.002       80.34         0.547         0.001                0.659                0.001                0.547                0.001         7774.87  9320997    14217  83284343  
       visually  impaired             1582       1.57               938                 1254                172     360       2547          121         2607                 188                2878                 121                2607           3249           19871.36              19871.36                3.36    0.066       39.74         0.546         0.035                0.546                0.035                0.546                0.035         1580.43    45026     2895  83284343  
          still  undetermined          612      10.97              3588                 5349               3403   35915       5725          122        47625                 175               68950                 122               47762           7015            4138.49               4138.49                2.09    0.001       24.30         0.546         0.001                0.556                0.001                0.546                0.001          601.03   830082     1101  83284343  
           more  traditional         52081    8880.90               142                  168              21808    3801        125          123        16044                  92               19097                 123               17401            129          132696.85             132696.85                1.18    0.011      189.30         0.545         0.005                0.656                0.006                0.544                0.005        43200.10  9320997    79352  83284343  
           most  influential         62866    9048.48                87                  101              19858    2325         81          124        11746                 107               13635                 125               12649             90          177879.31             177879.31                1.24    0.016      214.64         0.541         0.008                0.631                0.008                0.541                0.007        53817.52  7568812    99566  83284343  
internationally  supervised            518       0.12              2062                 2962                 43     218       6310          125         1838                 198                2009                 124                1839           7856            7989.35               7989.35                3.99    0.089       22.75         0.541         0.048                0.541                0.048                0.541                0.048          517.88    10684      957  83284343  
           most  prolific            17794    2577.61               366                  468              20162   10707        372          126        27873                 110               35900                 126               29329            418           49937.08              49937.08                1.23    0.005      114.07         0.537         0.002                0.627                0.002                0.536                0.002        15216.39  7568812    28363  83284343  
           very  last                23686    4316.19               321                  400              23302   10536        295          127        27818                  94               35512                 127               29817            319           57247.05              57247.05                1.15    0.005      125.86         0.534         0.002                0.653                0.002                0.534                0.002        19369.81  9913432    36261  83284343  
           most  glaring              4732     688.50              1360                 1869              20369   41688       1291          128        51778                 114               74207                 128               53514           1429           13214.04              13214.04                1.22    0.001       58.78         0.534         0.001                0.625                0.001                0.534                0.001         4043.50  7568812     7576  83284343  
           long  winded                844       1.40              1770                 2507                300    1548       4328          129         8405                 208               10035                 129                8400           5426            9696.34               9696.34                3.12    0.022       29.00         0.533         0.011                0.534                0.011                0.533                0.011          842.60    73562     1581  83284343  
           even  luckier               589      14.50              3964                 5959               4770   48262       5941          130        54113                 189               80017                 130               54315           7269            3604.11               3604.11                1.95    0.001       23.67         0.533         0.001                0.546                0.001                0.533                0.001          574.50  1120205     1078  83284343  
            far  afield               1089      10.70              1950                 2780               1907   10121       3541          131        26150                 204               34654                 131               26198           4488            8635.09               8635.09                2.34    0.005       32.68         0.532         0.002                0.537                0.002                0.532                0.002         1078.30   439392     2028  83284343  
           most  at-risk              1007     147.04              4756                 7317              20526  111131       4804          132        80234                 115              123749                 132               81603           5354            2801.45               2801.45                1.22    0.000       27.10         0.532         0.000                0.622                0.000                0.531                0.000          859.96  7568812     1618  83284343  
           much  later                1458      62.67              2211                 3183               7997   36069       2942          133        47953                 176               69081                 133               48365           3648            7341.02               7341.02                1.71    0.001       36.54         0.531         0.001                0.555                0.001                0.531                0.001         1395.33  1986728     2627  83284343  
       sexually  abused                856       1.08              1694                 2379                222    1033       4273          134         6347                 213                7396                 134                6345           5374           10301.95              10301.95                3.24    0.030       29.22         0.530         0.015                0.531                0.015                0.530                0.015          854.92    55653     1612  83284343  
           more  granular             3032     528.36              2172                 3123              22941   69529       1994          135        64905                  98               96605                 135               67064           2198            7524.48               7524.48                1.15    0.001       45.47         0.530         0.000                0.642                0.000                0.530                0.000         2503.64  9320997     4721  83284343  
           very  highest              4703     862.50              1562                 2180              23651   52410       1407          136        57516                  95               83477                 136               59994           1493           11274.39              11274.39                1.14    0.001       56.00         0.530         0.000                0.649                0.000                0.530                0.000         3840.50  9913432     7246  83284343  
           more  youthful             7644    1335.96               986                 1319              23083   32516        912          137        46828                 100               65507                 137               49058            982           18909.74              18909.74                1.15    0.002       72.15         0.529         0.001                0.640                0.001                0.528                0.001         6308.04  9320997    11937  83284343  
       formerly  communist            1265       0.49              1014                 1358                 72     120       3074          138         1117                 214                1183                 138                1114           3933           18295.01              18295.01                3.78    0.131       35.55         0.528         0.075                0.529                0.075                0.528                0.075         1264.51    16931     2393  83284343  
        heavily  armored               606       0.56              2143                 3076                168    1082       5611          139         6529                 215                7624                 139                6521           6978            7668.42               7668.42                3.37    0.029       24.59         0.528         0.015                0.528                0.015                0.528                0.015          605.44    40527     1147  83284343  
      minimally  invasive            16766       7.92                56                   64                 23       5        271          140           26                 216                  27                 140                  26            368          254645.44             254645.44                4.37    0.638      129.42         0.527         0.808                0.528                0.808                0.527                0.808        16758.08    20751    31782  83284343  
     personally  identifiable        13128      10.90                91                  106                 99      11        364          141          159                 218                 161                 141                 159            482          174048.22             174048.22                3.60    0.428      114.48         0.526         0.361                0.527                0.361                0.526                0.360        13117.10    36400    24933  83284343  
           even  bleaker               734      18.31              3382                 5016               4879   39945       5010          142        49933                 201               72684                 142               50119           6161            4464.36               4464.36                1.93    0.001       26.42         0.526         0.001                0.539                0.001                0.526                0.001          715.69  1120205     1361  83284343  
            not  only                 2702     247.82              1764                 2500              15030   42507       1860          143        51797                 151               74886                 143               52728           2230            9723.20               9723.20                1.39    0.001       47.21         0.525         0.001                0.578                0.001                0.525                0.001         2454.18  4415785     4674  83284343  
           more  pronounced           1802     317.17              3421                 5072              23447   94227       3153          144        74324                 101              112670                 144               76211           3463            4421.08               4421.08                1.14    0.000       34.98         0.524         0.000                0.636                0.000                0.524                0.000         1484.83  9320997     2834  83284343  
         openly  lesbian               831       0.75              1659                 2326                166     665       4380          145         4542                 225                5164                 145                4540           5484           10549.53              10549.53                3.38    0.041       28.80         0.523         0.021                0.523                0.021                0.523                0.021          830.25    39295     1588  83284343  
            non  existent             1842       0.72               711                  936                 71      68       2200          146          724                 229                 761                 146                 724           2849           26643.03              26643.03                3.78    0.180       42.90         0.522         0.109                0.522                0.109                0.522                0.109         1841.28    16939     3526  83284343  
           more  proactive            9332    1647.32               824                 1078              23554   26803        749          147        43134                 102               59222                 147               45269            807           22825.42              22825.42                1.14    0.002       79.55         0.522         0.001                0.634                0.001                0.522                0.001         7684.68  9320997    14719  83284343  
         easily  digestible           3395       9.38               523                  678                496     449       1310          148         3325                 228                3721                 148                3329           1699           35521.31              35521.31                2.89    0.054       58.11         0.521         0.028                0.522                0.028                0.521                0.028         3385.62   120226     6498  83284343  
           more  empowered            1189     210.41              4629                 7096              23702  112948       4468          149        81139                 104              124991                 149               82826           4852            2899.22               2899.22                1.14    0.000       28.38         0.521         0.000                0.632                0.000                0.521                0.000          978.59  9320997     1880  83284343  
           more  humane               7354    1302.95              1032                 1388              23756   33718        952          150        47634                 106               66749                 150               49820           1016           17910.52              17910.52                1.13    0.002       70.56         0.520         0.001                0.632                0.001                0.520                0.001         6051.05  9320997    11642  83284343  
           most  senior              16720    2489.27               404                  516              21251   11478        399          151        28944                 121               37421                 151               30451            447           45634.43              45634.43                1.20    0.004      110.05         0.520         0.002                0.610                0.002                0.520                0.002        14230.73  7568812    27391  83284343  
           much  faster              32589    1431.98               106                  121               8233     941        153          152         6068                 195                6875                 152                6225            198          162542.97             162542.97                1.69    0.032      172.59         0.519         0.016                0.543                0.016                0.519                0.016        31157.02  1986728    60029  83284343  
           much  earlier              2416     106.18              1485                 2060               8336   22101       1876          153        38551                 196               53288                 153               38985           2356           12014.52              12014.52                1.69    0.002       46.99         0.519         0.001                0.543                0.001                0.519                0.001         2309.82  1986728     4451  83284343  
           most  celebrated           2405     359.43              2458                 3563              21455   70636       2320          154        65239                 124               97327                 154               66933           2603            6534.94               6534.94                1.19    0.001       41.71         0.517         0.000                0.608                0.000                0.517                0.000         2045.57  7568812     3955  83284343  
         really  like                 4010     186.87               963                 1285               8798   13530       1229          155        30553                 199               40934                 155               30952           1502           19467.01              19467.01                1.66    0.004       60.37         0.515         0.002                0.540                0.002                0.515                0.002         3823.13  2096057     7425  83284343  
           most  striking            10029    1504.96               699                  917              21637   20221        667          156        37802                 126               50840                 156               39527            731           27146.11              27146.11                1.19    0.003       85.12         0.515         0.001                0.606                0.001                0.515                0.001         8524.04  7568812    16560  83284343  
           most  prominent           64329    9696.53                92                  107              21728    2273         80          157        11605                 129               13386                 158               12477             87          173698.60             173698.60                1.18    0.017      215.40         0.513         0.008                0.603                0.008                0.512                0.007        54632.47  7568812   106697  83284343  
           most  revered              1389     209.29              3860                 5781              21840   96705       3760          158        75103                 128              114186                 157               76567           4167            3742.68               3742.68                1.18    0.000       31.65         0.512         0.000                0.603                0.000                0.512                0.000         1179.71  7568812     2303  83284343  
           very  few                170268   32320.17                38                   42              25143     881         26          159         6189                 111                6521                 160                6967             23          393963.50             393963.50                1.10    0.033      334.31         0.510         0.016                0.627                0.017                0.508                0.014       137947.83  9913432   271527  83284343  
           even  dumber                550      14.16              4198                 6377               5219   50996       6267          160        55535                 230               82330                 159               55722           7668            3295.84               3295.84                1.90    0.001       22.85         0.509         0.000                0.522                0.000                0.509                0.000          535.84  1120205     1053  83284343  
            not  sufficient          18285    1728.05               280                  346              15877    5558        315          161        19418                 166               24258                 161               20130            372           64337.96              64337.96                1.36    0.008      122.44         0.508         0.004                0.561                0.004                0.508                0.004        16556.95  4415785    32592  83284343  
           even  creepier              481      12.41              4658                 7144               5247   56823       6947          162        58211                 232               86910                 162               58401           8519            2879.28               2879.28                1.90    0.001       21.37         0.508         0.000                0.521                0.000                0.508                0.000          468.59  1120205      923  83284343  
           most  stalwart              600      91.15              7312                11584              22188  131389       7256          163        88101                 134              138107                 163               89209           7975            1603.19               1603.19                1.17    0.000       20.77         0.507         0.000                0.598                0.000                0.507                0.000          508.85  7568812     1003  83284343  
            not  sure               467213   44752.88                 2                    2              14947      72          5          164          811                 179                 793                 170                 848              5         1669603.16            1669603.16                1.39    0.178      618.06         0.506         0.101                0.554                0.106                0.501                0.096       422460.12  4415785   844066  83284343  
           more  potential            4588     832.67              1612                 2255              24959   50896       1435          165        56922                 117               82236                 164               59180           1528           10868.87              10868.87                1.11    0.001       55.44         0.505         0.000                0.617                0.000                0.505                0.000         3755.33  9320997     7440  83284343  
          still  unsolved              677      13.14              3415                 5062               4030   32699       5310          166        45723                 240               65672                 165               45863           6522            4427.12               4427.12                2.02    0.002       25.51         0.504         0.001                0.514                0.001                0.504                0.001          663.86   830082     1318  83284343  
         pretty  self-explanatory     1433      53.35              2164                 3112               7421   30279       2958          167        44392                 226               63218                 166               44673           3684            7548.42               7548.42                1.74    0.002       36.45         0.504         0.001                0.523                0.001                0.504                0.001         1379.65  1621748     2740  83284343  
           more  circumspect          2179     396.97              3017                 4434              25149   85322       2737          168        71156                 118              106984                 167               73093           2943            5139.00               5139.00                1.10    0.000       38.18         0.502         0.000                0.614                0.000                0.502                0.000         1782.03  9320997     3547  83284343  
           much  fuller               1029      46.73              3079                 4524               8835   48866       3965          169        54635                 223               80534                 168               55040           4836            5022.88               5022.88                1.66    0.001       30.62         0.501         0.001                0.525                0.001                0.501                0.000          982.27  1986728     1959  83284343  
           more  akin                 9112    1664.33               868                 1151              25235   27442        781          170        43701                 120               59965                 169               45877            840           21431.15              21431.15                1.10    0.002       78.02         0.501         0.001                0.613                0.001                0.501                0.001         7447.67  9320997    14871  83284343  
         almost  unrecognisable        500       5.00              3728                 5565               2079   22645       6588          171        38709                 258               54006                 171               38762           8153            3921.57               3921.57                2.30    0.002       22.14         0.501         0.001                0.506                0.001                0.501                0.001          495.00   421181      989  83284343  
           even  scarier              2070      54.22              1453                 2011               5409   14086       2084          172        30986                 241               41799                 172               31176           2637           12309.80              12309.80                1.89    0.004       44.31         0.500         0.002                0.514                0.002                0.500                0.002         2015.78  1120205     4031  83284343  
     reasonably  foreseeable          1120       1.71              1381                 1904                292     861       3415          173         5494                 267                6316                 173                5498           4354           12996.50              12996.50                3.12    0.034       33.42         0.499         0.018                0.500                0.018                0.499                0.018         1118.29    63479     2241  83284343  
            too  early               64485    5101.08                57                   65              13967     830         59          174         5557                 200                6120                 176                5833             76          247718.35             247718.35                1.43    0.035      233.85         0.498         0.017                0.540                0.018                0.497                0.017        59383.92  3557440   119423  83284343  
           much  wider               12988     594.22               287                  356               8912    3140        412          175        13797                 231               16747                 175               14049            512           63208.52              63208.52                1.65    0.013      108.75         0.498         0.006                0.521                0.007                0.498                0.006        12393.78  1986728    24910  83284343  
          fully  air-conditioned       608       3.33              2858                 4176               1098    9315       5637          176        25079                 265               33025                 174               25093           6986            5495.49               5495.49                2.56    0.005       24.52         0.498         0.003                0.500                0.003                0.498                0.003          604.67   228060     1215  83284343  
           more  energized             799     146.84              6547                10315              25557  128601       6169          177        87229                 123              136157                 177               88681           6616            1865.46               1865.46                1.09    0.000       23.07         0.497         0.000                0.609                0.000                0.497                0.000          652.16  9320997     1312  83284343  
           much  quieter              2914     133.49              1278                 1745               8967   18114       1603          178        35120                 233               47962                 178               35494           2005           14157.49              14157.49                1.65    0.003       51.51         0.497         0.001                0.521                0.001                0.497                0.001         2780.51  1986728     5596  83284343  
            far  outpacing             617       6.49              3216                 4744               2228   18971       5622          179        35590                 264               49206                 179               35648           6937            4772.69               4772.69                2.28    0.003       24.58         0.496         0.001                0.501                0.001                0.496                0.001          610.51   439392     1231  83284343  
     critically  acclaimed            1952       1.89               773                 1011                180     217       2095          180         1820                 277                1981                 180                1820           2719           24484.83              24484.83                3.33    0.089       44.14         0.495         0.049                0.496                0.049                0.495                0.049         1950.11    39886     3936  83284343  
           much  larger              78367    3608.56                41                   45               8763     309         41          181         2388                 235                2550                 181                2449             57          382455.72             382455.72                1.66    0.073      267.05         0.495         0.039                0.518                0.039                0.494                0.038        74758.44  1986728   151272  83284343  
       directly  overhead              694       0.89              2010                 2874                246    1304       5046          182         7392                 285                8726                 182                7389           6307            8281.97               8281.97                3.19    0.026       26.31         0.493         0.013                0.494                0.013                0.493                0.013          693.11    52841     1405  83284343  
           more  general             19716    3650.76               403                  515              25886   12042        367          183        29959                 127               38476                 183               31878            386           45662.25              45662.25                1.08    0.004      114.41         0.493         0.002                0.604                0.002                0.492                0.002        16065.24  9320997    32620  83284343  
           even  uglier                821      21.86              3169                 4659               5594   36129       4591          184        47858                 259               69136                 184               48051           5645            4844.77               4844.77                1.87    0.001       27.89         0.492         0.001                0.505                0.001                0.492                0.001          799.14  1120205     1625  83284343  
            too  hasty                1335     106.91              3050                 4485              14475   62854       3383          185        61494                 209               91614                 185               62267           4026            5062.77               5062.77                1.41    0.001       33.61         0.491         0.000                0.533                0.000                0.491                0.000         1228.09  3557440     2503  83284343  
           more  upmarket              667     123.89              7523                11947              26073  134886       7127          186        89725                 130              140752                 186               91021           7586            1538.18               1538.18                1.08    0.000       21.03         0.491         0.000                0.603                0.000                0.491                0.000          543.11  9320997     1107  83284343  
           most  favorite             7573    1184.88               952                 1272              23423   26818        879          187        43133                 146               59246                 187               44822            966           19638.64              19638.64                1.14    0.002       73.41         0.490         0.001                0.581                0.001                0.490                0.001         6388.12  7568812    13038  83284343  
         pretty  nifty                1607      61.45              2001                 2864               7814   27058       2688          188        42224                 251               59594                 188               42546           3331            8347.51               8347.51                1.72    0.002       38.55         0.490         0.001                0.509                0.001                0.490                0.001         1545.55  1621748     3156  83284343  
           more  accepting             731     136.09              7073                11177              26194  131756       6643          189        88469                 131              138466                 189               89882           7079            1681.32               1681.32                1.08    0.000       22.00         0.489         0.000                0.601                0.000                0.489                0.000          594.91  9320997     1216  83284343  
           most  avid                 1550     242.83              3670                 5478              23493   91558       3448          190        73323                 147              110916                 190               74851           3830            4013.22               4013.22                1.14    0.000       33.20         0.489         0.000                0.580                0.000                0.489                0.000         1307.17  7568812     2672  83284343  
       slightly  askew                 567       5.10              3332                 4937               1915   17273       5972          191        34032                 286               46793                 191               34079           7405            4555.93               4555.93                2.34    0.003       23.60         0.489         0.002                0.493                0.002                0.489                0.002          561.90   369929     1149  83284343  
           more  pro-active            838     156.24              6381                10055              26252  126845       5987          192        86620                 133              134858                 192               88091           6395            1924.22               1924.22                1.08    0.000       23.55         0.488         0.000                0.600                0.000                0.488                0.000          681.76  9320997     1396  83284343  
           much  cleaner              2982     138.95              1268                 1728               9247   17656       1577          193        34735                 245               47401                 193               35111           1971           14349.75              14349.75                1.63    0.003       52.06         0.488         0.001                0.512                0.002                0.488                0.001         2843.05  1986728     5825  83284343  
           most  dental                600      94.24              7479                11872              23595  131391       7315          194        88177                 150              138107                 194               89293           8022            1549.32               1549.32                1.14    0.000       20.65         0.488         0.000                0.579                0.000                0.488                0.000          505.76  7568812     1037  83284343  
          still  unclear             14734     296.71               196                  236               4262     850        338          195         5515                 281                6277                 195                5570            439           95092.52              95092.52                2.00    0.034      118.94         0.485         0.018                0.495                0.018                0.485                0.017        14437.29   830082    29770  83284343  
      carefully  orchestrated          428       0.03              2167                 3115                 14      50       7297          196          555                 304                 576                 196                 555           9105            7542.45               7542.45                4.45    0.210       20.69         0.485         0.134                0.485                0.134                0.485                0.134          427.97     3190      883  83284343  
    politically  expedient            2092       6.82               885                 1176                629     982       1983          197         6164                 300                7152                 197                6175           2575           21052.82              21052.82                2.78    0.031       45.59         0.484         0.016                0.486                0.016                0.484                0.016         2085.18   131810     4308  83284343  
           most  current             17843    2821.71               402                  514              23853   10683        380          198        28084                 154               35832                 198               29558            424           45784.38              45784.38                1.13    0.005      112.45         0.484         0.002                0.575                0.002                0.484                0.002        15021.29  7568812    31049  83284343  
             so  many              1191864  152233.90                 1                    1              17940      22          1          199          353                 202                 331                 213                 389              1         3693491.55            3693491.55                1.29    0.300      952.28         0.483         0.195                0.539                0.208                0.470                0.181      1039630.10  5735964  2210387  83284343  
            not  privy                2225     220.04              2163                 3111              17322   50004       2242          200        55758                 206               81445                 199               56804           2649            7549.27               7549.27                1.31    0.001       42.51         0.483         0.000                0.536                0.001                0.483                0.000         2004.96  4415785     4150  83284343  
         almost  verbatim              676       7.01              2986                 4369               2248   16440       5244          201        33233                 296               45546                 200               33293           6485            5235.66               5235.66                2.27    0.003       25.73         0.483         0.002                0.488                0.002                0.483                0.002          668.99   421181     1386  83284343  
        heavily  armed                8567       8.64               174                  205                159      23        565          202          313                 312                 320                 201                 313            725          108060.69             108060.69                3.39    0.294       92.46         0.482         0.211                0.482                0.211                0.482                0.211         8558.36    40527    17760  83284343  
           less  stressed              930      28.31              2989                 4374               6471   35812       4202          203        47710                 278               68826                 202               47942           5180            5229.04               5229.04                1.81    0.001       29.57         0.481         0.001                0.496                0.001                0.481                0.001          901.69  1256870     1876  83284343  
             so  needless             1503     188.50              3397                 5034              20538   79882       3332          204        68836                 185              103567                 203               70017           3811            4451.20               4451.20                1.22    0.001       33.91         0.480         0.000                0.549                0.000                0.480                0.000         1314.50  5735964     2737  83284343  
           more  upscale              3798     720.41              1964                 2802              27037   59112       1697          205        60924                 140               88745                 204               63132           1823            8549.01               8549.01                1.06    0.001       49.94         0.478         0.000                0.590                0.000                0.478                0.000         3077.59  9320997     6437  83284343  
           more  prosaic              1898     361.61              3518                 5229              27236   91821       3117          206        73752                 141              111139                 205               75648           3346            4250.11               4250.11                1.05    0.000       35.27         0.476         0.000                0.587                0.000                0.476                0.000         1536.39  9320997     3231  83284343  
           more  substantive          3104     591.71              2318                 3354              27259   68408       2026          207        64831                 142               95688                 206               66995           2191            6946.35               6946.35                1.05    0.001       45.09         0.475         0.000                0.587                0.000                0.475                0.000         2512.29  9320997     5287  83284343  
