     l1  l2                              f    E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple       f1   f2         N  
-------  ----------------------------  ---  -----  ----------------  -----------------  -----------  -----------  ------------------  ------------------  -----------------  ------------------  ------------  ------------  -------------------  -------------------  -------  ---  --------  
NEGATED  yet_final                     640  28.23               308                  1            1          834                   1                1224            3995.31               4.444    0.95590594     0.0002017                 1.00            0.0002017  3173681  640  71961373  
NEGATED  yet_eligible                  448  19.76               436                  2            2         1204                   1                1770            2796.69               4.289    0.95590339     0.0001412                 1.00            0.0001412  3173681  448  71961373  
NEGATED  yet_official                  352  15.52               566                  3            3         1516                   1                2251            2197.39               4.184    0.95590211     0.0001109                 1.00            0.0001109  3173681  352  71961373  
NEGATED  n't_good                      349  15.39               575                  4            4         1529                   1                2267            2178.66               4.180    0.95590207     0.0001100                 1.00            0.0001100  3173681  349  71961373  
NEGATED  not_good                      266  11.73               735                  5            5         2017                   1                2926            1660.52               4.063    0.95590097     0.0000838                 1.00            0.0000838  3173681  266  71961373  
NEGATED  n't_important                 234  10.32               847                  6            6         2259                   1                3339            1460.76               4.007    0.95590055     0.0000737                 1.00            0.0000737  3173681  234  71961373  
NEGATED  exactly_conducive             208   9.17               939                  7            7         2517                   1                3760            1298.45               3.956    0.95590020     0.0000655                 1.00            0.0000655  3173681  208  71961373  
NEGATED  not_sure                      202   8.91               976                  8            8         2600                   1                3856            1260.99               3.943    0.95590012     0.0000636                 1.00            0.0000636  3173681  202  71961373  
NEGATED  not_enough                    178   7.85              1104                  9            9         2891                   1                4343            1111.17               3.889    0.95589980     0.0000561                 1.00            0.0000561  3173681  178  71961373  
NEGATED  not_funny                     176   7.76              1121                 10           10         2930                   1                4390            1098.68               3.884    0.95589977     0.0000555                 1.00            0.0000555  3173681  176  71961373  
NEGATED  yet_convinced                 169   7.45              1173                 11           11         3032                   1                4536            1054.99               3.866    0.95589968     0.0000533                 1.00            0.0000533  3173681  169  71961373  
NEGATED  exactly_friendly              167   7.37              1186                 12           12         3062                   1                4599            1042.50               3.861    0.95589966     0.0000526                 1.00            0.0000526  3173681  167  71961373  
NEGATED  not_important                 163   7.19              1219                 13           13         3133                   1                4701            1017.53               3.851    0.95589960     0.0000514                 1.00            0.0000514  3173681  163  71961373  
NEGATED  yet_over                      162   7.14              1229                 14           14         3156                   1                4725            1011.29               3.848    0.95589959     0.0000510                 1.00            0.0000510  3173681  162  71961373  
NEGATED  not_valid                     157   6.92              1264                 16           15         3254                   1                4836             980.08               3.834    0.95589952     0.0000495                 1.00            0.0000495  3173681  157  71961373  
NEGATED  not_possible                  153   6.75              1294                 17           16         3313                   1                4944             955.11               3.823    0.95589947     0.0000482                 1.00            0.0000482  3173681  153  71961373  
NEGATED  exactly_shocking              151   6.66              1308                 18           17         3356                   1                5005             942.62               3.817    0.95589944     0.0000476                 1.00            0.0000476  3173681  151  71961373  
NEGATED  exactly_pleasant              142   6.26              1376                 20           18         3548                   1                5311             886.44               3.791    0.95589932     0.0000447                 1.00            0.0000447  3173681  142  71961373  
NEGATED  necessarily_appropriate       136   6.00              1439                 21           19         3675                   1                5514             848.98               3.772    0.95589924     0.0000429                 1.00            0.0000429  3173681  136  71961373  
NEGATED  exactly_famous                130   5.73              1512                 22           20         3836                   1                5727             811.53               3.753    0.95589916     0.0000410                 1.00            0.0000410  3173681  130  71961373  
NEGATED  exactly_difficult             126   5.56              1556                 23           21         3943                   1                5888             786.56               3.739    0.95589911     0.0000397                 1.00            0.0000397  3173681  126  71961373  
NEGATED  exactly_shy                   124   5.47              1574                 24           22         4009                   1                5973             774.07               3.732    0.95589908     0.0000391                 1.00            0.0000391  3173681  124  71961373  
NEGATED  exactly_revolutionary         120   5.29              1618                 25           23         4114                   1                6153             749.10               3.718    0.95589903     0.0000378                 1.00            0.0000378  3173681  120  71961373  
NEGATED  not_able                      120   5.29              1618                 25           23         4114                   1                6153             749.10               3.718    0.95589903     0.0000378                 1.00            0.0000378  3173681  120  71961373  
NEGATED  exactly_safe                  117   5.16              1670                 27           25         4216                   1                6303             730.37               3.707    0.95589899     0.0000369                 1.00            0.0000369  3173681  117  71961373  
NEGATED  exactly_forthcoming           106   4.67              1813                 29           26         4595                   1                6855             661.71               3.664    0.95589884     0.0000334                 1.00            0.0000334  3173681  106  71961373  
NEGATED  not_true                      104   4.59              1850                 30           27         4668                   1                6979             649.22               3.656    0.95589882     0.0000328                 1.00            0.0000328  3173681  104  71961373  
NEGATED  necessarily_useful            104   4.59              1850                 30           27         4668                   1                6979             649.22               3.656    0.95589882     0.0000328                 1.00            0.0000328  3173681  104  71961373  
NEGATED  exactly_practical             104   4.59              1850                 30           27         4668                   1                6979             649.22               3.656    0.95589882     0.0000328                 1.00            0.0000328  3173681  104  71961373  
NEGATED  n't_great                      98   4.32              1942                 33           30         4908                   1                7358             611.77               3.630    0.95589874     0.0000309                 1.00            0.0000309  3173681   98  71961373  
NEGATED  yet_online                     98   4.32              1942                 33           30         4908                   1                7358             611.77               3.630    0.95589874     0.0000309                 1.00            0.0000309  3173681   98  71961373  
NEGATED  exactly_impressive             98   4.32              1942                 33           30         4908                   1                7358             611.77               3.630    0.95589874     0.0000309                 1.00            0.0000309  3173681   98  71961373  
NEGATED  not_worth                      97   4.28              1962                 36           33         4956                   1                7437             605.52               3.626    0.95589873     0.0000306                 1.00            0.0000306  3173681   97  71961373  
NEGATED  necessarily_fun                96   4.23              1976                 37           34         4999                   1                7504             599.28               3.622    0.95589871     0.0000302                 1.00            0.0000302  3173681   96  71961373  
NEGATED  not_easy                       93   4.10              2037                 39           35         5149                   1                7700             580.55               3.608    0.95589867     0.0000293                 1.00            0.0000293  3173681   93  71961373  
NEGATED  necessarily_essential          93   4.10              2037                 39           35         5149                   1                7700             580.55               3.608    0.95589867     0.0000293                 1.00            0.0000293  3173681   93  71961373  
NEGATED  n't_worth                      89   3.93              2119                 41           37         5323                   1                7953             555.58               3.589    0.95589862     0.0000280                 1.00            0.0000280  3173681   89  71961373  
NEGATED  exactly_uncommon               88   3.88              2138                 42           38         5374                   1                8042             549.34               3.584    0.95589861     0.0000277                 1.00            0.0000277  3173681   88  71961373  
NEGATED  exactly_excited                87   3.84              2166                 43           39         5423                   1                8132             543.10               3.579    0.95589859     0.0000274                 1.00            0.0000274  3173681   87  71961373  
NEGATED  not_available                  85   3.75              2212                 44           40         5537                   1                8291             530.61               3.569    0.95589857     0.0000268                 1.00            0.0000268  3173681   85  71961373  
NEGATED  exactly_straightforward        82   3.62              2287                 46           41         5727                   1                8544             511.88               3.553    0.95589853     0.0000258                 1.00            0.0000258  3173681   82  71961373  
