        l1  l2                              f      E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple       f1     f2        N  
   NEGATED  yet_eligible                  448   224.00               853                 28           23         1203                   1                1771             621.09               2.953     0.5000353      0.000141             1.000000             0.000141  3173681    448  6347362  
   NEGATED  exactly_surprising            440   220.00               874                 29           24         1224                   1                1799             610.00               2.945     0.5000347      0.000139             1.000000             0.000139  3173681    440  6347362  
   NEGATED  exactly_happy                 439   219.50               879                 30           25         1225                   1                1808             608.61               2.944     0.5000346      0.000138             1.000000             0.000138  3173681    439  6347362  
COMPLEMENT  relatively_minor              406   203.00               946                 31           26         1317                   1                1956             562.86               2.910     0.5000320      0.000128             1.000000             0.000128  3173681    406  6347362  
   NEGATED  that_sweet                    392   196.00               974                 32           27         1365                   1                2016             543.45               2.895     0.5000309      0.000124             1.000000             0.000124  3173681    392  6347362  
   NEGATED  yet_ripe                      380   190.00              1009                 33           28         1405                   1                2068             526.81               2.881     0.5000299      0.000120             1.000000             0.000120  3173681    380  6347362  
   NEGATED  only_ineffective              359   179.50              1048                 37           29         1484                   1                2193             497.70               2.857     0.5000283      0.000113             1.000000             0.000113  3173681    359  6347362  
   NEGATED  yet_official                  352   176.00              1061                 39           30         1514                   1                2243             488.00               2.848     0.5000277      0.000111             1.000000             0.000111  3173681    352  6347362  
   NEGATED  n't_good                      349   174.50              1073                 40           31         1529                   1                2262             483.84               2.845     0.5000275      0.000110             1.000000             0.000110  3173681    349  6347362  
   NEGATED  entirely_surprised            348   174.00              1076                 41           32         1535                   1                2272             482.45               2.843     0.5000274      0.000110             1.000000             0.000110  3173681    348  6347362  
   NEGATED  yet_capable                   345   172.50              1086                 42           33         1555                   1                2296             478.29               2.840     0.5000272      0.000109             1.000000             0.000109  3173681    345  6347362  
   NEGATED  only_stylish                  340   170.00              1099                 43           34         1576                   1                2323             471.36               2.833     0.5000268      0.000107             1.000000             0.000107  3173681    340  6347362  
   NEGATED  necessarily_surprising        340   170.00              1099                 43           34         1576                   1                2323             471.36               2.833     0.5000268      0.000107             1.000000             0.000107  3173681    340  6347362  
COMPLEMENT  now_defunct                   339   169.50              1103                 45           36         1582                   1                2332             469.97               2.832     0.5000267      0.000107             1.000000             0.000107  3173681    339  6347362  
   NEGATED  that_fond                     333   166.50              1127                 47           37         1603                   1                2371             461.65               2.824     0.5000262      0.000105             1.000000             0.000105  3173681    333  6347362  
COMPLEMENT  pretty_little                 332   166.00              1133                 48           38         1609                   1                2378             460.27               2.823     0.5000262      0.000105             1.000000             0.000105  3173681    332  6347362  
   NEGATED  altogether_clear              327   163.50              1144                 49           39         1640                   1                2411             453.34               2.816     0.5000258      0.000103             1.000000             0.000103  3173681    327  6347362  
COMPLEMENT  most_remote                   325   162.50              1151                 51           40         1647                   1                2429             450.56               2.814     0.5000256      0.000102             1.000000             0.000102  3173681    325  6347362  
   NEGATED  that_bright                   315   157.50              1180                 52           41         1699                   1                2499             436.70               2.800     0.5000248      0.000099             1.000000             0.000099  3173681    315  6347362  
   NEGATED  exactly_great                 308   154.00              1208                 53           42         1737                   1                2555             426.99               2.790     0.5000243      0.000097             1.000000             0.000097  3173681    308  6347362  
COMPLEMENT  almost_daily                  284   142.00              1299                 57           43         1868                   1                2747             393.72               2.755     0.5000224      0.000089             1.000000             0.000089  3173681    284  6347362  
   NEGATED  that_accurate                 281   140.50              1321                 58           44         1888                   1                2777             389.56               2.751     0.5000221      0.000089             1.000000             0.000089  3173681    281  6347362  
   NEGATED  necessarily_enough            279   139.50              1326                 59           45         1905                   1                2805             386.79               2.747     0.5000220      0.000088             1.000000             0.000088  3173681    279  6347362  
   NEGATED  necessarily_illegal           274   137.00              1342                 60           46         1942                   1                2857             379.86               2.740     0.5000216      0.000086             1.000000             0.000086  3173681    274  6347362  
   NEGATED  yet_satisfied                 271   135.50              1360                 61           47         1960                   1                2886             375.70               2.735     0.5000213      0.000085             1.000000             0.000085  3173681    271  6347362  
COMPLEMENT  more_holistic                 271   135.50              1360                 61           47         1960                   1                2886             375.70               2.735     0.5000213      0.000085             1.000000             0.000085  3173681    271  6347362  
   NEGATED  not_good                      266   133.00              1386                 63           49         1998                   1                2934             368.77               2.727     0.5000210      0.000084             1.000000             0.000084  3173681    266  6347362  
COMPLEMENT  relatively_modest             265   132.50              1392                 64           50         2007                   1                2951             367.38               2.725     0.5000209      0.000083             1.000000             0.000083  3173681    265  6347362  
   NEGATED  that_noticeable               264   132.00              1400                 65           51         2020                   1                2963             365.99               2.723     0.5000208      0.000083             1.000000             0.000083  3173681    264  6347362  
   NEGATED  exactly_subtle                263   131.50              1405                 66           52         2027                   1                2976             364.61               2.722     0.5000207      0.000083             1.000000             0.000083  3173681    263  6347362  
COMPLEMENT  highly_professional           261   130.50              1417                 67           53         2045                   1                2993             361.83               2.719     0.5000206      0.000082             1.000000             0.000082  3173681    261  6347362  
   NEGATED  exactly_fair                  260   130.00              1423                 68           54         2053                   1                3008             360.45               2.717     0.5000205      0.000082             1.000000             0.000082  3173681    260  6347362  
COMPLEMENT  forever_grateful              255   127.50              1444                 70           55         2089                   1                3073             353.52               2.708     0.5000201      0.000080             1.000000             0.000080  3173681    255  6347362  
   NEGATED  only_vital                    254   127.00              1452                 71           56         2100                   1                3081             352.13               2.707     0.5000200      0.000080             1.000000             0.000080  3173681    254  6347362  
   NEGATED  only_safer                    247   123.50              1499                 73           57         2156                   1                3164             342.42               2.695     0.5000195      0.000078             1.000000             0.000078  3173681    247  6347362  
COMPLEMENT  now_underway                  244   122.00              1515                 74           58         2181                   1                3205             338.27               2.689     0.5000192      0.000077             1.000000             0.000077  3173681    244  6347362  
   NEGATED  that_relevant                 239   119.50              1548                 76           59         2210                   1                3263             331.33               2.680     0.5000188      0.000075             1.000000             0.000075  3173681    239  6347362  
COMPLEMENT  increasingly_sophisticated    235   117.50              1583                 80           60         2246                   1                3322             325.79               2.673     0.5000185      0.000074             1.000000             0.000074  3173681    235  6347362  
   NEGATED  only_tasty                    234   117.00              1589                 81           61         2255                   1                3339             324.40               2.671     0.5000184      0.000074             1.000000             0.000074  3173681    234  6347362  
   NEGATED  n't_important                 234   117.00              1589                 81           61         2255                   1                3339             324.40               2.671     0.5000184      0.000074             1.000000             0.000074  3173681    234  6347362  
COMPLEMENT  pretty_significant            233   116.50              1599                 83           63         2265                   1                3352             323.02               2.669     0.5000184      0.000073             1.000000             0.000073  3173681    233  6347362  
   NEGATED  only_gorgeous                 229   114.50              1628                 85           64         2293                   1                3418             317.47               2.662     0.5000180      0.000072             1.000000             0.000072  3173681    229  6347362  
COMPLEMENT  increasingly_competitive      228   114.00              1636                 86           65         2303                   1                3432             316.08               2.660     0.5000180      0.000072             1.000000             0.000072  3173681    228  6347362  
COMPLEMENT  now_live                      226   113.00              1645                 87           66         2316                   1                3469             313.31               2.656     0.5000178      0.000071             1.000000             0.000071  3173681    226  6347362  
   NEGATED  necessarily_happy             224   112.00              1654                 89           67         2334                   1                3489             310.54               2.652     0.5000176      0.000071             1.000000             0.000071  3173681    224  6347362  
   NEGATED  exactly_fun                   224   112.00              1654                 89           67         2334                   1                3489             310.54               2.652     0.5000176      0.000071             1.000000             0.000071  3173681    224  6347362  
   NEGATED  all_uncommon                  223   111.50              1667                 91           69         2343                   1                3508             309.15               2.650     0.5000176      0.000070             1.000000             0.000070  3173681    223  6347362  
   NEGATED  that_surprised                222   111.00              1673                 92           70         2354                   1                3525             307.77               2.648     0.5000175      0.000070             1.000000             0.000070  3173681    222  6347362  
   NEGATED  that_appealing                221   110.50              1677                 93           71         2362                   1                3533             306.38               2.646     0.5000174      0.000070             1.000000             0.000070  3173681    221  6347362  
   NEGATED  only_painful                  220   110.00              1683                 94           72         2374                   1                3555             304.99               2.644     0.5000173      0.000069             1.000000             0.000069  3173681    220  6347362  
COMPLEMENT  also_welcome                  217   108.50              1702                 96           73         2408                   1                3608             300.83               2.639     0.5000171      0.000068             1.000000             0.000068  3173681    217  6347362  
COMPLEMENT  certainly_possible            216   108.00              1710                 97           74         2422                   1                3625             299.45               2.637     0.5000170      0.000068             1.000000             0.000068  3173681    216  6347362  
COMPLEMENT  very_slight                   214   107.00              1724                 98           75         2440                   1                3657             296.67               2.632     0.5000169      0.000067             1.000000             0.000067  3173681    214  6347362  
   NEGATED  that_clever                   212   106.00              1736                100           76         2466                   1                3687             293.90               2.628     0.5000167      0.000067             1.000000             0.000067  3173681    212  6347362  
COMPLEMENT  rather_different              212   106.00              1736                100           76         2466                   1                3687             293.90               2.628     0.5000167      0.000067             1.000000             0.000067  3173681    212  6347362  
   NEGATED  yet_enough                    210   105.00              1753                103           78         2497                   1                3720             291.13               2.624     0.5000165      0.000066             1.000000             0.000066  3173681    210  6347362  
   NEGATED  exactly_conducive             208   104.00              1771                104           79         2512                   1                3746             288.36               2.620     0.5000164      0.000066             1.000000             0.000066  3173681    208  6347362  
COMPLEMENT  fairly_low                    208   104.00              1771                104           79         2512                   1                3746             288.36               2.620     0.5000164      0.000066             1.000000             0.000066  3173681    208  6347362  
   NEGATED  only_immoral                  205   102.50              1796                107           81         2553                   1                3799             284.20               2.614     0.5000161      0.000065             1.000000             0.000065  3173681    205  6347362  
   NEGATED  necessarily_obvious           205   102.50              1796                107           81         2553                   1                3799             284.20               2.614     0.5000161      0.000065             1.000000             0.000065  3173681    205  6347362  
COMPLEMENT  seemingly_simple              204   102.00              1807                109           83         2566                   1                3819             282.81               2.612     0.5000161      0.000064             1.000000             0.000064  3173681    204  6347362  
COMPLEMENT  more_small                    204   102.00              1807                109           83         2566                   1                3819             282.81               2.612     0.5000161      0.000064             1.000000             0.000064  3173681    204  6347362  
   NEGATED  exactly_hard                  203   101.50              1815                111           85         2577                   1                3835             281.42               2.610     0.5000160      0.000064             1.000000             0.000064  3173681    203  6347362  
   NEGATED  exactly_thrilled              203   101.50              1815                111           85         2577                   1                3835             281.42               2.610     0.5000160      0.000064             1.000000             0.000064  3173681    203  6347362  
   NEGATED  not_sure                      202   101.00              1823                114           87         2595                   1                3856             280.04               2.607     0.5000159      0.000064             1.000000             0.000064  3173681    202  6347362  
   NEGATED  only_cruel                    202   101.00              1823                114           87         2595                   1                3856             280.04               2.607     0.5000159      0.000064             1.000000             0.000064  3173681    202  6347362  
   NEGATED  only_knowledgeable            201   100.50              1834                116           89         2604                   1                3875             278.65               2.605     0.5000158      0.000063             1.000000             0.000063  3173681    201  6347362  
   NEGATED  necessarily_ready             201   100.50              1834                116           89         2604                   1                3875             278.65               2.605     0.5000158      0.000063             1.000000             0.000063  3173681    201  6347362  
   NEGATED  only_passionate               201   100.50              1834                116           89         2604                   1                3875             278.65               2.605     0.5000158      0.000063             1.000000             0.000063  3173681    201  6347362  
   NEGATED  terribly_original             199    99.50              1858                119           92         2619                   1                3914             275.88               2.601     0.5000157      0.000063             1.000000             0.000063  3173681    199  6347362  
COMPLEMENT  pretty_quiet                  199    99.50              1858                119           92         2619                   1                3914             275.88               2.601     0.5000157      0.000063             1.000000             0.000063  3173681    199  6347362  
   NEGATED  only_inaccurate               195    97.50              1889                123           94         2668                   1                4003             270.33               2.592     0.5000154      0.000061             1.000000             0.000061  3173681    195  6347362  
COMPLEMENT  fairly_short                  195    97.50              1889                123           94         2668                   1                4003             270.33               2.592     0.5000154      0.000061             1.000000             0.000061  3173681    195  6347362  
   NEGATED  that_friendly                 195    97.50              1889                123           94         2668                   1                4003             270.33               2.592     0.5000154      0.000061             1.000000             0.000061  3173681    195  6347362  
   NEGATED  necessarily_sure              194    97.00              1905                126           97         2683                   1                4015             268.95               2.590     0.5000153      0.000061             1.000000             0.000061  3173681    194  6347362  
   NEGATED  altogether_sure               194    97.00              1905                126           97         2683                   1                4015             268.95               2.590     0.5000153      0.000061             1.000000             0.000061  3173681    194  6347362  
   NEGATED  exactly_healthy               192    96.00              1929                128           99         2705                   1                4046             266.17               2.585     0.5000151      0.000060             1.000000             0.000060  3173681    192  6347362  
   NEGATED  yet_right                     191    95.50              1939                129          100         2718                   1                4072             264.79               2.583     0.5000150      0.000060             1.000000             0.000060  3173681    191  6347362  
   NEGATED  yet_apparent                  190    95.00              1946                130          101         2726                   1                4089             263.40               2.581     0.5000150      0.000060             1.000000             0.000060  3173681    190  6347362  
   NEGATED  necessarily_clear             189    94.50              1954                131          102         2749                   1                4109             262.02               2.579     0.5000149      0.000060             1.000000             0.000060  3173681    189  6347362  
   NEGATED  necessarily_negative          185    92.50              1992                133          103         2788                   1                4194             256.47               2.569     0.5000146      0.000058             1.000000             0.000058  3173681    185  6347362  
COMPLEMENT  increasingly_aware            185    92.50              1992                133          103         2788                   1                4194             256.47               2.569     0.5000146      0.000058             1.000000             0.000058  3173681    185  6347362  
   NEGATED  necessarily_relevant          184    92.00              2005                135          105         2802                   1                4215             255.08               2.567     0.5000145      0.000058             1.000000             0.000058  3173681    184  6347362  
   NEGATED  terribly_helpful              184    92.00              2005                135          105         2802                   1                4215             255.08               2.567     0.5000145      0.000058             1.000000             0.000058  3173681    184  6347362  
   NEGATED  only_uncomfortable            184    92.00              2005                135          105         2802                   1                4215             255.08               2.567     0.5000145      0.000058             1.000000             0.000058  3173681    184  6347362  
   NEGATED  necessarily_available         183    91.50              2017                138          108         2819                   1                4240             253.70               2.565     0.5000144      0.000058             1.000000             0.000058  3173681    183  6347362  
   NEGATED  necessarily_reflective        181    90.50              2034                139          109         2851                   1                4275             250.92               2.560     0.5000143      0.000057             1.000000             0.000057  3173681    181  6347362  
   NEGATED  overly_surprised              181    90.50              2034                139          109         2851                   1                4275             250.92               2.560     0.5000143      0.000057             1.000000             0.000057  3173681    181  6347362  
COMPLEMENT  largely_unchanged             180    90.00              2047                141          111         2866                   1                4297             249.54               2.558     0.5000142      0.000057             1.000000             0.000057  3173681    180  6347362  
COMPLEMENT  largely_symbolic              179    89.50              2063                142          112         2883                   1                4312             248.15               2.555     0.5000141      0.000056             1.000000             0.000056  3173681    179  6347362  
   NEGATED  not_enough                    178    89.00              2078                144          113         2894                   1                4335             246.77               2.553     0.5000140      0.000056             1.000000             0.000056  3173681    178  6347362  
   NEGATED  that_healthy                  177    88.50              2094                145          114         2908                   1                4357             245.38               2.550     0.5000139      0.000056             1.000000             0.000056  3173681    177  6347362  
   NEGATED  not_funny                     176    88.00              2107                146          115         2919                   1                4378             243.99               2.548     0.5000139      0.000055             1.000000             0.000055  3173681    176  6347362  
COMPLEMENT  virtually_unchanged           173    86.50              2129                148          116         2973                   1                4441             239.83               2.540     0.5000136      0.000055             1.000000             0.000055  3173681    173  6347362  
COMPLEMENT  also_evident                  173    86.50              2129                148          116         2973                   1                4441             239.83               2.540     0.5000136      0.000055             1.000000             0.000055  3173681    173  6347362  
   NEGATED  exactly_popular               171    85.50              2154                150          118         3000                   1                4494             237.06               2.535     0.5000135      0.000054             1.000000             0.000054  3173681    171  6347362  
   NEGATED  exactly_stellar               170    85.00              2164                151          119         3017                   1                4517             235.67               2.533     0.5000134      0.000054             1.000000             0.000054  3173681    170  6347362  
   NEGATED  only_unconstitutional         169    84.50              2177                152          120         3032                   1                4542             234.29               2.530     0.5000133      0.000053             1.000000             0.000053  3173681    169  6347362  
   NEGATED  yet_free                      169    84.50              2177                152          120         3032                   1                4542             234.29               2.530     0.5000133      0.000053             1.000000             0.000053  3173681    169  6347362  
   NEGATED  yet_convinced                 169    84.50              2177                152          120         3032                   1                4542             234.29               2.530     0.5000133      0.000053             1.000000             0.000053  3173681    169  6347362  
   NEGATED  exactly_certain               169    84.50              2177                152          120         3032                   1                4542             234.29               2.530     0.5000133      0.000053             1.000000             0.000053  3173681    169  6347362  
   NEGATED  exactly_friendly              167    83.50              2208                156          124         3069                   1                4592             231.52               2.525     0.5000132      0.000053             1.000000             0.000053  3173681    167  6347362  
   NEGATED  that_pleasant                 166    83.00              2212                158          125         3090                   1                4621             230.13               2.522     0.5000131      0.000052             1.000000             0.000052  3173681    166  6347362  
COMPLEMENT  pretty_unique                 165    82.50              2220                161          126         3102                   1                4644             228.74               2.520     0.5000130      0.000052             1.000000             0.000052  3173681    165  6347362  
   NEGATED  necessarily_synonymous        165    82.50              2220                161          126         3102                   1                4644             228.74               2.520     0.5000130      0.000052             1.000000             0.000052  3173681    165  6347362  
   NEGATED  yet_legal                     163    81.50              2245                163          128         3126                   1                4711             225.97               2.515     0.5000128      0.000051             1.000000             0.000051  3173681    163  6347362  
   NEGATED  yet_prepared                  163    81.50              2245                163          128         3126                   1                4711             225.97               2.515     0.5000128      0.000051             1.000000             0.000051  3173681    163  6347362  
   NEGATED  not_important                 163    81.50              2245                163          128         3126                   1                4711             225.97               2.515     0.5000128      0.000051             1.000000             0.000051  3173681    163  6347362  
   NEGATED  yet_over                      162    81.00              2261                167          131         3147                   1                4738             224.58               2.512     0.5000128      0.000051             1.000000             0.000051  3173681    162  6347362  
   NEGATED  only_untrue                   162    81.00              2261                167          131         3147                   1                4738             224.58               2.512     0.5000128      0.000051             1.000000             0.000051  3173681    162  6347362  
   NEGATED  only_unacceptable             161    80.50              2274                172          133         3166                   1                4763             223.20               2.509     0.5000127      0.000051             1.000000             0.000051  3173681    161  6347362  
   NEGATED  exactly_original              160    80.00              2290                174          134         3180                   1                4784             221.81               2.507     0.5000126      0.000050             1.000000             0.000050  3173681    160  6347362  
   NEGATED  just_beneficial               160    80.00              2290                174          134         3180                   1                4784             221.81               2.507     0.5000126      0.000050             1.000000             0.000050  3173681    160  6347362  
   NEGATED  only_proud                    158    79.00              2317                176          136         3217                   1                4824             219.04               2.501     0.5000124      0.000050             1.000000             0.000050  3173681    158  6347362  
COMPLEMENT  far_deeper                    157    78.50              2337                178          137         3241                   1                4850             217.65               2.498     0.5000124      0.000049             1.000000             0.000049  3173681    157  6347362  
   NEGATED  not_valid                     157    78.50              2337                178          137         3241                   1                4850             217.65               2.498     0.5000124      0.000049             1.000000             0.000049  3173681    157  6347362  
   NEGATED  exactly_free                  156    78.00              2359                180          139         3260                   1                4880             216.27               2.496     0.5000123      0.000049             1.000000             0.000049  3173681    156  6347362  
   NEGATED  entirely_immune               154    77.00              2379                181          140         3294                   1                4927             213.49               2.490     0.5000121      0.000049             1.000000             0.000049  3173681    154  6347362  
   NEGATED  that_fortunate                154    77.00              2379                181          140         3294                   1                4927             213.49               2.490     0.5000121      0.000049             1.000000             0.000049  3173681    154  6347362  
COMPLEMENT  least_likely                  154    77.00              2379                181          140         3294                   1                4927             213.49               2.490     0.5000121      0.000049             1.000000             0.000049  3173681    154  6347362  
   NEGATED  only_unsightly                154    77.00              2379                181          140         3294                   1                4927             213.49               2.490     0.5000121      0.000049             1.000000             0.000049  3173681    154  6347362  
   NEGATED  not_possible                  153    76.50              2396                186          144         3311                   1                4959             212.11               2.487     0.5000121      0.000048             1.000000             0.000048  3173681    153  6347362  
COMPLEMENT  previously_unseen             153    76.50              2396                186          144         3311                   1                4959             212.11               2.487     0.5000121      0.000048             1.000000             0.000048  3173681    153  6347362  
COMPLEMENT  newly_independent             153    76.50              2396                186          144         3311                   1                4959             212.11               2.487     0.5000121      0.000048             1.000000             0.000048  3173681    153  6347362  
   NEGATED  that_awful                    152    76.00              2410                190          147         3323                   1                4994             210.72               2.484     0.5000120      0.000048             1.000000             0.000048  3173681    152  6347362  
   NEGATED  only_unable                   152    76.00              2410                190          147         3323                   1                4994             210.72               2.484     0.5000120      0.000048             1.000000             0.000048  3173681    152  6347362  
   NEGATED  only_skilled                  152    76.00              2410                190          147         3323                   1                4994             210.72               2.484     0.5000120      0.000048             1.000000             0.000048  3173681    152  6347362  
COMPLEMENT  most_curious                  151    75.50              2425                194          150         3345                   1                5034             209.33               2.481     0.5000119      0.000048             1.000000             0.000048  3173681    151  6347362  
   NEGATED  exactly_shocking              151    75.50              2425                194          150         3345                   1                5034             209.33               2.481     0.5000119      0.000048             1.000000             0.000048  3173681    151  6347362  
   NEGATED  necessarily_permanent         151    75.50              2425                194          150         3345                   1                5034             209.33               2.481     0.5000119      0.000048             1.000000             0.000048  3173681    151  6347362  
COMPLEMENT  mostly_muslim                 150    75.00              2441                198          153         3371                   1                5061             207.95               2.479     0.5000118      0.000047             1.000000             0.000047  3173681    150  6347362  
COMPLEMENT  relatively_light              150    75.00              2441                198          153         3371                   1                5061             207.95               2.479     0.5000118      0.000047             1.000000             0.000047  3173681    150  6347362  
   NEGATED  all_bleak                     149    74.50              2460                200          155         3387                   1                5092             206.56               2.476     0.5000117      0.000047             1.000000             0.000047  3173681    149  6347362  
   NEGATED  necessarily_comfortable       148    74.00              2471                202          156         3411                   1                5121             205.18               2.473     0.5000117      0.000047             1.000000             0.000047  3173681    148  6347362  
   NEGATED  that_famous                   148    74.00              2471                202          156         3411                   1                5121             205.18               2.473     0.5000117      0.000047             1.000000             0.000047  3173681    148  6347362  
COMPLEMENT  relatively_mild               148    74.00              2471                202          156         3411                   1                5121             205.18               2.473     0.5000117      0.000047             1.000000             0.000047  3173681    148  6347362  
COMPLEMENT  increasingly_diverse          147    73.50              2487                206          159         3436                   1                5155             203.79               2.470     0.5000116      0.000046             1.000000             0.000046  3173681    147  6347362  
COMPLEMENT  still_higher                  147    73.50              2487                206          159         3436                   1                5155             203.79               2.470     0.5000116      0.000046             1.000000             0.000046  3173681    147  6347362  
   NEGATED  only_incorrect                146    73.00              2499                208          161         3454                   1                5186             202.40               2.467     0.5000115      0.000046             1.000000             0.000046  3173681    146  6347362  
   NEGATED  that_costly                   145    72.50              2508                210          162         3468                   1                5227             201.02               2.464     0.5000114      0.000046             1.000000             0.000046  3173681    145  6347362  
   NEGATED  yet_widespread                145    72.50              2508                210          162         3468                   1                5227             201.02               2.464     0.5000114      0.000046             1.000000             0.000046  3173681    145  6347362  
   NEGATED  necessarily_ideal             144    72.00              2525                213          164         3492                   1                5254             199.63               2.461     0.5000113      0.000045             1.000000             0.000045  3173681    144  6347362  
COMPLEMENT  surprisingly_large            144    72.00              2525                213          164         3492                   1                5254             199.63               2.461     0.5000113      0.000045             1.000000             0.000045  3173681    144  6347362  
   NEGATED  only_ridiculous               143    71.50              2534                215          166         3514                   1                5286             198.24               2.458     0.5000113      0.000045             1.000000             0.000045  3173681    143  6347362  
   NEGATED  that_severe                   143    71.50              2534                215          166         3514                   1                5286             198.24               2.458     0.5000113      0.000045             1.000000             0.000045  3173681    143  6347362  
   NEGATED  always_conducive              142    71.00              2555                217          168         3539                   1                5323             196.86               2.455     0.5000112      0.000045             1.000000             0.000045  3173681    142  6347362  
   NEGATED  exactly_pleasant              142    71.00              2555                217          168         3539                   1                5323             196.86               2.455     0.5000112      0.000045             1.000000             0.000045  3173681    142  6347362  
   NEGATED  only_healthier                142    71.00              2555                217          168         3539                   1                5323             196.86               2.455     0.5000112      0.000045             1.000000             0.000045  3173681    142  6347362  
   NEGATED  only_pleasing                 141    70.50              2578                220          171         3566                   1                5349             195.47               2.452     0.5000111      0.000044             1.000000             0.000044  3173681    141  6347362  
   NEGATED  always_pretty                 141    70.50              2578                220          171         3566                   1                5349             195.47               2.452     0.5000111      0.000044             1.000000             0.000044  3173681    141  6347362  
   NEGATED  only_fascinating              140    70.00              2598                222          173         3584                   1                5382             194.08               2.449     0.5000110      0.000044             1.000000             0.000044  3173681    140  6347362  
   NEGATED  overly_exciting               140    70.00              2598                222          173         3584                   1                5382             194.08               2.449     0.5000110      0.000044             1.000000             0.000044  3173681    140  6347362  
   NEGATED  that_nervous                  139    69.50              2615                225          175         3616                   1                5406             192.70               2.446     0.5000109      0.000044             1.000000             0.000044  3173681    139  6347362  
   NEGATED  only_absurd                   139    69.50              2615                225          175         3616                   1                5406             192.70               2.446     0.5000109      0.000044             1.000000             0.000044  3173681    139  6347362  
