hit_id,colloc,sent_text,nr_form,neg_form,adv_form,adj_form,hit_text,text_window,sent_id,match_id,colloc_id,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,nr_lemma,neg_lemma,adv_lemma,adj_lemma,nr_index,neg_index,adv_index,adj_index,dep_negraise,dep_neg,dep_mod,json_source,utt_len,category
target_61:6-7-8-9,so_bright,"But over at NBC things ain't looking so bright, because they've cut both Eva Longoria's HOT & BOTHERED sitcom and Ben Feldman's SUPERSTORE to 11 episodes being trimmed from the original 13 episode order for the upcoming mid/season comedies!",looking,ain't,so,bright,ain't looking so bright,"at NBC things ain't looking so bright , because they",target_61,6-7-8-9,target_61:8-9,"But over at NBC things ain't looking so bright , because they 've cut both Eva Longoria 's HOT & BOTHERED sitcom and Ben Feldman 's SUPERSTORE to 11 episodes being trimmed from the original 13 episode order for the upcoming mid / season comedies !","but over at NBC thing ain't look so bright , because they have cut both Eva Longoria 's hot & bother sitcom and Ben Feldman 's superstore to 11 episode be trim from the original 13 episode order for the upcoming mid / season comedy !",target_60,Which ain't too shabby.,target_62,I could get you strung up on a tree so easy it ain't even funny.,look,ain't,so,bright,6,5,7,8,"{'node': 'negraise', 'contiguous': False, 'relation': 'xcomp', 'head': {'lemma': 'look', 'ix': 6, 'xpos': 'VBG'}, 'target': {'lemma': 'bright', 'ix': 8, 'xpos': 'JJ'}}","{'node': 'neg', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'look', 'ix': 6, 'xpos': 'VBG'}, 'target': {'lemma': ""ain't"", 'ix': 5, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bright', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'so', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/RBraised/debug.rb-negraise/target_sentences.json,46,RBraised
