,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
570,NEGATED,exactly_human,83,3.444,489.973,2.398,0.874,0.0,8.043,5.504,79.556,0.959,0.0,exactly,human,59426.0,72308.0
571,NEGATED,necessarily_illegal,280,11.618,1652.88,2.414,0.874,0.0,8.042,6.544,268.382,0.959,0.0,necessarily,illegal,54048.0,43798.0
572,NEGATED,that_practical,62,2.573,365.888,2.388,0.874,0.0,8.037,5.17,59.427,0.958,0.0,that,practical,249255.0,67013.0
573,NEGATED,necessarily_proportional,31,1.287,182.944,2.359,0.874,0.0,8.037,4.202,29.713,0.958,0.0,necessarily,proportional,54048.0,6659.0
574,NEGATED,necessarily_interested,422,17.522,2489.676,2.413,0.874,0.0,8.032,6.789,404.478,0.958,0.0,necessarily,interested,54048.0,363372.0
575,NEGATED,only_ridiculous,144,5.979,849.501,2.404,0.874,0.0,8.031,6.03,138.021,0.958,0.0,only,ridiculous,445868.0,46382.0
576,NEGATED,necessarily_relevant,184,7.644,1084.946,2.404,0.873,0.0,8.022,6.228,176.356,0.958,0.0,necessarily,relevant,54048.0,142967.0
577,NEGATED,even_clear,1615,67.135,9518.653,2.411,0.873,0.001,8.013,7.35,1547.865,0.958,0.0,even,clear,1119967.0,489251.0
578,NEGATED,initially_sure,71,2.952,418.387,2.385,0.872,0.0,8.01,5.317,68.048,0.958,0.0,initially,sure,23588.0,843994.0
579,NEGATED,only_costly,223,9.272,1314.032,2.402,0.872,0.0,8.01,6.366,213.728,0.958,0.0,only,costly,445868.0,70935.0
580,NEGATED,yet_old,404,16.803,2379.92,2.405,0.872,0.0,8.004,6.746,387.197,0.958,0.0,yet,old,96968.0,136493.0
581,NEGATED,that_strict,101,4.201,594.971,2.391,0.872,0.0,8.004,5.689,96.799,0.958,0.0,that,strict,249255.0,32075.0
582,NEGATED,that_surprised,222,9.234,1307.672,2.4,0.872,0.0,8.003,6.359,212.766,0.958,0.0,that,surprised,249255.0,103751.0
583,NEGATED,only_soothing,40,1.665,235.444,2.359,0.871,0.0,7.99,4.575,38.335,0.958,0.0,only,soothing,445868.0,7455.0
584,NEGATED,only_vast,30,1.249,176.583,2.345,0.871,0.0,7.99,4.134,28.751,0.958,0.0,only,vast,445868.0,14812.0
585,NEGATED,exactly_empty,20,0.833,117.722,2.319,0.871,0.0,7.989,3.397,19.167,0.958,0.0,exactly,empty,59426.0,50203.0
586,NEGATED,always_monetary,20,0.833,117.722,2.319,0.871,0.0,7.989,3.397,19.167,0.958,0.0,always,monetary,639123.0,1286.0
587,NEGATED,only_superfluous,20,0.833,117.722,2.319,0.871,0.0,7.989,3.397,19.167,0.958,0.0,only,superfluous,445868.0,2608.0
588,NEGATED,that_unrealistic,20,0.833,117.722,2.319,0.871,0.0,7.989,3.397,19.167,0.958,0.0,that,unrealistic,249255.0,11307.0
589,NEGATED,only_unscathed,20,0.833,117.722,2.319,0.871,0.0,7.989,3.397,19.167,0.958,0.0,only,unscathed,445868.0,5797.0
590,NEGATED,yet_available,7483,311.758,44031.004,2.402,0.871,0.002,7.977,7.664,7171.242,0.958,0.002,yet,available,96968.0,862899.0
591,NEGATED,terribly_sure,69,2.876,405.671,2.372,0.87,0.0,7.969,5.267,66.124,0.958,0.0,terribly,sure,68120.0,843994.0
592,NEGATED,yet_aware,855,35.649,5025.772,2.396,0.87,0.0,7.965,7.083,819.351,0.958,0.0,yet,aware,96968.0,319176.0
593,NEGATED,necessarily_identical,98,4.087,575.899,2.378,0.87,0.0,7.961,5.638,93.913,0.958,0.0,necessarily,identical,54048.0,51743.0
594,NEGATED,only_beautiful,1833,76.52,10763.479,2.391,0.869,0.001,7.946,7.334,1756.48,0.958,0.001,only,beautiful,445868.0,317258.0
595,NEGATED,only_inexpensive,97,4.049,569.546,2.373,0.869,0.0,7.946,5.621,92.951,0.958,0.0,only,inexpensive,445868.0,27873.0
596,NEGATED,only_durable,271,11.315,1590.932,2.384,0.869,0.0,7.943,6.461,259.685,0.958,0.0,only,durable,445868.0,51760.0
597,NEGATED,exactly_warm,116,4.844,680.915,2.375,0.868,0.0,7.941,5.79,111.156,0.958,0.0,exactly,warm,59426.0,73536.0
598,NEGATED,yet_satisfied,280,11.694,1643.442,2.383,0.868,0.0,7.939,6.48,268.306,0.958,0.0,yet,satisfied,96968.0,103947.0
599,NEGATED,only_cruel,212,8.855,1244.116,2.38,0.868,0.0,7.937,6.286,203.145,0.958,0.0,only,cruel,445868.0,22373.0
600,NEGATED,that_costly,152,6.358,890.955,2.371,0.867,0.0,7.916,6.015,145.642,0.958,0.0,that,costly,249255.0,70935.0
603,NEGATED,necessarily_effective,114,4.768,668.215,2.367,0.867,0.0,7.916,5.762,109.232,0.958,0.0,necessarily,effective,54048.0,530335.0
601,NEGATED,only_hilarious,114,4.768,668.215,2.367,0.867,0.0,7.916,5.762,109.232,0.958,0.0,only,hilarious,445868.0,26924.0
602,NEGATED,exactly_close,114,4.768,668.215,2.367,0.867,0.0,7.916,5.762,109.232,0.958,0.0,exactly,close,59426.0,477936.0
604,NEGATED,that_profitable,76,3.179,445.476,2.36,0.867,0.0,7.916,5.352,72.821,0.958,0.0,that,profitable,249255.0,78903.0
605,NEGATED,only_wasteful,76,3.179,445.476,2.36,0.867,0.0,7.916,5.352,72.821,0.958,0.0,only,wasteful,445868.0,5652.0
606,NEGATED,exactly_poor,38,1.589,222.737,2.338,0.867,0.0,7.916,4.475,36.411,0.958,0.0,exactly,poor,59426.0,97007.0
612,NEGATED,only_nonsensical,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,only,nonsensical,445868.0,3307.0
616,NEGATED,necessarily_truthful,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,necessarily,truthful,54048.0,6650.0
614,NEGATED,necessarily_tangible,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,necessarily,tangible,54048.0,13599.0
613,NEGATED,necessarily_probable,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,necessarily,probable,54048.0,15201.0
615,NEGATED,exactly_rational,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,exactly,rational,59426.0,19278.0
611,NEGATED,even_winded,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,even,winded,1119967.0,1581.0
607,NEGATED,exactly_luxurious,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,exactly,luxurious,59426.0,19511.0
609,NEGATED,always_idyllic,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,always,idyllic,639123.0,3264.0
610,NEGATED,just_cost-effective,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,just,cost-effective,647978.0,26848.0
608,NEGATED,necessarily_current,19,0.795,111.369,2.297,0.867,0.0,7.915,3.272,18.205,0.958,0.0,necessarily,current,54048.0,31049.0
617,NEGATED,that_expensive,1802,75.385,10561.945,2.381,0.867,0.001,7.914,7.302,1726.615,0.958,0.0,that,expensive,249255.0,443109.0
618,NEGATED,only_unhealthy,113,4.73,661.867,2.363,0.866,0.0,7.903,5.747,108.27,0.958,0.0,only,unhealthy,445868.0,11195.0
619,NEGATED,only_useless,178,7.455,1042.143,2.367,0.866,0.0,7.896,6.131,170.545,0.958,0.0,only,useless,445868.0,29955.0
620,NEGATED,necessarily_obvious,206,8.628,1206.025,2.368,0.866,0.0,7.895,6.241,197.372,0.958,0.0,necessarily,obvious,54048.0,192364.0
621,NEGATED,only_nutritious,103,4.314,603.009,2.36,0.866,0.0,7.895,5.655,98.686,0.958,0.0,only,nutritious,445868.0,13326.0
622,NEGATED,that_creative,84,3.519,491.64,2.354,0.865,0.0,7.89,5.448,80.481,0.958,0.0,that,creative,249255.0,88013.0
623,NEGATED,only_insulting,56,2.346,327.76,2.344,0.865,0.0,7.89,4.986,53.654,0.958,0.0,only,insulting,445868.0,5378.0
624,NEGATED,only_catchy,28,1.173,163.88,2.316,0.865,0.0,7.89,3.987,26.827,0.958,0.0,only,catchy,445868.0,11524.0
625,NEGATED,necessarily_certain,65,2.725,380.272,2.346,0.865,0.0,7.883,5.162,62.275,0.958,0.0,necessarily,certain,54048.0,104137.0
626,NEGATED,only_outdated,74,3.103,432.784,2.348,0.865,0.0,7.877,5.306,70.897,0.958,0.0,only,outdated,445868.0,10371.0
628,NEGATED,exactly_awash,37,1.552,216.392,2.326,0.865,0.0,7.877,4.422,35.448,0.958,0.0,exactly,awash,59426.0,2017.0
627,NEGATED,that_rosy,37,1.552,216.392,2.326,0.865,0.0,7.877,4.422,35.448,0.958,0.0,that,rosy,249255.0,6664.0
629,NEGATED,terribly_surprising,951,39.887,5561.245,2.369,0.864,0.0,7.875,7.057,911.113,0.958,0.0,terribly,surprising,68120.0,149928.0
630,NEGATED,exactly_overwhelming,46,1.93,268.904,2.332,0.864,0.0,7.87,4.725,44.07,0.958,0.0,exactly,overwhelming,59426.0,33110.0
631,NEGATED,entirely_clear,7531,316.034,44034.863,2.369,0.864,0.002,7.867,7.565,7214.966,0.958,0.002,entirely,clear,291794.0,489251.0
632,NEGATED,necessarily_funny,55,2.308,321.416,2.337,0.864,0.0,7.864,4.953,52.692,0.958,0.0,necessarily,funny,54048.0,142525.0
633,NEGATED,only_lovely,64,2.687,373.929,2.34,0.864,0.0,7.861,5.134,61.313,0.958,0.0,only,lovely,445868.0,39724.0
634,NEGATED,necessarily_cheap,137,5.752,800.374,2.353,0.863,0.0,7.859,5.896,131.248,0.958,0.0,necessarily,cheap,54048.0,83211.0
635,NEGATED,necessarily_aware,210,8.818,1226.822,2.357,0.863,0.0,7.859,6.233,201.182,0.958,0.0,necessarily,aware,54048.0,319176.0
636,NEGATED,only_irresponsible,135,5.677,787.695,2.347,0.862,0.0,7.838,5.872,129.323,0.958,0.0,only,irresponsible,445868.0,13318.0
637,NEGATED,necessarily_black,45,1.892,262.564,2.323,0.862,0.0,7.838,4.683,43.108,0.958,0.0,necessarily,black,54048.0,64686.0
640,NEGATED,necessarily_ok,36,1.514,210.051,2.314,0.862,0.0,7.838,4.367,34.486,0.958,0.0,necessarily,ok,54048.0,31124.0
638,NEGATED,yet_mandatory,36,1.514,210.051,2.314,0.862,0.0,7.838,4.367,34.486,0.958,0.0,yet,mandatory,96968.0,12199.0
639,NEGATED,only_ubiquitous,36,1.514,210.051,2.314,0.862,0.0,7.838,4.367,34.486,0.958,0.0,only,ubiquitous,445868.0,13823.0
642,NEGATED,always_palatable,27,1.135,157.538,2.301,0.862,0.0,7.838,3.909,25.865,0.958,0.0,always,palatable,639123.0,14217.0
641,NEGATED,necessarily_affordable,27,1.135,157.538,2.301,0.862,0.0,7.838,3.909,25.865,0.958,0.0,necessarily,affordable,54048.0,126070.0
647,NEGATED,exactly_lucrative,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,exactly,lucrative,59426.0,38410.0
651,NEGATED,only_exquisite,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,only,exquisite,445868.0,7569.0
650,NEGATED,necessarily_urgent,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,necessarily,urgent,54048.0,31001.0
648,NEGATED,too_displeased,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,too,displeased,3557198.0,1071.0
649,NEGATED,terribly_forthcoming,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,terribly,forthcoming,68120.0,11222.0
646,NEGATED,necessarily_awful,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,necessarily,awful,54048.0,35693.0
645,NEGATED,exactly_generous,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,exactly,generous,59426.0,59066.0
644,NEGATED,necessarily_addictive,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,necessarily,addictive,54048.0,26183.0
643,NEGATED,exactly_trustworthy,18,0.757,105.025,2.274,0.862,0.0,7.837,3.136,17.243,0.958,0.0,exactly,trustworthy,59426.0,12549.0
652,NEGATED,that_familiar,1132,47.608,6604.304,2.357,0.862,0.0,7.836,7.09,1084.392,0.958,0.0,that,familiar,249255.0,209907.0
653,NEGATED,necessarily_suitable,80,3.368,466.279,2.333,0.861,0.0,7.82,5.364,76.632,0.958,0.0,necessarily,suitable,54048.0,86597.0
654,NEGATED,yet_compatible,71,2.99,413.766,2.33,0.861,0.0,7.818,5.233,68.01,0.958,0.0,yet,compatible,96968.0,35191.0
655,NEGATED,altogether_surprising,487,20.511,2837.577,2.349,0.861,0.0,7.815,6.716,466.489,0.958,0.0,altogether,surprising,19635.0,149928.0
656,NEGATED,necessarily_enough,282,11.883,1642.414,2.344,0.86,0.0,7.808,6.401,270.117,0.958,0.0,necessarily,enough,54048.0,450614.0
657,NEGATED,that_sweet,395,16.651,2299.762,2.344,0.86,0.0,7.802,6.597,378.349,0.958,0.0,that,sweet,249255.0,110381.0
658,NEGATED,always_easy,24592,1037.036,143317.64,2.351,0.86,0.008,7.797,7.632,23554.965,0.958,0.007,always,easy,639123.0,768379.0
659,NEGATED,that_savvy,35,1.476,203.716,2.302,0.86,0.0,7.797,4.311,33.524,0.958,0.0,that,savvy,249255.0,15475.0
662,NEGATED,exactly_local,26,1.097,151.204,2.284,0.859,0.0,7.783,3.826,24.903,0.958,0.0,exactly,local,59426.0,31849.0
660,NEGATED,necessarily_wealthy,26,1.097,151.204,2.284,0.859,0.0,7.783,3.826,24.903,0.958,0.0,necessarily,wealthy,54048.0,32154.0
661,NEGATED,entirely_keen,26,1.097,151.204,2.284,0.859,0.0,7.783,3.826,24.903,0.958,0.0,entirely,keen,291794.0,55543.0
663,NEGATED,only_vital,256,10.823,1486.744,2.33,0.857,0.0,7.761,6.309,245.177,0.958,0.0,only,vital,445868.0,54521.0
664,NEGATED,that_interested,2438,103.087,14159.209,2.336,0.857,0.001,7.76,7.254,2334.913,0.958,0.001,that,interested,249255.0,363372.0
665,NEGATED,only_premature,51,2.157,296.08,2.304,0.857,0.0,7.755,4.814,48.843,0.958,0.0,only,premature,445868.0,5852.0
666,NEGATED,necessarily_satisfied,34,1.438,197.387,2.29,0.857,0.0,7.755,4.252,32.562,0.958,0.0,necessarily,satisfied,54048.0,103947.0
667,NEGATED,that_harmful,34,1.438,197.387,2.29,0.857,0.0,7.755,4.252,32.562,0.958,0.0,that,harmful,249255.0,49547.0
668,NEGATED,exactly_afraid,34,1.438,197.387,2.29,0.857,0.0,7.755,4.252,32.562,0.958,0.0,exactly,afraid,59426.0,135686.0
669,NEGATED,only_simplistic,34,1.438,197.387,2.29,0.857,0.0,7.755,4.252,32.562,0.958,0.0,only,simplistic,445868.0,14791.0
675,NEGATED,exactly_special,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,exactly,special,59426.0,196269.0
679,NEGATED,exactly_endearing,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,exactly,endearing,59426.0,8784.0
678,NEGATED,necessarily_commercial,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,necessarily,commercial,54048.0,15982.0
677,NEGATED,necessarily_amazing,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,necessarily,amazing,54048.0,174327.0
676,NEGATED,only_inhuman,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,only,inhuman,445868.0,2223.0
672,NEGATED,exactly_fat,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,exactly,fat,59426.0,22613.0
674,NEGATED,exactly_handsome,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,exactly,handsome,59426.0,19057.0
673,NEGATED,only_anachronistic,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,only,anachronistic,445868.0,1766.0
671,NEGATED,always_predictive,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,always,predictive,639123.0,2999.0
670,NEGATED,exactly_ancient,17,0.719,98.693,2.25,0.857,0.0,7.755,2.99,16.281,0.958,0.0,exactly,ancient,59426.0,18485.0
680,NEGATED,yet_apparent,193,8.174,1119.171,2.321,0.856,0.0,7.737,6.099,184.826,0.958,0.0,yet,apparent,96968.0,63800.0
681,NEGATED,necessarily_typical,67,2.838,388.45,2.305,0.855,0.0,7.734,5.131,64.162,0.958,0.0,necessarily,typical,54048.0,38488.0
682,NEGATED,exactly_young,75,3.179,434.635,2.305,0.855,0.0,7.727,5.251,71.821,0.958,0.0,exactly,young,59426.0,226101.0
683,NEGATED,exactly_surprised,75,3.179,434.635,2.305,0.855,0.0,7.727,5.251,71.821,0.958,0.0,exactly,surprised,59426.0,103751.0
684,NEGATED,that_glamorous,50,2.119,289.756,2.296,0.855,0.0,7.727,4.777,47.881,0.958,0.0,that,glamorous,249255.0,17423.0
685,NEGATED,that_obscure,25,1.06,144.878,2.268,0.855,0.0,7.727,3.739,23.94,0.958,0.0,that,obscure,249255.0,22938.0
686,NEGATED,that_troublesome,25,1.06,144.878,2.268,0.855,0.0,7.727,3.739,23.94,0.958,0.0,that,troublesome,249255.0,12733.0
687,NEGATED,that_recent,25,1.06,144.878,2.268,0.855,0.0,7.727,3.739,23.94,0.958,0.0,that,recent,249255.0,401861.0
688,NEGATED,only_convenient,358,15.175,2074.513,2.321,0.855,0.0,7.726,6.49,342.825,0.958,0.0,only,convenient,445868.0,94621.0
689,NEGATED,that_daunting,58,2.46,335.942,2.297,0.854,0.0,7.719,4.957,55.54,0.958,0.0,that,daunting,249255.0,23685.0
690,NEGATED,that_new,124,5.26,718.072,2.31,0.854,0.0,7.715,5.733,118.74,0.958,0.0,that,new,249255.0,320049.0
691,NEGATED,necessarily_organic,33,1.4,191.064,2.277,0.854,0.0,7.712,4.19,31.6,0.958,0.0,necessarily,organic,54048.0,13894.0
692,NEGATED,that_sturdy,33,1.4,191.064,2.277,0.854,0.0,7.712,4.19,31.6,0.958,0.0,that,sturdy,249255.0,12175.0
693,NEGATED,exactly_interested,49,2.081,283.437,2.287,0.853,0.0,7.698,4.739,46.919,0.958,0.0,exactly,interested,59426.0,363372.0
694,NEGATED,necessarily_practical,57,2.422,329.623,2.29,0.853,0.0,7.693,4.925,54.578,0.958,0.0,necessarily,practical,54048.0,67013.0
695,NEGATED,only_false,324,13.775,1872.759,2.309,0.852,0.0,7.686,6.406,310.225,0.957,0.0,only,false,445868.0,35007.0
696,NEGATED,only_unable,162,6.888,936.372,2.304,0.852,0.0,7.686,5.937,155.112,0.957,0.0,only,unable,445868.0,39861.0
697,NEGATED,that_tricky,81,3.444,468.184,2.295,0.852,0.0,7.686,5.313,77.556,0.957,0.0,that,tricky,249255.0,25429.0
698,NEGATED,really_sure,17906,761.608,103557.86,2.314,0.852,0.006,7.681,7.494,17144.393,0.957,0.005,really,sure,2095934.0,843994.0
699,NEGATED,only_disgusting,97,4.125,560.558,2.297,0.852,0.0,7.683,5.491,92.875,0.957,0.0,only,disgusting,445868.0,14217.0
700,NEGATED,only_fashionable,129,5.487,745.307,2.3,0.852,0.0,7.679,5.747,123.513,0.957,0.0,only,fashionable,445868.0,16514.0
701,NEGATED,entirely_uncommon,208,8.855,1200.868,2.301,0.851,0.0,7.668,6.111,199.145,0.957,0.0,entirely,uncommon,291794.0,61712.0
702,NEGATED,necessarily_consistent,120,5.109,692.806,2.296,0.851,0.0,7.668,5.679,114.891,0.957,0.0,necessarily,consistent,54048.0,98461.0
704,NEGATED,only_unaware,40,1.703,230.934,2.272,0.851,0.0,7.668,4.456,38.297,0.957,0.0,only,unaware,445868.0,27248.0
703,NEGATED,that_favorable,40,1.703,230.934,2.272,0.851,0.0,7.668,4.456,38.297,0.957,0.0,that,favorable,249255.0,41726.0
705,NEGATED,exactly_able,32,1.362,184.747,2.264,0.851,0.0,7.668,4.127,30.638,0.957,0.0,exactly,able,59426.0,427094.0
706,NEGATED,exactly_ecstatic,32,1.362,184.747,2.264,0.851,0.0,7.668,4.127,30.638,0.957,0.0,exactly,ecstatic,59426.0,5095.0
707,NEGATED,yet_compliant,24,1.022,138.56,2.25,0.851,0.0,7.668,3.647,22.978,0.957,0.0,yet,compliant,96968.0,10419.0
708,NEGATED,necessarily_nefarious,24,1.022,138.56,2.25,0.851,0.0,7.668,3.647,22.978,0.957,0.0,necessarily,nefarious,54048.0,2913.0
709,NEGATED,only_complicit,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,only,complicit,445868.0,1609.0
710,NEGATED,that_eloquent,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,that,eloquent,249255.0,7652.0
711,NEGATED,only_unwanted,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,only,unwanted,445868.0,3811.0
712,NEGATED,necessarily_native,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,necessarily,native,54048.0,7750.0
713,NEGATED,nearly_ambitious,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,nearly,ambitious,174550.0,64970.0
714,NEGATED,exactly_overjoyed,16,0.681,92.374,2.225,0.851,0.0,7.668,2.829,15.319,0.957,0.0,exactly,overjoyed,59426.0,1731.0
715,NEGATED,immediately_reachable,111,4.73,640.306,2.291,0.85,0.0,7.655,5.602,106.27,0.957,0.0,immediately,reachable,101150.0,3579.0
716,NEGATED,only_insensitive,47,2.006,270.81,2.269,0.849,0.0,7.638,4.66,44.994,0.957,0.0,only,insensitive,445868.0,7392.0
717,NEGATED,exactly_funny,39,1.665,224.624,2.261,0.849,0.0,7.631,4.406,37.335,0.957,0.0,exactly,funny,59426.0,142525.0
718,NEGATED,exactly_comfortable,187,7.985,1076.942,2.289,0.848,0.0,7.63,6.012,179.015,0.957,0.0,exactly,comfortable,59426.0,310532.0
719,NEGATED,necessarily_easier,132,5.639,759.941,2.284,0.848,0.0,7.625,5.737,126.361,0.957,0.0,necessarily,easier,54048.0,237031.0
720,NEGATED,necessarily_unexpected,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,necessarily,unexpected,54048.0,37613.0
721,NEGATED,that_forgiving,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,that,forgiving,249255.0,13357.0
722,NEGATED,only_redundant,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,only,redundant,445868.0,5713.0
723,NEGATED,only_technological,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,only,technological,445868.0,2944.0
724,NEGATED,entirely_averse,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,entirely,averse,291794.0,5181.0
725,NEGATED,necessarily_shocking,31,1.325,178.438,2.25,0.848,0.0,7.622,4.06,29.675,0.957,0.0,necessarily,shocking,54048.0,40162.0
727,NEGATED,exactly_beautiful,54,2.308,310.69,2.267,0.847,0.0,7.615,4.825,51.692,0.957,0.0,exactly,beautiful,59426.0,317258.0
726,NEGATED,only_hypocritical,54,2.308,310.69,2.267,0.847,0.0,7.615,4.825,51.692,0.957,0.0,only,hypocritical,445868.0,5429.0
728,NEGATED,that_promising,23,0.984,132.252,2.232,0.847,0.0,7.606,3.549,22.016,0.957,0.0,that,promising,249255.0,51829.0
729,NEGATED,that_religious,23,0.984,132.252,2.232,0.847,0.0,7.606,3.549,22.016,0.957,0.0,that,religious,249255.0,36998.0
730,NEGATED,necessarily_averse,23,0.984,132.252,2.232,0.847,0.0,7.606,3.549,22.016,0.957,0.0,necessarily,averse,54048.0,5181.0
731,NEGATED,that_convenient,130,5.563,747.332,2.278,0.847,0.0,7.603,5.711,124.437,0.957,0.0,that,convenient,249255.0,94621.0
732,NEGATED,only_plentiful,38,1.627,218.32,2.25,0.846,0.0,7.594,4.354,36.373,0.957,0.0,only,plentiful,445868.0,9509.0
733,NEGATED,exactly_synonymous,53,2.271,304.388,2.259,0.845,0.0,7.589,4.791,50.729,0.957,0.0,exactly,synonymous,59426.0,10924.0
734,NEGATED,exactly_small,83,3.557,476.524,2.266,0.845,0.0,7.584,5.287,79.443,0.957,0.0,exactly,small,59426.0,403576.0
735,NEGATED,necessarily_sufficient,75,3.217,430.34,2.262,0.845,0.0,7.575,5.179,71.783,0.957,0.0,necessarily,sufficient,54048.0,32591.0
736,NEGATED,only_tedious,60,2.573,344.272,2.258,0.845,0.0,7.575,4.932,57.427,0.957,0.0,only,tedious,445868.0,13201.0
738,NEGATED,only_luxurious,45,1.93,258.204,2.25,0.845,0.0,7.575,4.577,43.07,0.957,0.0,only,luxurious,445868.0,19511.0
737,NEGATED,exactly_deep,45,1.93,258.204,2.25,0.845,0.0,7.575,4.577,43.07,0.957,0.0,exactly,deep,59426.0,82310.0
739,NEGATED,always_overt,30,1.287,172.136,2.236,0.845,0.0,7.575,3.991,28.713,0.957,0.0,always,overt,639123.0,5058.0
740,NEGATED,only_comfy,30,1.287,172.136,2.236,0.845,0.0,7.575,3.991,28.713,0.957,0.0,only,comfy,445868.0,10635.0
741,NEGATED,exactly_optimal,30,1.287,172.136,2.236,0.845,0.0,7.575,3.991,28.713,0.957,0.0,exactly,optimal,59426.0,7734.0
742,NEGATED,that_extensive,30,1.287,172.136,2.236,0.845,0.0,7.575,3.991,28.713,0.957,0.0,that,extensive,249255.0,47990.0
749,NEGATED,that_stringent,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,that,stringent,249255.0,28583.0
753,NEGATED,only_vicious,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,only,vicious,445868.0,11832.0
752,NEGATED,that_catchy,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,that,catchy,249255.0,11524.0
751,NEGATED,only_enticing,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,only,enticing,445868.0,10912.0
750,NEGATED,only_good-looking,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,only,good-looking,445868.0,2543.0
748,NEGATED,only_unqualified,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,only,unqualified,445868.0,2754.0
746,NEGATED,necessarily_flat,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,necessarily,flat,54048.0,49038.0
745,NEGATED,exactly_skilled,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,exactly,skilled,59426.0,75093.0
744,NEGATED,always_transferable,15,0.643,86.068,2.198,0.845,0.0,7.574,2.653,14.357,0.957,0.0,always,transferable,639123.0,4127.0
