key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] exactly~alike,254,0.20381582,4.6700773,0.21078838,1293.402037,exactly,alike,44503,1205,6347362,8.4485673,245.5514327,0.9667379,1.5808427,15.407268,1.4780506,0.0055565964,0.0057074805,0.20381582,0.10468621,direct
[_direct_] exactly~stellar,170,0.20820452,4.571793,0.21518987,873.029944,exactly,stellar,44503,790,6347362,5.5388947,164.46110529999999,0.96741825,1.5917455,12.613591,1.4870259,0.0037215992,0.0038199672,0.20820452,0.105963066,direct
[_direct_] exactly~ideal,418,0.11910646,3.931214,0.1260555,1678.750438,exactly,ideal,44503,3316,6347362,23.2493354,394.7506646,0.94437957,1.3145642,19.307886,1.2547657,0.008932834,0.009392626,0.11910646,0.06401964,direct
[_mirror_] exactly~right,80,0.037897177,3.841658,0.03925417,379.554961,exactly,right,869,2038,583470,3.0353264808654785,76.96467590332031,0.9620584,1.4804298,8.604912,1.4208846,0.08869905,0.092059836,0.08869905,0.06329811,mirror
[_direct_] exactly~cheap,691,0.097930364,3.730874,0.104839936,2523.801323,exactly,cheap,44503,6591,6347362,46.2112092,644.7887908,0.9331241,1.2264363,24.528921,1.1747307,0.01459096,0.0155270435,0.097930364,0.05626066,direct
[_direct_] exactly~conducive,208,0.09957674,3.4760032,0.10655738,764.398516,exactly,conducive,44503,1952,6347362,13.6859779,194.3140221,0.934202,1.230493,13.473253,1.1817875,0.004397142,0.0046738423,0.09957674,0.05198694,direct
[_mirror_] exactly~sure,148,0.023508942,3.4258704,0.024757445,580.913305,exactly,sure,869,5978,583470,8.903426170349121,139.09657287597656,0.9398417,1.3087881,11.433668,1.2207046,0.16030385,0.1703107,0.16030385,0.0919064,mirror
[_direct_] exactly~sure,8810,0.059933458,3.2294686,0.06567814,25681.61083,exactly,sure,44503,134139,6347362,940.4832932,7869.5167068,0.8932482,1.085173,83.841705,0.97162485,0.17807971,0.19796418,0.17807971,0.11900658,direct
[_direct_] exactly~revolutionary,120,0.092179865,3.156442,0.09917355,423.78005,exactly,revolutionary,44503,1210,6347362,8.4836236,111.5163764,0.9293031,1.1956023,10.180006,1.1505998,0.00252351,0.0026964475,0.092179865,0.04735169,direct
[_direct_] exactly~new,1372,0.056883123,3.0473318,0.06370136,3718.406829,exactly,new,44503,21538,6347362,151.0084999,1220.9915001,0.8899355,0.9962331,32.963673,0.95835274,0.027629882,0.030829383,0.056883123,0.0422565,direct
