colloc,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_det-of-subj,neither_subj,never_VP-adv,no-one_subj,no_det-of-subj-N,nobody_subj,none_subj,not-a-single_det-of-subj,not-one_det-of-subj,not-one_subj,not_VP-adv,nothing_subj,without-being_PP
plainly_apparent,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pointedly_political,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pointedly_weird,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_capricious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_credible,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_galvanizing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_left-wing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_opportunistic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politically_troublesome,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
positively_humungous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
potentially_explosive,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
potentially_lasting,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
powerfully_effective,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
predictably_depressed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
predominantly_female-focused,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
predominantly_mental,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pretty_controlled,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pretty_decent,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pretty_explosive,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pretty_tolerant,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pretty_witty,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_able,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_bad,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_dangerous,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_essential,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_kaput,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_mistaken,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
probably_wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
purely_primal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quietly_resentful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quite_confident,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
quite_functional,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quite_hardy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quite_personable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quite_ready,22,1,1,1,1,1,1,3,3,4,1,2,1,1,1,1,161,1,1
quite_retentive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
quite_tragic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rather_outrageous,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rather_ugly,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rather_young,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
readily_noticeable,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
real_bright,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
real_difficult,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
real_enjoyable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
real_low-key,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
real_open,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_accurate,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1
really_contagious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_courageous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_flavorful,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_insecure,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_lovely,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_overwhelming,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
really_theoretical,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_three-in-one,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_touch-and-go,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_uneasy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
really_unsure,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
reasonably_roomy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
reassuringly_corrupt,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
relatively_clueless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
relatively_flat-footed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
relatively_paltry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
relentlessly_pragmatic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
remarkably_down-to-earth,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
remarkably_laid-back,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
remarkably_rich,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
resolutely_secular,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ridiculously_unrealistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
scantily_clad,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
self-importantly_solemn,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sexually_equal,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
similarly_incomplete,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
simply_mesmerizing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
simply_obsolete,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
simply_semantic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
simply_unforgettable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
slightly_complex,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
slightly_worrying,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_alarmed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_bad-tempered,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_celebrity-laden,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_civil,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
so_colorful,10,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
so_consistent,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
so_corny,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_distant,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,1
so_diverse,33,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1
so_droll,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_endearing,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_freaky,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_free,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1
so_generous,44,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,21,1,1
so_glorious,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
so_hard-won,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_ill,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
so_insubstantial,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_maniacal,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_nominal,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_overpriced,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_pleasant,14,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1
so_socialized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
so_stingy,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
so_team-oriented,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
societally_right,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sometimes_huge,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sometimes_shrill,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sometimes_stringlike,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_cautious,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_contagious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_problematic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
somewhat_romanticized,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
specially_pleased,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
startlingly_good,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
staunchly_pro-defendant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_angered,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_bushy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_conscious,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_incompatible,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_puzzling,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_re-coverable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_sad,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_sleepless,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_social,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
still_unattainable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
strikingly_realistic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
strongly_inclined,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
substantially_different,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1
substantially_lessened,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
subversively_hilarious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
suddenly_upbeat,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sufficiently_body-proud,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sufficiently_chastened,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
sufficiently_competent,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
sufficiently_healthy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sufficiently_steep,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sufficiently_sudden,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
surprisingly_blatant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
surprisingly_hard,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
terribly_distressed,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
that_central,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
that_expensive,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1
that_pronounced,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
that_unhappy,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
this_intense,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
thus_reluctant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tightly_compacted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tightly_controlled,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
too_correct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
too_flustered,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_girlish,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_inadequate,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_intellectual,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_irrelevant,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_lonely,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_low-keyed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_nauseous,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_omnipotent,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_optimstic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_peaceful,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
too_pencil-thin,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
totally_incomprehensible,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
transparently_silly,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tremendously_shocked,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_eye-popping,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_heartstopping,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_outstanding,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
truly_thankful,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
typically_available,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
typically_rebellious,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unconscionably_overcrowded,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
undeniably_powerful,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
understandably_tense,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unexpectedly_rich,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
uniformly_dignified,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unquestionably_jewish,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unusually_deep,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unusually_ferocious,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
unusually_sensitive,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
up_totillinghast,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
usually_convincing,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
usually_worth,11,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
very_appealing,58,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1
very_circumspect,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_ecstatic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
very_extremist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_formated,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_hard-pressed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_methodical,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_revelatory,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_shiny,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_troubling,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
very_well-reported,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
virtually_seasonless,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
virtually_unreadable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
visibly_winded,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wholly_organic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wholly_unable,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wholly_vulnerable,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
worryingly_easy,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
