colloc,be-ADV-ADJ_positive,every_det-of-subj,everybody_subj,everyone_subj,few_det-of-subj,few_subj,neither_det-of-subj,neither_subj,never_VP-adv,no-one_subj,no_det-of-subj-N,nobody_subj,none_subj,not-a-single_det-of-subj,not-one_det-of-subj,not-one_subj,not_VP-adv,nothing_subj,without-being_PP
amply_padded,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
merely_anxious,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
fairly_well-documented,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
potentially_liable,4.1129,-0.2896,-0.2896,0.811,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896,-0.2896
secretly_appealing,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
all_tax-deductible,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
already_unhappy,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
longer_unique,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
strategically_significant,4.0179,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,1.1371,-0.3032,-0.3032
quite_charming,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
generally_self-involved,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
virtually_negligible,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
as_inflammatory,2.9155,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,2.9155,-0.343,-0.343
as_different,4.2333,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,-0.2517,0.0453,-0.2517,-0.2517
surprisingly_mobile,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
almost_nonchalant,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
altogether_unnatural,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
always_impossible,4.0179,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,1.1371,-0.3032,-0.3032
very_water-resistant,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
fundamentally_misinformed,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
similarly_modest,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
sexily_insiderish,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
as_straight-talking,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
thoroughly_disgusted,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
that_nasty,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
truly_integrated,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
often_overprotective,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
certainly_wonderful,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
only_plentiful,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
legitimately_disabled,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
actually_benign,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
half_exasperated,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
truly_disabled,3.7741,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,-0.3235,1.7253,-0.3235,-0.3235
widely_used,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
heavily_theatrical,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
still_abed,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
extremely_important,4.2426,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2365,-0.2214,-0.2365,-0.2365
pretty_straight,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
boyishly_blithe,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
perfectly_delicious,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
always_awkward,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
generally_unsatisfactory,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
normally_mixed,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
incredibly_elaborate,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
exceptionally_active,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
downright_scared,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
as_ambiguous,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
apparently_alive,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
as_spendthrift,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
exactly_objective,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
largely_undetectable,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
surely_worth,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
much_unable,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
blithely_confident,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
basically_unconscious,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
too_supine,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
pretty_substantive,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
still_dizzy,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
already_red,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
so_over-compartmentalized,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
still_raw,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
all_relaxing,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
just_irresistible,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
as_illusory,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
already_wet,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
grindingly_repetitious,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
unexpectedly_modern,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
structurally_chaotic,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
fiendishly_entertaining,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
equally_comfortable,4.2279,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,-0.2556,0.118,-0.2556,-0.2556
still_justifiable,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
utterly_banal,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
just_bone-on,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
exactly_destitute,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
even_warm,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
all_adequate,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
totally_inexcusable,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
very_twisted,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
enormously_expensive,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
finally_galling,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
beyond_frustrating,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
so_bracing,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
extremely_fearful,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
so_overstaffed,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
deeply_unsettling,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
just_careful,2.9155,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,2.9155,-0.343,-0.343
really_glad,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
nearly_double,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
actually_correct,4.0179,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,-0.3032,1.1371,-0.3032,-0.3032
seriously_competitive,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
beyond_mind-boggling,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
also_asian,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
merely_workmanlike,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
very_concise,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
readily_observable,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,4.2426,-0.2357,-0.2357
as_pure,4.184,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,-0.2737,0.4692,-0.2737,-0.2737
really_somethin',4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
equally_ill-equipped,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
plenty_convincing,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
also_ineffable,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
largely_free,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
unrelentingly_exciting,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
so_traumatizing,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
almost_sputtering,4.2426,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357,-0.2357
