colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
so_respectful,8,0,8,-0.12252,-0.09339,-0.13454,1.0,0.0,1.1392,0.0,9,1
actually_necessary,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
again_brilliant,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
again_awash,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_useful,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_sorry,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_serious,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_right,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_nice,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_edible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
completely_naked,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_easy,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actually_close,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
actively_interested,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
academically_qualified,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
abundantly_optimistic,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absurdly_low,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_unnecessary,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
again_clear,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
alarmingly_quick,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_able,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_abuzz,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_lucky,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_local,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_interested,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_intact,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_impressive,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_hooked,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_helpful,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_empty,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_digital,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_cool,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_chinese,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_busy,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_bullish,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_bright,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_bloodshot,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_unheard,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_unconscionable,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_terrifying,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
about_due,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
about_average,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
49.5_percent-owned,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
wrongly_naturalized,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
wonderfully_warm,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
wonderfully_refreshing,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
wonderfully_funny,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
woefully_inexperienced,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
woefully_incomplete,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
wildly_unrealistic,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
wildly_unpopular,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
widely_divergent,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
widely_accessible,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
well_structured,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
well_funded,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
well_established,5,0,5,-0.1667,-0.09339,-0.17265,1.0,0.0,1.1392,0.0,6,1
about_double,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
about_flat,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_secure,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_accurate,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_ruthless,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_riveting,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_possible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_paramount,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_irrelevant,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_intolerable,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_incomprehensible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_important,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_impermissible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_horrifying,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_fair,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_disgraceful,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_convincing,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_atrocious,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
absolutely_adamant,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_mad,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_mexican,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_nonsense,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_anxious,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_unsettling,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_undetectable,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_understandable,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_uncanny,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_un-american,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_touching,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_subliminal,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_spiritual,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_seamless,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_ridiculous,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_reversed,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_relieved,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_quaint,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_poetic,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_playful,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_useless,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_bullish,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_obsessive,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_chock-full,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_notorious,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_noticeable,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_mature,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_large,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_ineligible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_independent,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_impressed,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_guilty,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_fraught,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_expensive,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_eager,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_different,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_depressed,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_committed,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
already_cold,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_old,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_new,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_personal,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_bare,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_audible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_anticlimactic,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_amusing,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_accidental,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_welcome,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_visible,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_untrue,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_surprised,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_square,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_special,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_similar,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_scared,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_safe,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_private,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
all_poor,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
almost_balletic,4,0,4,-0.18142,-0.09339,-0.18535,1.0,0.0,1.1392,0.0,5,1
