colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
as_good,2313,960,3273,33.81994,39.37265,41.33944,0.70669,0.29331,0.80506,2.40043,2314,961
too_early,2790,142,2932,40.84404,5.74429,37.00786,0.95157,0.04843,1.08403,0.39636,2791,143
very_good,2218,598,2816,32.42101,24.49066,35.53435,0.78764,0.21236,0.89728,1.73793,2219,599
too_late,2303,319,2622,33.67269,13.02084,33.07005,0.87834,0.12166,1.0006,0.99569,2304,320
very_important,2413,30,2443,35.2925,1.13992,30.79628,0.98772,0.01228,1.12521,0.1005,2414,31
immediately_available,61,2335,2396,0.65794,95.89952,30.19926,0.02546,0.97454,0.029,7.97562,62,2336
very_difficult,2166,13,2179,31.65528,0.44104,27.4428,0.99403,0.00597,1.1324,0.04883,2167,14
too_much,1797,98,1895,26.22154,3.93543,23.83526,0.94828,0.05172,1.08028,0.42323,1798,99
too_high,1729,46,1775,25.2202,1.79769,22.31095,0.97408,0.02592,1.10968,0.21209,1730,47
very_happy,1336,85,1421,19.43305,3.401,17.81423,0.94018,0.05982,1.07106,0.48954,1337,86
so_good,1080,224,1304,15.6633,9.11535,16.32802,0.82822,0.17178,0.94351,1.40584,1081,225
very_hard,1264,17,1281,18.37281,0.60549,16.03586,0.98673,0.01327,1.12408,0.10861,1265,18
so_bad,710,522,1232,10.21484,21.36627,15.41344,0.5763,0.4237,0.65652,3.46756,711,523
as_high,998,232,1230,14.45581,9.44423,15.38803,0.81138,0.18862,0.92433,1.54365,999,233
too_busy,1182,28,1210,17.16531,1.0577,15.13398,0.97686,0.02314,1.11284,0.18938,1183,29
pretty_good,1203,3,1206,17.47455,0.02994,15.08317,0.99751,0.00249,1.13636,0.02036,1204,4
so_sure,126,1045,1171,1.6151,42.86703,14.63858,0.1076,0.8924,0.12258,7.30338,127,1046
too_small,1059,54,1113,15.35407,2.12657,13.90183,0.95148,0.04852,1.08393,0.39707,1060,55
no_different,1098,0,1098,15.92836,-0.09339,13.71129,1.0,0.0,1.1392,0.0,1099,1
as_bad,482,613,1095,6.85741,25.10732,13.67318,0.44018,0.55982,0.50146,4.58153,483,614
as_important,812,257,1069,11.71685,10.472,13.34291,0.75959,0.24041,0.86532,1.96752,813,258
as_strong,465,579,1044,6.60707,23.70956,13.02535,0.4454,0.5546,0.5074,4.53882,466,580
very_pleased,1013,13,1026,14.67669,0.44104,12.7967,0.98733,0.01267,1.12476,0.1037,1014,14
as_much,864,139,1003,12.48258,5.62096,12.50454,0.86142,0.13858,0.98132,1.13417,865,140
still_alive,979,6,985,14.17602,0.15327,12.2759,0.99391,0.00609,1.13226,0.04985,980,7
as_likely,931,52,983,13.46919,2.04435,12.25049,0.9471,0.0529,1.07894,0.43293,932,53
very_strong,888,44,932,12.83599,1.71547,11.60266,0.95279,0.04721,1.08542,0.38637,889,45
very_different,874,54,928,12.62983,2.12657,11.55185,0.94181,0.05819,1.07291,0.47622,875,55
too_expensive,878,29,907,12.68874,1.09881,11.28509,0.96803,0.03197,1.10277,0.26167,879,30
too_bad,730,162,892,10.50935,6.5665,11.09455,0.81839,0.18161,0.9323,1.48633,731,163
so_great,740,107,847,10.65661,4.30543,10.52294,0.87367,0.12633,0.99529,1.03387,741,108
all_right,841,4,845,12.14389,0.07105,10.49753,0.99527,0.00473,1.13381,0.03874,842,5
well_aware,838,0,838,12.09971,-0.09339,10.40861,1.0,0.0,1.1392,0.0,839,1
very_close,795,26,821,11.46651,0.97548,10.19267,0.96833,0.03167,1.10312,0.25918,796,27
too_low,816,3,819,11.77575,0.02994,10.16726,0.99634,0.00366,1.13503,0.02998,817,4
so_important,720,94,814,10.36209,3.77099,10.10375,0.88452,0.11548,1.00764,0.94508,721,95
so_strong,780,34,814,11.24563,1.30436,10.10375,0.95823,0.04177,1.09162,0.34184,781,35
very_concerned,796,7,803,11.48124,0.19438,9.96402,0.99128,0.00872,1.12927,0.07134,797,8
too_old,726,60,786,10.45045,2.37324,9.74808,0.92366,0.07634,1.05224,0.62473,727,61
too_big,720,50,770,10.36209,1.96213,9.54484,0.93506,0.06494,1.06522,0.53143,721,51
very_proud,738,8,746,10.62715,0.23549,9.23997,0.98928,0.01072,1.12698,0.08776,739,9
almost_impossible,738,0,738,10.62715,-0.09339,9.13835,1.0,0.0,1.1392,0.0,739,1
so_high,683,43,726,9.81725,1.67436,8.98592,0.94077,0.05923,1.07173,0.48473,684,44
too_good,627,85,712,8.99262,3.401,8.80809,0.88062,0.11938,1.0032,0.97702,628,86
too_young,676,26,702,9.71417,0.97548,8.68106,0.96296,0.03704,1.09701,0.30311,677,27
so_easy,391,282,673,5.51738,11.49976,8.31268,0.58098,0.41902,0.66185,3.42925,392,283
as_close,604,63,667,8.65393,2.49657,8.23647,0.90555,0.09445,1.0316,0.773,605,64
as_simple,484,163,647,6.88686,6.60761,7.98242,0.74807,0.25193,0.8522,2.06181,485,164
as_big,469,172,641,6.66597,6.97761,7.9062,0.73167,0.26833,0.83352,2.19601,470,173
almost_certain,618,0,618,8.86009,-0.09339,7.61404,1.0,0.0,1.1392,0.0,619,1
so_much,196,417,613,2.64589,17.04967,7.55053,0.31974,0.68026,0.36425,5.56724,197,418
quite_sure,96,484,580,1.17333,19.80407,7.13134,0.16552,0.83448,0.18856,6.82939,97,485
very_positive,570,8,578,8.15326,0.23549,7.10594,0.98616,0.01384,1.12343,0.11327,571,9
very_clear,536,28,564,7.65259,1.0577,6.9281,0.95035,0.04965,1.08264,0.4063,537,29
so_happy,514,49,563,7.32862,1.92102,6.9154,0.91297,0.08703,1.04005,0.71228,515,50
so_low,539,18,557,7.69676,0.6466,6.83918,0.96768,0.03232,1.10238,0.26447,540,19
also_likely,555,0,555,7.93237,-0.09339,6.81378,1.0,0.0,1.1392,0.0,556,1
so_hard,484,66,550,6.88686,2.6199,6.75026,0.88,0.12,1.00249,0.98208,485,67
very_excited,535,9,544,7.63786,0.2766,6.67405,0.98346,0.01654,1.12035,0.1354,536,10
as_easy,247,295,542,3.39689,12.03419,6.64864,0.45572,0.54428,0.51916,4.45438,248,296
very_high,510,31,541,7.26972,1.18103,6.63594,0.9427,0.0573,1.07392,0.46895,511,32
that_simple,320,211,531,4.47186,8.58091,6.50892,0.60264,0.39736,0.68652,3.25201,321,212
so_big,498,29,527,7.09302,1.09881,6.4581,0.94497,0.05503,1.07651,0.45035,499,30
also_available,526,0,526,7.50533,-0.09339,6.4454,1.0,0.0,1.1392,0.0,527,1
so_different,392,126,518,5.5321,5.08653,6.34378,0.75676,0.24324,0.8621,1.9907,393,127
very_interested,470,42,512,6.6807,1.63325,6.26757,0.91797,0.08203,1.04575,0.67134,471,43
too_long,430,76,506,6.09168,3.031,6.19135,0.8498,0.1502,0.96809,1.22921,431,77
very_disappointed,500,0,500,7.12247,-0.09339,6.11513,1.0,0.0,1.1392,0.0,501,1
just_happy,485,9,494,6.90158,0.2766,6.03892,0.98178,0.01822,1.11844,0.1491,486,10
so_small,477,9,486,6.78378,0.2766,5.9373,0.98148,0.01852,1.1181,0.15156,478,10
that_bad,107,378,485,1.33531,15.44636,5.9246,0.22062,0.77938,0.25133,6.37844,108,379
just_glad,479,1,480,6.81323,-0.05228,5.86108,0.99792,0.00208,1.13683,0.01705,480,2
really_good,453,24,477,6.43036,0.89326,5.82297,0.94969,0.05031,1.08188,0.41177,454,25
much_different,227,246,473,3.10238,10.01978,5.77216,0.47992,0.52008,0.54672,4.25636,228,247
highly_unlikely,469,1,470,6.66597,-0.05228,5.73406,0.99787,0.00213,1.13677,0.01741,470,2
so_popular,433,27,460,6.13585,1.01659,5.60703,0.9413,0.0587,1.07233,0.48036,434,28
too_easy,433,8,441,6.13585,0.23549,5.36568,0.98186,0.01814,1.11853,0.14846,434,9
so_successful,419,20,439,5.92969,0.72882,5.34028,0.95444,0.04556,1.0873,0.37285,420,21
now_available,427,9,436,6.0475,0.2766,5.30217,0.97936,0.02064,1.11568,0.16894,428,10
that_good,182,244,426,2.43973,9.93756,5.17514,0.42723,0.57277,0.4867,4.68754,183,245
also_concerned,423,0,423,5.9886,-0.09339,5.13703,1.0,0.0,1.1392,0.0,424,1
