l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATED,exactly_shy,124,4.6926431e+00,1514,2900,1,6166,1727,1,4066,1,6166,1,2029,4066,8.1202752e+02,8.1202752e+02,3.80146606872,7.8682000e-05,1.0714117e+01,9.6215754e-01,3.9342548e-05,1.0000000e+00,3.9342548e-05,9.6215610e-01,3.7853673e-05,119.3073569,3151804,124,83284343
NEGATED,exactly_forthcoming,107,4.0492969e+00,1728,3284,2,7004,1980,2,4630,1,7005,1,2305,4630,7.0070061e+02,7.0070061e+02,3.73770283898,6.7895318e-05,9.9526201e+00,9.6215734e-01,3.3948812e-05,1.0000000e+00,3.3948812e-05,9.6215610e-01,3.2664056e-05,102.9507031,3151804,107,83284343
NEGATED,exactly_practical,106,4.0114530e+00,1744,3314,3,7078,2003,3,4675,1,7079,1,2326,4675,6.9415197e+02,6.9415197e+02,3.73364384471,6.7260804e-05,9.9060034e+00,9.6215733e-01,3.3631533e-05,1.0000000e+00,3.3631533e-05,9.6215610e-01,3.2358785e-05,101.9885470,3151804,106,83284343
NEGATED,exactly_impressive,100,3.7843896e+00,1839,3484,4,7463,2107,4,4910,1,7463,1,2435,4910,6.5486017e+02,6.5486017e+02,3.70845947191,6.3453709e-05,9.6215610e+00,9.6215726e-01,3.1727861e-05,1.0000000e+00,3.1727861e-05,9.6215610e-01,3.0527155e-05,96.2156104,3151804,100,83284343
NEGATED,exactly_straightforward,83,3.1410434e+00,2164,4064,5,8680,2447,5,5729,1,8681,1,2837,5729,5.4353351e+02,5.4353351e+02,3.62797754310,5.2666863e-05,8.7656593e+00,9.6215706e-01,2.6334125e-05,1.0000000e+00,2.6334125e-05,9.6215610e-01,2.5337539e-05,79.8589566,3151804,83,83284343
NEGATED,exactly_reassuring,78,2.9518239e+00,2282,4267,6,9182,2589,6,6033,1,9182,1,2978,6033,5.1079041e+02,5.1079041e+02,3.60116003538,4.9494239e-05,8.4975326e+00,9.6215701e-01,2.4747732e-05,1.0000000e+00,2.4747732e-05,9.6215610e-01,2.3811181e-05,75.0481761,3151804,78,83284343
NEGATED,exactly_intuitive,76,2.8761361e+00,2337,4359,7,9386,2643,7,6158,1,9388,1,3038,6158,4.9769317e+02,4.9769317e+02,3.58995153820,4.8225186e-05,8.3878825e+00,9.6215698e-01,2.4113175e-05,1.0000000e+00,2.4113175e-05,9.6215610e-01,2.3200638e-05,73.1238639,3151804,76,83284343
NEGATED,exactly_novel,66,2.4976971e+00,2661,4905,8,10670,2943,8,7008,1,10671,1,3439,7008,4.3220703e+02,4.3220703e+02,3.52911037040,4.1879900e-05,7.8165931e+00,9.6215687e-01,2.0940388e-05,1.0000000e+00,2.0940388e-05,9.6215610e-01,2.0147923e-05,63.5023029,3151804,66,83284343
NEGATED,exactly_unheard,65,2.4598532e+00,2704,4978,9,10800,3003,9,7095,1,10801,1,3480,7095,4.2565842e+02,4.2565842e+02,3.52252988729,4.1245369e-05,7.7571505e+00,9.6215686e-01,2.0623110e-05,1.0000000e+00,2.0623110e-05,9.6215610e-01,1.9842651e-05,62.5401468,3151804,65,83284343
NEGATED,exactly_romantic,64,2.4220093e+00,2744,5047,10,10935,3042,10,7176,1,10936,1,3512,7176,4.1910981e+02,4.1910981e+02,3.51584816414,4.0610838e-05,7.6972488e+00,9.6215684e-01,2.0305831e-05,1.0000000e+00,2.0305831e-05,9.6215610e-01,1.9537379e-05,61.5779907,3151804,64,83284343
