key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] particularly~hard-hit,154,0.3868119,5.6419363,0.3938619,1005.0787,particularly,hard-hit,513668,391,72839571,2.75735,151.24265,0.9820951,1.9620047,12.18748,1.7470288,0.00029652772,0.00029980455,0.3868119,0.19355422,direct
[_direct_] particularly~well-suited,62,0.35133028,4.9110785,0.3583815,390.17007,particularly,well-suited,513668,173,72839571,1.2200039,60.7799961,0.98032254,1.8972678,7.719067,1.7060305,0.00011916581,0.00012070053,0.35133028,0.17572473,direct
[_direct_] particularly~galling,540,0.24134523,5.124236,0.24839006,2937.1473,particularly,galling,513668,2174,72839571,15.331148,524.668852,0.971609,1.6684687,22.578152,1.5468191,0.0010286705,0.0010512627,0.24134523,0.12118695,direct
[_direct_] particularly~nettlesome,63,0.21169879,4.0202217,0.21875,324.866,particularly,nettlesome,513668,288,72839571,2.0309892,60.9690108,0.96776205,1.5982901,7.681373,1.4916329,0.00011953639,0.00012264731,0.21169879,0.10590916,direct
[_mirror_] particularly~noteworthy,99,0.20670167,4.227481,0.21428572,491.303372,particularly,noteworthy,13003,462,1701929,3.5297513008117676,95.47024536132812,0.96434593,1.5540949,9.595121,1.4478911,0.007398698,0.0076136277,0.20670167,0.10705019,mirror
[_direct_] particularly~acute,2809,0.17433953,4.790884,0.18135451,13361.561,particularly,acute,513668,15489,72839571,109.22914,2699.77086,0.9611146,1.4964089,50.93907,1.4102132,0.005293195,0.005468513,0.17433953,0.08981637,direct
[_direct_] particularly~thorny,308,0.16775337,4.3642044,0.17480136,1439.5988,particularly,thorny,513668,1762,72839571,12.425705,295.574295,0.9596568,1.4754041,16.84191,1.3942297,0.00057950563,0.0005996091,0.16775337,0.08416644,direct
[_mirror_] particularly~novel,54,0.16114014,3.465027,0.16875,240.219786,particularly,novel,13003,320,1701929,2.4448492527008057,51.55514907836914,0.954725,1.4259887,7.0157676,1.3441416,0.003995391,0.004152888,0.16114014,0.08256777,mirror
[_direct_] particularly~irksome,155,0.14550903,3.9036655,0.15255906,680.19227,particularly,irksome,513668,1016,72839571,7.1648787,147.8351213,0.953775,1.4052119,11.874403,1.3351228,0.00028984688,0.00030175134,0.14550903,0.072899446,direct
[_direct_] particularly~noteworthy,2294,0.13657728,4.3744583,0.14359938,9788.3103,particularly,noteworthy,513668,15975,72839571,112.65643,2181.34357,0.95089084,1.375027,45.543602,1.3088374,0.004276762,0.0044659195,0.13657728,0.07042702,direct
