adv_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
technically,213,0.0,0.07,0,0,0,0,1,1,14.594519519326424,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
terminally,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
already,213,0.0,0.07,0,0,0,0,1,1,14.594519519326424,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
especially,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
plain,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
probably,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
essentially,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
entirely,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
exactly,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
eminently,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
freely,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
half,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
drastically,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
home,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
humanly,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
immediately,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
increasingly,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
disturbingly,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
kinda,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
legally,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
deliberately,213,0.0,0.07,0,0,0,0,1,1,14.594519519326424,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
deeply,213,0.0,0.07,0,0,0,0,1,1,14.594519519326424,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
mostly,213,0.0,0.07,0,0,0,0,1,1,14.594519519326424,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
noticeably,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
now,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
overly,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
painfully,213,0.0,0.07,0,0,0,0,1,1,14.594519519326427,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
particularly,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
about,213,0.0,0.07,0,0,0,0,1,1,14.59451951932643,1,0,0.0,0.0,1.0032595128118547,1.0023529411764707
