adv_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
very,15,5.53,8.51,0,1,1,6.5,30,83,1.5378395023221485,30,5.5,14.75,-7.25,3.508091380465557,2.29267510066405
so,15,2.8,3.63,0,1,2,3.0,15,42,1.2961593862326308,15,2.0,6.0,-2.0,2.84965093071893,2.1911138161898966
more,15,2.8,3.03,0,1,2,3.5,11,42,1.0815845195297027,11,2.5,7.25,-2.75,2.930156051583521,2.2929936305732483
too,15,2.67,4.08,0,0,1,4.0,16,40,1.5309310892394865,16,4.0,10.0,-6.0,2.497599768208939,1.8768400392541709
as,15,1.93,2.91,0,0,1,2.0,11,29,1.5075823309051082,11,2.0,5.0,-3.0,2.1596315622312288,1.7408123791102514
really,15,0.6,0.99,0,0,0,1.0,3,9,1.6426846010152705,3,1.0,2.5,-1.5,1.3928066536534744,1.2587412587412588
extremely,15,0.53,0.92,0,0,0,1.0,3,8,1.7165164058139881,3,1.0,2.5,-1.5,1.3556619776599483,1.2413793103448276
quite,15,0.47,0.92,0,0,0,0.5,3,7,1.961733035215986,3,0.5,1.25,-0.75,1.2944424571091924,1.1920529801324504
still,15,0.47,1.13,0,0,0,0.0,4,7,2.411706145162018,4,0.0,0.0,0.0,1.2545117989873635,1.1508951406649617
pretty,15,0.4,0.74,0,0,0,0.5,2,6,1.8419709940325182,2,0.5,1.25,-0.75,1.2698531483493882,1.1842105263157894
much,15,0.4,0.83,0,0,0,0.5,3,6,2.0701966780270626,3,0.5,1.25,-0.75,1.2599210498948732,1.1764705882352942
less,15,0.4,1.06,0,0,0,0.0,4,6,2.638993314558738,4,0.0,0.0,0.0,1.2210553000675681,1.1363636363636365
equally,15,0.33,0.62,0,0,0,0.5,2,5,1.851640199545103,2,0.5,1.25,-0.75,1.2359875119158819,1.1688311688311688
highly,15,0.33,0.49,0,0,0,1.0,1,5,1.4638501094228,1,1.0,2.5,-1.5,1.2599210498948732,1.2
even,15,0.33,0.82,0,0,0,0.0,3,5,2.4494897427831783,3,0.0,0.0,0.0,1.2030250360821166,1.1320754716981132
simply,15,0.27,0.7,0,0,0,0.0,2,4,2.638993314558738,2,0.0,0.0,0.0,1.1577536725165907,1.0975609756097562
just,15,0.27,0.46,0,0,0,0.5,1,4,1.7165164058139881,1,0.5,1.25,-0.75,1.2030250360821166,1.1538461538461537
most,15,0.27,0.8,0,0,0,0.0,3,4,2.9955323876924265,3,0.0,0.0,0.0,1.148698354997035,1.0909090909090908
all,15,0.27,1.03,0,0,0,0.0,4,4,3.8729833462074175,4,0.0,0.0,0.0,1.1132635768448034,1.056338028169014
dangerously,15,0.27,0.59,0,0,0,0.0,2,4,2.2260631488924885,2,0.0,0.0,0.0,1.1801722982910057,1.125
little,15,0.2,0.56,0,0,0,0.0,2,3,2.8030595529069404,2,0.0,0.0,0.0,1.1268776101908264,1.0843373493975903
absolutely,15,0.2,0.41,0,0,0,0.0,1,3,2.070196678027063,1,0.0,0.0,0.0,1.148698354997035,1.1111111111111112
perfectly,15,0.2,0.56,0,0,0,0.0,2,3,2.8030595529069404,2,0.0,0.0,0.0,1.1268776101908264,1.0843373493975903
no,15,0.2,0.77,0,0,0,0.0,3,3,3.8729833462074152,3,0.0,0.0,0.0,1.096824979694626,1.0526315789473684
completely,15,0.2,0.56,0,0,0,0.0,2,3,2.8030595529069404,2,0.0,0.0,0.0,1.1268776101908264,1.0843373493975903
far,15,0.2,0.41,0,0,0,0.0,1,3,2.070196678027063,1,0.0,0.0,0.0,1.148698354997035,1.1111111111111112
critically,15,0.13,0.35,0,0,0,0.0,1,2,2.638993314558738,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
practically,15,0.13,0.52,0,0,0,0.0,2,2,3.8729833462074175,2,0.0,0.0,0.0,1.0759896247253458,1.0465116279069768
possibly,15,0.13,0.52,0,0,0,0.0,2,2,3.8729833462074175,2,0.0,0.0,0.0,1.0759896247253458,1.0465116279069768
rather,15,0.13,0.35,0,0,0,0.0,1,2,2.638993314558738,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
well,15,0.13,0.35,0,0,0,0.0,1,2,2.638993314558738,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
also,15,0.13,0.52,0,0,0,0.0,2,2,3.8729833462074175,2,0.0,0.0,0.0,1.0759896247253458,1.0465116279069768
real,15,0.13,0.35,0,0,0,0.0,1,2,2.638993314558738,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
mentally,15,0.13,0.35,0,0,0,0.0,1,2,2.6389933145587383,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
reasonably,15,0.13,0.35,0,0,0,0.0,1,2,2.638993314558738,1,0.0,0.0,0.0,1.096824979694626,1.0714285714285714
totally,15,0.13,0.52,0,0,0,0.0,2,2,3.8729833462074175,2,0.0,0.0,0.0,1.0759896247253458,1.0465116279069768
truly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
virtually,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
readily,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
brutally,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
remarkably,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
seriously,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
uniquely,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
sexually,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
purely,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
better,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
barely,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
strongly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
super,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
technically,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
terminally,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
already,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
especially,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
plain,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
probably,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
essentially,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
entirely,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
exactly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
eminently,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074166,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
freely,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
half,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
drastically,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
home,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
humanly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
immediately,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
increasingly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
disturbingly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
kinda,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
legally,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
deliberately,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
deeply,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
mostly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
noticeably,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
now,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
overly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
painfully,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
particularly,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
about,15,0.07,0.26,0,0,0,0.0,1,1,3.8729833462074175,1,0.0,0.0,0.0,1.0472941228206267,1.0344827586206897
