bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
very_important,9,1.0,1.22,0,0,1,1,3,9,1.224744871391589,3,1,2.5,-1.5,1.7144879657061456,1.5
very_good,9,1.0,1.58,0,0,0,2,4,9,1.5811388300841898,4,2,5.0,-3.0,1.5760586001492374,1.3267813267813269
too_familiar,9,0.56,1.67,0,0,0,0,5,5,3.0,5,0,0.0,0.0,1.2202849358728105,1.1020408163265305
as_young,9,0.44,0.73,0,0,0,1,2,4,1.6345871038277526,2,1,2.5,-1.5,1.3179806292130023,1.2272727272727273
still_alive,9,0.44,1.01,0,0,0,0,3,4,2.2810359488618324,3,0,0.0,0.0,1.2599210498948732,1.1612903225806452
more_important,9,0.44,0.53,0,0,0,1,1,4,1.1858541225631425,1,1,2.5,-1.5,1.360790000174377,1.2857142857142858
all_right,9,0.44,1.33,0,0,0,0,4,4,3.0,4,0,0.0,0.0,1.195813174500402,1.0975609756097562
too_afraid,9,0.33,0.71,0,0,0,0,2,3,2.121320343559643,2,0,0.0,0.0,1.2202849358728105,1.148936170212766
very_special,9,0.33,1.0,0,0,0,0,3,3,3.0,3,0,0.0,0.0,1.1665290395761165,1.0909090909090908
less_good,9,0.33,1.0,0,0,0,0,3,3,3.0,3,0,0.0,0.0,1.1665290395761165,1.0909090909090908
as_mundane,9,0.33,1.0,0,0,0,0,3,3,3.0,3,0,0.0,0.0,1.1665290395761165,1.0909090909090908
as_divisive,9,0.33,1.0,0,0,0,0,3,3,3.0,3,0,0.0,0.0,1.1665290395761165,1.0909090909090908
so_strong,9,0.33,1.0,0,0,0,0,3,3,3.0,3,0,0.0,0.0,1.1665290395761165,1.0909090909090908
too_young,9,0.33,0.5,0,0,0,1,1,3,1.5,1,1,2.5,-1.5,1.2599210498948732,1.2
too_frequent,9,0.22,0.67,0,0,0,0,2,2,3.0,2,0,0.0,0.0,1.129830963909753,1.08
too_intrusive,9,0.22,0.67,0,0,0,0,2,2,3.0,2,0,0.0,0.0,1.129830963909753,1.08
too_real,9,0.22,0.67,0,0,0,0,2,2,3.0,2,0,0.0,0.0,1.129830963909753,1.08
