key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_mirror_] any~closer,66,0.06724455,5.6330976,0.06790123,482.274362,any,closer,1169,972,1680633,0.6760953068733215,65.32390594482422,0.9897561,2.047618,8.040817260742188,1.989536,0.055919055,0.05645851,0.06724455,0.061581805,mirror
[_direct_] any~happier,942,0.057796896,6.829735,0.05823082,7387.7098,any,happier,32161,16177,71961373,7.2298301,934.7701699,0.992325,2.153812,30.456457914,2.1149228,0.029078329,0.029290134,0.057796896,0.04343761,direct
[_direct_] any~clearer,586,0.05129138,6.5716352,0.051730227,4447.6792,any,clearer,32161,11328,71961373,5.0627134,580.9372866,0.99136055,2.094653,23.998298111,2.0635142,0.018071486,0.018220827,0.05129138,0.034681432,direct
[_direct_] any~truer,56,0.04286398,5.3871393,0.043310132,403.92399,any,truer,32161,1293,71961373,0.57786798,55.42213202,0.98968095,2.0098217,7.406093917,1.9863594,0.0017240419,0.0017412393,0.04286398,0.022294011,direct
[_direct_] any~cuter,78,0.042434856,5.5906453,0.042880703,561.08788,any,cuter,32161,1819,71961373,0.81294807,77.18705193,0.9895776,2.0045593,8.739712624,1.9820318,0.0024010933,0.0024252976,0.042434856,0.022417976,direct
[_direct_] any~nearer,50,0.034396973,4.9786434,0.034843206,338.70014,any,nearer,32161,1435,71961373,0.64133066,49.35866934,0.9871734,1.9119211,6.98036996,1.891888,0.001535423,0.0015546781,0.034396973,0.017966198,direct
[_direct_] any~wiser,102,0.03091015,5.2724056,0.03135567,669.52129,any,wiser,32161,3253,71961373,1.4538318,100.5461682,0.98574674,1.863136,9.955554139,1.846086,0.0031277363,0.0031715431,0.03091015,0.017018942,direct
[_mirror_] any~better,413,0.029900754,5.0966783,0.030354256,2484.402837,any,better,1169,13606,1680633,9.463942527770996,403.53607177734375,0.9770849,1.8390523,19.85671043395996,1.6398779,0.34543794,0.35329342,0.34543794,0.18766934,mirror
[_direct_] any~closer,1611,0.028479258,5.8459206,0.02890412,10386.722,any,closer,32161,55736,71961373,24.909551,1586.090449,0.98453784,1.8453884,39.516655394,1.8107296,0.04933925,0.050091725,0.04933925,0.038909253,direct
[_direct_] any~weirder,76,0.027433796,4.937635,0.027879678,480.93963,any,weirder,32161,2726,71961373,1.2183048,74.7816952,0.9839697,1.8109142,8.578048742,1.7950577,0.002326269,0.0023631107,0.027433796,0.014880032,direct
