key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEG~early,0,NEGMIR,early,5218,837.410071,16799.341132,16799.3411322,1.7652970552444458,0.03583939000964165,60.642982482910156,0.7636849284172058,0.017961561679840088,0.9070050120353699,0.018280869349837303,0.7614444494247437,0.015347067266702652,4380.58984375,285435,5753,1960936
NEG~over,1,NEGMIR,over,37,6.4046659,106.258205,106.2582052,1.4676613807678223,0.00025921346968971193,5.029841899871826,0.6953641176223755,0.0001254488597624004,0.8409090638160706,0.0001296267146244645,0.6953485012054443,0.00010718844714574516,30.595335006713867,285435,44,1960936
NEG~late,2,NEGMIR,late,11139,2036.5382068,30025.747968,30025.747968,1.3768247365951538,0.07440235465765,86.245361328125,0.6552693247795105,0.03732246905565262,0.7961546778678894,0.03902464732527733,0.6505940556526184,0.031889788806438446,9102.4619140625,285435,13991,1960936
NEG~risk-free,3,NEGMIR,risk-free,20,3.9301359,48.386751,48.386751,1.2053580284118652,0.0001401237241225317,3.5933308601379395,0.595188319683075,6.589064287254587e-05,0.7407407164573669,7.006849045865238e-05,0.5951801538467407,5.629955558106303e-05,16.06986427307129,285435,27,1960936
NEG~shabby,4,NEGMIR,shabby,94,18.6317554,224.839157,224.8391571,1.2063838243484497,0.0006583486101590097,7.7736406326293945,0.5888528227806091,0.000309029477648437,0.734375,0.0003293219197075814,0.5888144373893738,0.0002640469465404749,75.36824798583984,285435,128,1960936
NEG~demoralizing,5,NEGMIR,demoralizing,70,14.4104984,159.198195,159.1981953,1.147102952003479,0.0004903093795292079,6.644216060638428,0.5615384578704834,0.0002279314649058506,0.7070707082748413,0.00024523973115719855,0.5615101456642151,0.00019475363660603762,55.589500427246094,285435,99,1960936
NEG~alone,6,NEGMIR,alone,566,119.9419257,1239.199277,1239.1992766,1.1101713180541992,0.003954460844397545,18.74921989440918,0.541560173034668,0.001828954555094242,0.6868932247161865,0.001982938265427947,0.5413326025009155,0.0015627307584509254,446.0580749511719,285435,824,1960936
NEG~fancy,7,NEGMIR,fancy,780,172.3437379,1615.121597,1615.1215971,1.0551749467849731,0.005442765541374683,21.757583618164062,0.5135332345962524,0.0024915493559092283,0.6587837934494019,0.0027326710987836123,0.5132231712341309,0.0021288779098540545,607.65625,285435,1184,1960936
NEG~opportune,8,NEGMIR,opportune,27,5.9679842,55.829166,55.8291658,1.0466389656066895,0.00018915775581263006,4.047613143920898,0.5129867196083069,8.623675239505246e-05,0.6585366129875183,9.459246211918071e-05,0.5129759907722473,7.368408114416525e-05,21.032014846801758,285435,41,1960936
NEG~foolproof,9,NEGMIR,foolproof,29,6.6957871,56.523418,56.5234182,0.9954605102539062,0.00020316588052082807,4.141788482666016,0.484885573387146,9.145309013547376e-05,0.6304348111152649,0.00010159931116504595,0.4848741888999939,7.814112905180082e-05,22.30421257019043,285435,46,1960936
NEG~aggravating,10,NEGMIR,aggravating,112,26.7831485,208.054165,208.0541651,0.9596031308174133,0.0007842615596018732,8.05223560333252,0.46317851543426514,0.0003494113334454596,0.6086956262588501,0.0003923835465684533,0.4631350636482239,0.0002985508181154728,85.21685028076172,285435,184,1960936
NEG~effectual,11,NEGMIR,effectual,21,5.0946206,38.235732,38.2357318,0.9397355914115906,0.00014712578558828682,3.4708383083343506,0.45444750785827637,6.521621253341436e-05,0.6000000238418579,7.357192225754261e-05,0.4544394016265869,5.57232961000409e-05,15.905379295349121,285435,35,1960936
NEG~pressing,12,NEGMIR,pressing,28,6.8413477,50.478983,50.478983,0.9334847927093506,0.0001961594825843349,3.9986095428466797,0.4501948952674866,8.675600111018866e-05,0.5957446694374084,9.809588664211333e-05,0.45018407702445984,7.41277399356477e-05,21.15865135192871,285435,47,1960936
NEG~frustrating,13,NEGMIR,frustrating,2062,509.6076236,3668.309235,3668.3092347,0.9275947213172913,0.014273056760430336,34.18669891357422,0.4442070722579956,0.006365214008837938,0.5889745950698853,0.007224061526358128,0.44341400265693665,0.005438689608126879,1552.392333984375,285435,3501,1960936
NEG~eventful,14,NEGMIR,eventful,53,13.100453,94.019835,94.0198353,0.923030436038971,0.00037124595837667584,5.480624198913574,0.44334864616394043,0.0001635985536267981,0.5888888835906982,0.00018568150699138641,0.44332829117774963,0.0001397850428475067,39.8995475769043,285435,90,1960936
NEG~groundbreaking,15,NEGMIR,groundbreaking,76,19.505119,127.851557,127.8515566,0.8852429986000061,0.0005322706419974566,6.480407238006592,0.42163240909576416,0.00023164376034401357,0.5671641826629639,0.00026626026374287903,0.42160359025001526,0.00019792556122411042,56.49488067626953,285435,134,1960936
NEG~clear-cut,16,NEGMIR,clear-cut,73,18.777316,122.411386,122.4113859,0.8829723000526428,0.0005112689104862511,6.346285343170166,0.4203585386276245,0.0002223271585535258,0.565891444683075,0.0002557499974500388,0.42033088207244873,0.00018996508151758462,54.22268295288086,285435,129,1960936
NEG~revelatory,17,NEGMIR,revelatory,62,16.0116648,103.372877,103.372877,0.8788570165634155,0.0004342572938185185,5.840524196624756,0.41809922456741333,0.00018856418319046497,0.5636363625526428,0.0002172123349737376,0.4180757701396942,0.0001611166662769392,45.98833465576172,285435,110,1960936
NEG~evident,18,NEGMIR,evident,1469,380.058699,2447.619925,2447.619925,0.8798949718475342,0.01019976008683443,28.411460876464844,0.41761514544487,0.004464943427592516,0.562619686126709,0.005146530922502279,0.4170590937137604,0.0038150236941874027,1088.9412841796875,285435,2611,1960936
NEG~motivating,19,NEGMIR,motivating,128,33.6244962,208.272951,208.272951,0.8627676963806152,0.0008961514686234295,8.341694831848145,0.4086000919342041,0.0003869642096105963,0.5541125535964966,0.0004484383389353752,0.408551961183548,0.0003306374710518867,94.37550354003906,285435,231,1960936
NEG~disheartening,20,NEGMIR,disheartening,128,33.7700567,206.977435,206.977435,0.8585914969444275,0.0008961483254097402,8.328828811645508,0.40621161460876465,0.0003863673482555896,0.5517241358757019,0.0004484383389353752,0.4061635434627533,0.0003301275137346238,94.22994232177734,285435,232,1960936
NEG~paramount,21,NEGMIR,paramount,34,9.0247565,54.490279,54.4902789,0.8516555428504944,0.00023818113550078124,4.283218860626221,0.4028392434120178,0.00010240502160741016,0.5483871102333069,0.00011911644105566666,0.4028265178203583,8.74988836585544e-05,24.975242614746094,285435,62,1960936
NEG~pronounced,22,NEGMIR,pronounced,23,6.1135448,36.785596,36.7855959,0.8497001528739929,0.00016113382298499346,3.521069288253784,0.40206706523895264,6.923887121956795e-05,0.5476190447807312,8.057877130340785e-05,0.4020584523677826,5.916042209719308e-05,16.886455535888672,285435,42,1960936
NEG~telling,23,NEGMIR,telling,19,5.0946206,30.004047,30.0040474,0.841212272644043,0.0001331138046225533,3.190112829208374,0.39730364084243774,5.7015680795302615e-05,0.5428571701049805,6.656507321167737e-05,0.3972965478897095,4.871644705417566e-05,13.905379295349121,285435,35,1960936
