     l1  l2                                f      E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1     f2         N  
NEGATED  only_captivating                 33     1.25              4714                 8282                 30   18969       5125           25        12418                   1               18969                   1                5920          12418             216.10                216.10               3.231  0.00002        5.53        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           31.75  3151804     33  83284343  
NEGATED  exactly_fashionable              32     1.21              4849                 8493                 33   19409       5243           27        12730                   1               19409                   1                6063          12730             209.55                209.55               3.218  0.00002        5.44        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           30.79  3151804     32  83284343  
NEGATED  exactly_illegal                  32     1.21              4849                 8493                 33   19409       5243           27        12730                   1               19409                   1                6063          12730             209.55                209.55               3.218  0.00002        5.44        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           30.79  3151804     32  83284343  
NEGATED  exactly_plentiful                31     1.17              4987                 8713                 35   19889       5370           29        13043                   1               19889                   1                6215          13043             203.01                203.01               3.205  0.00002        5.36        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           29.83  3151804     31  83284343  
NEGATED  necessarily_noticeable           31     1.17              4987                 8713                 35   19889       5370           29        13043                   1               19889                   1                6215          13043             203.01                203.01               3.205  0.00002        5.36        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           29.83  3151804     31  83284343  
NEGATED  exactly_dominant                 31     1.17              4987                 8713                 35   19889       5370           29        13043                   1               19889                   1                6215          13043             203.01                203.01               3.205  0.00002        5.36        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           29.83  3151804     31  83284343  
NEGATED  necessarily_evident              30     1.14              5125                 8931                 38   20414       5522           32        13386                   1               20414                   1                6375          13386             196.46                196.46               3.191  0.00002        5.27        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           28.86  3151804     30  83284343  
NEGATED  exactly_unbiased                 29     1.10              5268                 9153                 40   20951       5659           33        13725                   1               20951                   1                6518          13725             189.91                189.91               3.176  0.00002        5.18        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           27.90  3151804     29  83284343  
NEGATED  that_typical                     28     1.06              5423                 9393                 41   21555       5822           34        14070                   1               21555                   1                6689          14070             183.36                183.36               3.161  0.00002        5.09        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           26.94  3151804     28  83284343  
NEGATED  only_unscientific                27     1.02              5601                 9663                 45   22118       5977           35        14473                   1               22118                   1                6884          14473             176.81                176.81               3.146  0.00002        5.00        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           25.98  3151804     27  83284343  
NEGATED  necessarily_fond                 26     0.98              5783                 9946                 46   22798       6138           36        14903                   1               22798                   1                7069          14903             170.26                170.26               3.130  0.00002        4.91        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           25.02  3151804     26  83284343  
NEGATED  exactly_green                    26     0.98              5783                 9946                 46   22798       6138           36        14903                   1               22798                   1                7069          14903             170.26                170.26               3.130  0.00002        4.91        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           25.02  3151804     26  83284343  
NEGATED  nearly_smart                     26     0.98              5783                 9946                 46   22798       6138           36        14903                   1               22798                   1                7069          14903             170.26                170.26               3.130  0.00002        4.91        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           25.02  3151804     26  83284343  
NEGATED  exactly_abundant                 25     0.95              5980                10252                 51   23472       6324           39        15331                   1               23472                   1                7287          15331             163.71                163.71               3.113  0.00002        4.81        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           24.05  3151804     25  83284343  
NEGATED  yet_applicable                   25     0.95              5980                10252                 51   23472       6324           39        15331                   1               23472                   1                7287          15331             163.71                163.71               3.113  0.00002        4.81        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           24.05  3151804     25  83284343  
NEGATED  only_unappealing                 24     0.91              6181                10568                 55   24237       6508           41        15806                   1               24237                   1                7483          15806             157.17                157.17               3.095  0.00002        4.71        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           23.09  3151804     24  83284343  
NEGATED  only_unconscionable              24     0.91              6181                10568                 55   24237       6508           41        15806                   1               24237                   1                7483          15806             157.17                157.17               3.095  0.00002        4.71        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           23.09  3151804     24  83284343  
NEGATED  that_talkative                   24     0.91              6181                10568                 55   24237       6508           41        15806                   1               24237                   1                7483          15806             157.17                157.17               3.095  0.00002        4.71        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           23.09  3151804     24  83284343  
NEGATED  exactly_shabby                   23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  exactly_interesting              23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  necessarily_glamorous            23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  exactly_unfamiliar               23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  exactly_unhappy                  23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  that_lucrative                   23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  exactly_obscure                  23     0.87              6391                10889                 60   25042       6685           44        16322                   1               25042                   1                7699          16322             150.62                150.62               3.077  0.00001        4.61        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           22.13  3151804     23  83284343  
NEGATED  necessarily_comforting           22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_polite                   22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_silent                   22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_serious                  22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  remotely_life-threatening        22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_stunning                 22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_timely                   22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_thick                    22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  only_demeaning                   22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_secure                   22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  exactly_cold                     22     0.83              6576                11165                 68   25931       6909           51        16893                   1               25931                   1                7962          16893             144.07                144.07               3.058  0.00001        4.51        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           21.17  3151804     22  83284343  
NEGATED  altogether_sorry                 21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  that_noisy                       21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  exactly_lightweight              21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  exactly_objective                21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  exactly_portable                 21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  that_enticing                    21     0.79              6831                11552                 81   26856       7145           62        17527                   1               26856                   1                8223          17527             137.52                137.52               3.039  0.00001        4.41        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           20.21  3151804     21  83284343  
NEGATED  exactly_apologetic               20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  that_arduous                     20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_authentic                20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_sharp                    20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_thin                     20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  necessarily_wet                  20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_foolproof                20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_fantastic                20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_radical                  20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  therefore_ashamed                20     0.76              7099                11963                 89   27877       7410           68        18210                   1               27877                   1                8509          18210             130.97                130.97               3.018  0.00001        4.30        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           19.24  3151804     20  83284343  
NEGATED  exactly_profound                 19     0.72              7414                12408                101   28988       7660           78        18915                   1               28988                   1                8828          18915             124.42                124.42               2.996  0.00001        4.19        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           18.28  3151804     19  83284343  
NEGATED  exactly_bullish                  19     0.72              7414                12408                101   28988       7660           78        18915                   1               28988                   1                8828          18915             124.42                124.42               2.996  0.00001        4.19        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           18.28  3151804     19  83284343  
NEGATED  that_proficient                  19     0.72              7414                12408                101   28988       7660           78        18915                   1               28988                   1                8828          18915             124.42                124.42               2.996  0.00001        4.19        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           18.28  3151804     19  83284343  
NEGATED  exactly_trivial                  18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  that_particular                  18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  exactly_stylish                  18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  exactly_convincing               18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  together_exclusive               18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  that_outgoing                    18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  exactly_spacious                 18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  exactly_crisp                    18     0.68              7751                12909                108   30141       7975           81        19704                   1               30141                   1                9175          19704             117.87                117.87               2.973  0.00001        4.08        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           17.32  3151804     18  83284343  
NEGATED  exactly_gentle                   17     0.64              8093                13410                122   31420       8280           89        20552                   1               31420                   1                9537          20552             111.33                111.33               2.949  0.00001        3.97        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           16.36  3151804     17  83284343  
NEGATED  exactly_receptive                17     0.64              8093                13410                122   31420       8280           89        20552                   1               31420                   1                9537          20552             111.33                111.33               2.949  0.00001        3.97        0.9622       0.00001               1.0000              0.00001               0.9622              0.00001           16.36  3151804     17  83284343  
