hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
apw_eng_20071002_0032_21:16-17,that_surprising,surprising,(+)_that_surprising,that,"business , bush said many people find that surprising .","noting that Mullen 's parents worked in show business , Bush said many people find that surprising ."
