key,index,l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N,O11,O12,O21,O22,R1,R2,C1,C2,E12,E21,E22,z_score,t_score,log_likelihood,simple_ll,min_sensitivity,liddell,dice,log_ratio,conservative_log_ratio,mutual_information,local_mutual_information,ipm,ipm_reference,ipm_expected
POS-faster,120,POSITIVE,faster,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-chiefly,121,POSITIVE,chiefly,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-consequently,122,POSITIVE,consequently,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-pearly,123,POSITIVE,pearly,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-softly,124,POSITIVE,softly,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-metabolically,125,POSITIVE,metabolically,16,13.67103,595,857,255,1275,694,121,778,1,1275,37,792,778,5.033932,5.033932,0.74988127,1.90986e-05,0.5822424,0.14556177,9.5494e-06,1.0,9.5494e-06,0.14556059,1.39e-06,2.328969,1675501,16,1960936,16.0,1675485.0,0.0,285435.0,1675501,285435,16,1960920,2125.723,2.328969,698.36633,0.629888,0.582242,25782779.71875,0.375971,1e-05,0.145562,1.9e-05,11.412516,0.0,0.068319,1.0931,9.549383,0.0,8.159369
POS-upwardly,126,POSITIVE,upwardly,15,12.81659,611,876,283,1284,711,127,792,1,1284,37,803,792,4.71931,4.71931,0.7227287,1.79049e-05,0.5637537,0.14556171,8.9525e-06,1.0,8.9525e-06,0.14556059,1.3031e-06,2.183409,1675501,15,1960936,15.0,1675486.0,0.0,285435.0,1675501,285435,15,1960921,2126.5774,2.183409,698.5119,0.609886,0.563754,25781329.108991,0.352473,9e-06,0.145562,1.8e-05,11.319413,0.0,0.068319,1.024781,8.952546,0.0,7.649408
POS-stupendously,127,POSITIVE,stupendously,15,12.81659,611,876,283,1284,711,127,792,1,1284,37,803,792,4.71931,4.71931,0.7227287,1.79049e-05,0.5637537,0.14556171,8.9525e-06,1.0,8.9525e-06,0.14556059,1.3031e-06,2.183409,1675501,15,1960936,15.0,1675486.0,0.0,285435.0,1675501,285435,15,1960921,2126.5774,2.183409,698.5119,0.609886,0.563754,25781329.108991,0.352473,9e-06,0.145562,1.8e-05,11.319413,0.0,0.068319,1.024781,8.952546,0.0,7.649408
POS-unsurprisingly,128,POSITIVE,unsurprisingly,15,12.81659,611,876,283,1284,711,127,792,1,1284,37,803,792,4.71931,4.71931,0.7227287,1.79049e-05,0.5637537,0.14556171,8.9525e-06,1.0,8.9525e-06,0.14556059,1.3031e-06,2.183409,1675501,15,1960936,15.0,1675486.0,0.0,285435.0,1675501,285435,15,1960921,2126.5774,2.183409,698.5119,0.609886,0.563754,25781329.108991,0.352473,9e-06,0.145562,1.8e-05,11.319413,0.0,0.068319,1.024781,8.952546,0.0,7.649408
POS-mercifully,129,POSITIVE,mercifully,13,11.10771,635,903,327,1296,727,130,813,1,1296,37,821,813,4.090066,4.090066,0.6627303,1.55176e-05,0.5248262,0.14556156,7.7589e-06,1.0,7.7589e-06,0.14556059,1.1294e-06,1.892288,1675501,13,1960936,13.0,1675488.0,0.0,285435.0,1675501,285435,13,1960923,2128.2864,1.892288,698.80304,0.567773,0.524826,25778429.581482,0.305476,8e-06,0.145562,1.6e-05,11.112977,0.0,0.068319,0.888143,7.758873,0.0,6.629487
POS-incrementally,130,POSITIVE,incrementally,13,11.10771,635,903,327,1296,727,130,813,1,1296,37,821,813,4.090066,4.090066,0.6627303,1.55176e-05,0.5248262,0.14556156,7.7589e-06,1.0,7.7589e-06,0.14556059,1.1294e-06,1.892288,1675501,13,1960936,13.0,1675488.0,0.0,285435.0,1675501,285435,13,1960923,2128.2864,1.892288,698.80304,0.567773,0.524826,25778429.581482,0.305476,8e-06,0.145562,1.6e-05,11.112977,0.0,0.068319,0.888143,7.758873,0.0,6.629487
POS-repeatedly,131,POSITIVE,repeatedly,13,11.10771,635,903,327,1296,727,130,813,1,1296,37,821,813,4.090066,4.090066,0.6627303,1.55176e-05,0.5248262,0.14556156,7.7589e-06,1.0,7.7589e-06,0.14556059,1.1294e-06,1.892288,1675501,13,1960936,13.0,1675488.0,0.0,285435.0,1675501,285435,13,1960923,2128.2864,1.892288,698.80304,0.567773,0.524826,25778429.581482,0.305476,8e-06,0.145562,1.6e-05,11.112977,0.0,0.068319,0.888143,7.758873,0.0,6.629487
POS-precariously,132,POSITIVE,precariously,13,11.10771,635,903,327,1296,727,130,813,1,1296,37,821,813,4.090066,4.090066,0.6627303,1.55176e-05,0.5248262,0.14556156,7.7589e-06,1.0,7.7589e-06,0.14556059,1.1294e-06,1.892288,1675501,13,1960936,13.0,1675488.0,0.0,285435.0,1675501,285435,13,1960923,2128.2864,1.892288,698.80304,0.567773,0.524826,25778429.581482,0.305476,8e-06,0.145562,1.6e-05,11.112977,0.0,0.068319,0.888143,7.758873,0.0,6.629487
POS-enduringly,133,POSITIVE,enduringly,12,10.25327,652,924,350,1304,736,134,827,1,1304,37,835,827,3.775445,3.775445,0.62930626,1.4324e-05,0.5042367,0.14556149,7.162e-06,1.0,7.162e-06,0.14556059,1.0425e-06,1.746727,1675501,12,1960936,12.0,1675489.0,0.0,285435.0,1675501,285435,12,1960924,2129.1409,1.746727,698.9486,0.545499,0.504237,25776980.662846,0.281978,7e-06,0.145561,1.4e-05,10.997509,0.0,0.068319,0.819825,7.162037,0.0,6.119527
POS-fortunately,134,POSITIVE,fortunately,12,10.25327,652,924,350,1304,736,134,827,1,1304,37,835,827,3.775445,3.775445,0.62930626,1.4324e-05,0.5042367,0.14556149,7.162e-06,1.0,7.162e-06,0.14556059,1.0425e-06,1.746727,1675501,12,1960936,12.0,1675489.0,0.0,285435.0,1675501,285435,12,1960924,2129.1409,1.746727,698.9486,0.545499,0.504237,25776980.662846,0.281978,7e-06,0.145561,1.4e-05,10.997509,0.0,0.068319,0.819825,7.162037,0.0,6.119527
POS-oftentimes,135,POSITIVE,oftentimes,11,9.39883,670,946,380,1313,752,136,834,1,1313,37,841,834,3.460824,3.460824,0.5930939,1.31303e-05,0.4827699,0.14556141,6.5652e-06,1.0,6.5652e-06,0.14556059,9.556e-07,1.601166,1675501,11,1960936,11.0,1675490.0,0.0,285435.0,1675501,285435,11,1960925,2129.995,1.601166,699.0942,0.522275,0.48277,25775532.307032,0.25848,7e-06,0.145561,1.3e-05,10.871989,0.0,0.068319,0.751506,6.5652,0.0,5.609566
POS-arbitrarily,136,POSITIVE,arbitrarily,11,9.39883,670,946,380,1313,752,136,834,1,1313,37,841,834,3.460824,3.460824,0.5930939,1.31303e-05,0.4827699,0.14556141,6.5652e-06,1.0,6.5652e-06,0.14556059,9.556e-07,1.601166,1675501,11,1960936,11.0,1675490.0,0.0,285435.0,1675501,285435,11,1960925,2129.995,1.601166,699.0942,0.522275,0.48277,25775532.307032,0.25848,7e-06,0.145561,1.3e-05,10.871989,0.0,0.068319,0.751506,6.5652,0.0,5.609566
POS-fewer,137,POSITIVE,fewer,11,9.39883,670,946,380,1313,752,136,834,1,1313,37,841,834,3.460824,3.460824,0.5930939,1.31303e-05,0.4827699,0.14556141,6.5652e-06,1.0,6.5652e-06,0.14556059,9.556e-07,1.601166,1675501,11,1960936,11.0,1675490.0,0.0,285435.0,1675501,285435,11,1960925,2129.995,1.601166,699.0942,0.522275,0.48277,25775532.307032,0.25848,7e-06,0.145561,1.3e-05,10.871989,0.0,0.068319,0.751506,6.5652,0.0,5.609566
POS-dizzyingly,138,POSITIVE,dizzyingly,10,8.54439,692,975,416,1318,764,139,843,1,1318,37,849,843,3.146202,3.146202,0.55358505,1.19367e-05,0.460303,0.14556134,5.9684e-06,1.0,5.9684e-06,0.14556059,8.688e-07,1.455606,1675501,10,1960936,10.0,1675491.0,0.0,285435.0,1675501,285435,10,1960926,2130.8496,1.455606,699.2397,0.49797,0.460303,25774084.513596,0.234982,6e-06,0.145561,1.2e-05,10.734498,0.0,0.068319,0.683187,5.968364,0.0,5.099605
POS-thereby,139,POSITIVE,thereby,10,8.54439,692,975,416,1318,764,139,843,1,1318,37,849,843,3.146202,3.146202,0.55358505,1.19367e-05,0.460303,0.14556134,5.9684e-06,1.0,5.9684e-06,0.14556059,8.688e-07,1.455606,1675501,10,1960936,10.0,1675491.0,0.0,285435.0,1675501,285435,10,1960926,2130.8496,1.455606,699.2397,0.49797,0.460303,25774084.513596,0.234982,6e-06,0.145561,1.2e-05,10.734498,0.0,0.068319,0.683187,5.968364,0.0,5.099605
POS-ergonomically,140,POSITIVE,ergonomically,10,8.54439,692,975,416,1318,764,139,843,1,1318,37,849,843,3.146202,3.146202,0.55358505,1.19367e-05,0.460303,0.14556134,5.9684e-06,1.0,5.9684e-06,0.14556059,8.688e-07,1.455606,1675501,10,1960936,10.0,1675491.0,0.0,285435.0,1675501,285435,10,1960926,2130.8496,1.455606,699.2397,0.49797,0.460303,25774084.513596,0.234982,6e-06,0.145561,1.2e-05,10.734498,0.0,0.068319,0.683187,5.968364,0.0,5.099605
POS-institutionally,141,POSITIVE,institutionally,10,8.54439,692,975,416,1318,764,139,843,1,1318,37,849,843,3.146202,3.146202,0.55358505,1.19367e-05,0.460303,0.14556134,5.9684e-06,1.0,5.9684e-06,0.14556059,8.688e-07,1.455606,1675501,10,1960936,10.0,1675491.0,0.0,285435.0,1675501,285435,10,1960926,2130.8496,1.455606,699.2397,0.49797,0.460303,25774084.513596,0.234982,6e-06,0.145561,1.2e-05,10.734498,0.0,0.068319,0.683187,5.968364,0.0,5.099605
POS-deep,142,POSITIVE,deep,10,8.54439,692,975,416,1318,764,139,843,1,1318,37,849,843,3.146202,3.146202,0.55358505,1.19367e-05,0.460303,0.14556134,5.9684e-06,1.0,5.9684e-06,0.14556059,8.688e-07,1.455606,1675501,10,1960936,10.0,1675491.0,0.0,285435.0,1675501,285435,10,1960926,2130.8496,1.455606,699.2397,0.49797,0.460303,25774084.513596,0.234982,6e-06,0.145561,1.2e-05,10.734498,0.0,0.068319,0.683187,5.968364,0.0,5.099605
NEG-conventionally,143,NEGATIVE,conventionally,27,13.53713,412,632,560,571,184,144,375,994,570,144,171,375,12.778527,12.778527,0.38517186,0.0001891233,2.5909295,0.14476886,5.52013e-05,0.29032257,9.45925e-05,0.144762,4.71661e-05,13.462865,285435,93,1960936,27.0,285408.0,66.0,1675435.0,285435,1675501,93,1960843,687.1582,79.46287,2059.9312,3.659099,2.59093,25896226.57647,10.355882,9.5e-05,0.144769,0.000189,1.263883,0.0,0.299837,8.095599,94.592464,39.391203,47.42633
NEG-immediately,144,NEGATIVE,immediately,407,204.65819,85,166,567,102,47,145,77,995,102,145,40,77,191.259873,191.259873,0.37934232,0.002837809,10.029711,0.14401636,0.0008296542,0.28947368,0.0014258937,0.14391309,0.0007088893,202.341811,285435,1406,1960936,407.0,285028.0,999.0,1674502.0,285435,1675501,1406,1959530,496.03714,1201.3418,938.05225,14.143962,10.029711,28696883.485111,154.918561,0.001426,0.144016,0.002838,1.257905,0.826634,0.298565,121.51607,1425.893811,596.239573,717.0045
POS-plain,145,POSITIVE,plain,5880,5036.92033,25,49,2,60,41,146,34,108,60,146,48,34,1701.52149,1701.52149,1.8119497,0.0069941883,10.994614,0.1434473,0.0034568468,0.9974555,0.003509398,0.14301606,0.0005031806,843.079675,1675501,5895,1960936,5880.0,1669621.0,15.0,285420.0,1675501,285435,5895,1955041,1483.0015,858.07965,2032.8795,203.88661,68.12113,26310648.470981,15337.208576,0.003509,0.143447,0.006994,6.061256,4.50251,0.952214,5599.016412,3509.398085,52.551369,391.75897
POS-maybe,146,POSITIVE,maybe,2777,2379.61376,46,91,8,96,61,147,56,109,96,147,71,56,795.562781,795.562781,1.7463065,0.0033093288,7.54093,0.142891,0.0016293873,0.9971275,0.0016574147,0.14268805,0.0002371746,397.386242,1675501,2785,1960936,2777.0,1672724.0,8.0,285427.0,1675501,285435,2785,1958151,1950.0442,405.38623,295.30908,188.04987,49.104084,26535091.733273,9740.133297,0.001657,0.142891,0.003309,5.885773,3.868547,1.166311,3238.845242,1657.414708,28.027397,113.0109
POS-rather,147,POSITIVE,rather,8850,7588.27641,17,33,11,45,28,148,23,112,45,150,37,23,2497.746621,2497.746621,1.6822733,0.010508305,13.41197,0.14271635,0.0051733963,0.9965094,0.005282002,0.14207,0.0007530426,1261.723595,1675501,8881,1960936,8850.0,1666651.0,31.0,285404.0,1675501,285435,8881,1952055,1121.9093,1292.7236,1598.2356,245.54851,83.2587,27342600.878059,22621.552775,0.005282,0.142716,0.010508,5.603861,4.4641,0.939415,8313.82592,5282.002219,108.606163,607.272
POS-pretty,148,POSITIVE,pretty,26237,22525.58618,10,19,20,21,15,149,11,120,22,158,22,11,7199.412876,7199.412876,1.5548579,0.030833252,22.913017,0.14269963,0.015217765,0.9952206,0.015659196,0.14078116,0.002215107,3711.413819,1675501,26363,1960936,26237.0,1649264.0,126.0,285309.0,1675501,285435,26363,1934573,1516.4467,1647.1499,1243.8093,1026.2487,158.13252,26359529.173777,145048.996752,0.015659,0.058486,0.030833,5.148665,4.548491,1.624463,42621.031168,15659.196861,441.431499,371.79767
POS-somewhat,149,POSITIVE,somewhat,4734,4058.5872,33,65,9,72,49,150,46,110,72,148,57,46,1338.81909,1338.81909,1.6903578,0.0056348722,9.816465,0.14253744,0.0027693687,0.99663156,0.0028254236,0.14219217,0.0004031109,675.4128,1675501,4750,1960936,4734.0,1670767.0,16.0,285419.0,1675501,285435,4750,1956186,271.0707,691.4128,9.282521,66.29811,41.649815,35067090.266819,3071.321791,0.002825,0.142537,0.005635,5.655396,4.137424,0.403776,1911.476623,2825.42356,56.054794,1115.0834
POS-fairly,150,POSITIVE,fairly,6054,5191.57386,26,51,12,58,40,151,32,113,59,151,47,32,1701.310581,1701.310581,1.6627976,0.007200384,11.084106,0.14238095,0.0035361722,0.9963792,0.0036132475,0.14193979,0.0005147273,862.426141,1675501,6076,1960936,6054.0,1669447.0,22.0,285413.0,1675501,285435,6076,1954860,1328.3479,884.42615,2006.5331,184.09978,67.3837,26681451.011416,13852.983554,0.003613,0.142381,0.0072,5.550818,4.226136,0.872997,5285.123108,3613.24762,77.075341,484.06183
POS-refreshingly,151,POSITIVE,refreshingly,291,249.49631,147,272,23,396,195,152,203,111,396,149,248,203,82.065547,82.065547,1.5199844,0.0003472983,2.4329896,0.1421571,0.000170176,0.99657536,0.0001736794,0.14213593,2.47709e-05,41.503692,1675501,292,1960936,291.0,1675210.0,1.0,285434.0,1675501,285435,292,1960644,1889.8977,42.503693,658.19165,2.627572,2.43299,26206420.452062,6.550281,0.000174,0.142157,0.000347,5.63008,1.442496,0.066829,19.4472,173.679395,3.503425,148.90848
POS-understandably,152,POSITIVE,understandably,273,234.1164,153,279,25,414,203,153,211,114,414,152,253,211,76.529012,76.529012,1.4922985,0.0003258194,2.3533425,0.14193079,0.0001594329,0.99635035,0.0001629363,0.14191096,2.32071e-05,38.883602,1675501,274,1960936,273.0,1675228.0,1.0,285434.0,1675501,285435,274,1960662,1905.2776,39.883602,660.8117,2.541269,2.353343,26177271.762013,6.127539,0.000163,0.141931,0.000326,5.537962,1.347622,0.066731,18.217512,162.93634,3.503425,139.72919
POS-otherwise,153,POSITIVE,otherwise,8575,7360.14108,19,37,18,46,30,154,25,118,46,156,39,25,2355.416249,2355.416249,1.5701946,0.01018339,13.119244,0.14165534,0.0049812384,0.9954725,0.0051178723,0.14103308,0.000725072,1214.858917,1675501,8614,1960936,8575.0,1666926.0,39.0,285396.0,1675501,285435,8614,1952322,1350.0446,1253.8589,1637.1003,277.11514,84.077126,26718823.528544,25338.260241,0.005118,0.141655,0.010183,5.227124,4.197424,1.035965,8883.39838,5117.872207,136.633559,471.1125
POS-partly,154,POSITIVE,partly,504,432.34634,107,205,21,291,143,155,145,116,291,154,185,145,140.172227,140.172227,1.536412,0.0006014295,3.1917076,0.14164457,0.0002937987,0.99604744,0.0003008056,0.14160801,4.27655e-05,71.653658,1675501,506,1960936,504.0,1674997.0,2.0,285433.0,1675501,285435,506,1960430,1707.0477,73.653656,627.0417,3.446057,3.191708,26571710.913829,11.268762,0.000301,0.141645,0.000601,5.423203,2.06084,0.066599,33.565769,300.80555,7.006849,258.04004
POS-weirdly,155,POSITIVE,weirdly,253,217.02761,163,295,28,439,217,156,223,115,439,153,266,223,70.387606,70.387606,1.459314,0.0003019534,2.2615647,0.14164193,0.0001474962,0.996063,0.0001509996,0.14162359,2.14696e-05,35.97239,1675501,254,1960936,253.0,1675248.0,1.0,285434.0,1675501,285435,254,1960682,1922.3665,36.97239,663.72296,2.44181,2.261565,26145150.092059,5.657863,0.000151,0.141642,0.000302,5.428199,1.234336,0.066606,16.8512,150.999611,3.503425,129.52998
POS-deceptively,156,POSITIVE,deceptively,236,202.50214,170,304,34,449,229,157,233,117,449,155,277,233,65.177204,65.177204,1.4291627,0.0002816669,2.1805248,0.14135827,0.00013735,0.9957806,0.0001408534,0.14134118,1.99927e-05,33.49786,1675501,237,1960936,236.0,1675265.0,1.0,285434.0,1675501,285435,237,1960699,1936.8918,34.49786,666.19745,2.353977,2.180525,26118063.125308,5.258677,0.000141,0.141358,0.000282,5.327849,1.130518,0.066482,15.689843,140.853393,3.503425,120.86065
POS-eerily,157,POSITIVE,eerily,434,372.53558,118,221,26,323,159,158,162,119,326,157,205,162,118.740159,118.740159,1.4715225,0.0005179192,2.9503863,0.14100479,0.0002520202,0.9954128,0.000259027,0.14097343,3.66842e-05,61.464417,1675501,436,1960936,434.0,1675067.0,2.0,285433.0,1675501,285435,436,1960500,1766.8584,63.464417,637.2309,3.18449,2.950386,26448221.170818,9.625161,0.000259,0.141005,0.000518,5.207475,1.840889,0.066322,28.783734,259.027001,7.006849,222.3428
POS-downright,158,POSITIVE,downright,5240,4499.47794,32,63,22,68,45,159,39,121,69,159,52,39,1423.031109,1423.031109,1.5288109,0.0062352484,10.229923,0.14100191,0.0030363337,0.99506265,0.0031274229,0.14062326,0.0004419705,740.522064,1675501,5266,1960936,5240.0,1670261.0,26.0,285409.0,1675501,285435,5266,1955670,2020.4438,766.52203,2124.4373,469.5442,70.74461,25276423.068946,29428.599916,0.003127,0.141002,0.006235,5.101498,3.868522,1.643966,8614.382959,3127.422783,91.08904,70.99379
POS-already,159,POSITIVE,already,4862,4176.49984,35,69,24,70,48,160,44,122,70,160,56,44,1307.665695,1307.665695,1.4961994,0.005786755,9.831054,0.14059189,0.0028107297,0.9946808,0.0029018186,0.14024144,0.0004091315,685.500161,1675501,4888,1960936,4862.0,1670639.0,26.0,285409.0,1675501,285435,4888,1956048,153.15808,711.5002,2179.459,64.52646,41.242577,33855867.035595,2953.479438,0.002902,0.140592,0.005787,4.993481,3.760132,0.388784,1890.268367,2901.81862,91.08904,1185.4579
POS-astonishingly,160,POSITIVE,astonishingly,185,158.92573,204,358,51,521,262,161,268,123,521,161,311,268,49.61559,49.61559,1.3236623,0.000220805,1.9170184,0.14019755,0.0001069113,0.99462366,0.0001104147,0.14018424,1.55621e-05,26.07427,1675501,186,1960936,185.0,1675316.0,1.0,285434.0,1675501,285435,186,1960750,1980.4683,27.07427,673.62103,2.068307,1.917018,26037965.812157,4.06143,0.00011,0.140198,0.000221,4.976589,0.765011,0.065978,12.20584,110.414736,3.503425,94.85266
POS-chronically,161,POSITIVE,chronically,349,299.90823,132,245,42,366,179,162,186,124,366,162,230,186,92.861556,92.861556,1.3769578,0.0004165046,2.627822,0.13988762,0.0002012891,0.994302,0.0002082959,0.13986258,2.92998e-05,49.091767,1675501,351,1960936,349.0,1675152.0,2.0,285433.0,1675501,285435,351,1960585,1839.4858,51.091766,649.6036,2.834748,2.627822,26303592.419792,7.630044,0.000208,0.139888,0.000417,4.893008,1.51901,0.065837,22.977127,208.295907,7.006849,178.99615
POS-darn,162,POSITIVE,darn,496,426.36527,111,211,40,295,149,163,150,125,295,163,190,150,130.96818,130.96818,1.3833385,0.0005918854,3.1266918,0.13958408,0.0002855206,0.993988,0.0002960309,0.13954857,4.15605e-05,69.634734,1675501,499,1960936,496.0,1675005.0,3.0,285432.0,1675501,285435,499,1960437,1713.0288,72.634735,628.0606,3.372368,3.126692,26559169.708796,10.799812,0.000296,0.139584,0.000592,4.815398,1.882349,0.0657,32.58713,296.030859,10.510274,254.4703
POS-relatively,163,POSITIVE,relatively,5642,4852.36141,30,59,37,62,44,164,37,128,62,166,50,37,1474.008895,1474.008895,1.410212,0.0067119524,10.512641,0.13944921,0.0032377243,0.9934848,0.003367351,0.13904536,0.0004712851,789.638587,1675501,5679,1960936,5642.0,1669859.0,37.0,285398.0,1675501,285435,5679,1955257,1667.5604,826.6386,2064.3206,238.01814,68.83162,25915826.059758,17659.41713,0.003367,0.139449,0.006712,4.69914,3.643319,1.077644,6080.068424,3367.351019,129.62671,281.6075
POS-unbelievably,164,POSITIVE,unbelievably,470,404.14984,116,218,45,306,156,165,158,126,306,164,199,158,123.108033,123.108033,1.359972,0.0005608679,3.0374413,0.13925168,0.0002700028,0.9936575,0.0002805131,0.13921809,3.93018e-05,65.850159,1675501,473,1960936,470.0,1675031.0,3.0,285432.0,1675501,285435,473,1960463,1735.2441,68.85016,631.84515,3.27556,3.037441,26512976.288101,10.189854,0.000281,0.139252,0.000561,4.737718,1.803097,0.065555,30.811059,280.513112,10.510274,241.21133
POS-hilariously,165,POSITIVE,hilariously,309,265.73066,149,274,50,383,189,166,200,127,384,165,245,200,80.760021,80.760021,1.3241608,0.0003687764,2.4615068,0.1391518,0.0001774156,0.99356914,0.0001844225,0.13912973,2.58247e-05,43.269343,1675501,311,1960936,309.0,1675192.0,2.0,285433.0,1675501,285435,311,1960625,1873.6633,45.269344,655.42596,2.654358,2.461507,26237432.783207,6.691588,0.000184,0.139152,0.000369,4.717388,1.338487,0.065517,20.244697,184.42245,7.006849,158.59773
POS-together,166,POSITIVE,together,303,260.60402,151,276,53,389,192,167,201,129,389,167,246,201,78.950177,78.950177,1.3156574,0.000361617,2.4355855,0.13902484,0.0001738346,0.9934426,0.0001808414,0.13900322,2.53035e-05,42.39598,1675501,305,1960936,303.0,1675198.0,2.0,285433.0,1675501,285435,305,1960631,1878.79,44.39598,656.2993,2.626238,2.435585,26227609.65367,6.550853,0.000181,0.139025,0.000362,4.689099,1.309351,0.065462,19.83484,180.841432,7.006849,155.53796
POS-perhaps,167,POSITIVE,perhaps,3649,3139.21039,42,83,39,83,55,168,52,131,83,170,64,52,946.133776,946.133776,1.3879652,0.004346182,8.439254,0.13901648,0.0020902704,0.9931954,0.0021778562,0.13875602,0.000304261,509.789606,1675501,3674,1960936,3649.0,1671852.0,25.0,285410.0,1675501,285435,3674,1957262,1190.4475,534.7896,165.90572,87.64992,44.697727,28495454.782364,4429.248124,0.002178,0.139016,0.004346,4.636014,3.379812,0.584932,2134.41734,2177.856056,87.585615,566.36584
NEG-mechanically,168,NEGATIVE,mechanically,35,17.90395,377,593,574,491,168,169,338,997,491,168,151,338,15.677395,15.677395,0.37195235,0.0002451341,2.8897595,0.13900098,7.00983e-05,0.28455284,0.0001226199,0.13899225,5.98947e-05,17.096047,285435,123,1960936,35.0,285400.0,88.0,1675413.0,285435,1675501,123,1960813,682.7914,105.09605,2034.298,4.040371,2.889759,25941375.411347,12.730764,0.000123,0.139001,0.000245,1.223235,0.0,0.291119,10.189169,122.619861,52.521604,62.725147
POS-somehow,169,POSITIVE,somehow,1181,1015.92846,65,128,43,151,89,170,84,130,151,169,109,84,306.542985,306.542985,1.374672,0.001408728,4.8033834,0.13891648,0.0006768364,0.99327165,0.0007048638,0.13883224,9.85207e-05,165.071541,1675501,1189,1960936,1181.0,1674320.0,8.0,285427.0,1675501,285435,1189,1959747,1123.4656,173.07155,527.6238,5.178937,4.803383,28060551.018632,25.476343,0.000705,0.138916,0.001409,4.652256,2.626517,0.065387,77.221777,704.863799,28.027397,606.3431
POS-surprisingly,170,POSITIVE,surprisingly,1532,1318.40001,56,110,46,131,75,171,72,132,132,171,95,72,393.901298,393.901298,1.3564464,0.0018270242,5.457225,0.13854063,0.0008758157,0.99287105,0.0009143534,0.13843162,0.0001274843,213.599989,1675501,1543,1960936,1532.0,1673969.0,11.0,285424.0,1675501,285435,1543,1959393,820.994,224.59999,476.09534,5.882713,5.457225,29163532.952067,32.875502,0.000914,0.138541,0.001827,4.56828,2.787089,0.065212,99.904121,914.353378,38.537671,786.86914
POS-temporarily,171,POSITIVE,temporarily,271,233.26196,165,297,66,417,211,172,213,133,417,172,255,213,69.32573,69.32573,1.2672602,0.0003234326,2.2924228,0.13825382,0.0001547358,0.992674,0.0001617427,0.13823459,2.25234e-05,37.738041,1675501,273,1960936,271.0,1675230.0,2.0,285433.0,1675501,285435,273,1960663,1906.1321,39.73804,660.9573,2.470913,2.292423,26175653.596887,5.800455,0.000162,0.138254,0.000323,4.528075,1.14317,0.065125,17.648976,161.742667,7.006849,139.21922
